"NAME:","walk_4_2.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:44","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS:","98","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-7.34","6.16","-4.67"
"0.08996582","-7.10","6.12","-4.43"
"0.17999268","-9.22","6.47","-4.94"
"0.2699585","-10.36","6.24","-4.39"
"0.36999512","-7.26","5.22","-7.92"
"0.45996094","-6.08","7.73","-8.39"
"0.5499878","-5.65","5.02","-5.92"
"0.6399536","-3.45","8.32","-5.73"
"0.72998047","-2.75","7.45","-3.73"
"0.8200073","-5.14","8.39","-4.94"
"0.90997314","-5.41","10.71","-4.71"
"1.0","-2.94","12.12","-11.02"
"1.0899658","-6.39","7.53","-7.45"
"1.1900024","-2.98","6.67","-5.77"
"1.2799683","-5.92","5.53","-4.86"
"1.3699951","-6.20","5.65","-3.69"
"1.4599609","-5.61","6.86","-5.10"
"1.5499878","-8.87","10.67","-4.39"
"1.6399536","-11.30","6.24","-7.10"
"1.7299805","-3.92","5.22","-6.55"
"1.8200073","-6.32","5.57","-5.77"
"1.9099731","-3.18","7.18","-4.75"
"2.0","-2.90","7.49","-4.31"
"2.0899658","-4.55","9.57","-3.73"
"2.1900024","-4.55","9.38","-3.80"
"2.2799683","-5.92","9.96","-10.90"
"2.369995","-7.37","8.32","-7.61"
"2.459961","-2.31","4.98","-4.39"
"2.5499878","-5.22","3.92","-3.57"
"2.6399536","-6.28","7.18","-2.35"
"2.7299805","-10.43","10.24","-5.65"
"2.8200073","-10.79","6.51","-5.65"
"2.9099731","-2.98","4.16","-7.22"
"3.0100098","-5.69","6.59","-6.67"
"3.0999756","-2.94","7.53","-5.06"
"3.1900024","-3.06","6.98","-4.08"
"3.2799683","-4.59","8.83","-4.71"
"3.369995","-6.00","12.40","-5.02"
"3.459961","-3.84","9.57","-9.30"
"3.5499878","-6.04","7.37","-6.98"
"3.6399536","-2.79","5.45","-5.33"
"3.7299805","-5.92","4.98","-4.16"
"3.8200073","-6.00","6.83","-2.16"
"3.9099731","-7.96","9.77","-6.90"
"4.01001","-8.47","7.45","-4.39"
"4.0999756","-2.94","2.71","-7.14"
"4.1900024","-5.53","6.94","-6.28"
"4.2799683","-3.69","5.49","-4.24"
"4.369995","-1.41","7.02","-3.45"
