NAME:,walk2.csv,,
9.159,-6.354709,-5.021005,-4.667965
9.23,-1.451384,-3.92266,-8.551399
9.301,-2.275143,-1.451384,-2.07901
9.372,-4.354153,-0.784532,-2.31437
9.443,-3.648074,0.11768,-4.236473
9.514,-4.118793,-1.216025,-6.943109
9.585,-7.453054,4.2757,-10.904996
9.656,-7.178468,-1.294478,-10.081236
9.727,-3.412714,-7.963,-5.099459
9.798,-6.11935,-0.549172,-9.375158
9.869,-4.236473,-2.07901,-3.608848
9.94,-2.392823,0.196133,-1.725971
10.011,-2.863542,-0.902212,-3.020448
10.082,-1.922104,0.274586,-5.413271
10.153,-4.942552,-2.902768,-8.159133
10.224,-2.902768,1.725971,-12.2387
10.295,-1.294478,-2.785089,-11.571848
10.366,-7.100015,-0.392266,-5.138685
10.437,-1.647517,-2.863542,-9.100572
10.508,-3.373488,-1.725971,-1.372931
10.579,-3.726527,-1.059118,-2.745862
10.65,-3.295035,0.470719,-3.295035
10.721,-3.451941,-0.902212,-6.354709
10.792,-7.178468,4.2757,-11.807208
10.863,-7.139242,0.274586,-10.39505
10.934,-2.824315,-8.590626,-4.432606
11.005,-7.413828,-0.784532,-9.963557
11.076,-3.883434,-1.882877,-2.863542
11.147,-2.667409,-0.196133,-1.804424
11.218,-2.471276,-0.078453,-2.745862
11.289,-1.765197,0.706079,-6.080123
11.36,-3.059675,-2.510503,-10.434276
11.431,-2.392823,-4.432606,-9.375158
11.502,-4.118793,-3.138128,-6.080123
11.573,-6.668522,-0.196133,-7.296148
11.644,-1.294478,-2.118237,-8.43372
11.715,-4.2757,-1.059118,-1.765197
11.786,-3.138128,-0.862985,-3.687301
11.857,-3.177355,0.11768,-2.667409
11.928,-4.04034,-1.529837,-7.335374
11.999,-5.609404,3.726527,-10.51273
12.07,-6.668522,1.255251,-11.53262
12.141,-2.118237,-8.747532,-2.863542
12.212,-8.43372,-0.23536,-10.355823
12.283,-3.177355,-2.157463,-3.334261
12.354,-2.824315,-0.470719,-1.882877
12.425,-2.19669,-0.196133,-2.392823
12.496,-1.96133,0.706079,-5.962444
12.567,-0.823759,-1.333704,-11.218808
12.638,-2.275143,-3.491168,-8.08068
12.709,-5.648631,-5.295591,-5.374045
12.78,-6.23703,0.902212,-8.590626
12.851,-2.118237,-3.765754,-8.002227
12.922,-3.491168,-1.569064,-0.274586
12.993,-3.844207,-1.255251,-3.883434
13.064,-4.001113,0.470719,-3.098902
13.135,-3.373488,-1.294478,-6.746975
13.206,-7.021562,3.883434,-10.826543
13.277,-7.531507,-1.725971,-10.434276
13.348,-3.412714,-9.022119,-2.941995
13.419,-6.746975,-0.627626,-9.022119
13.49,-3.883434,-1.490611,-3.373488
13.561,-2.392823,-0.11768,-2.392823
13.632,-2.432049,0,-2.902768
13.703,-1.490611,-0.706079,-4.824872
13.774,-3.334261,-1.882877,-10.081236
13.845,-5.217138,0.902212,-9.179025
13.916,-4.197247,-3.255808,-10.865768
13.987,-5.021005,1.725971,-7.100015
14.058,-1.176798,-0.392266,-8.747532
14.129,-4.354153,-1.176798,-0.980665
14.2,-3.451941,-0.862985,-4.628739
14.271,-2.785089,-0.470719,-2.549729
14.342,-4.511059,-0.862985,-6.590069
14.413,-6.864655,4.471833,-10.865768
14.484,-6.707749,-1.255251,-12.59174
14.555,-3.765754,-9.139798,-2.07901
14.626,-7.492281,-2.07901,-9.022119
14.697,-3.334261,-2.510503,-1.725971
14.768,-2.628182,-0.509946,-2.824315
14.839,-2.275143,0.470719,-2.235916
14.91,-2.039783,0.11768,-5.923217
14.981,-0.313813,-0.039227,-12.905553
15.052,-2.706636,-2.118237,-7.492281
15.123,-6.668522,-6.943109,-1.451384
15.194,-6.590069,-0.196133,-8.276814
15.265,-2.510503,-1.333704,-7.84532
15.336,-2.745862,-0.823759,-1.216025
15.407,-3.020448,-0.549172,-3.569621
15.478,-3.020448,0.980665,-3.177355
15.549,-3.098902,-1.451384,-8.159133
15.62,-5.923217,2.628182,-8.551399
15.691,-9.453611,-0.745305,-12.199473
15.762,-2.19669,-6.080123,-5.374045
15.833,-9.022119,-1.96133,-8.786758
15.904,-3.020448,-2.549729,-1.608291
15.975,-2.981222,-1.647517,-1.608291
16.046,-1.804424,0.313813,-2.706636
16.117,-2.628182,-0.706079,-5.452498
16.188,-1.059118,1.96133,-14.082351
16.259,-2.118237,-7.139242,-11.414941
16.33,-6.433163,-8.159133,0.862985
16.401,-5.844764,-2.235916,-7.727641
16.472,-2.19669,-1.922104,-6.590069
16.543,-4.2757,-0.23536,-1.922104
16.614,-3.255808,0,-4.667965
16.685,-2.19669,1.451384,-3.883434
16.756,-3.961887,-0.313813,-7.649188
16.827,-7.884547,-0.862985,-7.923774
16.898,-3.295035,-3.569621,-7.100015
16.969,-2.118237,-4.432606,-8.041453
17.04,-6.11935,-2.235916,-6.903882
17.111,-2.902768,-2.510503,-1.176798
17.182,-2.549729,-1.294478,-2.07901
17.253,-2.510503,0.431493,-2.588956
17.324,-4.236473,-2.745862,-6.943109
17.395,-0.980665,0.156906,-12.866325
17.466,-2.588956,-4.903325,-14.474616
17.537,-5.138685,-6.668522,-2.000557
17.608,-3.883434,-6.197803,-9.688971
17.679,-1.922104,-2.353596,-1.84365
17.75,-3.883434,-0.706079,-2.31437
17.821,-2.902768,0,-2.941995
17.892,-4.314926,0.666852,-7.100015
17.963,-6.864655,3.020448,-11.650301
18.034,-8.119907,-6.197803,-5.177911
18.105,-3.883434,-4.864099,-6.315483
18.176,-3.726527,-2.588956,-8.237586
18.247,-4.981779,-1.804424,-5.530951
18.318,-2.000557,0.11768,-2.039783
18.389,-2.588956,-0.313813,-2.510503
18.46,-1.686744,0.588399,-4.471833
18.531,-4.903325,-2.863542,-7.296148
18.602,-3.569621,0.078453,-11.297261
18.673,-0.274586,-2.941995,-13.61163
18.744,-4.864099,-2.667409,-4.2757
18.815,-2.31437,-3.138128,-9.885103
18.886,-2.510503,-2.19669,-0.784532
18.957,-3.92266,-1.490611,-2.549729
19.028,-3.373488,-0.039227,-3.412714
19.099,-3.451941,0.078453,-6.746975
19.17,-7.296148,3.648074,-11.53262
19.241,-8.43372,-5.413271,-5.609404
19.312,-3.334261,-3.844207,-7.178468
19.383,-3.255808,-2.157463,-9.179025
19.454,-4.942552,-1.804424,-6.315483
19.525,-2.588956,0.431493,-1.019892
19.596,-2.235916,-0.588399,-2.275143
19.667,-1.608291,0.823759,-5.491724
19.738,-3.92266,-1.96133,-8.590626
19.809,-4.118793,-0.941438,-8.747532
19.88,-1.725971,-3.098902,-9.414385
19.951,-7.884547,-1.84365,-4.864099
20.022,-1.176798,-2.981222,-8.747532
20.093,-3.020448,-1.569064,0.156906
20.164,-3.726527,-1.098345,-3.020448
20.235,-3.80498,-0.078453,-4.001113
20.306,-2.981222,-0.666852,-6.590069
20.377,-7.727641,4.981779,-10.434276
20.448,-6.158576,-1.294478,-10.15969
20.519,-3.491168,-7.217695,-5.256365
20.59,-6.433163,-0.902212,-9.688971
20.661,-5.021005,-1.804424,-3.255808
20.732,-2.392823,0.11768,-1.019892
20.803,-2.275143,-0.666852,-2.588956
20.874,-1.412158,0.666852,-5.648631
20.945,-0.941438,-0.588399,-11.297261
21.016,-3.491168,-4.197247,-8.119907
21.087,-6.393936,-8.159133,-0.745305
21.158,-6.668522,0.078453,-8.865212
21.229,-1.216025,-1.490611,-7.139242
21.3,-4.15802,-0.392266,-1.569064
21.371,-2.785089,-0.706079,-3.687301
21.442,-3.138128,0.509946,-2.863542
21.513,-3.569621,-1.765197,-6.746975
21.584,-5.452498,3.412714,-10.944222
21.655,-9.80665,-1.333704,-9.649744
21.726,-1.176798,-8.31604,-4.628739
21.797,-8.119907,-1.922104,-8.747532
21.868,-4.079566,-2.118237,-1.529837
21.939,-2.07901,-1.255251,-2.588956
22.01,-1.882877,0.784532,-2.902768
22.081,-2.549729,-0.039227,-6.040897
22.152,-0.588399,0.509946,-12.199473
22.223,-1.333704,-6.746975,-9.532064
22.294,-7.060789,-6.786202,-1.765197
22.365,-6.668522,-0.549172,-6.903882
22.436,-0.745305,-1.882877,-7.492281
22.507,-4.903325,-0.039227,-2.549729
22.578,-3.451941,-0.353039,-3.726527
22.649,-3.020448,1.176798,-4.079566
22.72,-3.687301,-2.07901,-6.11935
22.791,-5.177911,3.726527,-10.355823
22.862,-10.081236,-1.333704,-10.316596
22.933,-2.824315,-7.492281,-2.981222
23.004,-8.708306,-3.059675,-7.688414
23.075,-3.92266,-2.824315,-1.608291
23.146,-2.706636,-1.490611,-1.84365
23.217,-1.686744,-0.11768,-2.941995
23.288,-3.177355,0.078453,-7.178468
23.359,0.392266,2.902768,-12.395606
23.43,-1.765197,-6.00167,-9.767424
23.501,-5.609404,-7.570734,-1.804424
23.572,-7.100015,-0.078453,-7.139242
23.643,-0.902212,-2.31437,-6.943109
23.714,-4.15802,-0.196133,-1.725971
23.785,-3.334261,-0.274586,-3.530394
23.856,-3.765754,1.216025,-5.177911
23.927,-4.04034,-1.84365,-5.805537
23.998,-5.099459,2.19669,-10.51273
24.069,-9.688971,-2.824315,-9.061345
24.14,-0.784532,-8.43372,-4.707192
24.211,-8.394493,-2.31437,-7.766868
24.282,-4.079566,-1.725971,-3.059675
24.353,-2.785089,-1.294478,-2.941995
24.424,-1.451384,0.23536,-2.510503
24.495,-2.353596,0.823759,-6.786202
24.566,-0.470719,1.019892,-12.47406
24.637,-3.648074,-3.92266,-11.689528
24.708,-5.648631,-8.590626,1.529837
24.779,-5.88399,-4.824872,-8.355267
24.85,-1.137571,-3.020448,-4.001113
24.921,-4.667965,-0.784532,-3.059675
24.992,-3.295035,0.11768,-4.354153
25.063,-2.824315,0.941438,-3.883434
25.134,-3.491168,-1.529837,-6.590069
25.205,-5.687858,3.569621,-10.27737
25.276,-9.610518,-3.059675,-10.316596
25.347,-0.666852,-7.570734,-6.158576
25.418,-6.550843,-2.471276,-7.649188
25.489,-4.001113,-0.706079,-2.275143
25.56,-2.785089,-1.451384,-1.765197
25.631,-2.039783,0.862985,-3.844207
25.702,-2.667409,0.196133,-5.727084
25.773,1.372931,1.725971,-13.846991
25.844,-2.824315,-7.413828,-12.709418
25.915,-6.982335,-6.629296,2.118237
25.986,-5.648631,-5.805537,-11.022676
26.057,-1.059118,-2.941995,-4.628739
26.128,-4.079566,-0.706079,-2.510503
26.199,-3.334261,0.039227,-4.04034
26.27,-3.608848,1.372931,-4.746419
26.341,-4.079566,0.039227,-5.88399
26.412,-4.824872,2.471276,-10.473503
26.483,-9.453611,-2.235916,-10.434276
26.554,-1.922104,-7.84532,-4.314926
26.625,-8.394493,-4.824872,-8.629852
26.696,-3.334261,-1.372931,-0.902212
26.767,-3.098902,-1.294478,-2.31437
26.838,-1.804424,0.196133,-1.725971
26.909,-4.746419,-3.373488,-5.923217
26.98,-0.509946,3.255808,-15.926001
27.051,-1.84365,-6.943109,-13.101686
27.122,-8.119907,-8.43372,1.686744
27.193,-6.943109,-0.274586,-9.610518
27.264,-1.569064,-1.608291,-6.158576
27.335,-4.001113,-0.313813,-1.765197
27.406,-3.373488,-0.627626,-2.824315
27.477,-3.608848,0.902212,-3.608848
27.548,-2.902768,-1.176798,-8.865212
27.619,-5.256365,2.549729,-9.649744
27.69,-10.198917,-5.099459,-9.335931
27.761,-1.922104,-7.649188,-6.433163
27.832,-7.923774,-2.510503,-7.178468
27.903,-3.80498,-2.235916,-0.196133
27.974,-2.471276,-1.686744,-2.471276
28.045,-1.608291,0,-2.157463
28.116,-3.059675,-1.294478,-5.530951
28.187,0.039227,2.745862,-13.101686
28.258,-3.138128,-3.961887,-16.04368
28.329,-5.923217,-8.825986,3.451941
28.4,-6.11935,-5.88399,-10.63041
28.471,-0.941438,-2.588956,-2.510503
28.542,-4.354153,-0.823759,-2.510503
28.613,-3.451941,-0.078453,-3.80498
28.684,-3.138128,1.019892,-4.550286
28.755,-4.314926,-0.353039,-8.276814
28.826,-3.216581,2.392823,-8.629852
28.897,-10.865768,-4.15802,-8.237586
28.968,-1.137571,-7.335374,-7.531507
29.039,-6.825429,-3.295035,-7.688414
29.11,-3.138128,-1.412158,0.23536
29.181,-2.471276,-0.11768,-2.549729
29.252,-2.157463,-0.509946,-2.275143
29.323,-4.589512,-2.471276,-8.159133
29.394,-0.23536,1.098345,-11.414941
29.465,-1.255251,-7.492281,-18.554182
29.536,-5.687858,-6.158576,-3.334261
29.607,-2.588956,-5.334818,-10.39505
29.678,-1.255251,-2.588956,-0.666852
29.749,-4.15802,-0.862985,-2.667409
29.82,-3.295035,-0.11768,-2.785089
29.891,-3.80498,0.11768,-6.903882
29.962,-8.629852,4.079566,-11.022676
30.033,-6.903882,-8.747532,-6.080123
30.104,-3.373488,-6.472389,-7.806094
30.175,-5.177911,-1.96133,-9.767424
30.246,-4.550286,-2.588956,-4.04034
30.317,-2.510503,0.196133,-1.647517
30.388,-2.667409,-0.470719,-3.138128
30.459,-1.96133,0.745305,-4.079566
30.53,-2.628182,-2.31437,-9.80665
30.601,-4.667965,-3.216581,-7.060789
30.672,-12.277926,-9.885103,1.882877
30.743,-4.079566,-0.980665,-9.885103
30.814,-2.667409,-0.784532,-6.550843
30.885,-4.04034,-0.745305,0.431493
30.956,-3.177355,-0.470719,-5.491724
31.027,-3.530394,2.19669,-3.648074
31.098,-3.844207,-0.313813,-4.824872
31.169,-4.864099,2.785089,-9.532064
31.24,-11.767981,-8.512173,-9.179025
31.311,-1.569064,-8.982892,-9.885103
31.382,-8.041453,-0.392266,-7.688414
31.453,-4.04034,-0.902212,-0.039227
31.524,-1.725971,-1.294478,-2.588956
31.595,-1.569064,0.078453,-3.295035
31.666,-3.80498,-1.412158,-8.66908
31.737,0.509946,2.31437,-12.513286
31.808,3.80498,-14.513843,-15.572961
31.879,-5.76631,-6.080123,-3.177355
31.95,-2.353596,-6.825429,-8.708306
32.021,-2.981222,-3.059675,-0.862985
32.092,-3.92266,-1.765197,-3.216581
32.163,-2.706636,0,-2.706636
32.234,-3.844207,0.588399,-6.276257
32.305,-6.943109,2.471276,-13.297818
32.376,-6.511616,-5.295591,-5.530951
32.447,-3.373488,-9.610518,-2.588956
32.518,-6.943109,-0.627626,-9.728197
32.589,-2.706636,-2.000557,-4.707192
32.66,-2.824315,-0.509946,-1.294478
32.731,-3.098902,0.509946,-2.000557
32.802,-1.529837,1.176798,-6.080123
32.873,-0.745305,0.23536,-13.140911
32.944,1.922104,-8.66908,-10.434276
33.015,-8.786758,-7.453054,-1.529837
33.086,-6.433163,-3.412714,-7.727641
33.157,-1.96133,-3.059675,-5.060232
33.228,-4.981779,0.274586,-2.785089
33.299,-3.412714,-0.509946,-4.001113
33.37,-2.588956,0.902212,-3.412714
33.441,-2.863542,-0.549172,-9.610518
33.512,-5.76631,2.785089,-8.708306
33.583,-10.434276,-5.530951,-8.865212
33.654,-0.980665,-6.315483,-8.198359
33.725,-7.100015,-1.804424,-6.11935
33.796,-2.745862,-1.372931,-0.706079
33.867,-2.981222,-1.647517,-2.118237
33.938,-1.922104,-0.11768,-2.628182
34.009,-4.354153,-2.432049,-7.806094
34.08,-1.569064,1.176798,-13.650858
34.151,-2.275143,-2.549729,-17.102798
34.222,-4.393379,-5.334818,-2.07901
34.293,-2.392823,-5.413271,-10.355823
34.364,-2.549729,-2.667409,-0.666852
34.435,-4.001113,-1.059118,-2.902768
34.506,-3.80498,-0.902212,-2.471276
34.577,-2.07901,0.941438,-6.668522
34.648,-6.903882,0.902212,-10.826543
34.719,-5.923217,-1.686744,-6.433163
34.79,-3.138128,-5.334818,-7.217695
34.861,-3.530394,-3.608848,-9.80665
34.932,-4.864099,-2.432049,-5.334818
35.003,-2.471276,0.627626,-1.451384
35.074,-3.059675,-0.706079,-2.510503
35.145,-1.686744,0.313813,-4.707192
35.216,-4.236473,-1.84365,-9.845878
35.287,-1.608291,-5.413271,-12.317153
35.358,-2.902768,-2.902768,-7.060789
35.429,-7.649188,0.745305,-4.707192
35.5,0.313813,-1.059118,-9.924331
35.571,-4.824872,-1.569064,-1.922104
35.642,-3.491168,-0.784532,-2.902768
35.713,-2.628182,0.627626,-3.765754
35.784,-4.471833,-0.941438,-6.590069
35.855,-4.118793,2.432049,-9.610518
35.926,-10.238143,0,-10.51273
35.997,-0.549172,-7.688414,-6.746975
36.068,-8.786758,-2.31437,-9.885103
36.139,-3.334261,-1.84365,-2.549729
36.21,-3.098902,-0.666852,-1.490611
36.281,-2.549729,0.353039,-3.216581
36.352,-2.941995,0.039227,-5.217138
36.423,2.745862,3.726527,-17.063572
36.494,-2.157463,-3.765754,-6.550843
36.565,-6.393936,-6.11935,-4.550286
36.636,-5.177911,-1.84365,-7.609961
36.707,-1.490611,-2.235916,-5.217138
36.778,-4.589512,-0.588399,-2.19669
36.849,-3.726527,-0.156906,-4.589512
36.92,-3.530394,1.294478,-4.981779
36.991,-4.04034,-1.059118,-6.903882
37.062,-3.098902,2.667409,-9.963557
37.133,-10.983448,-4.197247,-8.355267
37.204,-0.745305,-9.885103,-5.609404
37.275,-8.943666,-2.275143,-7.060789
37.346,-3.961887,-1.569064,0.039227
37.417,-2.510503,-1.647517,-2.471276
37.488,-2.07901,0.039227,-4.001113
37.559,-3.295035,-0.274586,-5.491724
37.63,0.666852,3.295035,-15.259149
37.701,-2.745862,-4.511059,-15.141468
37.772,-6.158576,-6.276257,1.176798
37.843,-4.15802,-5.060232,-9.100572
37.914,-1.922104,-2.235916,-4.785645
37.985,-5.177911,-1.176798,-2.157463
38.056,-4.15802,-0.039227,-4.15802
38.127,-3.451941,0.627626,-6.080123
38.198,-4.981779,-0.039227,-7.609961
38.269,-4.864099,2.07901,-8.512173
38.34,-8.629852,-4.903325,-9.022119
38.411,-0.706079,-7.806094,-6.511616
38.482,-7.413828,-3.255808,-6.590069
38.553,-2.31437,-2.039783,-0.784532
38.624,-3.177355,-1.608291,-3.608848
38.695,-1.686744,-0.862985,-4.903325
38.766,-1.412158,-0.862985,-6.158576
38.837,-3.451941,2.667409,-10.904996
38.908,-0.784532,-7.413828,-8.159133
38.979,-4.471833,-5.491724,-0.549172
39.05,-1.647517,-3.334261,-11.375715
39.121,-3.412714,-2.275143,-4.001113
39.192,-4.393379,-1.451384,-2.667409
39.263,-3.295035,0.078453,-2.31437
39.334,-3.491168,-0.196133,-3.726527
39.405,-3.961887,-0.353039,-5.021005
39.476,-4.942552,2.235916,-12.317153
39.547,-8.08068,0.549172,-12.2387
39.618,-3.883434,-9.532064,-0.23536
39.689,-3.255808,-1.294478,-9.139798
39.76,-5.295591,-0.862985,-4.354153
39.831,-2.824315,-1.725971,-3.255808
39.902,-2.275143,-0.431493,-3.451941
39.973,-1.725971,0.470719,-4.903325
40.044,-4.589512,-2.392823,-6.197803
40.115,-3.883434,-0.078453,-9.571291
40.186,1.294478,-5.295591,-12.827099
40.257,-6.511616,-4.864099,-2.235916
40.328,-1.765197,-4.981779,-8.512173
40.399,-3.844207,-1.804424,-2.510503
40.47,-3.961887,-1.059118,-3.569621
40.541,-4.236473,-0.274586,-4.001113
40.612,-2.588956,1.333704,-6.158576
40.683,-5.76631,0.509946,-10.002784
40.754,-8.943666,-4.432606,-8.119907
40.825,-2.392823,-7.335374,-4.707192
40.896,-4.314926,-1.372931,-8.982892
40.967,-4.785645,-1.96133,-4.942552
41.038,-2.000557,-0.039227,-3.334261
41.109,-2.31437,0.549172,-2.941995
41.18,-1.451384,-0.039227,-4.981779
41.251,-4.511059,-0.745305,-7.570734
41.322,-1.686744,-3.569621,-8.551399
41.393,-3.844207,-2.902768,-8.904439
41.464,-7.806094,0.431493,-5.805537
41.535,-0.274586,-1.098345,-8.355267
41.606,-3.80498,-1.569064,-3.255808
41.677,-3.451941,-0.431493,-3.765754
41.748,-2.981222,0.392266,-4.236473
41.819,-3.765754,-1.059118,-6.982335
41.89,-5.805537,3.412714,-10.198917
41.961,-8.786758,-1.608291,-9.218252
42.032,-2.157463,-10.081236,-2.628182
42.103,-8.982892,-1.294478,-8.512173
42.174,-3.020448,-2.31437,-1.686744
42.245,-2.706636,-0.353039,-1.608291
42.316,-2.667409,0.627626,-4.707192
42.387,-2.667409,1.216025,-7.374601
42.458,0.706079,-0.078453,-11.258035
42.529,-3.451941,-4.628739,-7.100015
42.6,-4.628739,-7.609961,-2.275143
42.671,-7.296148,-0.706079,-6.040897
42.742,-1.294478,-2.471276,-6.590069
42.813,-3.608848,-0.431493,-3.255808
42.884,-3.373488,-0.196133,-4.785645
42.955,-3.726527,0.706079,-4.471833
43.026,-2.785089,-0.666852,-7.256921
43.097,-8.119907,1.137571,-8.66908
43.168,-6.746975,-1.412158,-11.611073
43.239,-0.392266,-5.570178,-4.707192
43.31,-7.570734,-1.294478,-8.512173
43.381,-2.785089,-1.725971,-2.510503
43.452,-2.902768,-2.588956,-2.31437
43.523,-2.588956,-0.23536,-3.569621
43.594,-3.216581,-0.039227,-6.668522
43.665,-0.862985,1.765197,-12.709418
43.736,-4.314926,-2.981222,-11.493395
43.807,-5.88399,-7.531507,-0.313813
43.878,-4.589512,-3.765754,-7.649188
43.949,-1.84365,-1.608291,-5.256365
44.02,-3.883434,-1.137571,-2.667409
44.091,-3.569621,0.196133,-4.785645
44.162,-3.687301,0.784532,-5.570178
44.233,-2.981222,-1.490611,-7.217695
44.304,-4.903325,1.765197,-8.512173
44.375,-9.492838,-0.823759,-7.453054
44.446,-0.627626,-8.629852,-3.765754
44.517,-8.43372,-1.255251,-7.727641
44.588,-3.255808,-1.216025,-3.765754
44.659,-3.687301,-2.275143,-2.19669
44.73,-2.19669,0.196133,-4.471833
44.801,-2.31437,0.509946,-5.374045
44.872,-1.608291,-1.96133,-10.74809
44.943,-4.15802,-3.530394,-9.453611
45.014,-4.2757,-4.589512,-4.432606
45.085,-6.472389,-1.647517,-5.256365
45.156,-2.000557,-1.608291,-7.923774
45.227,-3.451941,-1.216025,-3.844207
45.298,-3.608848,0.039227,-3.883434
