NAME:,run_3_2,,
EXPERIMENT TIME:,06/06/2023 12:28,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,154,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.04,-8.71,-6.55
0.067,-1.41,-5.73,-7.34
0.134,-1.96,-8.08,-7.92
0.201,-1.92,-6.04,-6.83
0.268,-1.69,-5.22,-7.22
0.335,-2.63,-5.33,-9.18
0.402,-2.47,-7.02,-7.65
0.469,-2.51,-7.3,-10.2
0.536,-2.2,-3.37,-5.26
0.603,3.88,-7.02,-5.1
0.67,1.65,-10.36,-6.55
0.737,-3.84,-13.06,-11.14
0.804,-6.28,-8.16,-10.12
0.871,-0.16,-9.22,-4.31
0.938,2.63,-6.75,-2.67
1.005,-1.65,0.75,3.84
1.072,5.92,-13.26,-6.39
1.139,-4.04,-19.06,-17.85
1.206,-0.16,-9.26,-7.88
1.273,-1.1,-1.69,-1.29
1.34,1.61,-1.1,3.06
1.407,4.82,-3.69,-4.28
1.474,-9.1,-12.59,-12.94
1.541,-10.71,-9.06,-11.22
1.608,-0.39,-10.9,-7.77
1.675,1.96,-5.22,0.2
1.742,1.22,-0.16,6.24
1.809,9.14,-9.61,-1.84
1.876,-3.57,-20.01,-20.01
1.943,-0.16,-11.89,-11.02
2.01,-3.26,-3.41,-1.06
2.077,3.45,0.08,4.28
2.144,1.88,-4.12,0.43
2.211,-3.3,-20.01,-9.14
2.278,-9.65,-14.44,-16.51
2.345,-2.08,-12.04,-8.04
2.412,0.9,-5.1,-4.79
2.479,2.31,0.08,6.47
2.546,0.59,0.27,0.47
2.613,-8.87,-10.98,-17.89
2.68,-0.04,-15.97,-16
2.747,-4.35,-3.92,-8.75
2.814,0.35,2.43,3.49
2.881,3.61,-1.77,0.55
2.948,5.06,-14.24,3.18
3.015,-6.71,-13.77,-12.36
3.082,-4.79,-12.16,-12.79
3.149,-1.8,-5.06,-7.22
3.216,2.2,-3.41,-0.31
3.283,-1.06,1.33,3.65
3.35,8.24,-14.59,-5.37
3.417,2.28,-20.01,-16.08
3.484,1.26,-9.49,-6
3.551,-2.04,0.67,-0.2
3.618,1.45,1.69,5.45
3.685,2.86,-6.51,-3.65
3.752,-6.79,-12.63,-11.34
3.819,-6.55,-13.18,-14.87
3.886,-0.08,-13.34,-7.49
3.953,0.67,-3.92,-4.2
4.02,1.29,1.69,6
4.087,2.39,-1.57,1.77
4.154,3.69,-20.01,-20.01
4.221,-4.79,-15.97,-12.24
4.288,-1.37,-2.82,-4.2
4.355,-2.43,5.1,7.96
4.422,6.32,-8,0.47
4.489,-2.9,-13.73,18.91
4.556,-10.63,-12.98,-8.47
4.623,-4.16,-8.75,-7.34
4.69,1.61,-15.02,-5.49
4.757,3.41,-2.16,5.06
4.824,-4.71,-2,5.73
4.891,10.2,-15.02,2.94
4.958,1.22,-20.01,-14.44
5.025,-2.08,-9.53,-9.26
5.092,0.71,-0.24,-2.71
5.159,0.2,1.88,5.81
5.226,3.22,-12.79,-9.57
5.293,-1.57,-16.28,-14.2
5.36,-9.65,-14.98,-13.02
5.427,1.65,-16.12,-4.31
5.494,1.18,-4.55,-2.47
5.561,-0.39,3.3,8.94
5.628,1.77,-3.73,2.47
5.695,-3.49,-20.01,-15.18
5.762,-4.43,-15.22,-9.26
5.829,-0.67,-5.96,-6.79
5.896,1.53,2.63,6
5.963,2.28,-1.77,-0.27
6.03,3.3,-14.71,-15.02
6.097,-6.67,-18.24,-15.06
6.164,-1.49,-12.91,-6.32
6.231,0.98,-6.39,-6.67
6.298,3.18,-0.9,4.79
6.365,-3.77,2.98,2.98
6.432,4.67,-20.01,-14.91
6.499,-6.83,-15.81,-10.75
6.566,-0.59,-6.9,-4.55
6.633,-0.51,3.14,1.33
6.7,1.1,2.47,3.18
6.767,2.16,-20.01,-3.96
6.834,-6.63,-14.59,-7.73
6.901,-2.82,-16.24,-9.69
6.968,0.2,-10.2,-6.28
7.035,0.67,-2.43,0.51
7.102,-0.82,1.33,4.16
7.169,5.14,-13.18,1.14
7.236,1.22,-20.01,-10.59
7.303,-1.53,-17.06,-10.43
7.37,-0.75,-1.73,-2.94
7.437,1.92,3.14,5.49
7.504,1.92,-9.65,0.71
7.571,1.06,-6.79,-8.63
7.638,-11.81,-14.12,-10.47
7.705,-6.16,-10.75,-8.83
7.772,2.59,-6.12,-5.77
7.839,2.71,-1.8,6.94
7.906,-4.28,3.73,2.04
7.973,2.63,-19.02,5.61
8.04,2.63,-20.01,-11.85
8.107,0.9,-11.02,-7.1
8.174,-3.14,-0.39,-1.37
8.241,1.22,3.61,3.77
8.308,4.24,-6.98,-6.12
8.375,-0.43,-18.87,-11.57
8.442,-7.88,-14.16,-14.95
8.509,1.33,-15.34,-2.47
8.576,2.39,-4.08,-1.33
8.643,-1.33,1.29,5.53
8.71,-1.65,0.16,1.92
8.777,-1.8,-20.01,-12.36
8.844,-2.31,-18.01,-11.92
8.911,-1.8,-7.85,-7.14
8.978,-2.31,4.59,7.22
9.045,3.57,-4.04,3.41
9.112,4.55,-7.81,10.4
9.179,-6.47,-7.73,-13.69
9.246,-6.51,-14.51,-11.26
9.313,0.71,-7.88,-6.67
9.38,1.92,-1.92,3.77
9.447,-2.39,1.41,6
