NAME:,Walk_3_1,,
EXPERIMENT TIME:,06/06/2023 12:04,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,103,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.12,-8.28,-2.16
0.080992187,1.8,-11.61,-2.98
0.161992188,1.8,-9.41,-8.43
0.242992188,-7.34,-8.04,-8.47
0.323992188,5.84,-7.57,-4.35
0.404992188,-2.75,-3.26,-2.04
0.485992187,-2.9,-9.45,-4.43
0.566992187,0.98,-8.71,-3.45
0.647992187,-2.51,-13.53,-2.2
0.728992188,-3.88,-9.1,-9.14
0.809992188,5.06,-8.28,-6.94
1.458992188,-0.39,-9.92,-7.02
1.538992187,0.55,-3.06,-4.2
1.619992187,-3.06,-10.2,-5.14
1.700992187,-0.86,-6.94,-2.71
1.781992188,-1.33,-11.49,-4.24
1.862992188,-1.33,-10.9,-2.94
1.943992188,-5.53,-7.41,-12.71
2.024992187,-0.08,-6.86,-6.51
2.105992187,-3.18,-6.55,-5.14
2.186992187,2.39,-7.53,-4.12
2.267992187,1.18,-8,-3.41
2.348992188,0.2,-10.55,-4.12
2.429992188,-0.35,-12.59,-2.16
2.510992188,2.43,-7.45,-9.06
2.591992187,-4.98,-9.1,-8.79
2.672992187,3.18,-6.86,-3.88
2.753992187,-2.79,-4.16,-2.55
2.834992188,-2.04,-9.22,-5.02
2.915992188,0.2,-8.32,-2.98
2.996992188,-0.9,-12.55,-3.33
3.077992187,-3.06,-9.73,-5.96
3.158992187,2.51,-6.98,-9.06
3.239992187,-3.96,-6.43,-5.49
3.320992187,0.43,-3.84,-3.41
3.401992188,1.29,-10.63,-4.28
3.482992188,0.55,-7.37,-3.22
3.563992188,2.08,-10.16,-3.84
3.644992187,1.18,-10.43,-6.2
3.725992187,-0.94,-6.63,-8.9
3.806992187,-1.88,-8.32,-6.55
3.887992188,1.73,-4.12,-5.02
3.968992188,-3.45,-8.75,-4.94
4.049992188,-1.33,-7.34,-2.98
4.130992188,-1.45,-10.59,-4.08
4.211992187,-0.98,-11.41,-2.75
4.292992187,-3.22,-9.1,-12
4.374992187,0.82,-7.1,-5.92
4.454992188,-2.94,-6.94,-4.47
4.535992188,1.84,-8.51,-4.04
4.616992188,1.14,-8.12,-3.57
4.697992187,-0.9,-10,-3.33
4.778992187,0.59,-12.91,-1.49
4.859992187,2,-9.81,-7.61
4.940992188,-4.71,-9.41,-6.71
5.021992188,4.08,-9.1,-4.59
5.102992188,-2.63,-5.84,-2.43
5.183992188,-2.98,-7.88,-3.69
5.264992187,1.26,-9.53,-3.33
5.345992187,-1.14,-12.71,-2.63
5.426992187,-4.12,-10.2,-9.14
5.507992188,4.82,-6.67,-6
5.588992188,-3.96,-9.49,-5.3
5.669992188,1.57,-5.69,-2.94
5.750992187,0.59,-8.71,-4.04
5.831992187,-0.08,-8.94,-2.9
5.912992187,2.43,-10.51,-3.53
5.993992187,1.53,-10.04,-7.22
6.074992188,-3.49,-7.61,-10.43
6.155992188,0.94,-6.47,-7.18
6.236992188,-0.67,-4.59,-3.92
6.317992187,-2.39,-8.59,-4.9
6.398992187,-1.26,-6.9,-2.67
6.479992187,-1.33,-11.22,-4.2
6.560992188,-2.59,-10.28,-4.79
6.641992188,-3.33,-7.65,-12.36
6.722992188,-2.08,-6.32,-5.57
7.452992187,-4,-6.63,-3.14
7.532992187,-1.92,-8.83,-3.41
7.613992188,1.29,-9.85,-2.98
7.694992188,-0.24,-13.26,-2.35
7.775992188,-4.94,-7.37,-8.28
7.856992188,3.41,-9.61,-8.28
7.937992187,-4.98,-8.63,-4.86
8.018992187,2.47,-4.9,-2.67
8.099992187,1.77,-9.02,-3.77
8.180992188,-0.08,-9.57,-2.9
8.261992188,0.94,-11.02,-3.88
8.342992188,0.86,-8.83,-4.94
8.423992187,-2.2,-9.73,-10.16
8.504992187,0.35,-7.26,-6.83
8.585992187,-0.51,-5.49,-4.82
8.666992188,-2.31,-7.88,-4.55
8.747992188,-0.86,-7.3,-3.02
8.828992188,-1.41,-11.14,-4.55
8.909992188,-1.41,-9.53,-3.96
8.990992187,-2.59,-7.65,-11.92
9.071992187,-0.16,-6.83,-5.53
9.152992187,-3.45,-5.45,-4.79
9.233992188,3.02,-9.06,-4.28
9.314992188,-0.12,-6.86,-3.65
9.395992188,0.16,-10.71,-3.14
9.639992187,-5.14,-7.85,-9.1
9.720992187,5.73,-8.55,-6.08
9.963992188,0,-8.12,-2.94
10.04499219,-0.27,-12.32,-2.47
10.12599219,-0.9,-8.75,-5.84
10.36899219,1.22,-4.04,-3.8
10.44999219,2.12,-10.36,-3.84
10.53099219,0.39,-6.9,-2.35
10.61199219,2.35,-10.79,-3.8
10.69299219,-0.04,-11.14,-2.9
10.77399219,2.51,-8.83,-10.98
10.85499219,-1.84,-9.81,-7.85
10.93599219,2.16,-4.63,-4.28
11.01699219,-4.51,-6.94,-3.69
11.09799219,-1.29,-8,-3.33
11.17899219,-0.82,-9.69,-3.57
11.25999219,-0.12,-12.04,-2.9
11.34099219,-4.08,-11.49,-13.96
11.42199219,3.92,-4.31,-6
11.50299219,-5.49,-8.9,-5.53
11.58399219,2.47,-5.88,-3.57
11.66499219,1.14,-8.71,-4.08
11.74599219,-0.71,-10.47,-3.69
11.82699219,1.96,-11.14,-2.43
11.90799219,2.9,-8.39,-9.61
11.98899219,-5.61,-7.26,-8.51
12.06999219,4.47,-8.32,-5.37
12.15199219,-2.24,-3.49,-2.47
12.23199219,-2.31,-9.22,-5.06
12.31299219,0.59,-8.39,-3.26
12.39399219,-1.65,-12.55,-3.06
12.47499219,-1.96,-8.75,-8.08
12.55599219,3.18,-6.94,-7.57
12.63699219,-4.24,-8.55,-6.04
12.71799219,1.88,-4.79,-2.75
12.79899219,0.47,-10.28,-4.63
13.52799219,-1.53,-11.14,-4.16
13.60899219,0.27,-11.26,-3.22
13.68999219,-5.3,-6.43,-13.77
13.77099219,1.61,-5.61,-7.22
13.85199219,-4.16,-5.18,-4.82
13.93299219,2.63,-7.34,-3.65
14.01399219,1.18,-8.43,-3.96
14.09499219,-1.02,-9.96,-4.43
14.17599219,1.33,-12.91,-2.39
14.25699219,2.16,-9.81,-10.59
14.33799219,-2.75,-8.24,-6.08
14.41899219,2.2,-8.51,-5.02
14.49999219,-2.9,-6.24,-3.73
14.58099219,-1.92,-6.86,-3.3
14.66199219,-1.1,-8.83,-3.8
14.74299219,0.2,-12.43,-2.75
14.82399219,-5.1,-9.41,-11.18
14.90499219,4.67,-8.83,-7.92
14.98599219,-5.3,-7.26,-4.43
15.06699219,3.33,-5.65,-2.43
15.14799219,2,-8.79,-2.9
15.22899219,-1.37,-10.2,-2.79
15.30999219,0.67,-14.2,-1.8
15.39099219,3.1,-6.51,-10.71
15.47199219,-3.8,-12.47,-7.92
15.55299219,6,-7.77,-3.96
15.63399219,-3.33,-4.31,-2.31
15.71599219,-2.35,-8.67,-4.2
15.79599219,-0.86,-9.73,-3.49
15.87699219,0,-11.38,-2.51
15.95799219,-5.45,-7.3,-14
16.03899219,-0.35,-4.94,-8.87
16.11999219,-3.02,-6.94,-5.1
16.20099219,1.18,-6.63,-3.33
16.28199219,1.73,-8.47,-2.79
16.36299219,0.12,-10.43,-3.45
16.44399219,-0.08,-11.85,-4.86
16.52499219,-2.71,-8.59,-11.26
16.60599219,-0.08,-6.24,-6.9
16.68699219,0.98,-6.04,-4.9
16.76799219,-2.47,-7.26,-3.61
16.84899219,-1.53,-7.45,-2.24
16.92999219,-1.57,-10.36,-3.73
17.01099219,-2.2,-9.3,-3.33
17.09199219,1.22,-12.71,-14.79
17.17299219,-0.86,-3.1,-4.75
17.25399219,-2.35,-5.77,-5.69
17.33499219,1.26,-7.49,-3.37
17.41599219,2.28,-7.69,-3.02
17.49699219,0.75,-10.32,-4.28
17.57799219,0.51,-10.55,-3.84
17.65899219,-1.18,-9.18,-12.67
17.73999219,-0.75,-7.45,-6.71
17.82099219,0.35,-6.32,-4.82
17.90199219,-3.14,-6.71,-4.55
17.98299219,-2.35,-7.02,-3.57
18.06399219,0.16,-9.65,-4.51
18.14499219,0.39,-11.85,-2
18.22599219,-5.22,-11.65,-12.71
18.30699219,6.43,-6.47,-6.67
18.38799219,-5.92,-8.04,-5.49
18.46899219,2.9,-5.45,-2.75
18.54999219,0.63,-9.38,-3.77
18.63099219,-0.67,-9.65,-2.79
18.71199219,1.37,-10.51,-2.12
19.44099219,4,-8.79,-7.73
19.52199219,-6.83,-8.24,-5.61
20.49399219,-1.37,-5.41,-2.86
20.57499219,0.59,-7.57,-11.1
21.38499219,-0.12,-4.43,-4.04
21.46599219,-2.51,-8.71,-4.82
21.54699219,-2.16,-7.41,-3.22
22.03299219,0.16,-7.69,-5.96
22.11399219,0.55,-6.94,-4.24
22.19599219,-0.67,-9.69,-4.51
22.27599219,2.2,-12.83,-4.98
22.35699219,3.53,-10.32,-10.32
22.43799219,-5.69,-5.73,-3.84
22.51899219,4.16,-7.34,-6.08
22.59999219,-3.96,-7.45,-4.31
22.68099219,-0.71,-6.28,-3.84
22.76199219,0.31,-10.32,-5.06
22.84299219,-1.45,-12.43,-3.22
22.92399219,-3.77,-8.94,-10.63
23.00499219,2.71,-6.16,-4.2
23.08599219,-4.12,-9.77,-5.81
23.16699219,2.35,-5.22,-3.1
23.24799219,0.47,-9.38,-4.71
23.32899219,-0.63,-9.3,-3.18
23.40999219,0.24,-11.89,-2.75
23.49099219,4.04,-10.04,-10.2
23.57199219,-4.79,-6.08,-5.81
23.65299219,3.8,-8.08,-5.14
23.73399219,-2.04,-5.06,-3.06
23.81599219,-2.24,-8.59,-4.31
23.89599219,0.9,-8.67,-2.9
23.97699219,-1.77,-14.79,-2.71
24.05799219,-2.28,-8.51,-10.43
24.13899219,2.67,-6.12,-4.75
24.21999219,-3.84,-9.89,-5.92
24.30099219,2.79,-5.81,-3.45
24.38299219,0.94,-8.51,-4.47
24.46299219,-0.63,-9.41,-3.96
24.54399219,-0.04,-12.51,-3.3
24.62599219,2.71,-9.65,-9.85
24.70599219,-6.16,-5.18,-5.41
24.78799219,5.49,-9.3,-6.12
24.86799219,-3.02,-5.53,-3.73
24.94899219,-1.65,-7.26,-3.88
25.03099219,0.63,-7.3,-3.61
25.11099219,0.51,-14.75,-5.3
25.19299219,-3.18,-9.18,-9.1
25.27299219,2.79,-2.51,-5.45
25.35399219,-5.57,-10.08,-7.18
25.43499219,2,-2.55,-2.94
25.51599219,0.63,-11.02,-4.86
25.59699219,-0.43,-7.77,-3.1
25.67799219,1.84,-11.69,-3.96
25.75899219,1.65,-10.94,-7.34
25.83999219,-2.9,-5.06,-9.14
25.92099219,1.14,-8.39,-6.08
26.00199219,-0.78,-4.12,-3.77
26.08299219,-3.02,-9.92,-5.1
26.16399219,0.98,-7.57,-2
26.24599219,-1.22,-13.42,-3.41
26.32599219,-3.45,-9.45,-9.57
26.40799219,2.12,-7.18,-6.04
26.48799219,-5.73,-7.88,-5.45
26.56899219,3.18,-5.26,-3.73
26.65099219,0.63,-9.1,-4.55
26.73099219,-0.47,-8.75,-2.94
26.81199219,-0.24,-11.77,-3.73
26.89299219,3.3,-8.16,-7.06
26.97399219,-2.59,-6.83,-10.24
27.05499219,1.8,-8.71,-6.67
27.13599219,-1.61,-4.31,-3.45
27.94599219,1.37,-10.32,-4.24
28.02699219,-0.04,-11.57,-2.59
28.10799219,2.79,-8.36,-12.32
28.18899219,-2,-10.79,-9.41
28.26999219,2.67,-5.02,-3.22
28.35099219,-3.73,-6.94,-3.33
28.43199219,-1.73,-7.41,-2.86
28.51299219,-0.12,-10,-3.37
28.59399219,-0.82,-12.32,-2.55
28.67499219,-1.1,-8.39,-11.53
28.75599219,1.96,-8.2,-6.86
28.83699219,-4.24,-7.57,-5.18
28.91799219,2.43,-6.98,-2.9
28.99899219,1.77,-8.79,-3.57
29.07999219,0.43,-8.55,-3.49
29.16099219,-0.67,-13.89,-2.63
29.24199219,2.9,-5.22,-9.53
29.32299219,-5.18,-10.71,-9.34
29.40399219,6.94,-8.04,-5.41
29.48499219,-4.24,-3.57,-1.84
29.56599219,-2.31,-8.39,-5.02
29.64699219,-0.08,-8.12,-4.12
29.72799219,-0.98,-12.79,-3.26
29.80899219,-3.1,-10,-10.16
29.88999219,4.28,-5.88,-7.49
29.97099219,-5.49,-10.47,-5.61
30.05199219,1.49,-4.47,-3.45
30.13299219,1.69,-9.92,-5.06
30.21399219,0.35,-7.61,-3.37
30.29499219,0.94,-10.36,-4.55
30.37599219,1.69,-8.87,-4.59
30.45699219,0.39,-10.16,-12.16
30.53799219,-2.16,-7.81,-5.88
30.61899219,1.73,-4.43,-4.75
30.69999219,-4.51,-10.12,-5.1
30.78099219,-0.39,-6.28,-2.71
30.86199219,-1.57,-10.59,-4.16
30.94299219,-1.37,-10.71,-4.08
31.02399219,-2.55,-9.41,-12.91
31.10499219,0.94,-5.02,-3.84
31.18599219,-1.92,-7.77,-6
31.26699219,2.43,-8.83,-4.24
31.34799219,0.16,-6.67,-3.37
31.42899219,0.2,-10.51,-4.04
31.50999219,0.16,-12,-2.55
31.59099219,2.9,-7.57,-7.96
31.67199219,-4.43,-8.36,-7.61
31.75299219,3.22,-8.08,-6.08
31.83399219,-0.67,-2.79,-2.59
31.91499219,-3.22,-9.81,-5.18
31.99599219,-0.08,-7.77,-1.96
32.07699219,-0.59,-13.57,-3.1
32.15799219,-4.39,-10.4,-12
32.23899219,4.71,-5.37,-6.71
32.31999219,-4.51,-8.28,-6.08
32.40099219,2.86,-6.35,-2.71
32.48199219,0.12,-9.73,-4.31
32.56299219,-0.63,-8.9,-3.14
32.64399219,1.37,-9.81,-3.53
32.72499219,2.24,-10.47,-9.22
32.80599219,-1.77,-5.53,-10.55
32.88799219,-1.18,-7.69,-6.35
32.96799219,1.02,-4.04,-4.55
33.04899219,-2.94,-10.2,-5.22
33.12999219,-1.26,-7.02,-3.06
33.85999219,0.59,-11.14,-2.67
33.94099219,3.26,-9.77,-6.16
34.02199219,-3.41,-7.06,-9.81
34.10299219,2.2,-7.22,-6.12
34.18399219,-0.08,-3.33,-3.37
34.26499219,-3.65,-10.36,-5.1
34.34599219,-0.71,-6.59,-2.39
34.42699219,-0.59,-11.49,-3.61
34.50799219,-2.16,-11.02,-2.51
34.58899219,-3.69,-8.2,-11.3
34.66999219,1.57,-7.81,-6.55
34.75099219,-4.31,-6.35,-5.37
34.83199219,3.02,-7.85,-3.73
34.91299219,1.18,-8.2,-3.49
34.99399219,-0.51,-9.73,-3.57
35.07499219,1.06,-12.63,-2.31
35.15699219,2.71,-7.96,-8.67
35.23699219,-6.32,-6.63,-8.32
35.31799219,5.3,-7.77,-5.45
35.39899219,-2.94,-3.77,-2.63
35.47999219,-2.16,-9.69,-4.63
35.56099219,0.67,-8.08,-2
35.64199219,-0.24,-12.47,-2.63
35.72299219,-2.71,-10.59,-7.1
35.80399219,3.45,-8.83,-8.04
35.88499219,-4.31,-6.86,-4.98
35.96599219,0.35,-4.86,-3.33
36.04699219,1.1,-9.73,-3.88
36.12799219,0.16,-8.67,-2.71
36.20899219,1.14,-10.2,-3.92
36.28999219,0.71,-10.47,-4.59
36.37099219,2.55,-8.36,-11.77
36.45199219,-1.14,-7.96,-6.71
36.53299219,1.14,-5.84,-4.9
36.61399219,-3.8,-7.73,-4.59
36.69499219,-1.14,-6.79,-3.06
36.77599219,0.35,-10.71,-3.53
36.85699219,-0.82,-11.85,-2.71
36.93799219,-3.96,-9.73,-9.53
37.01899219,4.82,-7.1,-6.98
37.09999219,-5.49,-9.3,-5.53
37.18099219,1.53,-5.37,-3.37
37.26199219,1.77,-9.81,-4.39
37.34299219,-0.51,-8.43,-2.9
37.42399219,1.65,-10.28,-3.61
37.50499219,0.59,-10.67,-4.2
37.58599219,2.63,-8.98,-11.06
37.66699219,-1.1,-9.06,-5.96
37.74799219,1.57,-5.88,-4.79
37.82899219,-4.04,-8.63,-4.59
37.90999219,-0.94,-6.28,-3.06
37.99099219,-0.31,-9.92,-3.33
38.07199219,-0.04,-12.71,-2.63
38.15299219,-3.57,-9.14,-8.24
38.23399219,3.73,-8.87,-8.67
38.31499219,-3.77,-7.34,-5.65
38.39599219,0.47,-4.47,-3.53
38.47699219,0.94,-9.81,-4.43
38.55799219,-0.16,-8.08,-3.45
38.63899219,0.9,-10.04,-4.79
38.71999219,0.75,-12.36,-4.43
38.80099219,2.08,-8.12,-10.43
38.88199219,-1.73,-8.63,-5.84
38.96299219,2.2,-6.43,-5.45
39.04399219,-3.73,-8.16,-4.71
39.12499219,-1.1,-7.69,-3.26
39.85499219,0.94,-10.63,-3.41
39.93499219,1.96,-9.85,-6.63
40.01599219,-2.12,-5.77,-9.18
40.09699219,1.41,-8.28,-6.24
40.17799219,0,-2.47,-3.73
40.25999219,-3.96,-11.14,-5.3
40.33999219,-0.63,-5.73,-1.77
40.42099219,-1.41,-10.98,-3.61
40.50199219,-2.86,-10.47,-3.88
40.58299219,-1.29,-8.12,-12
40.66399219,-1.41,-6.47,-5.02
40.74499219,-2.51,-5.06,-4.51
40.82599219,2.28,-8.47,-4.08
40.90699219,-0.04,-8.32,-3.41
40.98799219,-0.08,-9.57,-4.24
41.06899219,2.24,-11.85,-3.1
41.14999219,0.75,-8.43,-10.55
41.23099219,-2.2,-9.77,-6.63
41.31199219,1.69,-6.24,-4.86
41.39299219,-3.77,-7.77,-4.71
41.47399219,-2.43,-6.24,-2.67
41.55499219,-0.2,-10.36,-4.94
41.63599219,-0.43,-12.83,-2.47
41.71699219,-2.12,-10.24,-11.85
41.79799219,2.28,-4.47,-4.63
41.87999219,-3.22,-7.18,-5.92
41.95999219,2.43,-8.2,-3.88
42.04199219,0.39,-7.57,-4.08
42.12199219,0.63,-9.38,-4.94
42.20299219,0.35,-12.71,-2.86
42.28499219,1.65,-8,-8.55
42.36499219,-5.57,-4.63,-6.59
42.44699219,4.63,-9.3,-6.71
42.52699219,-2.63,-2.63,-2.79
42.60799219,-1.73,-9.89,-4.43
42.68999219,0,-7.45,-3.06
42.76999219,-2.51,-14.79,-4.82
42.85199219,-1.96,-10.9,-10.43
42.93199219,2.28,-2,-4.28
43.01299219,-6.35,-12.55,-6.63
43.09399219,2.71,-3.26,-3.45
43.17499219,-0.43,-9.96,-5.18
43.25599219,0.59,-8.55,-2.59
43.33699219,2.35,-7.45,-3.49
43.41799219,0.75,-11.53,-1.84
43.49899219,2.35,-16.51,-11.49
43.57999219,-8.59,-7.81,-6.04
43.66099219,6.39,-8.9,-3.06
43.74199219,-4.94,-6.35,-3.53
43.82299219,-1.22,-6.98,-1.88
43.90399219,-0.63,-10.63,-4.04
43.98499219,-0.94,-10.51,-3.3
44.06599219,0.55,-9.02,-13.1
44.14699219,-1.53,-5.41,-5.1
44.22799219,-3.02,-4.79,-4.75
44.30899219,0.59,-8.39,-3.49
44.38999219,1.41,-7.41,-2.82
44.47099219,0.98,-10.94,-4.35
44.55199219,0.55,-10.16,-5.53
44.63299219,-1.49,-9.34,-11.77
44.71399219,-0.55,-8.83,-7.18
44.79499219,0.31,-3.57,-3.61
44.87599219,-3.3,-8.36,-4.79
44.95699219,-0.78,-7.57,-2.47
45.84799219,-2.59,-7.53,-8.12
45.92899219,3.49,-8.43,-4.31
46.00999219,-3.8,-4.63,-2.9
