"Name:","run_4_1.csv"
"EXPERIMENT TIME:","06/06/2023 15:24"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","18"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-9.49","2.28","-2.51"
"0.050048828","-10.04","2.24","-2.75"
"0.100097656","-9.53","2.24","-2.55"
"0.15014648","-10.00","2.51","-2.94"
"0.20019531","-10.08","2.28","-2.63"
"0.25","-10.00","2.39","-2.90"
"0.30004883","-10.00","2.35","-3.14"
"0.35009766","-9.81","2.31","-2.98"
"0.40014648","-9.41","1.33","-3.02"
"0.46020508","-11.02","3.84","-4.35"
"0.51000977","-8.71","3.22","-2.59"
"0.5600586","-9.41","1.29","-2.90"
"0.6101074","-8.47","2.35","-2.63"
"0.66015625","-8.87","1.29","-1.84"
"0.7102051","-8.98","1.84","-1.96"
"0.76000977","-9.53","1.69","-2.20"
"0.8100586","-10.87","0.78","-2.51"
"0.8601074","-14.16","0.35","0.20"
"0.91015625","-14.51","0.63","-0.75"
"0.9699707","-10.16","-3.33","-3.80"
"1.0200195","-8.83","0.31","-8.16"
"1.0700684","-10.67","0.55","-6.39"
"1.1201172","-20.01","0.08","-6.71"
"1.170166","-19.85","3.30","1.14"
"1.2199707","-4.71","3.37","-0.94"
"1.2700195","-2.24","3.49","0.82"
"1.3200684","1.22","3.80","-2.35"
"1.3701172","-0.59","0.04","1.14"
"1.420166","1.45","5.30","-9.30"
"1.4799805","-19.46","-4.43","10.98"
"1.5300293","-15.49","4.51","4.16"
"1.5800781","-16.91","-0.67","-3.22"
"1.630127","-10.67","0.59","-2.39"
"1.6801758","-1.84","-4.43","-1.49"
"1.7299805","-0.35","-0.04","-2.75"
"1.7800293","2.00","3.57","-3.02"
"1.8300781","-20.01","1.77","1.73"
"1.880127","-20.01","0.08","1.06"
"1.9301758","-12.24","6.47","-0.94"
"1.9899902","-4.47","1.84","-0.43"
"2.040039","1.84","3.84","-2.59"
"2.090088","0.43","0.94","2.12"
"2.1401367","-19.22","-2.94","-12.04"
"2.1901855","-17.97","7.69","1.57"
"2.2399902","-15.93","4.59","2.24"
"2.290039","-15.65","-2.43","-5.57"
"2.340088","-5.18","0.67","0.90"
"2.3901367","-1.22","-3.57","-2.59"
"2.4401855","2.82","0.82","-0.67"
"2.5","-16.28","6.39","-11.57"
"2.5500488","-20.01","0.08","-3.73"
