NAME:,Run_2_1,,
EXPERIMENT TIME:,06/06/2023 12:12,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,1.73,-8.04,-5.22
0.081010254,2.9,-6.71,-3.53
0.162010254,1.45,-9.57,-4
0.243010254,1.22,-12.12,-3.73
0.324010254,1.37,-0.63,-7.61
0.405010254,1.26,-4.75,-11.06
0.486010254,2.39,-14.71,-10.59
0.567010254,-4.16,-16.12,-6.59
0.648010254,0.67,2.75,1.92
0.729010254,-1.84,-0.12,-3.84
0.810010254,-2.47,-11.14,-10.43
0.891010254,-0.31,-20.01,-6.04
0.972010254,0.82,-9.77,-0.94
1.053010254,4.2,1.61,-1.26
1.134010254,-2.43,6.04,-0.16
1.215010254,1.61,-20.01,-10.94
1.296010254,4.39,-20.01,-2.08
1.377010254,0.86,1.84,-3.3
1.458010254,-2.24,-5.77,-1.22
1.539010254,3.06,1.37,-2.82
1.620010254,-2.55,-20.01,-16.44
2.349010254,0.31,-20.01,-10.08
2.430010254,-3.84,-15.3,-5.41
3.888010254,0.12,-20.01,-20.01
3.969010254,-0.78,-7.73,-4.59
4.941010254,0.08,2.43,-9.65
5.022010254,0.98,-20.01,-20.01
5.103010254,-3.49,-9.22,-2.35
5.184010254,-1.1,0.51,2.08
5.265010254,0.98,0.82,-2.9
5.346010254,-7.88,-15.89,-11.89
5.427010254,-0.55,-20.01,-2.86
5.508010254,0.27,-0.51,-1.41
5.589010254,2.08,-3.53,-3.33
5.670010254,-0.55,0.27,-3.06
5.751010254,-5.22,-20.01,-15.97
5.832010254,1.49,-12.67,-3.65
5.913010254,1.49,6.9,2.24
5.994010254,0.43,1.53,-4.43
6.075010254,-3.84,-1.22,-15.3
6.156010254,-3.88,-20.01,-9.73
6.237010254,3.22,-3.61,-2.82
6.318010254,3.73,-0.82,0.63
6.399010254,-3.49,2.16,-1.69
6.480010254,1.33,-20.01,-8.2
6.561010254,9.85,-17.02,0.31
6.642010254,0.24,5.02,-2.79
6.723010254,-2.71,-5.06,-1.49
6.804010254,0.98,3.33,-2.39
6.885010254,0.47,-20.01,-15.18
6.966010254,-0.94,-5.65,-4.63
7.047010254,-1.49,3.37,-1.18
7.128010254,-0.08,0.78,-4.71
7.209010254,-1.37,9.02,-9.85
7.290010254,3.33,-20.01,-20.01
7.371010254,-0.43,0.04,-4.2
7.452010254,-1.45,-8.59,1.37
7.533010254,1.53,0.67,0.27
7.614010254,-0.08,-19.02,-13.3
7.695010254,-2.04,-20.01,-3.73
7.776010254,0.86,-0.39,-0.98
7.857010254,0.86,-2.75,-2.16
7.938010254,0.16,2.59,-1.88
8.019010254,-11.57,-20.01,-20.01
8.100010254,-3.14,-7.37,1.33
8.181010254,1.41,0.71,1.65
8.262010254,-1.53,1.18,-2.43
8.343010254,-3.53,-11.77,-14.08
8.424010254,-2.63,-20.01,-2
8.505010254,1.61,1.33,-1.88
8.586010254,4.31,-4.08,-3.96
8.667010254,-3.57,-0.78,0.9
8.748010254,-0.55,-20.01,-20.01
8.829010254,1.53,-15.02,-4.75
8.910010254,2.94,6.32,-1.77
8.991010254,-2.39,0.35,-5.26
9.072010254,2.86,0.82,-6.63
9.153010254,1.57,-20.01,-20.01
9.234010254,-1.57,-3.96,-5.06
9.315010254,-0.27,3.3,2.08
9.396010254,0.63,-1.22,-3.06
9.477010254,3.41,0.55,-16.67
9.558010254,5.1,-20.01,-7.77
9.639010254,0.27,-4.39,-1.77
9.720010254,-5.22,-6.86,0.67
9.801010254,-0.27,4.43,-2.43
9.882010254,-0.82,-19.61,-12.94
9.963010254,3.33,-15.89,-5.22
10.04401025,-5.73,3.41,1.77
10.12501025,0.43,-1.88,-4.67
10.85401025,5.65,-0.47,-0.67
10.93501025,-1.06,3.8,-2.28
11.01601025,-6,-17.02,-15.26
11.09701025,2.82,-17.93,-6
11.17801025,5.61,7.77,-1.37
11.25901025,-1.77,-3.53,-4.63
11.34001025,-2.24,1.65,-15.89
11.42101025,-4.47,-20.01,-15.57
11.50201025,3.77,-6.86,-3.33
11.58301025,1.18,1.57,0.47
11.66401025,-3.06,3.69,-1.88
11.74501025,2.71,-15.73,-11.41
11.82601025,4.63,-20.01,-0.94
11.90701025,1.37,-2.24,-3.18
11.98801025,-4.71,-2.08,0.16
12.06901025,0.2,0.39,-1.84
12.15001025,-0.2,-16.95,-18.01
12.23101025,-2.43,-13.18,-5.73
12.31201025,-2.39,2.08,2
12.39301025,0.63,-2.9,-4.79
12.47401025,0.51,7.65,-12.08
12.55501025,2.98,-20.01,-20.01
12.63601025,-2.94,-7.37,-2.75
12.71701025,0.27,0.67,2.51
12.79801025,0.27,0.9,-2.16
12.87901025,-7.3,-14.32,-11.57
12.96001025,-2.31,-20.01,-1.45
13.04101025,0.82,-2.98,-1.37
13.12201025,4.39,-1.1,-1.33
13.20301025,-0.59,5.06,-4.9
13.28401025,-1.73,-20.01,-20.01
13.36501025,0.82,-10.83,-3.26
13.44601025,-0.2,2.51,1.73
13.52701025,-0.82,-1.37,-3.96
13.60801025,-2.43,-0.27,-14.63
13.68901025,-4.9,-20.01,-8.24
13.77001025,1.69,-7.65,-2.28
13.85101025,6.28,1.8,2
13.93201025,-3.96,3.22,-1.41
14.01301025,0.59,-20.01,-9.96
14.09401025,6.71,-16.87,-2.39
14.17501025,1.14,4.16,-1.29
14.25601025,-2.24,-3.69,-1.14
14.33701025,2.16,-2.08,1.96
14.41801025,-2.9,-20.01,-12.47
14.49901025,-5.77,-10.2,-3.61
14.58001025,-1.57,2.31,0.67
14.66101025,1.65,-2.67,-3.33
14.74201025,-2.35,8,-10.9
14.82301025,-6.94,-20.01,-20.01
14.90401025,6.86,-10.87,2.75
14.98501025,-7.1,-4.75,2.16
15.06601025,-4.47,6.94,-9.65
15.14701025,8.83,-15.97,-13.57
15.22801025,1.41,-20.01,-7.45
15.30901025,-3.49,3.77,0.71
15.39001025,1.26,-3.22,-4.31
15.47101025,5.33,9.53,-20.01
15.55201025,2.51,-20.01,-13.96
15.63301025,-2.55,-8.47,-2.51
15.71401025,-2.9,3.14,-1.1
15.79501025,2.47,3.73,-1.22
15.87601025,6.04,-13.14,-13.89
15.95701025,-4,-20.01,-8.51
16.03801025,-3.77,1.37,1.33
16.84801025,3.1,-3.96,-3.1
16.92901025,-1.26,3.57,-2.98
17.01001025,-5.69,-20.01,-20.01
17.09101025,-4.63,-5.88,-1.96
17.17201025,1.14,3.57,2.63
17.25301025,1.14,3.33,-2.2
17.33401025,-10.43,-18.51,-15.38
17.41501025,-5.53,-20.01,0.98
17.49601025,0.98,-8.32,-4.43
17.57701025,7.37,4.9,-0.24
17.65801025,-4.39,1.33,-0.27
17.73901025,-2.98,-20.01,-13.26
17.82001025,9.49,-15.93,-0.47
17.90101025,0.39,2.59,-1.77
17.98201025,-0.04,-3.1,-1.69
18.06301025,-0.78,5.45,-11.3
18.14401025,1.73,-20.01,-17.18
18.22501025,4.79,-13.53,-4.71
18.30601025,0.59,-1.45,0.35
18.38701025,-0.51,-1.1,-2.12
18.46801025,9.57,5.02,-20.01
18.54901025,2.16,-20.01,-9.41
18.63001025,-2.51,-11.61,-2.08
18.71101025,-1.57,2.86,0.47
18.79201025,-1.49,1.02,-1.8
18.87301025,-5.65,-20.01,-6.94
18.95401025,-6.71,-20.01,0.98
19.03501025,2.12,-5.41,-2.98
19.11601025,8.51,2.31,-0.59
19.19701025,-5.41,2.43,0.12
19.27801025,-1.41,-20.01,-6.94
19.35901025,9.18,-13.14,0.43
19.44001025,1.69,6.2,-1.61
19.52101025,-2.51,-4.28,-4.12
19.60201025,-2.39,8.79,-20.01
19.68301025,-3.57,-20.01,-13.65
19.76401025,5.49,-9.49,-2.08
19.84501025,2.94,2.71,-1.26
19.92601025,-3.53,1.69,0.08
20.00701025,0.9,-12.51,-10.2
20.08801025,5.57,-13.61,-4.39
20.16901025,1.26,0.75,-2.51
20.25001025,-2.82,-4.28,-1.84
20.33101025,-1.06,3.1,-10.36
20.41201025,2.08,-20.01,-18.01
20.49301025,-0.16,-6.83,-4.2
20.57401025,0,3.02,1.49
20.65501025,-2.43,-0.27,-1.92
20.73601025,0.31,-20.01,-3.1
20.81701025,7.06,-14.28,-0.75
20.89801025,0.71,-2.39,-2.86
20.97901025,-5.37,-1.65,-0.24
21.06001025,-0.63,3.65,-9.49
21.14101025,6.86,-20.01,-16
21.22301025,-1.29,-14.32,-3.06
21.30301025,-0.12,1.69,-0.35
21.38401025,0.04,-4.86,-2.31
21.46501025,-3.22,-20.01,-2.35
21.54601025,7.92,-20.01,-4.08
21.62801025,2.86,-0.94,-2.51
21.70801025,-3.18,-5.61,0.63
21.78901025,1.65,-1.88,1.02
21.87001025,12.32,-20.01,-20.01
21.95101025,-2.28,-12.08,-4.59
22.84201025,1.57,2.24,-3.06
22.92301025,-1.73,1.02,-4.9
23.00401025,-5.84,-20.01,-20.01
23.08501025,-2.31,-8.04,-2.71
23.16601025,1.26,3.61,0.47
23.24701025,-0.98,-0.55,-3.22
23.32801025,1.22,-7.69,-8.79
23.40901025,-5.3,-20.01,-5.1
23.49001025,2.16,1.84,-2.16
23.57101025,5.22,-0.63,-1.53
23.65201025,-6.12,2.12,-2.28
23.73301025,-8.2,-20.01,-19.77
23.81401025,4.43,-10.87,-0.71
23.89501025,3.33,6.04,-0.43
23.97601025,-4.24,-0.35,-6.75
24.05701025,-5.41,-18.83,-17.26
24.13801025,-5.1,-20.01,-3.96
24.21901025,3.8,-2.04,-1.41
24.30001025,4.63,-2.71,-1.84
24.38101025,-3.69,0.16,2.98
24.46201025,3.33,-14.4,-9.49
24.54301025,7.81,-15.06,-4.08
24.62401025,3.18,-1.33,-2.86
24.70501025,-8.04,-3.06,0.67
24.78601025,4.82,1.1,-0.63
24.86701025,7.61,-20.01,-18.75
24.94801025,1.14,-12.63,-5.37
25.02901025,-5.69,0.27,2.28
25.11001025,2.79,-2.47,-3.33
25.19101025,3.73,9.96,-19.38
25.27201025,8.55,-20.01,-10.98
25.35301025,-3.73,-13.14,-2.04
25.43401025,-4.31,1.96,0.47
25.51501025,0.08,2.86,-1.1
25.59601025,0.47,-20.01,-4.04
25.67701025,-5.65,-20.01,-1.18
25.75801025,-0.08,1.65,-4.31
25.83901025,4.75,0.67,0
25.92001025,-4.86,-1.06,2.9
26.00101025,-4.75,-17.97,-17.57
26.08201025,6.32,-8.87,-0.59
26.16301025,3.37,5.02,-1.73
26.24401025,-0.75,-6.39,-2.71
26.32501025,-5.69,2.2,-20.01
26.40601025,-3.41,-20.01,-8.55
26.48701025,3.18,-7.85,-2.98
26.56801025,4.59,1.14,-0.67
26.64901025,-3.02,0.47,-0.63
26.73001025,1.96,-20.01,-4.59
26.81101025,6.59,-12.04,0.2
26.89201025,1.84,0.78,-2.98
26.97301025,-3.3,-4.39,0.16
27.05401025,-0.55,6.71,-8.16
27.13501025,5.53,-20.01,-17.5
27.21601025,4.82,-15.49,-6.47
27.29701025,-3.65,-2.35,5.02
27.37801025,1.02,2.43,-4.16
27.45901025,3.06,8.43,-19.85
27.54001025,5.18,-20.01,-11.65
27.62101025,-0.2,-7.96,-2.51
27.70201025,-5.33,0.27,-0.35
27.78301025,2.2,3.1,-0.75
27.86401025,-3.1,-5.69,-10.24
27.94501025,-3.73,-20.01,-7.1
28.02601025,-2.75,-0.98,-1.22
28.10701025,3.49,0.12,-1.1
28.18801025,-3.37,1.88,0.08
28.83601025,0.63,1.29,0.51
