NAME:,walk_5_1.csv
EXPERIMENT TIME:,2023/05/22 08:37:02
ACTIVITY TYPE:,Walking
COUNT OF ACTUAL STEPS:,150

Time [sec],ACC X,ACC Y,ACC Z
0.0,1.3337,-8.9437,-4.5503
0.07100000000002638,0.745305,-8.7083,-5.0602
0.14199999999993906,1.05912,-9.0221,-5.5702
0.21299999999996544,0.588399,-9.2183,-5.1779
0.2839999999999918,0.745305,-8.2376,-5.4133
0.3550000000000182,-0.70608,-8.2768,-5.2956
0.42600000000004457,-0.35304,-7.8845,-5.374
0.49699999999995725,-1.3337,-7.963,-5.9232
0.5679999999999836,-0.98067,-7.5315,-5.884
0.63900000000001,-1.3337,-9.3752,-7.2569
0.7100000000000364,7.49228,-13.455,-4.5111
0.7809999999999491,0.274586,-8.7475,-6.237
0.8519999999999754,5.84476,-8.4337,-3.4127
1.0649999999999409,2.3536,-7.0608,-6.0409
1.1359999999999673,-0.11768,-6.5116,-6.3547
1.2069999999999936,2.3536,-6.3547,-4.0796
1.27800000000002,-2.2359,-7.0216,-7.7276
1.3490000000000464,1.84365,-11.415,-5.9624
1.419999999999959,6.35471,-10.944,-0.15691
1.4909999999999854,1.49061,-10.787,-9.8851
1.5620000000000118,-2.079,-8.2376,-5.4133
1.6330000000000382,-1.0199,-8.0022,-4.0403
1.7039999999999509,0.980665,-6.0017,-5.2171
1.7749999999999773,-2.1182,-5.3348,-6.0017
1.8460000000000036,-0.11768,-7.3354,-6.0801
1.91700000000003,3.6873,-10.042,-8.8652
1.9879999999999427,4.07957,-11.925,-2.8243
2.058999999999969,8.66908,-10.709,-4.1972
2.1299999999999955,0.431493,-8.4729,-6.2763
2.201000000000022,1.96133,-5.9624,-4.6287
2.272000000000048,2.43205,-5.0602,-5.021
2.342999999999961,0.23536,-5.021,-5.1387
2.4139999999999873,0.392266,-6.3547,-6.747
2.4850000000000136,0.039227,-13.651,-3.0989
2.55600000000004,8.15913,-12.827,-2.1967
2.6269999999999527,-1.216,-11.18,-7.3746
2.697999999999979,-0.35304,-8.0022,-4.3149
2.7690000000000055,-0.78453,-6.7862,-4.3934
2.840000000000032,0.274586,-7.0216,-4.1188
2.9109999999999445,-0.90221,-6.3939,-5.2171
2.981999999999971,-2.079,-6.5116,-5.884
3.0529999999999973,1.68674,-9.689,-6.0017
3.1240000000000236,6.55084,-13.337,-4.3934
3.1949999999999363,9.96356,-11.14,-2.9028
3.2659999999999627,0.549172,-8.9437,-5.7271
3.336999999999989,1.96133,-5.374,-4.1972
3.4080000000000155,1.29448,-5.6486,-5.4917
3.479000000000042,-1.2945,-5.8448,-5.9232
3.5499999999999545,-0.98067,-7.0608,-7.0216
3.620999999999981,0.902212,-8.7475,-4.3149
3.6920000000000073,4.98178,-11.65,-4.3149
3.7630000000000337,4.51106,-12.396,-5.0995
3.8339999999999463,-1.0199,-8.1591,-6.3155
3.9049999999999727,-1.0591,-6.2763,-4.2365
3.975999999999999,-0.39227,-6.6293,-4.7464
4.0470000000000255,-1.2553,-6.1193,-5.531
4.117999999999938,-0.47072,-5.8055,-6.5508
4.1889999999999645,4.07957,-7.8845,-7.6884
4.259999999999991,5.64863,-16.867,-3.295
4.331000000000017,8.47295,-12.866,-5.374
4.402000000000044,1.84365,-8.3553,-6.1978
4.472999999999956,1.21602,-5.6094,-4.6287
4.543999999999983,2.39282,-5.2956,-4.8641
4.756999999999948,-0.35304,-12.827,-3.2166
4.8279999999999745,7.72764,-11.023,-4.0796
4.899000000000001,4.47183,-11.65,-2.9028
4.970000000000027,0.862985,-8.7475,-6.1193
5.04099999999994,0.156906,-7.5315,-4.4718
5.111999999999966,-0.74531,-7.0216,-4.4326
5.182999999999993,1.21602,-5.4133,-4.668
5.254000000000019,0.313813,-5.4525,-5.4133
5.3250000000000455,0.627626,-6.0409,-5.6094
5.395999999999958,7.72764,-16.985,-6.8254
5.4669999999999845,5.29559,-11.65,-4.3934
5.538000000000011,2.5105,-9.4928,-6.5508
5.609000000000037,1.64752,-5.884,-4.5111
5.67999999999995,2.39282,-5.4525,-4.2365
5.750999999999976,1.41216,-5.6486,-5.7663
5.822000000000003,-0.39227,-5.021,-4.9426
5.893000000000029,-1.5691,-9.5713,-7.5707
5.963999999999942,2.66741,-15.181,-4.158
6.034999999999968,10.042,-11.925,-3.0989
6.1059999999999945,-0.74531,-10.16,-7.0216
6.177000000000021,0.156906,-7.4923,-3.9227
6.248000000000047,-0.07845,-5.884,-4.158
6.31899999999996,0.509946,-6.9039,-4.4718
6.389999999999986,-1.4122,-5.6486,-5.6879
6.461000000000013,3.76575,-9.179,-4.4326
6.532000000000039,6.82543,-14.318,-7.6492
6.602999999999952,1.88288,-11.964,-6.1586
6.673999999999978,3.72653,-9.7282,-6.0017
6.7450000000000045,2.27514,-6.4724,-5.374
6.816000000000031,1.7652,-6.0801,-4.3149
6.886999999999944,2.3536,-4.7464,-5.9232
6.95799999999997,0.745305,-5.021,-5.3348
7.028999999999996,0.11768,-8.7868,-7.1392
7.100000000000023,2.15746,-13.494,-4.4326
7.171000000000049,7.3746,-13.337,-1.9221
7.241999999999962,-0.15691,-11.611,-6.7862
7.312999999999988,-0.23536,-8.5122,-4.4326
7.3840000000000146,-1.4514,-6.6685,-4.0011
7.455000000000041,0.353039,-5.6094,-4.0796
7.525999999999954,-1.5691,-5.6486,-4.7072
7.59699999999998,-0.82376,-7.1392,-5.374
7.668000000000006,0.941438,-13.023,-9.1006
7.739000000000033,2.39282,-11.572,-5.1387
7.809999999999945,5.72708,-10.709,-3.0597
7.880999999999972,3.29503,-6.7862,-5.2956
7.951999999999998,0.549172,-5.374,-4.9426
8.023000000000025,0.784532,-6.0801,-4.7856
8.093999999999937,-0.27459,-5.0602,-5.531
8.164999999999964,-0.39227,-5.9624,-7.1785
8.23599999999999,-0.70608,-13.808,-4.1188
8.307000000000016,9.7282,-14.788,-1.6083
8.378000000000043,0.470719,-10.905,-7.4138
8.448999999999955,-0.50995,-7.7669,-4.7856
8.519999999999982,-0.27459,-6.5901,-3.4519
8.591000000000008,0.470719,-5.2171,-4.7856
8.662000000000035,-1.0983,-5.2171,-5.0602
8.732999999999947,0.862985,-8.1199,-5.3348
8.803999999999974,4.31493,-17.691,-9.7674
8.875,2.43205,-10.748,-5.3348
8.946000000000026,2.942,-10.081,-4.9033
9.016999999999939,1.60829,-6.0409,-4.8249
9.087999999999965,2.5105,-4.2757,-4.9033
9.158999999999992,1.37293,-6.0017,-5.531
9.230000000000018,-0.35304,-5.4917,-5.1779
9.301000000000045,-0.5884,-9.689,-8.9437
9.371999999999957,1.49061,-12.788,-4.9426
9.442999999999984,8.78676,-15.024,0.902212
9.51400000000001,0.509946,-9.689,-7.4138
9.585000000000036,-1.4906,-7.0216,-5.4525
9.655999999999949,-1.1376,-7.0608,-3.4519
9.726999999999975,0.039227,-5.7663,-5.1387
9.798000000000002,-0.43149,-4.7072,-5.374
9.869000000000028,2.70664,-8.7083,-4.3149
10.15300000000002,3.13813,-4.8249,-4.4326
10.224000000000046,1.29448,-5.8448,-4.6287
10.294999999999959,0.588399,-5.1779,-5.0995
10.365999999999985,0.353039,-5.6486,-4.9426
10.437000000000012,-0.82376,-9.3752,-6.8254
10.508000000000038,1.52984,-14.239,-4.0796
10.57899999999995,10.5127,-12.121,-2.6282
10.649999999999977,-0.70608,-9.9243,-7.2961
10.721000000000004,0.11768,-6.7862,-3.9227
10.79200000000003,-0.66685,-6.3939,-4.2365
10.862999999999943,1.45138,-6.237,-4.0011
10.933999999999969,-0.70608,-5.4133,-5.7663
11.004999999999995,0.470719,-7.8845,-5.6879
11.076000000000022,2.3536,-14.357,-10.081
11.147000000000048,3.33426,-11.65,-3.5696
11.217999999999961,4.11879,-10.63,-5.2564
11.288999999999987,3.56962,-5.0995,-4.8249
11.360000000000014,2.23592,-6.5508,-4.5503
11.43100000000004,1.1768,-5.2956,-5.1387
11.501999999999953,0.156906,-4.9818,-5.6094
11.572999999999979,0.23536,-7.2177,-7.3354
11.644000000000005,0.509946,-11.964,-7.3746
11.715000000000032,11.2188,-16.828,2.98122
11.785999999999945,-0.27459,-11.062,-7.4923
11.856999999999971,0.196133,-6.8254,-4.8249
11.927999999999997,-0.90221,-6.6293,-4.0403
11.999000000000024,0.392266,-6.1586,-4.4326
12.069999999999936,-0.54917,-6.3939,-5.2956
12.140999999999963,-1.0199,-7.4923,-6.3939
12.211999999999989,1.49061,-8.8652,-6.1978
12.424999999999955,2.3536,-7.4531,-5.1779
12.495999999999981,-0.27459,-7.3354,-4.6287
12.567000000000007,1.52984,-5.2564,-5.5702
12.638000000000034,0.784532,-5.6879,-6.4724
12.708999999999946,-0.15691,-5.6879,-5.374
12.779999999999973,-0.74531,-11.062,-5.7271
12.850999999999999,5.29559,-12.749,-4.4326
12.922000000000025,4.35415,-11.023,-3.0597
12.992999999999938,0.156906,-9.4928,-5.7271
13.063999999999965,0.392266,-6.9039,-4.6287
13.134999999999991,-0.90221,-6.7862,-4.5503
13.206000000000017,0.431493,-6.0801,-5.0602
13.277000000000044,0,-6.237,-6.5116
13.347999999999956,0.902212,-8.1591,-5.1387
13.418999999999983,9.57129,-14.671,-4.3934
13.490000000000009,3.49117,-12.749,-5.021
13.561000000000035,3.29503,-8.826,-5.0995
13.631999999999948,1.52984,-5.2564,-5.1779
13.702999999999975,1.84365,-5.8055,-4.5895
13.774000000000001,2.19669,-5.374,-6.1978
13.845000000000027,0.196133,-5.1779,-6.0409
13.91599999999994,-0.03923,-8.1199,-7.9238
13.986999999999966,-0.66685,-13.651,-6.747
14.057999999999993,9.61052,-14.475,0.784532
14.270999999999958,1.25525,-6.5901,-4.0796
14.341999999999985,-0.78453,-6.7862,-5.0995
14.413000000000011,-1.4122,-5.021,-5.4133
14.484000000000037,-0.07845,-6.9039,-6.747
14.55499999999995,1.01989,-10.081,-9.4928
14.625999999999976,7.53151,-16.083,-5.4525
14.697000000000003,6.11935,-10.513,-6.1978
14.768000000000029,-0.39227,-7.963,-6.0801
14.838999999999942,0.509946,-5.2564,-5.021
14.909999999999968,2.5105,-5.2956,-5.6094
14.980999999999995,-0.15691,-5.531,-5.7663
15.052000000000021,-0.35304,-5.9624,-6.237
15.123000000000047,-0.39227,-8.1591,-4.5111
15.477999999999952,-0.11768,-6.0017,-4.4326
15.548999999999978,-1.3337,-5.9232,-4.8641
15.620000000000005,-2.079,-5.1779,-5.6094
15.691000000000031,3.53039,-8.2768,-6.747
15.761999999999944,5.37404,-15.102,-6.9039
15.83299999999997,7.60996,-12.396,-4.3542
16.04600000000005,0.745305,-6.9039,-5.2956
16.116999999999962,0.039227,-5.6486,-5.1779
16.187999999999988,0.078453,-4.0403,-4.3149
16.259000000000015,-1.216,-9.2967,-7.963
16.33000000000004,1.84365,-15.808,-6.6293
16.400999999999954,7.72764,-13.729,-3.1381
16.47199999999998,1.13757,-7.9238,-7.7669
16.543000000000006,-1.9221,-7.2961,-4.6287
16.614000000000033,0.392266,-6.5116,-2.8243
16.684999999999945,0.392266,-6.5901,-5.5702
16.755999999999972,-1.7652,-5.4525,-5.374
16.826999999999998,0.11768,-7.2961,-5.884
16.898000000000025,6.74698,-14.671,-10.67
16.968999999999937,0.823759,-13.18,-2.1182
17.039999999999964,4.39338,-9.3752,-6.1978
17.11099999999999,3.41271,-6.3547,-5.2171
17.182000000000016,1.56906,-6.8254,-4.0796
17.253000000000043,1.56906,-5.8448,-4.9426
17.323999999999955,1.45138,-4.8249,-6.0801
17.394999999999982,0.980665,-6.0017,-7.7276
17.466000000000008,-0.27459,-12.16,-4.9033
17.537000000000035,9.37516,-14.357,-0.54917
17.607999999999947,2.19669,-10.905,-6.0801
17.678999999999974,-0.03923,-8.0022,-5.2171
17.75,-0.15691,-6.5901,-3.4127
17.821000000000026,0.941438,-6.2763,-4.9426
17.89199999999994,0.039227,-6.7862,-5.3348
18.105000000000018,6.82543,-14.2,-5.0602
18.176000000000045,5.88399,-10.983,-5.8448
18.246999999999957,2.78509,-8.6299,-6.5116
18.317999999999984,1.96133,-4.9426,-5.531
18.38900000000001,2.31437,-7.3746,-4.5895
18.460000000000036,2.00056,-5.7271,-6.6293
18.53099999999995,0,-4.1972,-5.8448
18.601999999999975,-0.98067,-7.9238,-7.4923
18.673000000000002,3.84421,-14.71,-5.7271
18.744000000000028,8.70831,-12.043,-1.1376
18.81499999999994,-0.5884,-10.238,-6.4332
18.885999999999967,0.196133,-7.4923,-4.8249
18.956999999999994,-0.27459,-6.8254,-3.7658
19.02800000000002,-0.19613,-6.237,-5.1387
19.099000000000046,-0.74531,-5.4525,-5.2171
19.16999999999996,-0.50995,-8.1591,-5.8448
19.240999999999985,4.78565,-14.632,-9.5321
19.312000000000012,0.431493,-11.101,-5.2171
19.383000000000038,4.39338,-9.3752,-3.0989
19.45399999999995,3.60885,-7.0216,-6.1193
19.524999999999977,0.745305,-5.884,-5.0602
19.596000000000004,1.60829,-6.4332,-5.1387
19.80899999999997,1.41216,-15.102,-2.7459
19.879999999999995,7.45305,-10.474,-3.0989
19.951000000000022,1.7652,-10.474,-4.2757
20.022000000000048,1.13757,-7.4923,-6.2763
20.09299999999996,-0.15691,-7.5315,-3.8442
20.163999999999987,0.627626,-6.9431,-4.5895
20.235000000000014,-0.50995,-6.8254,-5.4133
20.30600000000004,-1.216,-6.9039,-6.3939
20.376999999999953,2.39282,-6.8647,-5.531
20.44799999999998,-0.19613,-12.435,-9.179
20.660999999999945,2.82432,-6.237,-5.2564
20.73199999999997,-0.27459,-7.7276,-4.8249
20.802999999999997,1.3337,-5.7271,-5.4917
20.874000000000024,0.196133,-5.531,-5.2564
20.944999999999936,-0.23536,-7.6884,-6.8647
21.015999999999963,0.078453,-14.082,-2.1967
21.08699999999999,7.41383,-12.592,-1.5298
21.158000000000015,0.470719,-10.199,-5.5702
21.229000000000042,0.784532,-7.1,-4.8249
21.299999999999955,-2.0006,-7.0608,-3.295
21.37099999999998,0.509946,-6.5116,-3.8834
21.442000000000007,-0.94144,-6.0017,-5.0995
21.513000000000034,-0.27459,-7.0216,-5.7271
21.583999999999946,2.03978,-9.689,-6.9039
21.654999999999973,8.39449,-16.985,-4.0403
21.726,7.2177,-11.297,-4.4326
21.797000000000025,3.84421,-7.7276,-5.6486
21.867999999999938,0.274586,-5.6879,-5.0602
21.938999999999965,1.3337,-6.1586,-3.9619
22.00999999999999,-0.50995,-5.4917,-6.0801
22.081000000000017,0,-6.747,-6.5116
22.152000000000044,-0.19613,-13.769,-2.9028
22.222999999999956,6.47239,-11.846,-4.1188
22.293999999999983,2.00056,-11.69,-4.0403
22.36500000000001,0.196133,-7.5707,-5.7663
22.436000000000035,0.196133,-7.0216,-4.2757
22.506999999999948,0.078453,-6.9431,-4.4718
22.577999999999975,-0.70608,-6.6685,-5.3348
22.649,-0.86299,-6.0801,-5.8448
22.720000000000027,2.39282,-9.0613,-5.2956
22.79099999999994,7.17847,-15.534,-4.7072
22.861999999999966,6.98234,-12.199,-4.4718
22.932999999999993,2.5105,-8.7868,-5.9624
23.00400000000002,1.9221,-6.1978,-4.9033
23.075000000000045,1.01989,-5.6879,-4.5111
23.145999999999958,1.13757,-5.8055,-5.8448
23.216999999999985,-0.82376,-5.9624,-5.7663
23.28800000000001,-1.6867,-9.689,-5.9624
23.500999999999976,1.25525,-10.003,-6.0409
23.572000000000003,-1.2945,-7.6884,-5.531
23.64300000000003,0.078453,-6.6685,-3.8442
23.713999999999942,-0.11768,-6.4724,-5.1387
23.784999999999968,-0.94144,-5.9624,-5.2171
23.855999999999995,-1.4514,-7.4138,-6.2763
23.92700000000002,3.25581,-10.866,-6.1193
23.998000000000047,2.74586,-13.298,-6.4724
24.06899999999996,7.17847,-11.258,-2.7851
24.139999999999986,3.37349,-8.5906,-5.9624
24.211000000000013,0.509946,-7.1785,-5.8055
24.28200000000004,0.862985,-5.9624,-4.5503
24.352999999999952,-0.03923,-5.6094,-5.6486
24.423999999999978,-0.23536,-5.884,-6.1978
24.495000000000005,-0.86299,-12.356,-3.9227
24.56600000000003,6.43316,-12.827,-3.7265
24.636999999999944,3.84421,-11.493,-4.3149
24.70799999999997,0.313813,-8.4729,-4.6287
24.778999999999996,0.313813,-6.7862,-4.9033
24.850000000000023,-0.94144,-6.2763,-4.5895
24.92100000000005,-0.39227,-6.7862,-4.5111
24.991999999999962,-2.1575,-6.7862,-5.8448
25.062999999999988,3.17735,-10.474,-7.3354
25.275999999999954,2.942,-7.3746,-6.3547
25.34699999999998,1.56906,-6.3939,-4.3934
25.418000000000006,1.25525,-5.2564,-5.3348
25.489000000000033,-0.5884,-6.8647,-6.3155
25.559999999999945,0,-5.2956,-4.8641
25.630999999999972,-0.27459,-9.5321,-6.8254
25.701999999999998,4.82487,-14.043,-3.5304
25.98599999999999,-1.4514,-5.884,-4.3934
26.057000000000016,-0.31381,-6.7862,-4.4718
26.128000000000043,-0.5884,-5.5702,-5.5702
26.198999999999955,1.80442,-7.5707,-5.2171
26.269999999999982,5.57018,-17.377,-8.6691
26.341000000000008,2.43205,-10.474,-5.884
26.412000000000035,1.96133,-9.179,-5.1387
26.482999999999947,1.68674,-6.1978,-4.6287
26.553999999999974,2.00056,-4.5895,-5.8448
26.625,0.431493,-6.1193,-6.2763
26.696000000000026,0.039227,-6.0409,-5.3348
26.76699999999994,-1.2945,-9.8851,-6.9431
26.837999999999965,1.3337,-14.082,-6.9823
26.908999999999992,7.76687,-13.729,0.666852
27.121999999999957,-0.62763,-6.4724,-4.7464
27.192999999999984,0,-6.0801,-5.1779
27.26400000000001,-0.23536,-5.2564,-5.8055
27.335000000000036,1.52984,-7.7669,-5.531
27.40599999999995,1.84365,-14.985,-9.9636
27.476999999999975,4.00111,-13.18,-2.8243
27.548000000000002,1.96133,-9.7674,-5.3348
27.619000000000028,1.1768,-6.0409,-4.5895
27.68999999999994,2.19669,-4.5503,-5.2956
27.760999999999967,1.13757,-7.3354,-6.0017
27.831999999999994,-0.78453,-6.0409,-4.3934
27.90300000000002,-1.4514,-9.0221,-7.4531
27.974000000000046,3.0989,-13.141,-5.4133
28.04499999999996,8.62985,-13.219,-1.0591
28.115999999999985,-1.6083,-9.7674,-6.9431
28.187000000000012,0.627626,-7.5315,-4.0796
28.258000000000038,-0.90221,-6.8254,-3.9227
28.32899999999995,-0.03923,-6.3547,-4.4718
28.399999999999977,-1.2945,-5.7663,-5.021
28.471000000000004,-0.19613,-7.8061,-5.2564
28.54200000000003,1.05912,-12.356,-9.179
28.612999999999943,1.41216,-12.749,-4.5111
28.68399999999997,5.33482,-8.2376,-3.805
28.754999999999995,2.00056,-7.1392,-5.4525
28.826000000000022,0.823759,-7.0608,-4.1972
28.897000000000048,1.25525,-6.1978,-5.7663
28.96799999999996,-0.70608,-6.1193,-6.237
29.18100000000004,5.92322,-13.729,-2.5497
29.251999999999953,3.53039,-10.356,-4.5503
29.32299999999998,-0.78453,-7.7669,-5.4917
29.394000000000005,0.392266,-7.4138,-3.5696
29.465000000000032,-0.70608,-6.1978,-4.5503
29.535999999999945,-0.90221,-6.7077,-4.8641
29.60699999999997,-0.54917,-5.7271,-5.6879
29.677999999999997,3.17735,-7.2569,-4.7856
29.749000000000024,4.94255,-17.613,-6.5508
29.819999999999936,2.90277,-12.003,-5.374
29.890999999999963,2.86354,-8.9044,-5.4525
29.96199999999999,0.745305,-6.237,-5.2564
30.033000000000015,1.88288,-5.4917,-4.7464
30.104000000000042,0.745305,-6.0409,-5.6879
30.174999999999955,-0.43149,-5.6486,-5.021
30.24599999999998,-1.216,-9.1398,-8.0807
30.317000000000007,3.37349,-12.827,-3.5304
30.388000000000034,6.11935,-13.651,-3.2166
30.458999999999946,-0.50995,-11.14,-5.7271
30.529999999999973,0.392266,-6.7862,-5.0602
30.601,-0.98067,-7.0216,-4.5111
30.672000000000025,0.353039,-6.1193,-4.7464
30.742999999999938,-0.86299,-5.6879,-6.0801
30.956000000000017,2.3536,-11.454,-3.8834
31.027000000000044,4.78565,-8.826,-4.2365
31.097999999999956,-0.11768,-6.6685,-5.0995
31.311000000000035,-0.39227,-6.2763,-4.7856
31.381999999999948,-1.0199,-9.9636,-7.7669
31.452999999999975,2.31437,-13.337,-6.3939
31.524,8.59063,-13.219,0.11768
31.595000000000027,0.23536,-10.16,-6.5901
31.66599999999994,0.509946,-7.963,-4.5895
31.736999999999966,-1.216,-6.747,-4.0796
31.807999999999993,-0.35304,-6.7862,-4.5503
31.87900000000002,-0.62763,-6.237,-5.1387
31.950000000000045,-1.4906,-8.1591,-6.4332
32.02099999999996,3.05967,-9.8459,-7.9238
32.091999999999985,6.90388,-15.102,-2.0398
32.16300000000001,6.31548,-11.062,-4.9818
32.23400000000004,3.80498,-7.61,-5.6879
32.30499999999995,1.29448,-6.1978,-5.6879
32.375999999999976,1.52984,-6.9431,-4.4718
32.447,0.11768,-5.7271,-6.0017
32.51800000000003,1.05912,-4.9818,-5.7663
32.58899999999994,-1.9613,-10.866,-4.9033
32.65999999999997,5.72708,-14.553,-4.158
32.730999999999995,5.4525,-10.67,-2.8635
32.80200000000002,-0.62763,-9.7674,-5.8055
32.87300000000005,0.156906,-6.9431,-4.7072
32.94399999999996,-0.50995,-6.747,-4.7856
33.014999999999986,-0.19613,-6.1978,-5.4917
33.08600000000001,-0.50995,-5.6486,-5.9624
33.15700000000004,4.43261,-8.4337,-4.3542
33.22799999999995,3.56962,-15.926,-6.8647
33.29899999999998,3.33426,-10.827,-4.7072
33.370000000000005,3.02045,-8.7475,-5.1387
33.44100000000003,0.706079,-6.3939,-4.7856
33.511999999999944,2.00056,-5.8448,-4.8641
33.58299999999997,0.392266,-6.237,-5.9232
33.653999999999996,-1.6475,-5.374,-5.6094
33.72500000000002,-1.8437,-9.689,-5.884
33.79600000000005,1.88288,-13.886,-5.6879
33.86699999999996,10.0028,-12.67,-0.82376
33.93799999999999,-1.0983,-9.7282,-6.9823
34.009000000000015,-0.27459,-7.7669,-4.5111
34.08000000000004,-0.74531,-6.9431,-3.9227
34.150999999999954,-0.15691,-6.2763,-4.7072
34.22199999999998,-0.70608,-5.6879,-5.884
34.293000000000006,1.3337,-8.6691,-5.6094
34.36400000000003,-2.7851,-12.906,-10.709
34.434999999999945,5.72708,-13.965,-2.7851
34.648000000000025,1.41216,-6.0017,-5.1779
34.71899999999994,1.37293,-5.7663,-5.8448
34.789999999999964,-1.216,-5.884,-5.9232
34.86099999999999,-0.5884,-7.5315,-6.8647
34.932000000000016,0.156906,-11.964,-2.942
35.00300000000004,6.7862,-11.14,-4.0796
35.073999999999955,2.31437,-12.16,-4.2365
35.14499999999998,0.274586,-7.61,-5.374
35.21600000000001,-0.62763,-6.4332,-4.6287
35.287000000000035,-1.0199,-6.9823,-4.2365
35.35799999999995,-0.62763,-6.2763,-5.0602
35.428999999999974,-1.6867,-7.1392,-6.3155
35.5,1.49061,-9.2183,-7.7669
35.571000000000026,8.08068,-17.299,-2.8243
35.64199999999994,5.02101,-12.396,-5.0995
35.712999999999965,2.98122,-8.6691,-5.7663
35.78399999999999,0.392266,-6.2763,-4.8249
35.85500000000002,0.941438,-6.1193,-5.2171
35.926000000000045,-0.11768,-5.7663,-6.2763
35.99699999999996,-0.23536,-5.4525,-6.0409
36.067999999999984,-1.2553,-11.493,-5.2564
36.13900000000001,7.17847,-11.964,-4.7072
36.210000000000036,3.88343,-13.651,-3.2558
36.423,-0.47072,-6.6293,-4.0011
36.49400000000003,-1.1768,-5.884,-4.7072
36.56499999999994,-0.86299,-7.9238,-6.5116
36.63599999999997,2.942,-10.944,-5.9624
36.706999999999994,6.0409,-14.122,-4.7072
36.77800000000002,4.31493,-12.082,-4.1188
36.849000000000046,2.27514,-8.1591,-5.0602
36.91999999999996,1.84365,-5.4525,-4.9033
36.990999999999985,2.5105,-6.1193,-5.3348
37.06200000000001,-1.6475,-7.0216,-5.8055
37.13300000000004,0.431493,-6.4332,-4.7856
37.20399999999995,-1.7652,-8.316,-6.2763
37.27499999999998,5.09946,-14.985,-2.7459
37.346000000000004,6.90388,-8.9044,-3.6481
37.41700000000003,-1.8829,-10.866,-4.9426
37.48799999999994,1.09834,-6.237,-5.1387
37.55899999999997,-1.3337,-6.5901,-4.5895
37.629999999999995,-0.78453,-7.2177,-4.158
37.70100000000002,-0.03923,-5.8448,-6.5508
37.77200000000005,2.31437,-8.0415,-5.2956
37.84299999999996,6.59007,-17.299,-5.7271
37.91399999999999,1.1768,-10.474,-6.1978
37.985000000000014,3.88343,-8.7868,-2.942
38.05600000000004,0.353039,-6.1978,-5.2956
38.12699999999995,2.27514,-5.2956,-5.3348
38.19799999999998,1.64752,-6.0409,-6.0409
38.269000000000005,-0.86299,-5.6094,-5.8055
