NAME:,run_4_2.csv,,
EXPERIMENT TIME:,12/06/2023 22:39,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,90,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,2.2,-9.34,0.78
0.082,4.08,-8.08,0.67
0.164,3.3,-8.79,0.86
0.246,2.51,-8.87,0.47
0.328,3.26,-9.06,0.75
0.41,2.35,-8.36,-0.94
0.492,3.57,-8.2,-1.14
0.574,3.37,-8.71,-1.06
0.656,3.49,-8.24,-1.18
0.738,3.61,-8.79,-1.49
0.82,3.3,-8.24,-1.33
0.902,3.84,-8.51,-1.61
0.984,3.92,-8.83,-2.43
1.066,3.73,-10,-3.61
1.148,6,-8.36,-2.04
1.23,4.71,-8.24,0.16
1.312,4.47,-8.63,0.47
1.394,7.26,-12.63,4
1.476,0.43,-11.69,7.85
1.558,-1.77,-2.98,2.2
1.64,0.43,1.65,-1.53
1.722,-2.08,-14.75,14.75
1.806,1.22,-20.01,6.63
1.889,6.67,-7.69,-3.77
2.215,5.18,-17.14,-0.24
2.297,3.88,-14.98,10.75
2.379,-1.61,-1.92,3.73
2.461,0.78,1.96,0.43
2.543,5.22,-20.01,10.71
2.625,2.51,-18.16,-0.98
2.707,-2.12,-2,-0.71
2.789,3.73,-1.06,-0.51
2.871,1.26,-0.55,2.08
2.953,8.87,-14.87,-2.12
3.035,3.22,-17.02,7.65
3.117,1.96,-3.3,0.47
3.199,-2.2,0.59,0.47
3.281,9.22,-0.43,13.45
3.363,1.69,-20.01,11.81
3.445,8.36,-13.1,-2.2
3.527,0.43,5.06,-0.35
3.609,-4.28,-4.67,-0.63
3.691,5.3,-13.57,1.84
3.773,3.92,-15.57,1.65
3.855,2.98,-10.43,7.1
3.937,-1.14,0.75,1.41
4.019,1.53,0.51,0.51
4.101,14.67,-20.01,7.02
4.183,6.2,-15.97,-0.04
4.265,-3.14,1.14,-1.69
4.347,4.2,1.14,0.43
4.429,12.28,-20.01,7.45
4.511,7.81,-19.89,-2.51
4.593,1.77,-12.75,7.1
4.675,0.08,0.63,1.37
4.757,-0.94,2.43,0.12
4.839,8.94,-20.01,14.51
4.921,-4.12,-18.67,5.22
5.003,-1.33,-1.73,-1.45
5.085,4.75,0.24,-0.2
5.167,16.44,-2.98,-7.3
5.249,2.82,-14.12,-5.53
5.331,-3.8,-12.16,5.77
5.413,-1.88,-0.2,4
5.495,1.37,2,-0.08
5.577,6.28,-20.01,13.45
5.659,2.16,-16.32,-5.02
5.741,-3.57,-0.31,0.75
5.823,2.12,-2.79,-4.51
5.905,10.04,16.48,20.01
5.987,7.26,-18.24,-4.75
6.069,0.27,-14.67,6.51
6.151,-1.92,0.47,0.55
6.233,0,2.43,-0.12
6.315,9.49,-20.01,13.73
6.397,-2.35,-20.01,1.22
6.479,-2.35,-1.45,1.45
6.561,5.65,1.14,-1.37
6.643,14.28,-19.97,-8.43
6.725,5.84,-15.3,-2.59
6.808,-3.61,-12.28,9.45
6.89,-0.67,0,2.12
6.972,2.28,0.9,1.73
7.054,12.36,-20.01,14.87
7.136,5.53,-18.32,-0.39
7.218,-1.1,1.92,2.16
7.302,4,-2.51,-1.77
7.385,20.01,-15.1,-9.38
7.468,4.79,-17.81,-5.02
7.551,-4.71,-8,5.77
8.199,5.57,-11.89,-8.36
8.281,2.55,-12.32,4.39
8.363,4.04,-4,0.78
8.445,-0.71,1.06,0.71
8.528,11.65,-4.04,19.97
8.61,0.2,-20.01,7.14
8.693,7.49,-9.85,-5.37
8.775,2.55,4.35,-2.35
8.858,0.43,-6.83,3.18
8.94,0.67,-13.14,-7.61
9.023,9.53,-18.01,0.12
9.105,-1.29,-9.1,2.31
9.188,-0.63,-0.04,2.51
9.27,0.51,0.9,2.67
9.352,2.47,-19.46,10.2
9.434,9.85,-12.94,-2.51
9.516,-3.14,1.45,0.82
9.598,0.35,-5.96,-0.67
9.68,1.29,-15.93,-6.2
9.763,9.1,-14.75,-5.06
9.845,-0.08,-10.12,5.22
9.927,-0.51,-1.37,2.08
10.009,0.78,1.06,0.75
10.091,10.59,-20.01,10.43
10.173,5.73,-15.46,2.39
10.255,-2.9,-1.18,-0.86
10.337,4.79,-0.71,-0.08
10.419,3.53,-8.75,14.12
10.501,4.71,-20.01,-3.53
10.583,1.14,-11.81,1.61
10.665,2.08,-2.59,-0.04
10.748,0.04,2.31,-0.08
10.83,9.38,-16.87,10.9
10.912,-3.73,-20.01,5.61
10.995,3.02,-3.26,-2.24
11.077,2.47,3.96,-0.12
11.159,-1.37,-5.92,1.22
11.241,-2.55,-11.96,-1.06
11.323,3.96,-13.49,3.41
11.405,2.86,-2.71,0.59
11.487,-0.2,0.82,2.24
11.569,11.26,-6.63,5.69
11.651,-2.63,-18.83,4.98
11.733,6.24,-7.85,-3.06
11.815,-0.04,6.24,-0.51
11.897,-1.84,-8.24,3.8
11.979,3.14,-17.02,1.26
12.061,10.24,-20.01,11.06
12.143,2.47,-2.67,0.39
12.225,0.59,1.37,1.18
