"NAME:","run_2_3.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:53","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS:","155","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-5.06","-9.77","3.30"
"0.08996582","-1.73","-1.96","-2.24"
"0.19006348","-2.55","-11.65","2.08"
"0.2800293","-3.02","-16.32","0.35"
"0.36999512","-2.16","-13.30","3.69"
"0.45996094","-0.12","-5.18","-0.20"
"0.5500488","1.14","-0.20","-2.28"
"0.64001465","-7.81","-12.83","2.67"
"0.72998047","-3.57","-14.24","5.14"
"0.82006836","-2.28","1.37","-4.63"
"0.9100342","-3.77","-6.63","-0.71"
"1.0","1.80","-6.55","7.73"
"1.0999756","-6.51","-7.85","5.14"
"1.1900635","-2.12","-12.00","0.39"
"1.2800293","3.33","0.59","-2.39"
"1.3699951","-6.20","-17.85","-7.02"
"1.4599609","3.61","-17.97","4.28"
"1.5500488","-5.33","-5.45","1.77"
"1.6400146","1.49","-2.79","-1.02"
"1.7299805","1.61","-11.49","-6.47"
"1.8200684","-3.02","-18.95","2.55"
"1.920044","-0.08","-13.06","3.45"
"2.0100098","-3.30","-2.00","-1.06"
"2.0999756","-0.31","0.00","-1.73"
"2.1900635","-7.14","-12.71","-0.20"
"2.2800293","-6.28","-13.53","7.02"
"2.369995","-1.06","1.26","-5.73"
"2.459961","-5.61","-5.10","-1.92"
"2.5500488","-0.31","-15.18","2.67"
"2.6400146","-1.84","-10.79","2.31"
"2.7299805","0.75","-7.61","1.49"
"2.8300781","2.04","0.82","-4.43"
"2.920044","-6.79","-13.93","2.04"
"3.0100098","0.27","-14.67","8.83"
"3.0999756","-2.55","0.27","-4.79"
"3.1900635","-4.86","-7.77","-1.37"
"3.2800293","5.41","-6.04","5.57"
"3.369995","-4.04","-8.04","-0.39"
"3.459961","4.20","-8.51","2.28"
"3.5500488","0.00","-2.04","-4.35"
"3.6400146","-10.59","-20.01","17.02"
"3.7299805","6.16","-20.01","11.34"
"3.8300781","-3.14","-2.08","-2.00"
"3.920044","-1.73","-2.63","-3.84"
"4.01001","2.67","-15.38","2.24"
"4.0999756","-10.12","-13.30","5.02"
"4.1900635","0.24","-15.10","-0.04"
"4.2800293","-0.20","-0.71","-2.24"
"4.369995","-6.55","-8.12","-6.67"
"4.459961","-5.06","-16.79","4.39"
"4.550049","-4.90","-7.69","5.45"
"4.6500244","0.43","-2.55","0.51"
"4.73999","-5.41","-19.85","0.20"
"4.830078","-7.06","-20.01","-2.16"
"4.920044","0.47","-12.63","0.12"
"5.01001","-1.29","-3.84","-0.20"
