"NAME:","run_2_1.csv"
"EXPERIMENT TIME:","05/06/2023 18:45"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","126"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","3.49","9.26","0.12"
"0.10107422","3.65","9.14","0.0"
"0.2019043","3.45","8.39","0.47"
"0.30297852","4.12","8.75","0.35"
"0.40405273","4.63","10.0","1.14"
"0.50512695","4.59","10.36","0.51"
"0.60595703","5.88","7.49","-0.35"
"0.70703125","6.04","7.85","-2.39"
"0.80810547","8.71","19.81","-2.08"
"0.90893555","0.47","2.86","-0.75"
"1.0100098","0.35","-2.28","-4.94"
"1.111084","8.55","7.57","-0.67"
"1.2119141","14.24","14.59","5.3"
"1.3129883","3.14","11.69","-0.71"
"1.4140625","0.71","-1.53","0.55"
"1.5151367","10.0","5.33","-7.22"
"1.6159668","4.86","20.01","-9.65"
"1.717041","-0.08","2.63","-0.51"
"1.8181152","1.77","-6.2","-7.81"
"1.9189453","4.51","16.24","-1.37"
"2.0200195","5.49","20.01","0.24"
"2.1210938","2.2","10.12","-2.75"
"2.2219238","3.84","-2.35","3.22"
"2.322998","6.24","-0.12","-4.55"
"2.4240723","3.49","20.01","-11.26"
"2.5249023","-0.94","1.84","1.96"
"2.6259766","6.63","-5.37","-7.61"
"2.7270508","-1.18","20.01","2.75"
"2.828125","3.1","17.3","-2.67"
"2.928955","-0.82","4.67","-5.22"
"3.0300293","1.33","-0.86","2.43"
"3.1311035","11.57","20.01","-6.43"
"3.2319336","3.92","20.01","-8.75"
"3.3330078","0.78","-1.26","2.82"
"3.434082","3.49","3.02","-5.37"
"3.534912","12.4","20.01","-14.0"
"3.6359863","2.79","14.59","-4.47"
"3.7370605","-4.08","2.35","-5.3"
"3.8381348","-0.08","1.37","-3.57"
"3.9389648","9.14","20.01","-13.53"
"4.040039","-1.02","3.41","5.14"
"4.1411133","-1.8","-3.73","1.57"
"4.2419434","-0.08","4.12","-12.4"
"4.3430176","8.08","18.91","-2.39"
"4.444092","1.92","8.87","-6.75"
"4.544922","2.51","-0.35","4.94"
"4.645996","-0.82","1.1","-5.37"
"4.7470703","6.94","20.01","-9.69"
"4.8481445","0.55","1.41","1.29"
"4.9489746","8.43","-6.16","-2.82"
"5.050049","4.08","20.01","3.88"
"5.151123","3.18","20.01","-6.35"
"5.251953","0.24","5.18","-5.26"
"5.3530273","2.31","0.63","0.35"
"5.4541016","7.85","20.01","-12.98"
"5.5549316","-0.31","16.28","-7.96"
"5.656006","-1.1","-3.45","3.33"
"5.75708","-3.06","3.96","-3.02"
"5.85791","-1.8","20.01","-8.28"
"5.9589844","0.98","16.4","-4.51"
"6.0600586","0.12","-4.2","0.59"
"6.161133","6.43","0.24","-4.24"
"6.261963","12.43","18.2","-11.89"
"6.363037","-1.73","4.79","-1.96"
"6.4641113","-1.96","-5.69","-4.86"
"6.5649414","3.65","20.01","3.1"
"6.6660156","5.69","16.48","-5.84"
"6.76709","1.88","4.12","-7.69"
"6.86792","2.0","-0.67","1.18"
"6.968994","9.3","20.01","-12.32"
"7.0700684","0.51","17.65","-8.67"
"7.1711426","1.57","-4.71","4.39"
"7.2719727","0.31","8.71","-5.02"
"7.373047","19.57","17.46","-6.79"
"7.474121","1.92","17.3","-6.79"
"7.574951","-3.1","-1.02","-3.02"
"7.6760254","-0.63","1.88","-5.88"
"7.7770996","14.04","20.01","-19.14"
"7.8779297","-1.53","8.28","-7.88"
"7.979004","-4.39","-2.63","-1.61"
"8.080078","11.34","3.33","-8.24"
"8.180908","5.3","18.01","-5.96"
"8.281982","4.04","9.18","-5.22"
"8.383057","2.16","-0.98","4.16"
"8.484131","5.18","-0.86","-3.1"
"8.584961","7.65","19.26","-10.4"
"8.686035","3.37","2.43","2.35"
"8.787109","9.1","-6.59","-2.0"
"8.887939","2.63","20.01","-0.63"
"8.989014","4.47","16.0","-7.61"
"9.090088","-0.31","5.26","-6.75"
"9.190918","-1.92","0.08","-2.39"
"9.291992","12.59","20.01","-16.99"
"9.393066","1.96","14.44","-9.92"
"9.494141","-0.31","-1.02","2.24"
"9.594971","3.57","8.75","-3.96"
"9.696045","10.16","15.77","-7.92"
