"NAME:","run_3_2.csv","",""
"EXPERIMENT TIME:","08/06/2023 01:47","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS: ","100","",""
"","","",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","0.78","11.30","0.59"
"0.07098389","-1.45","8.87","-1.37"
"0.14196777","2.12","12.12","-0.43"
"0.2130127","0.35","18.59","-2.51"
"0.28399658","-0.27","13.49","-4.82"
"0.35498047","-0.16","2.51","-1.06"
"0.42596436","-0.43","0.35","-1.18"
"0.49700928","-3.49","20.01","4.20"
"0.56799316","-1.49","5.65","-2.71"
"0.63897705","0.86","20.01","-1.18"
"0.70996094","4.71","12.71","-0.59"
"0.78100586","2.43","-0.59","0.39"
"0.85198975","-1.29","0.55","-0.39"
"0.92297363","-1.18","16.08","0.24"
"0.9939575","5.26","14.24","0.75"
"1.0650024","-0.24","15.02","-3.61"
"1.1359863","-1.18","8.00","-0.78"
"1.2069702","-4.82","-1.77","-2.16"
"1.2780151","1.06","10.40","11.89"
"1.348999","0.43","8.36","-2.71"
"1.4199829","1.49","20.01","2.75"
"1.4909668","3.49","7.81","-1.18"
"1.5620117","-1.37","-2.43","2.04"
"1.6329956","-1.57","1.49","-1.57"
"1.7039795","1.37","20.01","-1.26"
"1.7749634","5.30","17.65","-2.12"
"1.8460083","-1.26","12.36","-4.82"
"1.9169922","-1.29","-3.69","-0.67"
"1.9879761","-2.71","2.08","0.27"
"2.05896","-3.65","20.01","8.12"
"2.130005","-1.53","10.71","-3.65"
"2.2009888","4.67","20.01","0.55"
"2.2719727","2.24","3.96","-1.37"
"2.3430176","-3.57","2.31","0.78"
"2.4140015","3.02","2.12","0.75"
"2.4849854","2.75","20.01","3.33"
"2.5559692","3.10","18.95","-2.35"
"2.6270142","-2.75","7.92","-2.08"
"2.697998","-2.55","-2.31","-0.71"
"2.768982","3.45","2.16","-1.22"
"2.8399658","3.53","10.47","-4.00"
"2.9110107","3.30","20.01","-1.14"
"2.9819946","3.73","10.51","-0.75"
"3.0529785","1.29","-3.10","0.71"
"3.1239624","-0.51","0.59","-0.90"
"3.1950073","-0.90","19.53","7.53"
"3.2659912","4.31","11.69","-3.14"
"3.336975","-1.22","16.36","-3.18"
"3.407959","-0.39","0.04","-1.53"
"3.479004","-1.92","1.57","1.06"
"3.5499878","-2.98","20.01","9.49"
"3.6209717","-2.00","9.38","-4.67"
"3.6920166","5.10","20.01","-2.20"
"3.7630005","3.06","6.00","-1.69"
"3.8339844","-2.12","1.06","3.14"
"3.9049683","-1.53","2.00","-0.04"
"3.9760132","1.22","20.01","-1.26"
"4.046997","2.86","16.44","-3.92"
"4.117981","-1.73","12.36","-4.08"
"4.188965","1.14","-2.94","-1.77"
"4.26001","-1.69","0.12","1.26"
"4.3309937","-0.27","20.01","10.75"
"4.4019775","-3.41","15.02","-3.96"
"4.4729614","7.65","18.01","-1.45"
"4.5440063","-0.35","1.06","-0.12"
"4.61499","-3.92","1.73","1.88"
"4.685974","-0.90","3.06","7.06"
"4.756958","-0.20","18.75","0.86"
"4.828003","3.14","18.95","-1.18"
"4.898987","-3.10","3.84","-0.24"
"4.9699707","-1.65","1.22","1.02"
"5.0410156","-0.16","17.46","10.55"
"5.1119995","0.27","11.06","-3.61"
"5.1829834","5.14","18.40","0.55"
"5.2539673","0.39","6.51","-0.59"
"5.325012","-3.22","1.10","2.67"
"5.395996","0.75","4.90","-0.08"
"5.46698","0.47","20.01","-1.65"
"5.537964","2.16","20.01","-2.75"
"5.609009","-2.86","9.77","-2.79"
"5.6799927","-0.86","-5.14","-0.24"
"5.7509766","1.18","-0.55","0.67"
"5.8219604","4.59","16.36","-4.16"
"5.8930054","3.57","20.01","-2.12"
"5.9639893","5.37","7.96","0.27"
"6.034973","-3.92","2.47","2.24"
"6.106018","-0.86","1.02","-0.82"
"6.177002","2.51","20.01","0.98"
"6.247986","3.96","17.65","-0.90"
"6.3189697","-4.24","8.00","-2.90"
"6.3900146","-2.63","-2.67","-2.16"
"6.4609985","3.45","3.18","2.35"
"6.5319824","3.84","8.98","-4.35"
"6.6029663","1.84","20.01","0.16"
"6.674011","4.04","9.45","-1.61"
"6.744995","-0.08","-1.06","2.71"
"6.815979","-0.59","0.75","-0.63"
"6.886963","0.59","20.01","-2.82"
"6.958008","5.10","13.02","-4.75"
"7.0289917","-3.26","12.20","-3.77"
"7.0999756","-1.22","-2.20","-1.10"
"7.1709595","-0.59","-0.39","0.94"
"7.2420044","6.86","16.04","-1.10"
"7.3129883","-0.59","20.01","1.57"
"7.383972","4.20","11.61","-1.29"
"7.455017","0.43","-0.59","-2.08"
"7.526001","-2.24","1.37","1.77"
"7.596985","-2.82","14.71","14.59"
"7.6679688","2.16","11.96","-0.98"
"7.7390137","1.26","20.01","-2.71"
"7.8099976","-3.30","-1.14","-0.16"
"7.8809814","-0.43","-0.35","-0.59"
"7.9519653","-2.71","3.10","5.57"
"8.02301","5.73","10.43","-1.26"
"8.093994","2.35","20.01","-0.04"
"8.164978","2.47","8.12","0.16"
"8.235962","-1.96","0.27","0.00"
"8.307007","-3.33","1.10","-1.22"
"8.377991","8.94","20.01","-2.67"
"8.448975","1.26","16.44","-8.39"
"8.5199585","-2.47","10.04","-3.26"
"8.591003","0.35","-0.94","1.18"
"8.661987","-0.08","1.37","-0.24"
"8.732971","-0.35","16.99","2.43"
"8.804016","0.20","19.10","-1.96"
"8.875","4.12","14.00","0.00"
"8.945984","-1.80","-1.18","-1.26"
"9.016968","-0.39","0.86","-0.31"
"9.088013","-0.71","10.47","7.77"
"9.158997","1.37","15.06","-1.84"
"9.22998","-0.55","20.01","-1.65"
"9.300964","-2.94","4.86","-0.71"
"9.372009","-2.12","-3.14","0.20"
"9.442993","3.49","1.84","1.02"
"9.513977","4.75","12.75","4.39"
"9.584961","2.08","20.01","-1.37"
"9.656006","2.98","8.00","-1.37"
"9.72699","-1.53","0.98","0.04"
"9.797974","0.51","0.94","-2.63"
"9.8689575","3.02","20.01","4.12"
"9.940002","0.67","12.47","-1.96"
"10.010986","0.31","13.81","-2.75"
"10.08197","-1.80","-2.08","-2.00"
"10.153015","0.71","1.65","1.57"
"10.223999","2.51","19.97","9.65"
"10.294983","1.61","19.89","-2.51"
"10.365967","2.79","12.51","-0.63"
"10.437012","-0.67","-0.78","-2.20"
"10.507996","-2.00","1.02","-0.47"
"10.5789795","-0.55","16.28","4.59"
"10.649963","3.02","12.94","0.20"
"10.721008","0.31","18.08","-2.35"
"10.791992","-1.96","4.43","1.02"
"10.862976","-3.53","-2.63","-1.45"
"10.93396","-2.51","20.01","5.26"
"11.005005","-0.67","14.00","-2.16"
"11.075989","2.90","20.01","1.45"
"11.146973","2.24","8.39","-0.67"
"11.218018","0.67","-0.47","0.24"
"11.289001","-1.45","0.94","-0.71"
"11.359985","1.77","20.01","-0.94"
"11.430969","3.57","13.85","-1.65"
"11.502014","-1.45","15.85","-4.31"
"11.572998","-0.43","2.82","0.16"
"11.643982","-3.02","1.41","-1.18"
"11.714966","0.20","20.01","9.45"
"11.786011","-2.39","15.06","-0.63"
"11.856995","3.02","16.51","-1.45"
"11.9279785","0.63","4.59","-0.78"
"11.998962","-2.67","1.10","1.06"
"12.070007","-1.10","3.33","2.00"
"12.140991","-4.51","20.01","1.49"
"12.211975","4.67","20.01","-3.14"
"12.282959","-2.55","10.47","-2.79"
"12.354004","-3.49","-4.98","-2.86"
"12.424988","0.94","2.75","-0.75"
"12.495972","-1.65","20.01","8.98"
"12.567017","2.35","19.02","-2.47"
"12.6380005","3.77","15.14","-2.20"
"12.708984","-0.63","0.47","-2.98"
"12.779968","-3.18","2.08","-1.02"
"12.851013","-0.43","3.30","3.22"
"12.921997","0.51","18.55","2.00"
"12.992981","4.04","20.01","1.69"
"13.063965","-2.24","7.26","-2.12"
"13.13501","-1.92","-3.14","-1.14"
"13.205994","1.06","0.27","1.26"
"13.276978","1.49","15.06","3.80"
"13.347961","1.26","20.01","-2.04"
"13.419006","4.67","13.69","-0.75"
"13.48999","-0.71","1.14","-2.59"
"13.560974","-1.73","0.90","0.51"
"13.631958","2.08","1.61","2.63"
"13.703003","-1.10","20.01","3.06"
"13.773987","4.39","20.01","-2.20"
"13.844971","-3.80","7.69","-4.08"
"13.916016","0.04","-4.43","1.53"
"13.9869995","-0.24","0.71","-0.63"
"14.057983","3.02","16.99","5.73"
"14.128967","0.82","18.44","-5.26"
"14.200012","4.16","14.83","-2.12"
"14.270996","0.71","2.55","-0.35"
"14.34198","-1.49","-0.75","-0.55"
"14.412964","-3.14","3.84","0.43"
"14.484009","3.49","20.01","1.37"
"14.554993","3.57","18.12","-2.79"
"14.625977","-2.04","6.83","-2.16"
"14.69696","-2.67","-0.63","-1.53"
"14.768005","5.06","2.16","0.31"
"14.838989","2.98","8.75","0.00"
"14.909973","-1.57","20.01","-4.82"
"14.981018","5.02","16.75","-0.31"
"15.052002","-0.78","3.18","-2.63"
"15.122986","-3.18","2.39","0.55"
"15.19397","-1.02","2.47","0.20"
"15.265015","-0.20","20.01","2.00"
"15.335999","4.75","18.71","-3.49"
"15.406982","-2.75","11.14","-2.31"
"15.477966","-0.71","-5.61","-1.61"
"15.549011","-1.80","0.12","-0.82"
"15.619995","-3.61","20.01","10.67"
"15.690979","0.47","17.93","-2.35"
"15.761963","2.63","14.63","-1.37"
"15.833008","-0.08","6.67","3.26"
"15.903992","-3.84","-0.71","-0.31"
"15.974976","1.29","4.59","0.00"
"16.04596","1.57","20.01","4.16"
"16.117004","-0.55","20.01","-1.02"
"16.187988","-1.80","2.59","-0.08"
"16.258972","-3.02","-2.98","-0.08"
"16.330017","2.28","0.27","0.94"
"16.401001","4.86","14.00","-1.29"
"16.471985","1.77","20.01","1.18"
"16.542969","2.00","8.94","-1.88"
"16.614014","1.96","-1.45","-0.82"
"16.684998","-1.53","0.08","-0.20"
"16.755981","-0.27","3.22","9.65"
