"NAME:","walk_2_1.csv"
"EXPERIMENT TIME:","12/06/2023 22:29"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","70"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-4.2","-9.38","-0.75"
"0.083","-3.65","-9.61","-0.63"
"0.165","-3.57","-9.49","-0.35"
"0.248","-3.69","-9.69","-0.08"
"0.33","-4.24","-9.38","-0.08"
"0.412","-5.1","-9.34","0.04"
"0.494","-4.16","-9.41","0.16"
"0.576","-3.41","-9.41","0.71"
"0.658","-4.59","-9.38","0.86"
"0.74","-4.9","-9.26","0.47"
"0.822","-4.67","-9.18","0.63"
"0.904","-4.75","-9.18","0.27"
"0.986","-5.06","-8.98","0.24"
"1.068","-4.94","-9.1","0.16"
"1.151","-4.67","-9.34","0.08"
"1.233","-4.59","-9.18","0.2"
"1.315","-4.59","-9.38","0.24"
"1.398","-4.24","-8.9","0.27"
"1.48","-4.39","-9.22","0.24"
"1.563","-3.61","-9.49","0.63"
"1.645","-3.26","-9.57","0.51"
"1.727","-3.8","-9.49","0.35"
"1.809","-3.69","-10.28","0.75"
"1.891","-4.67","-9.69","-0.94"
"1.973","-3.69","-10.55","-2.55"
"2.055","-2.63","-9.38","-0.94"
"2.138","-2.51","-8.24","-1.06"
"2.22","-2.24","-9.49","-0.12"
"2.303","-2.55","-9.65","-0.16"
"2.385","-2.51","-10.04","-1.45"
"2.467","-0.67","-7.06","-2.0"
"2.549","-3.06","-7.65","-2.71"
"2.631","-9.41","-17.77","5.14"
"2.713","-4.24","-9.41","-0.78"
"2.795","-5.41","-11.81","2.04"
"2.878","-4.43","-7.18","0.16"
"2.96","-4.39","-8.0","0.24"
"3.042","-2.55","-10.12","0.94"
"3.124","-1.22","-10.63","-0.63"
"3.206","-5.49","-11.14","3.96"
"3.288","-7.57","-13.81","-0.27"
"3.37","-2.86","-9.06","-0.24"
"3.452","-3.33","-6.94","-2.12"
