NAME:,walk_3_2.csv,,
EXPERIMENT TIME:,08/06/2023 17:41,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,90,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.71,-9.45,-5.18
0.050994873,4.39,-11.22,-6.12
0.101989746,1.06,-9.06,-10.71
0.15301514,0.67,-6.08,-9.02
0.20401001,1.73,-4.43,-5.18
0.25500488,1.37,-3.65,-4.51
0.30599976,1.61,-4.67,-6.75
0.35699463,3.26,-4.98,-9.61
0.4079895,3.77,-9.53,-9.41
0.4590149,1.65,-3.92,-9.02
0.51000977,4.43,-19.26,-10.98
0.56100464,2,-1.77,-4.04
0.6119995,2.94,-9.65,-5.53
0.6629944,1.96,-8.87,-7.61
0.7140198,0.94,-5.37,-6.47
0.76501465,1.06,-7.45,-6.12
0.8160095,0.71,-4.75,-8.08
0.8670044,0.9,-4.86,-7.37
0.91799927,0.86,-7.73,-7.61
0.96899414,3.37,-12.24,-5.53
1.0200195,2.98,-12.32,-7.02
1.0710144,1.29,-9.41,-9.57
1.1220093,1.84,-6.9,-8.12
1.1730042,2.51,-5.69,-6.35
1.223999,0.98,-4.43,-6.24
1.2749939,1.53,-4.43,-6.71
1.3260193,2.47,-7.53,-7.1
1.3770142,2.98,-8.94,-6.83
1.428009,1.53,-5.57,-7.85
1.4790039,3.53,-13.61,-10.12
1.5299988,1.92,-4.82,-4.75
1.5809937,2.43,-9.38,-5.57
1.632019,2.55,-9.18,-5.88
1.6830139,0.04,-6,-9.89
1.7340088,1.84,-7.37,-7.37
1.7850037,1.06,-5.53,-7.02
1.8359985,0.51,-5.81,-6.71
1.8869934,3.33,-8.83,-5.37
1.9380188,3.3,-9.3,-5.73
1.9890137,0.12,-6.67,-9.69
2.0400085,1.45,-8.47,-6.63
2.0910034,2.24,-9.34,-5.84
2.1419983,1.22,-7.22,-7.3
2.1929932,0.47,-7.85,-7.73
2.2440186,0.59,-7.96,-7.53
2.2950134,0.75,-7.81,-7.26
2.3460083,0.78,-8.36,-7.06
2.3970032,1.29,-8.16,-7.18
2.447998,1.53,-8.08,-7.3
2.498993,1.61,-8.47,-6.79
2.5500183,3.22,-7.77,-5.92
2.6010132,5.22,-7.69,-7.81
2.652008,2.35,-6.24,-9.57
2.703003,2.24,-6.2,-9.18
2.7539978,2.28,-5.53,-7.37
2.8049927,3.3,-5.02,-6.9
2.856018,2.39,-4.75,-8.59
2.907013,3.02,-4.51,-8.94
2.9580078,2.51,-4,-7.85
3.0090027,4.51,-5.1,-8.59
3.0599976,4.39,-5.69,-9.49
3.1109924,4.98,-4.86,-12.4
3.1620178,3.33,-9.85,-9.18
3.2130127,1.1,-6.12,-7.77
3.2640076,2.04,-10.87,-5.26
3.3150024,2.04,-8.2,-6.39
3.3659973,1.57,-7.22,-6.94
3.4169922,1.96,-6.98,-4.82
3.4680176,1.49,-5.41,-5.37
3.5190125,1.29,-5.84,-6.47
3.5700073,1.41,-6.32,-7.18
3.6210022,2.16,-9.41,-7.1
3.671997,-0.31,-5.84,-10.2
3.722992,0.71,-9.65,-10.08
3.7740173,2.04,-11.22,-5.88
3.8250122,3.84,-11.1,-5.06
3.876007,1.77,-11.1,-9.57
3.927002,1.53,-6.71,-8
3.9779968,2.51,-5.37,-3.57
4.0289917,2.51,-4.47,-3.96
4.080017,1.77,-4.47,-6.43
4.131012,1.84,-5.92,-9.41
4.182007,2.71,-7.37,-8.04
4.2330017,4.04,-6.86,-11.77
4.2839966,1.06,-9.22,-11.26
4.3349915,5.45,-11.53,-3.84
4.386017,1.96,-6.63,-7.65
4.4370117,3.18,-11.73,-5.06
4.4880066,1.96,-6.08,-4.9
4.5390015,1.26,-5.06,-4.2
4.5899963,0.55,-7.1,-7.22
4.640991,0.55,-5.84,-8.36
4.6920166,1.77,-7.49,-7.57
4.7430115,-1.14,-5.26,-10.51
4.7940063,2.12,-9.92,-7.69
4.845001,4.16,-12.75,-4.71
4.895996,4.67,-12.36,-7.14
4.946991,0.94,-8.12,-11.89
4.9980164,0.71,-4.12,-7.53
5.049011,1.22,-3.65,-4.28
5.100006,1.57,-2.31,-5.02
5.151001,0.31,-3.84,-8.12
5.201996,0.31,-8.2,-7.61
5.2529907,2.86,-9.69,-9.3
5.304016,4.12,-10.4,-14.4
5.355011,5.33,-5.73,-2.39
5.406006,0.35,-4.75,-10.28
5.4570007,3.06,-13.18,-6.55
5.5079956,1.84,-5.45,-5.96
5.5589905,1.49,-4.98,-3.84
5.610016,1.26,-7.06,-6.94
