"Name:","walk_3_1.csv"
"EXPERIMENT TIME:","06/06/2023 15:12"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","30"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.08","3.18","-0.08"
"0.060058594","-9.96","3.06","-0.04"
"0.10998535","-9.96","3.18","-0.12"
"0.16003418","-10.04","3.18","-0.24"
"0.20996094","-9.96","3.33","-0.16"
"0.26000977","-9.89","3.18","0.00"
"0.3100586","-9.81","3.06","0.24"
"0.35998535","-10.04","2.82","0.51"
"0.41003418","-9.73","3.69","0.24"
"0.45996094","-9.53","4.39","0.24"
"0.51000977","-9.53","4.24","0.78"
"0.57006836","-9.53","3.45","0.27"
"0.6199951","-10.43","3.45","-0.31"
"0.67004395","-9.85","3.57","0.04"
"0.7199707","-10.59","1.57","-0.12"
"0.77001953","-10.32","2.20","-0.16"
"0.82006836","-9.45","2.00","-0.47"
"0.8699951","-10.28","1.84","-0.55"
"0.92004395","-9.96","1.65","-0.24"
"0.9699707","-10.08","2.08","0.00"
"1.0200195","-10.08","2.04","0.24"
"1.079956","-10.83","2.20","0.08"
"1.1300049","-11.53","1.77","-0.04"
"1.1800537","-12.36","3.57","1.96"
"1.2299805","-11.18","-0.35","-4.90"
"1.2800293","-12.40","8.47","-4.79"
"1.329956","-7.61","1.49","-1.22"
"1.3800049","-12.98","2.12","-1.57"
"1.4300537","-9.77","2.86","-0.63"
"1.4799805","-8.94","4.47","-0.27"
"1.5300293","-7.26","2.98","0.63"
"1.579956","-7.14","1.41","0.51"
"1.6400146","-9.10","2.20","1.96"
"1.6900635","-9.77","2.55","1.92"
"1.7399902","-11.49","4.08","3.77"
"1.7900391","-14.24","-4.12","5.37"
"1.8399658","-20.01","20.01","-2.98"
"1.8900146","-1.10","0.63","-1.29"
"1.9400635","-10.59","3.02","-1.37"
"1.9899902","-9.30","3.26","0.55"
"2.040039","-7.65","3.45","-0.86"
"2.0899658","-9.22","0.78","0.55"
"2.1500244","-8.87","0.78","0.04"
"2.2000732","-9.34","2.43","0.47"
"2.25","-10.00","2.12","0.00"
"2.3000488","-9.61","-1.37","2.31"
"2.3499756","-11.53","7.02","-0.31"
"2.4000244","-17.38","11.10","-6.90"
"2.4500732","-9.38","4.98","-2.08"
"2.5","-10.75","0.71","-0.51"
"2.5500488","-6.51","2.75","0.08"
"2.5999756","-7.02","2.51","-0.20"
"2.6600342","-8.24","2.98","1.69"
"2.709961","-8.24","2.35","1.69"
"2.7600098","-10.16","-0.04","2.79"
"2.8100586","-10.55","3.14","1.61"
"2.8599854","-15.30","2.86","5.49"
"2.9100342","-20.01","16.59","-2.35"
"2.959961","-5.26","2.98","-1.96"
"3.0100098","-10.12","4.59","-2.43"
"3.0600586","-6.90","3.37","-1.26"
"3.1099854","-8.32","2.20","-0.55"
"3.170044","-11.06","-0.31","0.59"
"3.2199707","-9.22","-0.20","1.65"
"3.2700195","-9.65","2.04","1.06"
"3.3200684","-10.24","1.29","0.08"
"3.369995","-10.83","-1.22","1.65"
"3.420044","-12.08","5.65","-1.49"
"3.4699707","-17.93","8.63","-5.73"
"3.5200195","-7.65","5.65","-1.22"
"3.5700684","-12.08","1.69","-0.82"
"3.619995","-7.49","2.55","-0.16"
"3.6800537","-7.22","2.16","0.67"
"3.7299805","-7.26","2.08","1.65"
"3.7800293","-6.94","1.61","2.04"
"3.829956","-10.79","0.78","2.00"
"3.880005","-14.55","5.84","5.77"
"3.9300537","-10.79","-1.22","3.45"
"3.9799805","-12.51","7.41","-1.33"
"4.0300293","-6.63","3.96","-2.67"
"4.079956","-10.20","3.22","-0.55"
"4.130005","-6.83","1.61","-0.63"
"4.1900635","-8.75","2.04","-0.16"
"4.23999","-9.89","-0.35","0.75"
"4.290039","-9.41","1.96","0.82"
"4.339966","-9.96","1.96","0.63"
"4.3900146","-11.89","-0.67","0.94"
"4.4400635","-12.47","6.86","0.75"
"4.48999","-12.63","4.16","-4.90"
"4.540039","-10.63","8.00","-3.18"
"4.589966","-11.30","1.61","-0.16"
"4.6500244","-8.28","2.47","-0.47"
"4.7000732","-6.04","1.96","-0.78"
"4.75","-7.41","4.31","1.77"
"4.800049","-6.43","1.57","1.80"
"4.8499756","-10.55","0.04","2.59"
"4.9000244","-11.73","4.90","0.16"
"4.9500732","-16.12","3.96","6.86"
"5.0","-15.26","11.02","1.22"
"5.050049","-6.20","0.12","-2.04"
"5.0999756","-10.94","4.82","-0.04"
"5.160034","-7.02","3.30","-0.16"
"5.209961","-7.92","2.39","-0.94"
"5.26001","-8.55","1.29","-0.39"
"5.3100586","-10.28","0.08","0.20"
"5.3599854","-10.04","2.24","2.12"
"5.410034","-12.59","1.57","-0.82"
"5.459961","-13.26","5.26","1.18"
"5.51001","-11.69","4.55","-6.20"
"5.5600586","-10.67","7.57","-2.82"
"5.6099854","-11.77","0.16","-0.04"
"5.670044","-8.24","1.22","-0.08"
"5.7199707","-5.06","2.59","-0.67"
"5.7700195","-6.86","4.98","1.77"
"5.8200684","-6.90","1.69","1.92"
"5.869995","-9.92","-0.27","1.96"
"5.920044","-12.32","6.67","5.10"
"5.9699707","-14.71","0.90","3.33"
"6.0200195","-14.75","12.00","1.45"
"6.0700684","-7.02","1.26","-2.43"
"6.119995","-11.06","4.04","-1.10"
"6.1800537","-6.32","2.94","0.20"
"6.2299805","-7.85","1.77","-0.75"
"6.2800293","-8.83","1.41","-0.16"
"6.329956","-9.61","0.75","0.67"
"6.380005","-9.65","2.51","1.49"
"6.4300537","-12.20","1.37","0.59"
"6.4799805","-13.61","7.37","0.82"
"6.5300293","-13.02","6.00","-6.83"
"6.579956","-10.36","7.53","-1.77"
"6.630005","-12.98","-0.39","-0.51"
"6.6900635","-8.39","1.49","-0.20"
"6.73999","-5.65","2.04","-0.71"
"6.790039","-7.41","3.84","2.00"
"6.839966","-5.73","2.55","1.65"
"6.8900146","-9.22","1.37","2.94"
"6.9400635","-13.85","5.96","-1.26"
"6.98999","-15.53","4.39","5.77"
"7.040039","-16.95","13.10","-7.96"
"7.089966","-4.63","2.28","-2.90"
"7.1400146","-8.04","4.08","-0.63"
"7.2000732","-7.30","2.75","-0.47"
"7.25","-7.96","2.67","-1.10"
"7.300049","-8.04","1.96","-0.27"
"7.3499756","-9.65","0.78","0.39"
"7.4000244","-9.61","2.12","0.75"
"7.4500732","-10.40","1.73","0.82"
"7.5","-11.18","-1.61","1.88"
"7.550049","-12.63","4.55","-5.77"
"7.5999756","-14.95","9.34","-4.35"
"7.6500244","-11.18","1.45","-0.67"
"7.7000732","-11.89","2.04","-0.55"
"7.76001","-7.49","1.18","-0.20"
"7.8100586","-5.45","3.69","0.04"
"7.8599854","-6.47","2.20","2.00"
"7.910034","-8.59","0.78","2.51"
"7.959961","-12.43","1.49","0.04"
"8.01001","-17.06","5.88","5.26"
"8.060059","-13.77","4.67","-2.24"
"8.109985","-7.45","3.77","-1.26"
"8.160034","-6.83","2.79","-2.67"
"8.209961","-10.36","4.67","-0.55"
"8.27002","-7.81","2.20","-0.39"
"8.320068","-8.08","1.61","-0.31"
"8.369995","-9.45","0.98","0.27"
"8.420044","-9.73","1.41","1.18"
"8.469971","-9.57","1.84","0.90"
"8.52002","-12.16","-1.65","1.88"
"8.570068","-11.49","2.43","-4.98"
"8.619995","-15.77","9.49","-5.10"
"8.670044","-10.00","1.73","-0.90"
"8.719971","-11.77","2.28","0.16"
"8.780029","-9.34","1.26","0.16"
"8.829956","-5.69","4.39","0.24"
"8.880005","-6.67","2.39","1.57"
"8.930054","-6.39","2.00","1.88"
"8.97998","-9.89","1.49","2.79"
"9.030029","-13.06","6.28","5.53"
"9.079956","-13.42","1.29","3.37"
"9.130005","-14.71","13.02","-1.49"
"9.180054","-8.43","0.35","-2.39"
"9.22998","-9.14","4.24","0.47"
"9.290039","-6.98","2.82","-0.08"
"9.339966","-6.75","2.31","-0.55"
"9.390015","-8.98","0.90","-0.12"
"9.440063","-9.06","1.18","0.82"
"9.48999","-9.45","2.47","1.29"
"9.540039","-12.51","-1.22","1.18"
"9.589966","-14.67","6.55","-2.51"
"9.640015","-15.18","8.24","-5.81"
"9.690063","-8.71","4.98","-2.12"
"9.73999","-11.18","0.90","-0.31"
"9.800049","-7.49","2.47","-0.12"
"9.849976","-5.84","2.67","-0.47"
"9.900024","-7.06","4.12","1.92"
"9.950073","-6.08","2.39","1.26"
"10.0","-11.92","1.29","2.12"
"10.050049","-16.16","4.35","6.28"
"10.099976","-11.49","0.12","2.75"
"10.150024","-16.20","10.12","-0.67"
"10.200073","-8.28","0.24","-0.16"
"10.25","-10.55","4.82","-0.63"
"10.310059","-6.51","3.10","0.04"
"10.359985","-7.65","2.00","-0.90"
"10.410034","-9.65","0.47","0.12"
"10.459961","-9.18","0.67","1.22"
"10.51001","-10.04","1.92","0.35"
"10.560059","-12.40","-3.41","2.51"
"10.609985","-12.59","5.65","-3.65"
"10.660034","-16.32","10.28","-8.08"
"10.709961","-9.92","3.06","-0.20"
"10.77002","-9.85","2.39","-0.90"
"10.820068","-5.77","2.31","-1.45"
"10.869995","-7.10","3.22","0.59"
"10.920044","-7.10","2.94","2.63"
"10.969971","-8.75","-0.75","3.73"
"11.02002","-12.12","1.73","2.04"
"11.070068","-15.73","8.98","3.53"
"11.119995","-16.32","12.75","-5.96"
"11.170044","-6.55","0.00","-3.33"
"11.219971","-7.57","4.98","-0.16"
"11.280029","-6.24","3.73","-0.35"
"11.329956","-7.85","2.63","-1.14"
"11.380005","-8.47","0.94","-0.16"
"11.430054","-9.73","-0.24","1.06"
"11.47998","-9.14","2.39","1.69"
"11.530029","-12.87","1.10","-1.18"
"11.579956","-15.53","5.92","0.75"
"11.630005","-12.40","4.98","-5.45"
"11.680054","-8.87","9.34","-3.77"
"11.72998","-10.83","1.14","-0.71"
"11.790039","-9.34","2.75","-0.75"
"11.839966","-6.04","2.67","-0.31"
"11.890015","-6.90","4.04","1.53"
"11.940063","-6.71","1.80","2.24"
"11.98999","-9.73","0.16","2.39"
"12.040039","-13.22","7.34","4.39"
"12.089966","-12.87","1.14","5.14"
"12.140015","-17.22","15.06","2.16"
"12.190063","-5.18","0.00","-2.63"
"12.23999","-9.73","5.06","0.20"
"12.300049","-7.18","2.31","-0.16"
"12.349976","-7.65","1.88","-0.82"
"12.400024","-9.57","1.33","0.31"
"12.450073","-9.69","0.08","1.29"
"12.5","-8.36","2.24","0.82"
"12.550049","-14.00","1.02","1.10"
"12.599976","-13.93","7.10","0.43"
"12.650024","-13.30","3.73","-6.63"
"12.700073","-7.92","8.04","-3.33"
"12.75","-11.77","0.63","-1.02"
"12.810059","-9.14","2.35","-0.51"
"12.859985","-5.96","2.59","0.31"
"12.910034","-6.28","3.69","2.00"
"12.959961","-7.34","0.98","2.47"
"13.01001","-11.34","0.55","3.41"
"13.060059","-15.18","6.00","6.24"
"13.109985","-11.26","3.41","1.80"
"13.160034","-15.06","4.75","-1.53"
"13.209961","-6.63","2.47","-2.24"
"13.26001","-10.04","4.55","-1.41"
"13.320068","-7.26","3.02","-0.24"
"13.369995","-8.24","1.45","-0.90"
"13.420044","-9.85","-0.47","0.82"
"13.469971","-8.90","0.78","0.98"
"13.52002","-10.16","3.14","1.96"
"13.570068","-11.22","-0.59","0.86"
"13.619995","-13.22","3.33","-6.20"
"13.670044","-14.71","8.63","-3.88"
"13.719971","-11.61","1.73","-0.55"
"13.77002","-10.55","3.18","0.04"
"13.829956","-5.57","1.77","-1.10"
"13.880005","-5.73","2.98","0.55"
"13.930054","-5.65","2.79","0.94"
"13.97998","-8.12","2.59","2.24"
"14.030029","-12.36","1.53","2.67"
"14.079956","-17.81","4.12","4.71"
"14.130005","-11.45","2.71","1.88"
"14.180054","-10.43","5.33","-2.67"
"14.22998","-5.96","1.88","-3.41"
"14.280029","-8.47","5.22","-0.27"
"14.329956","-6.55","3.37","-0.94"
"14.390015","-10.20","0.08","0.39"
"14.440063","-8.90","-0.75","1.22"
"14.48999","-8.87","1.80","1.10"
"14.540039","-10.90","1.29","1.14"
"14.589966","-10.98","-0.78","1.65"
"14.640015","-12.32","3.77","-4.35"
"14.690063","-16.55","10.79","-6.04"
"14.73999","-11.45","2.75","-1.10"
"14.790039","-10.36","2.35","-0.12"
"14.839966","-5.57","1.73","-0.63"
"14.900024","-6.08","2.43","0.27"
"14.950073","-5.96","3.14","1.96"
"15.0","-8.43","0.78","2.63"
"15.050049","-13.06","5.73","-1.06"
"15.099976","-15.34","2.39","4.59"
"15.150024","-17.97","17.22","-9.49"
"15.200073","-4.98","1.26","-3.61"
"15.25","-7.41","4.35","-0.35"
"15.300049","-7.02","3.33","0.43"
"15.349976","-7.14","2.55","-1.14"
"15.410034","-8.24","2.08","-0.04"
"15.459961","-9.65","0.35","0.78"
"15.51001","-9.06","2.00","0.71"
"15.560059","-10.63","2.16","0.12"
"15.609985","-10.75","-1.02","2.08"
"15.660034","-12.00","2.82","-3.92"
"15.709961","-14.59","10.43","-3.41"
"15.76001","-13.22","0.63","-1.06"
"15.810059","-10.28","3.61","0.08"
"15.859985","-6.47","1.65","-0.82"
"15.920044","-5.96","2.39","0.43"
"15.969971","-6.24","2.71","1.84"
"16.02002","-8.43","1.69","1.96"
"16.070068","-11.18","1.45","2.79"
"16.119995","-14.59","4.79","5.41"
"16.170044","-12.00","1.65","1.96"
"16.21997","-19.18","7.73","-5.06"
"16.27002","-6.71","5.77","-0.82"
"16.320068","-11.73","4.20","-0.59"
"16.369995","-8.28","0.82","-0.55"
"16.430054","-8.51","5.22","-1.14"
"16.47998","-9.14","2.98","0.08"
"16.53003","-9.14","2.90","0.24"
"16.579956","-9.92","2.51","0.27"
"16.630005","-10.16","3.41","-0.43"
"16.680054","-9.30","4.98","-0.04"
"16.72998","-9.92","2.82","-1.41"
"16.78003","-9.34","4.94","-0.59"
"16.829956","-10.00","2.98","-1.45"
"16.880005","-9.65","3.22","-0.63"
"16.940063","-10.24","3.49","-0.94"
"16.98999","-9.38","3.77","-0.71"
"17.04004","-9.92","3.30","-0.71"
"17.089966","-9.77","3.37","-0.63"
"17.140015","-10.51","3.14","-1.10"
"17.190063","-9.61","3.80","-0.82"
"17.23999","-11.18","3.69","-1.02"
"17.29004","-8.83","3.61","-0.86"
"17.339966","-10.00","3.14","-0.90"
"17.400024","-10.16","3.18","-1.18"
"17.450073","-9.06","3.49","-0.71"
"17.5","-10.55","2.71","-0.35"
"17.550049","-10.24","3.53","1.02"
"17.599976","-10.75","2.47","0.24"
"17.650024","-9.85","2.79","-0.43"
"17.700073","-9.89","2.98","-0.98"
"17.75","-9.57","3.57","-1.02"
"17.800049","-10.24","3.02","-0.35"
"17.849976","-9.96","3.06","-0.86"
"17.910034","-10.08","3.57","-0.90"
"17.95996","-10.12","3.37","-1.02"
"18.01001","-10.00","3.06","-0.78"
"18.060059","-10.00","3.02","-1.22"
"18.109985","-9.81","3.33","-0.94"
"18.160034","-10.04","3.06","-0.82"
"18.20996","-9.69","3.06","-0.86"
"18.26001","-10.08","3.22","-0.67"
"18.310059","-9.61","3.30","-0.78"
"18.359985","-10.20","3.10","-0.75"
"18.420044","-10.08","3.45","-1.02"
"18.46997","-10.40","3.41","-0.86"
"18.52002","-9.57","3.30","-0.71"
"18.570068","-10.20","3.06","-1.02"
"18.619995","-9.73","3.37","-1.06"
"18.670044","-9.92","3.26","-1.06"
"18.71997","-9.73","3.77","-1.10"
"18.77002","-10.00","3.69","-1.18"
"18.820068","-9.85","3.61","-0.78"
