"NAME:","run_4_1.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:58","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS:","148","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.90","6.43","-2.24"
"0.09008789","-4.82","7.26","-1.84"
"0.18005371","-4.00","9.81","-0.78"
"0.27001953","-5.65","6.20","-1.41"
"0.35998535","-5.92","16.79","-5.96"
"0.460083","-4.98","17.14","-7.10"
"0.5500488","2.79","3.49","-3.92"
"0.64001465","-2.08","0.94","-2.82"
"0.72998047","-1.84","13.73","-18.51"
"0.82006836","-3.26","19.65","1.14"
"0.9100342","-3.73","4.59","-0.67"
"1.0","-7.22","-3.10","-0.86"
"1.0900879","1.49","6.83","-6.51"
"1.1800537","-1.92","13.42","-7.85"
"1.2700195","-7.26","20.01","-2.71"
"1.3699951","-0.12","5.37","-3.18"
"1.460083","0.04","1.84","-4.28"
"1.5500488","-1.26","0.39","-2.31"
"1.6400146","-3.41","20.01","-20.01"
"1.7299805","-6.55","15.53","-1.41"
"1.8200684","-4.47","-2.79","-0.63"
"1.9100342","2.43","5.33","-7.96"
"2.0","-8.39","20.01","-10.24"
"2.090088","-6.71","19.73","-6.79"
"2.1900635","-0.43","5.14","-3.06"
"2.2800293","3.45","0.67","-5.02"
"2.369995","-3.88","2.04","-1.96"
"2.460083","-12.55","20.01","-2.98"
"2.5500488","-6.28","20.01","-9.53"
"2.6400146","-3.96","-4.12","0.51"
"2.7299805","-0.31","2.39","-5.84"
"2.8200684","3.80","20.01","2.90"
"2.9100342","-7.49","20.01","-5.53"
"3.0","-1.49","5.69","-3.30"
"3.1000977","4.59","1.61","-6.59"
"3.1900635","-3.88","1.80","-0.75"
"3.2800293","-5.14","20.01","-18.12"
"3.369995","-10.20","19.97","-3.69"
"3.460083","-2.59","-5.33","0.71"
"3.5500488","-0.16","2.35","-4.79"
"3.6400146","-8.87","20.01","-6.75"
"3.7299805","-7.10","20.01","-4.71"
"3.8200684","0.08","1.14","0.71"
"3.9100342","4.94","5.49","-6.67"
"4.0","-4.55","1.26","-1.80"
"4.1000977","-13.45","20.01","8.55"
"4.1900635","-5.49","20.01","-4.16"
"4.2800293","1.29","-3.57","-1.65"
"4.369995","2.04","4.71","-11.18"
"4.460083","-14.51","20.01","-19.85"
"4.550049","-5.88","20.01","-7.14"
"4.6400146","-1.14","4.28","-0.71"
"4.7299805","7.14","2.16","-9.22"
"4.8200684","-3.77","1.26","-1.73"
"4.920044","-4.94","20.01","-11.73"
"5.01001","-7.92","20.01","-3.37"
"5.1000977","0.39","-3.96","-0.98"
"5.1900635","0.75","0.47","-4.39"
"5.2800293","-10.04","10.51","-20.01"
"5.369995","-4.59","20.01","-2.94"
"5.460083","0.35","6.75","-2.82"
"5.550049","5.92","1.26","-5.30"
"5.6400146","-3.65","1.45","-3.45"
"5.7299805","-20.01","20.01","2.24"
"5.830078","1.26","20.01","-2.28"
"5.920044","5.45","-2.98","-0.24"
"6.01001","-2.51","1.29","-4.31"
"6.1000977","-0.63","-2.12","-4.82"
"6.1900635","-5.69","15.14","-0.90"
"6.2800293","-1.22","13.77","-5.61"
"6.369995","4.75","-0.08","-2.35"
"6.460083","-2.63","1.73","-4.63"
"6.550049","-8.55","18.08","-20.01"
"6.6400146","-2.12","20.01","-2.51"
"6.7299805","3.49","-1.02","-0.08"
"6.830078","-2.79","-1.92","1.96"
"6.920044","2.16","0.47","-0.51"
"7.01001","-3.49","15.02","2.04"
"7.1000977","-2.31","15.14","-3.84"
"7.1900635","3.53","1.88","-1.96"
"7.2800293","-1.96","2.08","-4.51"
"7.369995","-6.71","14.40","-20.01"
"7.460083","3.61","17.50","7.10"
"7.550049","3.18","1.73","-0.31"
"7.6400146","-6.32","-2.00","-4.04"
"7.73999","-1.29","0.16","-1.02"
"7.830078","-3.69","19.14","-1.84"
"7.920044","-3.41","15.65","-3.18"
"8.01001","6.16","-1.49","-2.75"
"8.100098","-1.73","1.61","-4.08"
"8.190063","-6.12","15.65","-20.01"
"8.280029","-1.33","19.85","1.33"
"8.369995","4.82","-0.86","-0.94"
"8.460083","-6.75","-1.69","-3.77"
"8.560059","2.79","-2.79","2.51"
"8.650024","-3.84","12.91","3.49"
"8.73999","-1.06","20.01","-3.33"
"8.830078","2.35","0.55","-3.26"
"8.920044","-1.61","0.39","-4.59"
"9.01001","-0.12","16.83","-20.01"
"9.100098","8.28","14.67","12.94"
"9.190063","-0.67","3.49","0.39"
"9.280029","-6.08","-3.10","-1.96"
"9.369995","-0.67","4.94","-2.71"
"9.470093","-1.45","9.02","0.04"
"9.560059","-6.04","20.01","-0.59"
"9.650024","2.08","-0.94","-0.75"
"9.73999","-2.39","-0.67","-0.35"
"9.830078","-0.12","10.32","-20.01"
"9.920044","3.10","20.01","9.41"
"10.01001","0.16","4.20","-2.55"
"10.100098","-9.34","-4.86","-0.94"
"10.190063","1.80","3.49","0.98"
"10.280029","-8.79","10.63","0.24"
"10.369995","-3.14","19.89","-1.02"
"10.470093","1.33","1.84","-1.92"
"10.560059","-0.63","-0.24","-0.86"
"10.650024","1.96","8.04","-19.57"
"10.73999","1.29","17.22","-3.22"
"10.830078","-4.90","9.14","0.31"
"10.920044","-5.06","-3.92","0.08"
"11.01001","1.10","7.81","-5.69"
"11.100098","1.69","14.98","-7.34"
"11.190063","-5.77","20.01","-3.14"
"11.280029","-1.37","4.08","-2.08"
"11.380005","1.77","0.00","-4.98"
"11.470093","-2.98","0.78","-1.77"
"11.560059","-6.12","20.01","-20.01"
"11.650024","-8.94","15.22","-2.35"
"11.73999","-2.90","-4.59","0.04"
"11.830078","-0.08","8.47","-11.06"
"11.920044","-1.02","20.01","2.47"
"12.01001","-9.57","20.01","-4.75"
"12.100098","-0.94","-3.73","1.22"
"12.200073","4.94","3.77","-11.26"
"12.290039","-4.63","1.10","-1.33"
"12.380005","-6.59","20.01","-8.28"
"12.470093","-6.75","20.01","-0.98"
"12.560059","3.33","-5.84","1.45"
"12.650024","-0.75","1.29","-7.18"
"12.73999","-9.53","7.73","-14.83"
"12.830078","-6.35","19.93","-6.12"
"12.920044","-2.55","9.18","-4.63"
"13.01001","7.81","0.47","-3.92"
"13.100098","-3.65","2.00","-4.28"
"13.200073","-18.55","19.73","-12.71"
"13.290039","1.02","20.01","-4.59"
"13.380005","3.30","-0.94","-2.12"
"13.470093","-4.47","-1.77","-1.69"
"13.560059","-4.90","0.00","-9.34"
"13.650024","-8.67","17.73","-7.53"
"13.73999","-1.84","15.97","-4.47"
"13.830078","2.47","0.67","-1.06"
"13.920044","-0.04","1.10","-4.39"
"14.01001","-11.14","18.04","-20.01"
"14.109985","3.10","18.71","12.83"
"14.200073","-2.20","7.22","0.27"
"14.290039","-11.10","-4.47","-2.39"
"14.380005","2.51","1.06","0.20"
"14.470093","-7.85","5.06","-10.47"
"14.560059","-5.41","20.01","-3.02"
"14.650024","1.65","0.55","-1.96"
"14.73999","-1.84","0.00","-1.65"
"14.830078","2.24","6.67","-18.55"
"14.930054","-0.59","20.01","7.92"
"15.02002","-0.59","5.45","-0.39"
"15.109985","-9.53","-3.22","-0.82"
"15.200073","3.92","2.67","0.16"
"15.290039","-6.67","6.32","0.31"
"15.380005","-6.24","15.49","-1.37"
"15.470093","0.24","0.35","0.86"
"15.560059","-0.35","0.04","-1.02"
"15.650024","0.16","10.36","-20.01"
"15.73999","3.45","20.01","2.63"
"15.840088","-4.00","8.79","-0.39"
"15.930054","-8.63","-4.04","-1.14"
"16.02002","0.86","6.00","-0.35"
"16.109985","1.45","16.20","-11.65"
"16.200073","-5.73","20.01","-1.65"
"16.29004","0.82","4.94","-2.75"
"16.380005","-0.35","1.45","-3.65"
"16.470093","-3.18","0.59","-1.14"
"16.560059","-3.30","20.01","-20.01"
"16.650024","-7.37","15.42","-1.61"
"16.73999","-3.26","-5.02","1.22"
"16.840088","-1.41","7.57","-10.51"
"16.930054","-6.24","20.01","8.00"
"17.02002","-5.77","20.01","-4.00"
"17.109985","-0.82","2.59","-0.75"
"17.200073","6.67","2.20","-8.08"
"17.29004","-3.96","0.63","-1.22"
"17.380005","-13.77","20.01","-11.73"
"17.470093","-4.04","19.97","-2.43"
"17.560059","0.78","-5.18","-0.16"
"17.650024","0.20","5.18","-7.69"
"17.75","-12.36","20.01","-10.67"
"17.840088","-6.32","19.89","-4.43"
"17.930054","-1.06","4.31","-2.59"
"18.02002","4.12","2.94","-7.37"
"18.109985","-4.51","1.10","-1.88"
"18.200073","-7.49","20.01","-1.77"
"18.29004","-5.45","20.01","-1.37"
"18.380005","2.59","-4.94","0.16"
"18.470093","-1.29","1.84","-6.67"
"18.570068","-6.67","11.18","-16.08"
"18.660034","-5.02","19.81","-2.16"
