NAME:,Walk_5_1,,
EXPERIMENT TIME:,06/06/2023 12:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,107,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-5.53,-7.85,-9.3
0.081007813,3.77,-8.98,-5.84
0.162007812,-2.04,-2.24,-2.71
0.243007812,-1.92,-9.49,-4.86
0.324007812,0.82,-7.18,-3.41
0.405007813,-2.47,-12.67,-2.98
0.486007813,-3.57,-10.51,-8.75
0.567007813,4,-6.98,-7.53
0.648007813,-4.08,-7.57,-5.61
0.729007812,-0.16,-4.55,-3.22
0.810007812,1.41,-9.77,-4.51
0.891007812,-0.04,-7.34,-3.41
0.972007813,1.22,-9.38,-3.77
1.053007813,0.39,-12.67,-3.14
1.134007813,2.43,-9.92,-10.87
1.215007812,-2.47,-7.14,-6.55
1.296007812,2.94,-5.73,-5.33
1.377007812,-3.77,-6.9,-3.96
1.458007813,-0.55,-7.02,-2.98
1.539007813,-0.78,-11.34,-4.75
1.620007813,0,-10.9,-2.67
1.701007813,-2.2,-7.73,-11.45
1.782007812,0.94,-7.14,-6.98
1.863007812,-3.49,-6.24,-5.45
1.944007812,3.06,-6.51,-3.45
2.025007813,1.92,-9.34,-4
2.106007813,-0.71,-9.53,-3.06
2.187007813,1.1,-12.16,-4.31
2.268007812,1.29,-9.89,-11.34
2.349007812,-1.77,-6.47,-6.47
2.430007812,-0.12,-4.94,-4.82
2.511007812,-3.3,-8.47,-4.79
3.159007813,1.18,-8.28,-3.53
3.240007813,-0.35,-9.49,-3.06
3.321007813,0.16,-12.75,-3.37
3.402007812,3.69,-8.94,-10.16
3.483007812,-6.35,-6.43,-6.35
3.564007812,6.55,-6.98,-5.37
3.645007813,-4.24,-5.84,-3.41
3.726007813,-1.41,-7.53,-4.35
3.807007813,-0.12,-8.28,-3.1
3.888007812,-1.96,-14.24,-3.84
3.969007812,-4.63,-10.4,-11.85
4.050007812,4.43,-3.53,-5.41
4.131007813,-5.73,-9.53,-6.9
4.212007813,2.35,-6.39,-3.88
4.293007813,0.08,-8.51,-4.55
4.374007813,0.16,-9.22,-3.8
4.455007812,0.12,-9.89,-3.88
4.537007812,0.94,-9.45,-7.65
4.617007812,-2,-4.82,-10.04
4.699007812,2.39,-7.77,-7.77
4.779007813,-0.94,-1.33,-3.06
4.860007813,-3.57,-10.28,-5.14
4.942007813,0.51,-7.14,-2.67
5.022007812,-1.29,-13.22,-2.86
5.103007812,-3.06,-10.63,-6.71
5.184007812,4.04,-7.77,-8.67
5.265007813,-4.12,-8.71,-5.06
5.347007813,1.06,-3.84,-2.28
5.427007813,1.37,-10.51,-4.2
5.508007812,-0.08,-8.47,-2.2
5.589007812,1.65,-10.94,-3.37
5.670007812,1.88,-9.45,-7.85
5.752007812,-7.02,-7.3,-8.55
5.832007813,4.31,-7.92,-5.73
5.913007813,-1.45,-2.63,-2.16
5.994007812,-2.71,-10.2,-4.86
6.075007812,0.63,-8.12,-2.71
6.156007812,-2.63,-13.14,-3.02
6.237007812,-3.14,-8.71,-6.94
6.318007813,4.59,-7.77,-8.12
6.399007813,-3.96,-8.71,-6.43
6.480007813,0.9,-2.86,-2.63
6.562007813,1.88,-10.4,-4.47
6.642007812,-1.06,-8.59,-3.57
6.723007812,1.69,-11.65,-3.53
6.804007813,2.12,-9.45,-7.34
6.885007813,-4.63,-5.65,-8.94
6.967007813,2.98,-8.43,-6.24
7.047007813,-0.94,-3.33,-2.82
7.128007812,-2.67,-9.57,-4.47
7.209007812,-0.2,-7.69,-2.51
7.290007812,-1.14,-12.47,-2.63
7.372007812,-1.73,-10.98,-5.65
7.452007813,0.51,-6.75,-9.26
7.533007813,-3.45,-7.41,-5.57
7.614007812,0.16,-3.65,-3.65
7.695007812,1.14,-9.85,-4.12
7.777007812,0.63,-8.28,-1.88
7.857007813,0.98,-11.02,-3.57
7.938007813,2.39,-10.43,-8.51
8.019007813,-5.06,-6.55,-8.83
8.101007813,3.69,-7.96,-6.55
8.181007812,-1.49,-3.73,-2.86
8.262007812,-2.94,-8.83,-5.41
8.343007812,-0.12,-8,-2.98
8.424007813,-1.22,-12.16,-4.47
9.234007812,-0.12,-7.73,-7.92
10.12500781,-0.47,-9.81,-5.06
10.20600781,0.94,-13.45,-3.14
10.28700781,4.24,-8.2,-10.47
11.09900781,2.82,-7.57,-3.77
11.17900781,1.22,-8.2,-3.06
11.26000781,-1.77,-10.16,-4.39
11.66600781,-3.49,-8.12,-3.88
11.74700781,-1.73,-6.94,-2.2
11.82800781,-0.55,-10.75,-4.28
11.90900781,-2.55,-12.94,-4.82
11.99000781,-1.41,-6,-10.71
12.07100781,0.08,-8.04,-6.12
12.15200781,-2.31,-5.02,-4.47
12.23300781,1.57,-8.32,-4.16
12.31400781,0.67,-7.77,-3.57
12.39500781,-0.51,-11.1,-4.51
12.47600781,1.88,-12.24,-2.55
12.55700781,1.73,-7.53,-10.71
12.63800781,-4.39,-12.16,-6.86
12.71900781,4.71,-4.79,-3.3
12.80000781,-4.51,-7.57,-4.31
12.88100781,-1.57,-7.14,-3.1
12.96200781,-0.43,-9.73,-4.71
13.04300781,-0.12,-11.49,-3.02
13.12400781,-2.35,-5.96,-12.32
13.20500781,2.16,-6.47,-7.49
13.28600781,-3.22,-7.14,-5.22
