NAME:,run_3_1.csv,,
EXPERIMENT TIME:,06/06/2023 12:13,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,100,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,0.63,-8.71,-1.49
0.090026855,0.0,-8.12,-2.39
0.16998291,-0.98,-9.18,-1.84
0.26000977,2.82,-14.2,-2.82
0.3499756,6.51,-10.59,-9.41
0.42999268,4.9,0.31,-7.22
0.52001953,-1.73,5.88,-0.75
0.5999756,-2.39,-5.41,0.55
0.69000244,7.41,-17.73,0.08
0.77996826,0.47,-9.34,-4.71
0.85998535,5.45,-5.49,-3.45
0.9500122,0.47,-9.26,6.55
1.0299683,8.87,-20.01,-2.98
1.1199951,-3.69,4.55,-1.92
1.210022,-2.12,4.63,-4.71
1.289978,-20.01,-14.04,-19.97
1.3800049,0.94,-17.81,3.77
1.4699707,3.88,-7.49,-0.39
1.5499878,3.57,-4.51,-1.06
1.6400146,2.31,-2.71,8.67
1.7199707,-11.89,-20.01,2.28
1.8099976,-0.55,-3.3,4.2
1.9000244,-6.04,8.39,-0.78
1.9799805,3.1,-12.47,2.75
2.0700073,2.43,-1.61,0.71
2.1500244,5.02,-20.01,2.12
2.2399902,-2.59,-7.02,-5.14
2.330017,2.35,-2.35,1.84
2.4099731,3.1,-2.67,11.53
2.5,2.47,-20.01,-10.94
2.580017,-2.63,10.4,-4.75
2.669983,4.94,-5.81,-4.35
2.7600098,-14.98,15.3,20.01
2.8400269,3.22,-11.22,6.79
2.9299927,0.47,-4.98,-0.75
3.0100098,2.43,-6.47,-3.53
3.0999756,2.55,-2.08,1.49
3.1799927,-12.4,-20.01,3.65
3.2700195,1.65,-4.2,2.2
3.3599854,-6.32,9.38,1.8
3.4400024,5.57,-4.04,-1.69
3.5299683,-0.94,-0.04,1.57
3.6099854,3.22,-15.53,-2.71
3.7000122,1.53,-7.06,-2.59
3.789978,-1.49,-0.08,0.98
3.869995,-11.06,-20.01,6.59
3.960022,13.18,-16.12,7.37
4.039978,-9.41,17.89,-4.51
4.130005,2.86,-11.57,-4.0
4.2199707,16.55,-20.01,18.04
4.299988,-1.18,-20.01,-9.92
4.3900146,4.28,8.12,2.16
4.4699707,2.28,-0.63,-1.88
4.5599976,2.08,-9.77,12.94
4.6500244,5.77,-20.01,-4.08
4.7299805,-2.35,4.51,0.39
4.8200073,-3.37,2.9,-0.16
4.9000244,2.31,4.94,2.24
4.98999,-1.02,19.46,-2.43
5.080017,5.49,-17.38,-3.61
5.159973,6.51,-0.51,-4.67
5.25,-0.27,0.2,-1.33
5.340027,-5.18,-20.01,-1.18
5.419983,18.28,-18.48,1.29
5.51001,-5.73,13.81,-1.73
5.590027,3.02,-7.49,-0.27
5.6799927,-20.01,-20.01,-20.01
5.7700195,1.18,-20.01,2.04
5.8499756,5.06,-5.92,-3.26
5.9400024,3.45,-7.3,2.04
6.0200195,1.73,-0.43,2.55
6.1099854,-6.08,-20.01,3.69
6.200012,3.14,-5.57,2.79
6.2799683,-7.45,6.12,-0.12
6.369995,5.69,-9.06,-1.14
6.450012,4.43,-15.57,13.06
6.539978,1.1,-20.01,-1.06
6.630005,1.92,7.06,0.04
6.710022,1.57,-0.71,2.2
6.799988,-4.67,-18.63,4.04
6.880005,8.2,-20.01,-3.37
6.9699707,-2.04,4.0,2.9
7.049988,-3.22,-0.08,0.0
7.1400146,-15.38,-19.26,-0.71
7.2299805,3.33,-20.01,1.92
7.3099976,4.24,-10.43,-6.9
7.4000244,0.43,-7.96,-2.28
7.4799805,1.92,-0.59,-1.22
7.5700073,-4.86,-20.01,4.28
7.659973,4.43,-9.81,3.1
7.73999,-8.51,7.92,-1.22
7.830017,6.51,-8.12,-2.35
7.909973,-2.24,-5.14,-0.71
8.0,-4.94,-20.01,-2.59
8.090027,4.16,7.1,1.37
8.169983,0.67,1.41,0.9
8.26001,-1.84,-20.01,-0.9
8.340027,14.04,-20.01,-7.3
8.429993,-3.57,10.0,-3.14
8.52002,-4.16,1.41,-5.02
8.599976,-20.01,-20.01,12.98
8.690002,3.77,-20.01,8.59
8.779968,5.06,-11.41,-0.35
8.859985,4.51,-9.14,-4.9
8.950012,0.86,-0.55,-2.82
9.029968,-6.08,-20.01,-1.96
9.119995,11.18,-16.55,-0.63
9.210022,-9.26,11.85,-2.55
9.289978,2.79,-13.38,2.12
9.380005,0.51,-18.08,7.81
9.460022,-0.04,-20.01,-7.41
9.549988,6.98,6.39,0.31
9.640015,-0.43,0.47,1.02
9.719971,2.08,-20.01,3.69
9.809998,15.57,-20.01,-4.12
9.890015,-3.53,7.06,-1.22
9.97998,-1.26,3.14,-4.98
10.070007,-7.1,-16.95,-11.22
10.150024,1.92,-20.01,3.3
10.23999,3.37,-9.77,-1.53
10.320007,2.67,-9.81,-2.43
10.409973,0.39,-1.1,-2.82
10.48999,-6.2,-20.01,-2.55
10.580017,9.57,-13.34,-0.67
10.669983,-6.83,12.04,-2.39
10.75,3.53,-15.49,-1.37
10.840027,9.61,-6.28,-0.2
10.919983,-1.1,-20.01,-4.94
11.01001,2.67,0.24,-0.47
11.099976,0.86,-2.24,0.16
11.179993,-0.12,-4.86,8.24
11.27002,3.53,-20.01,-3.37
11.349976,-0.51,-3.06,-1.02
11.440002,-4.31,3.22,-0.31
11.529968,-5.3,-4.39,11.14
11.609985,2.63,-3.88,-2.12
11.700012,4.08,-16.28,2.59
11.779968,4.24,-7.96,-4.9
11.869995,0.9,0.75,-3.73
11.960022,-2.28,-20.01,6.43
12.039978,10.94,-18.63,-2.35
12.130005,-7.06,12.28,-3.33
12.219971,4.2,-6.35,-1.22
12.299988,7.45,-13.42,7.02
12.390015,0.04,-20.01,-6.51
12.469971,1.1,3.26,-1.14
12.559998,2.82,-1.18,-0.94
12.650024,-1.14,-15.49,11.06
12.72998,12.32,-20.01,-5.26
12.820007,-1.37,4.24,-0.78
12.900024,-3.3,3.18,-0.82
12.98999,2.51,-13.22,12.59
13.080017,0.82,-14.47,8.36
13.159973,2.35,-11.18,-0.67
13.25,6.35,-9.73,-4.24
13.330017,-1.61,0.12,-0.47
13.419983,-1.77,-20.01,3.69
13.51001,7.69,-17.42,-4.0
13.590027,-9.69,11.65,-2.86
13.679993,2.51,-11.69,-2.51
13.76001,2.59,-6.43,3.22
13.849976,-1.37,-20.01,-6.32
13.940002,4.82,5.49,0.2
14.02002,1.53,-0.24,-0.9
14.109985,-0.08,-18.71,7.73
14.190002,13.18,-20.01,-3.53
14.279968,-2.94,5.02,-1.57
14.359985,-3.22,1.8,-2.28
14.450012,-0.94,-0.94,4.04
14.539978,7.53,-14.47,0.35
14.619995,3.84,-12.16,-0.82
14.710022,4.31,-8.87,-5.22
14.789978,1.1,0.47,0.39
14.880005,-2.59,-20.01,-0.82
14.969971,4.24,-10.28,1.33
15.049988,-9.06,12.08,-4.55
15.140015,2.75,-13.14,0.43
15.219971,0.27,-9.34,12.08
15.309998,6.55,-20.01,-4.67
15.400024,2.71,4.2,0.78
15.47998,3.37,0.24,1.14
15.570007,-0.08,-13.53,8.43
15.650024,6.2,-20.01,-5.53
15.73999,-3.8,2.24,-3.37
15.830017,-3.37,4.59,1.73
15.909973,10.9,-7.18,2.55
16.0,3.33,-6.47,-4.47
16.090027,5.61,-19.89,-1.88
16.169983,3.96,-3.96,-5.26
16.26001,-0.98,1.8,-1.8
16.340027,-5.33,-20.01,9.69
16.429993,12.47,-17.46,-3.84
16.52002,-4.82,7.22,-1.49
16.599976,-1.53,-2.16,-1.57
16.690002,-18.63,-11.69,-3.73
16.77002,3.22,-20.01,-9.96
16.859985,3.73,-8.16,-1.37
16.950012,3.45,-7.77,-1.57
17.029968,0.59,-1.61,-0.27
17.120056,-6.55,-20.01,-3.96
17.200012,2.43,-7.65,-2.59
17.289978,-7.92,11.49,-0.08
17.370056,2.31,-17.1,3.37
17.460022,0.2,-5.1,1.57
17.549988,1.29,-20.01,-4.2
17.629944,3.96,3.41,0.63
17.720032,1.18,0.94,0.9
17.799988,0.35,-20.01,4.86
17.889954,13.89,-20.01,-7.53
17.980042,-3.73,5.22,-2.04
18.059998,-4.86,2.12,-0.31
18.149963,-9.3,-20.01,5.45
18.240051,0.47,-20.01,-7.06
18.320007,4.82,-11.1,0.98
18.409973,3.84,-7.1,-1.77
18.490051,-0.31,-2.24,3.45
18.580017,-0.51,-20.01,-2.51
18.659973,1.18,-6.83,0.63
18.749939,-7.53,8.75,-2.24
18.840027,4.9,-10.98,2.9
18.919983,-4.28,-8.79,5.22
19.009949,2.79,-20.01,-0.12
19.100037,5.22,4.24,0.12
19.179993,4.39,0.39,1.18
19.269958,1.33,-20.01,-2.71
19.350037,11.3,-20.01,-5.96
19.440002,-3.8,7.77,-1.33
19.519958,-2.31,1.61,-2.28
19.610046,-16.4,-20.01,4.39
19.700012,3.8,-20.01,-4.59
19.779968,2.82,-9.96,-0.82
19.870056,3.88,-8.9,-2.55
19.960022,0.78,1.22,-0.2
20.039978,-4.12,-20.01,-0.86
20.129944,1.57,-6.98,-2.16
20.210022,-7.18,11.06,-1.41
20.299988,4.59,-15.06,1.26
20.379944,3.37,-11.65,13.81
20.470032,0.94,-20.01,-6.43
20.559998,4.9,2.82,0.35
20.639954,2.31,0.55,0.71
20.730042,2.0,-20.01,3.3
20.820007,9.18,-20.01,-6.08
20.899963,-5.14,2.55,-2.0
20.990051,-5.49,5.3,0.78
21.070007,3.77,-2.35,2.82
21.159973,8.75,-17.3,2.0
21.249939,4.63,-17.3,-1.37
21.330017,6.08,-4.43,-4.28
21.419983,-2.16,2.55,-0.75
21.499939,-2.75,-20.01,4.47
21.590027,13.26,-16.51,-1.65
21.669983,-2.59,9.02,-3.22
21.759949,2.71,-4.12,-3.37
21.850037,-20.01,-20.01,-12.79
21.929993,4.47,-20.01,-1.73
22.019958,4.0,-10.24,-3.57
22.110046,4.28,-6.12,-2.43
22.190002,1.14,-2.24,6.35
22.279968,-3.77,-20.01,-2.79
22.360046,-0.55,-4.71,1.06
22.450012,-7.22,9.69,-1.92
22.529968,4.67,-11.96,0.78
22.620056,2.24,-9.61,15.06
22.710022,-1.84,-20.01,-5.73
22.789978,6.59,4.04,1.45
22.879944,0.59,-0.31,0.24
22.970032,-0.78,-17.61,5.06
23.049988,5.41,-20.01,-7.53
23.139954,-2.43,1.49,-1.53
23.220032,-7.34,6.16,-0.24
23.309998,4.0,-6.0,0.35
23.389954,2.63,-17.77,8.9
23.480042,7.34,-19.02,-1.77
23.570007,5.53,-4.35,-5.26
23.649963,1.41,1.77,-0.98
23.740051,-4.9,-20.01,8.55
23.830017,14.63,-17.97,-0.51
23.909973,-4.47,8.98,-0.67
23.999939,2.79,-7.45,-2.75
24.080017,11.69,-20.01,-20.01
24.169983,-4.55,-20.01,0.55
24.249939,3.73,-7.65,-0.71
24.340027,4.2,-2.67,1.14
24.429993,-4.35,-8.12,5.06
24.509949,2.08,-20.01,-6.35
24.600037,-0.16,-4.2,0.2
24.690002,-8.67,8.04,-1.22
24.769958,10.32,-5.06,2.31
24.860046,-4.0,-1.33,-2.94
24.940002,6.63,-20.01,-0.35
25.029968,4.51,-1.49,-3.61
25.120056,-1.29,-0.67,-2.75
25.200012,-4.94,-20.01,0.0
25.289978,14.0,-16.08,1.53
25.370056,-7.73,11.77,-2.16
25.460022,4.63,-11.81,-3.02
25.539978,9.34,-2.82,6.43
25.629944,-1.57,-20.01,-5.92
25.720032,1.49,-4.71,-2.31
25.799988,5.73,-0.16,-2.0
25.889954,-0.27,-3.88,9.77
25.980042,-0.59,-20.01,-3.45
26.059998,-0.67,-4.35,0.75
26.149963,-7.45,11.06,-1.02
26.230042,2.31,-10.4,3.84
26.320007,-0.75,5.06,3.33
26.399963,-1.84,-19.57,-1.61
26.490051,1.88,0.98,-1.06
26.580017,2.59,1.41,-0.75
26.659973,2.79,-20.01,-1.8
26.749939,14.67,-20.01,-6.55
26.840027,-3.88,6.79,-2.71
26.919983,-3.84,2.67,0.98
27.009949,-10.51,-2.79,10.83
27.090027,2.55,-20.01,0.59
27.179993,5.49,-14.32,-1.88
27.259949,6.08,-5.57,-5.65
27.350037,-3.49,-0.16,-2.0
27.440002,-1.14,-20.01,-1.1
27.519958,11.57,-16.12,-2.63
27.610046,-5.88,9.85,-2.59
27.700012,4.86,-8.39,-5.57
27.779968,11.61,-19.02,7.45
27.870056,-2.75,-20.01,-8.28
27.950012,3.22,-6.43,0.55
28.039978,4.67,-2.82,-0.08
28.120056,-1.41,-2.67,7.14
28.210022,-0.04,-20.01,-2.55
28.299988,-1.57,-4.35,-0.39
28.379944,-7.18,8.94,-0.67
28.470032,6.0,-15.65,7.34
28.549988,-1.96,-13.85,3.1
28.639954,8.47,-20.01,-2.08
28.730042,7.88,-0.71,0.08
28.809998,-1.02,-0.16,-2.82
28.899963,-7.96,-20.01,8.32
28.990051,13.49,-19.97,-3.69
29.070007,-0.51,11.69,-1.37
29.159973,-1.14,-0.55,-4.31
29.240051,-20.01,-20.01,-3.65
29.330017,0.86,-20.01,-3.37
29.409973,5.77,-10.55,-1.14
29.499939,4.71,-8.2,-1.1
29.590027,-2.47,1.61,1.06
29.669983,-1.57,-20.01,-1.02
29.759949,3.77,-6.24,-2.94
29.850037,-8.36,7.96,-1.53
29.929993,6.83,-11.73,1.14
30.019958,-1.61,-0.2,0.43
30.100037,1.22,-19.85,-2.43
30.190002,1.1,-0.75,0.51
30.269958,4.67,0.47,0.51
30.360046,-0.39,-20.01,4.04
30.450012,7.88,-20.01,-7.65
30.529968,-4.75,4.08,-1.26
30.620056,-1.88,4.2,0.9
30.710022,-6.39,-7.45,11.38
30.789978,4.9,-11.34,-2.86
30.879944,5.49,-19.1,-3.3
30.960022,5.96,-5.02,-2.67
31.049988,-4.63,2.39,1.88
31.129944,-3.22,-20.01,3.84
31.220032,12.12,-17.26,-3.41
31.309998,-2.71,9.14,-0.43
31.389954,-1.41,-1.65,-4.86
31.480042,-5.1,-20.01,-20.01
31.570007,-0.63,-20.01,-1.65
31.649963,4.2,-8.63,-3.33
31.740051,4.59,-7.18,-0.67
31.820007,-0.86,0.04,2.12
31.909973,-0.35,-20.01,-4.55
31.999939,0.27,-8.08,0.24
32.080017,-6.04,9.85,-1.8
32.169983,5.81,-12.51,1.61
32.24994,1.84,-6.32,20.01
32.340027,0.47,-20.01,-1.14
32.419983,1.53,-1.57,-1.61
32.50995,4.12,1.57,2.39
32.600037,-0.39,-20.01,-0.27
32.679993,7.65,-20.01,-8.94
32.76996,-2.2,1.37,-1.61
32.860046,-6.43,7.37,0.47
32.940002,5.73,-5.65,1.84
33.02997,-3.3,-4.55,0.27
33.110046,7.22,-20.01,-2.2
33.200012,4.94,-1.61,-2.2
33.27997,-1.57,-0.39,-3.18
33.370056,-8.43,-20.01,6.59
33.460022,14.87,-16.48,-2.12
33.539978,-2.47,10.63,-1.92
33.629944,1.26,-7.57,-5.18
33.72003,20.01,-20.01,-6.55
33.799988,-0.59,-20.01,-3.3
33.889954,3.92,-6.08,-3.14
33.97003,4.63,-5.26,-0.43
34.059998,-2.0,-1.8,4.39
34.139954,2.98,-20.01,-0.35
34.23004,-2.71,-9.18,1.45
34.320007,-6.79,10.08,-1.06
34.399963,6.9,-10.79,2.63
34.49005,-2.67,-1.02,-1.84
34.580017,-1.8,-20.01,-0.94
34.659973,3.41,1.8,-2.04
34.74994,1.96,1.53,1.77
34.830017,-3.18,-20.01,-2.63
34.919983,11.69,-20.01,-3.92
