"NAME:","run_4_3.csv","",""
"EXPERIMENT TIME:","08/06/2023 01:50","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS: ","150","",""
"","","",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-0.51","-7.26","-7.77"
"0.07098389","-0.43","-7.49","-8.08"
"0.14196777","-0.55","-7.34","-8.59"
"0.21295166","-0.59","-7.14","-8.94"
"0.28399658","-0.35","-6.71","-8.79"
"0.35498047","-0.16","-6.83","-8.36"
"0.42596436","-0.67","-5.33","-8.63"
"0.49694824","-1.26","-11.49","-12.40"
"0.56799316","-0.82","-8.55","-9.65"
"0.63897705","0.67","-8.39","-7.41"
"0.70996094","2.39","-12.75","-8.16"
"0.7809448","1.26","-10.32","-4.86"
"0.85198975","1.06","-4.04","-4.43"
"0.92297363","0.94","-3.33","-2.43"
"0.9939575","-1.26","-9.89","6.86"
"1.0649414","0.08","-19.18","-5.45"
"1.1359863","2.82","-13.14","-12.67"
"1.2069702","-0.51","-7.26","-14.98"
"1.2779541","-1.53","-2.59","-1.37"
"1.348999","-1.22","-4.90","-3.22"
"1.4199829","-5.57","-7.26","0.75"
"1.4909668","-3.53","-3.69","-10.98"
"1.5619507","3.06","-12.87","-13.10"
"1.6329956","2.55","-10.59","-6.35"
"1.7039795","2.20","-3.84","-1.57"
"1.7749634","-0.90","-1.37","0.78"
"1.8459473","-3.06","-10.79","1.22"
"1.9169922","3.65","-20.01","-3.14"
"1.9879761","1.18","-14.95","-17.30"
"2.05896","-0.24","-7.06","-9.65"
"2.1299438","-2.35","-0.16","-2.28"
"2.2009888","-0.94","-4.94","-3.73"
"2.2719727","-3.02","-7.45","-5.88"
"2.3429565","-4.47","-4.35","-4.28"
"2.4140015","2.86","-8.12","-10.24"
"2.4849854","0.86","-9.77","-8.63"
"2.5559692","3.30","-3.22","-2.12"
"2.6269531","-2.35","-1.26","0.55"
"2.697998","-1.14","-5.49","0.00"
"2.768982","1.73","-20.01","-3.49"
"2.8399658","3.37","-16.51","-17.57"
"2.9109497","1.65","-4.75","-4.79"
"2.9819946","-3.84","2.35","-0.20"
"3.0529785","0.16","-7.77","-7.92"
"3.1239624","-4.59","0.47","7.88"
"3.1949463","-11.41","5.10","-4.71"
"3.2659912","4.43","-7.45","-15.49"
"3.336975","0.98","-7.69","-7.57"
