"NAME:","walk_3_1.csv"
"EXPERIMENT TIME:","12/06/2023 22:30"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","70"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-3.92","-9.3","-1.14"
"0.083","-5.69","-10.24","0.98"
"0.165","-3.84","-7.02","-0.24"
"0.248","-4.86","-9.73","0.27"
"0.33","-4.79","-8.98","0.63"
"0.413","-3.26","-9.89","0.98"
"0.495","-2.51","-10.2","0.82"
"0.577","-2.9","-9.61","0.82"
"0.659","-3.41","-9.77","0.0"
"0.741","-2.94","-9.96","0.12"
"0.823","-2.98","-10.0","0.04"
"0.905","-4.16","-9.14","0.59"
"0.988","-4.43","-9.34","0.39"
"1.07","-3.96","-9.53","-0.04"
"1.153","-4.0","-9.53","0.43"
"1.235","-4.0","-9.41","0.27"
"1.318","-4.0","-9.34","0.39"
"1.4","-4.55","-9.49","0.55"
"1.483","-4.2","-9.34","0.39"
"1.565","-4.04","-9.41","0.71"
"1.648","-4.04","-9.26","0.63"
"1.73","-4.04","-9.57","0.67"
"1.812","-4.04","-9.3","0.63"
"1.894","-4.12","-9.61","0.63"
"1.976","-4.43","-9.38","0.82"
"2.058","-4.16","-9.38","0.59"
"2.14","-4.08","-9.34","0.55"
"2.223","-3.88","-9.53","0.51"
"2.305","-3.84","-9.06","0.75"
"2.388","-3.8","-9.22","0.78"
"2.47","-4.28","-9.57","0.9"
"2.552","-4.9","-9.53","1.02"
"2.634","-4.24","-9.26","0.9"
"2.716","-3.69","-9.38","0.67"
"2.798","-4.51","-9.77","0.94"
"2.88","-3.8","-9.49","0.94"
"2.964","-2.98","-9.81","0.71"
"3.046","-4.04","-9.3","0.9"
"3.128","-4.39","-9.14","1.18"
"3.21","-4.31","-9.65","1.45"
"3.858","-3.92","-9.49","0.55"
"3.94","-3.8","-9.45","0.51"
"4.022","-3.8","-9.45","0.51"
"4.104","-4.04","-9.26","0.63"
"4.186","-4.24","-9.49","0.63"
"4.268","-4.04","-9.38","0.67"
"4.35","-3.77","-9.61","0.67"
"4.433","-4.39","-9.22","0.47"
"4.515","-3.49","-9.73","0.59"
"4.597","-3.73","-9.34","0.59"
"4.679","-4.24","-9.38","0.75"
"4.761","-3.73","-9.26","0.43"
"4.843","-4.2","-9.34","0.59"
"4.925","-4.86","-9.38","0.67"
"5.007","-3.57","-8.94","0.43"
"5.089","-4.04","-9.65","0.55"
"5.171","-3.77","-9.49","0.55"
"5.253","-3.41","-9.3","0.27"
"5.335","-2.59","-9.53","0.51"
"5.417","-4.0","-9.81","1.1"
"5.499","-3.49","-9.18","0.39"
"5.581","-3.3","-9.41","0.75"
"5.663","-3.02","-10.0","0.2"
"5.745","-0.78","-10.16","-0.31"
"5.827","-6.0","-11.14","4.39"
"5.909","-8.51","-12.87","-0.86"
"5.991","-2.31","-9.96","1.33"
"6.073","-4.08","-6.98","-1.77"
"6.155","-2.04","-7.3","-2.04"
"6.237","-0.78","-7.96","-2.59"
"6.319","-3.92","-12.63","-1.37"
"6.401","-2.82","-10.24","3.65"
"6.483","-2.04","-6.28","-0.55"
"6.565","-8.36","-7.88","0.67"
"6.647","-0.08","-11.57","2.0"
"6.729","-2.82","-7.57","-0.86"
"6.811","-3.61","-8.12","-0.08"
"6.893","-1.8","-10.08","-0.59"
"6.975","-10.32","-12.94","2.9"
"7.057","-1.29","-15.53","2.75"
"7.139","-4.04","-3.88","-1.26"
"7.221","-3.69","-6.47","-1.8"
"7.303","-1.57","-8.36","-3.22"
"7.385","-5.02","-8.36","4.31"
"7.467","-3.22","-16.91","0.12"
"7.549","-3.57","-6.0","0.27"
"7.631","-5.02","-10.04","-0.16"
"7.713","-1.96","-8.98","0.27"
"7.795","-2.98","-8.04","-0.16"
"7.877","-3.06","-8.43","-0.75"
"7.96","-0.35","-10.12","-1.29"
"8.042","-6.98","-13.49","4.39"
"8.124","-6.59","-14.75","-0.51"
"8.206","-2.86","-6.83","-0.35"
"8.288","-3.69","-6.28","-2.31"
"8.37","-1.96","-6.86","-2.86"
"8.452","-2.79","-8.0","0.75"
"8.534","-4.79","-14.63","-1.92"
"8.616","-2.08","-5.69","-0.98"
"8.698","-6.0","-8.12","-1.53"
"8.78","-3.37","-9.06","1.29"
"8.862","-2.39","-9.02","-0.35"
"8.946","-1.65","-7.73","-1.33"
"9.029","-1.96","-10.32","-0.63"
"9.112","-6.63","-11.26","3.92"
"9.195","-6.32","-13.38","0.04"
"9.843","-4.98","-6.12","-0.08"
"9.925","-2.55","-9.02","0.94"
"10.007","-1.53","-9.22","-0.51"
"10.089","-2.98","-9.53","0.82"
"10.171","-5.18","-12.12","3.18"
"10.253","-7.92","-13.93","-0.67"
"10.335","-1.45","-8.71","-0.16"
"10.417","-2.94","-5.14","-1.92"
"10.499","-3.57","-7.34","-2.31"
"10.581","-1.22","-7.65","-2.51"
"10.663","-12.59","-20.01","5.65"
"10.745","-0.04","-4.31","-0.82"
"10.827","-7.65","-7.88","-2.63"
"10.909","-3.65","-8.67","0.86"
"10.991","-2.79","-7.96","2.0"
"11.073","-1.65","-8.04","-0.82"
"11.155","-2.55","-10.08","0.51"
"11.237","-4.94","-11.92","2.9"
"11.319","-9.14","-11.45","-0.86"
"11.401","-1.06","-10.2","0.55"
"11.483","-4.12","-5.73","-2.47"
"11.565","-2.31","-6.71","-2.08"
"11.647","-1.22","-8.87","-4.12"
"11.729","-4.59","-20.01","-5.69"
"11.811","-3.57","-3.3","-4.31"
"11.893","-5.14","-12.2","-0.43"
"11.975","-5.1","-7.88","-0.39"
"12.057","-2.63","-8.43","0.0"
"12.139","-1.92","-8.24","-0.71"
"12.221","-3.49","-10.47","0.55"
"12.303","-4.35","-13.38","1.77"
"12.385","-8.55","-8.87","-0.31"
"12.467","0.47","-11.96","-0.08"
"12.549","-3.69","-4.16","-2.9"
"12.631","-2.43","-6.32","-2.12"
"12.713","-1.41","-9.61","-3.18"
"12.795","-5.33","-19.81","-4.47"
"12.877","-1.49","-9.73","-1.41"
"12.959","-2.75","-9.34","-0.35"
"13.041","-5.1","-8.24","-0.86"
"13.123","-2.08","-7.85","-0.08"
"13.205","-2.51","-8.39","-0.24"
"13.287","-3.45","-9.49","0.35"
"13.369","-2.08","-10.47","0.27"
"13.451","-6.55","-12.24","2.63"
"13.533","-1.92","-13.18","0.43"
"13.615","-4.63","-5.45","-1.92"
"13.697","-3.02","-7.49","-2.35"
"13.779","-0.67","-7.3","-2.75"
"13.861","-3.96","-7.53","3.1"
"13.943","-2.24","-14.0","1.33"
"14.025","-2.79","-4.75","-1.26"
"14.107","-5.73","-9.61","-0.04"
"14.189","-2.47","-8.08","0.67"
"14.271","-1.84","-8.63","-0.31"
"14.353","-3.26","-8.51","-0.12"
"14.435","-1.37","-9.81","-0.35"
"14.517","-7.69","-13.73","4.16"
"14.599","-2.98","-14.2","0.86"
"14.681","-4.04","-6.67","-0.43"
"14.763","-3.02","-7.02","-2.12"
"14.845","-1.26","-7.37","-2.94"
"14.929","-3.49","-8.36","-2.55"
"15.012","-2.98","-13.85","-0.2"
"15.095","-2.63","-5.96","-1.53"
"15.178","-5.92","-9.57","-0.16"
"15.826","-2.71","-6.43","-2.0"
"15.908","-2.08","-6.9","-2.43"
"15.99","-2.35","-8.83","-2.24"
"16.072","-6.0","-15.65","2.43"
"16.154","-4.39","-6.12","-3.65"
"16.236","-7.26","-10.87","-1.22"
"16.318","-3.37","-7.88","0.27"
"16.4","-2.67","-8.63","0.04"
"16.482","-2.31","-8.83","-0.71"
"16.564","-2.2","-9.92","1.37"
"16.646","-5.06","-12.94","1.57"
"16.728","-8.55","-10.16","-0.75"
"16.81","-2.16","-10.98","1.22"
"16.892","-4.0","-4.75","-2.31"
"16.974","-2.59","-6.94","-2.04"
"17.056","-0.71","-8.87","-3.3"
"17.138","-4.35","-20.01","-5.69"
"17.22","-2.71","-8.12","-0.94"
"17.302","-2.47","-8.83","0.63"
"17.384","-6.08","-10.4","-0.63"
"17.466","-2.35","-8.43","0.55"
"17.548","-2.2","-8.51","0.12"
"17.63","-3.73","-8.59","0.16"
"17.712","-1.22","-9.57","-0.86"
"17.794","-8.0","-11.96","3.69"
"17.876","-3.92","-14.4","0.67"
"17.958","-3.84","-6.9","-1.33"
"18.04","-2.98","-6.71","-2.2"
"18.122","-2.31","-7.61","-2.51"
"18.204","-2.12","-9.61","-2.08"
"18.286","-6.2","-15.89","2.71"
"18.368","-6.79","-6.28","-2.94"
"18.45","-6.04","-12.08","-0.2"
"18.532","-4.51","-6.9","-0.16"
