"NAME:","walk_4_1.csv"
"EXPERIMENT TIME:","08/06/2023 09:22"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","102"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","1.18","-9.92","-1.1"
"0.062","1.26","-10.04","-0.94"
"0.162","1.33","-9.34","-0.31"
"0.269","1.73","-9.85","-0.24"
"0.37","1.49","-8.63","0.0"
"0.475","1.22","-8.94","0.2"
"0.588","1.73","-10.47","-0.35"
"0.69","1.45","-10.9","-0.71"
"0.797","2.0","-13.42","-1.33"
"0.885","2.55","-10.28","-3.65"
"1.041","0.86","-7.57","-3.45"
"1.081","-0.16","-8.16","-1.45"
"1.191","1.53","-8.16","-2.39"
"1.298","1.8","-9.14","-2.12"
"1.395","2.08","-10.98","-1.69"
"1.498","2.2","-11.85","-1.96"
"1.586","1.06","-9.65","-2.28"
"1.689","1.88","-7.57","-3.14"
"1.797","1.96","-7.06","-2.0"
"1.89","1.14","-8.04","-0.98"
"1.998","2.35","-10.04","-1.49"
"2.094","0.86","-12.63","-1.22"
"2.21","2.71","-11.1","-4.04"
"2.287","1.45","-7.37","-2.71"
"2.414","1.26","-7.22","-1.8"
"2.495","0.78","-8.47","-1.49"
"2.6","1.53","-9.85","-0.78"
"2.697","3.49","-15.38","-2.75"
"3.234","1.65","-8.67","-2.82"
"3.244","1.84","-7.18","-2.2"
"3.254","1.77","-7.41","-1.84"
"3.264","2.55","-9.34","-1.33"
"3.272","1.18","-12.51","-0.94"
"3.292","3.57","-12.55","-3.88"
"3.403","0.67","-8.71","-3.65"
"3.513","-0.2","-7.22","-1.02"
"3.615","1.49","-8.47","-2.08"
"3.719","1.26","-9.73","-1.06"
"3.823","1.92","-12.47","-1.45"
"3.923","1.57","-12.08","-2.55"
"4.004","2.24","-6.71","-2.59"
"4.112","0.71","-5.88","-1.53"
"4.215","0.82","-6.86","-1.02"
"4.318","2.24","-12.32","-2.2"
"4.411","1.96","-14.0","-2.79"
"4.515","1.65","-8.59","-4.31"
"4.624","-0.08","-8.2","-1.92"
"4.734","1.45","-6.59","-2.04"
"4.819","0.94","-7.65","-1.41"
"4.91","0.71","-11.3","-0.94"
"5.089","2.59","-12.87","-2.59"
"5.127","-0.43","-10.12","-2.16"
"5.218","1.57","-6.75","-2.31"
"5.337","0.63","-8.0","-1.29"
"5.427","0.9","-10.12","-1.18"
"5.511","0.75","-11.73","-1.06"
"5.617","2.0","-14.24","-3.37"
"5.724","1.49","-7.34","-3.8"
"5.829","0.55","-7.06","-2.12"
"5.925","1.02","-8.08","-1.88"
"6.033","0.12","-10.08","-0.59"
"6.136","2.16","-12.43","-2.0"
"6.237","4.24","-9.92","-3.92"
"6.342","2.16","-8.55","-2.39"
"6.426","0.2","-6.79","-1.22"
"6.539","2.2","-7.49","-2.0"
"6.649","2.31","-11.73","-1.33"
"6.732","1.37","-11.92","-1.73"
"6.834","0.94","-12.98","-2.31"
"6.932","2.28","-8.47","-4.28"
"7.039","1.26","-6.39","-2.31"
"7.139","1.29","-7.49","-1.65"
"7.25","1.92","-9.61","-1.57"
"7.349","1.84","-14.0","-1.61"
"7.448","3.96","-11.92","-5.53"
"7.553","2.28","-7.81","-3.49"
"7.653","1.49","-6.32","-2.67"
"7.757","1.65","-8.16","-1.84"
"7.859","1.53","-11.61","-1.65"
"7.959","3.84","-12.28","-4.35"
"8.083","1.65","-12.79","-3.96"
"8.162","1.41","-6.47","-3.06"
"9.221","0.67","-5.77","-1.49"
"9.722","2.2","-9.02","-2.35"
"10.225","2.35","-14.12","-2.71"
"10.237","3.26","-13.57","-4.24"
"10.262","2.63","-6.55","-3.1"
"10.268","1.29","-6.51","-1.73"
"10.274","1.61","-7.53","-1.57"
"10.282","1.8","-9.69","-1.41"
"10.289","1.8","-13.45","-1.92"
"10.295","2.63","-13.49","-3.92"
"10.3","1.26","-6.04","-3.06"
"10.305","0.67","-6.51","-1.26"
"10.32","2.24","-9.92","-2.59"
"10.325","1.88","-6.47","-2.35"
"10.33","1.65","-7.41","-2.08"
"10.343","2.0","-9.69","-1.53"
"10.347","2.31","-13.26","-2.39"
"10.351","2.2","-12.59","-3.18"
"10.368","1.33","-7.18","-3.8"
"10.476","0.39","-6.16","-1.88"
"10.581","1.61","-7.26","-2.0"
"10.682","1.14","-9.14","-1.1"
"10.777","1.14","-13.69","-1.29"
"10.88","3.18","-11.81","-4.16"
"10.98","2.9","-8.16","-3.88"
"11.089","1.37","-5.88","-2.04"
"11.188","1.84","-7.3","-1.96"
"11.289","2.35","-11.89","-1.92"
"11.387","1.06","-14.28","-1.88"
"11.492","1.02","-13.42","-4.47"
"11.593","1.22","-5.57","-3.65"
"11.696","-0.16","-6.04","-1.61"
"11.804","0.9","-8.79","-1.77"
"11.887","2.31","-12.28","-2.28"
"11.998","2.82","-12.0","-3.14"
"12.096","1.65","-9.06","-2.28"
"12.197","1.33","-6.67","-1.92"
"12.297","1.18","-7.1","-1.37"
"12.382","1.45","-9.49","-1.26"
"12.487","2.16","-13.02","-2.79"
"12.589","0.98","-14.67","-2.55"
"12.695","2.55","-7.57","-4.43"
"12.803","-0.27","-7.22","-0.98"
"12.905","1.1","-7.88","-2.35"
"12.994","2.55","-9.53","-2.9"
"13.103","1.8","-12.2","-2.16"
"13.209","1.92","-12.75","-3.49"
"13.355","1.88","-7.73","-3.57"
"13.403","1.26","-6.32","-2.35"
"13.51","1.22","-8.0","-1.77"
"13.615","1.53","-11.57","-3.3"
"13.707","1.45","-12.43","-3.49"
"13.821","1.96","-9.61","-3.92"
"13.916","1.22","-7.02","-3.22"
"14.01","-0.59","-6.71","-1.77"
"14.105","1.73","-5.73","-2.16"
"14.211","2.47","-14.28","-2.71"
"14.32","2.71","-15.42","-5.26"
"14.423","1.77","-8.79","-3.41"
"14.53","0.75","-6.47","-2.31"
"14.655","0.67","-6.86","-1.77"
"14.708","1.92","-9.34","-3.02"
"14.81","1.41","-13.65","-3.37"
"14.912","1.69","-13.53","-5.18"
"15.028","0.86","-5.69","-3.3"
"15.126","0.94","-5.77","-2.35"
"15.223","1.14","-8.71","-2.47"
"15.72","2.55","-12.91","-3.41"
"15.729","2.43","-12.36","-4.51"
