NAME:,run_4_2,,
EXPERIMENT TIME:,06/06/2023 12:31,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,161,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-1.53,-11.41,-3.84
0.067,0.08,-8.47,-2.75
0.134,0.16,-9.02,-3.37
0.201,-1.73,-8.55,-3.73
0.268,-0.16,-8.39,-2.24
0.335,0.2,-9.85,-3.88
0.402,-1.45,-10.51,-4.04
0.469,0.2,-10.43,-4.12
0.536,2.82,-6.75,-0.04
0.603,3.57,-10.51,0.39
0.67,-2.16,-14.12,-2.9
0.737,-4.51,-13.85,-4
0.804,0.47,-14.75,3.65
0.871,0.04,-7.57,-1.29
0.938,1.61,-0.55,4.51
1.005,1.69,-6.86,7.65
1.072,-1.41,-20.01,2.86
1.139,0.47,-14.75,-0.75
1.206,-0.04,-6.2,-3.37
1.273,-1.37,1.33,1.73
1.34,2.55,4.08,6.98
1.407,-9.61,-20.01,4.79
1.474,1.84,-20.01,-1.88
1.541,0.55,-12.83,2.59
1.608,1.45,-6.47,-1.77
1.675,-0.08,1.88,5.73
1.742,1.8,3.22,-2.98
1.809,0,-20.01,1.14
1.876,-1.33,-17.93,-1.92
1.943,-2.28,-8,-5.02
2.01,-0.51,2.9,2.2
2.077,1.8,0.63,7.22
2.144,3.49,-20.01,-8.36
2.211,-0.78,-20.01,-5.49
2.278,-1.77,-15.89,0.94
2.345,-0.12,-5.41,-3.18
2.412,0.86,1.14,7.49
2.479,-2.79,3.61,1.69
2.546,0.04,-20.01,1.92
2.613,-4.47,-20.01,-12.83
2.68,-0.75,-9.1,-4.31
2.747,-0.59,1.88,0.59
2.814,1.41,5.02,6.47
2.881,7.92,-13.22,7.65
2.948,-6.16,-18.44,-5.37
3.015,-4.59,-18.08,-4.67
3.082,-1.22,-9.69,-1.41
3.149,2.55,-8.24,4.75
3.216,-2.71,4.59,7.77
3.283,9.3,-3.65,-9.41
3.35,-2.47,-20.01,4
3.417,1.02,-13.49,-3.1
3.484,-1.33,-3.02,-2.39
3.551,-0.82,5.49,3.96
3.618,3.57,3.65,-0.27
3.685,6.59,-19.77,-19.93
3.752,-1.92,-19.06,-8.16
3.819,-0.31,-14.4,1.49
3.886,3.06,-4.79,-0.86
3.953,1.73,-0.24,7.37
4.02,-3.96,3.22,-0.94
4.087,-1.29,-20.01,-5.57
4.154,0.43,-18.01,-2.79
4.221,-1.69,-7.81,-3.88
4.288,-1.14,4.2,3.53
4.355,3.1,6.28,3.88
4.422,-4.94,-20.01,-20.01
4.489,-8.12,-15.3,-7.26
4.556,0.12,-13.89,2.59
4.623,2.63,-7.92,-0.2
4.69,-0.35,1.45,7.26
4.757,-2.79,4.59,-2.67
4.824,9.92,-20.01,-4.43
4.891,-6.28,-14.36,-6.71
4.958,0.59,-7.37,-5.22
5.025,-1.14,2.35,1.18
5.092,0,7.02,10.47
5.159,-0.16,-10.75,7.14
5.226,-12.43,-14.55,-5.06
5.293,1.1,-17.61,-1.45
5.36,1.22,-10.24,-2
5.427,1.88,-3.61,3.53
5.494,-2.47,1.84,5.92
5.561,-5.73,-9.1,20.01
5.628,-1.37,-20.01,4.79
5.695,-2.71,-12.87,-3.53
5.762,-0.9,-3.41,-2.28
5.829,-0.55,2.43,8.9
5.896,2.08,-9.85,12.94
5.963,-5.45,-18.95,2.47
6.03,0.04,-19.93,-1.33
6.097,0.08,-14.44,3.14
6.164,2.08,-5.57,-0.31
6.231,0.67,1.96,6.71
6.298,-0.63,4.04,-3.49
6.365,1.8,-20.01,-5.65
6.432,0.24,-16.04,-1.45
6.499,-1.84,-9.41,-2.67
6.566,-1.69,1.73,2.04
6.633,2.51,2,4.35
6.7,0.59,-20.01,-2.55
6.767,0.24,-20.01,-6.2
6.834,-4.75,-15.1,-5.57
6.901,0.35,-9.65,-4.47
6.968,1.57,-2.24,7.18
7.035,-2.28,1.69,5.22
7.102,3.77,-18.71,19.77
7.169,-6.16,-20.01,-3.61
7.236,-0.35,-12.2,-7.77
7.303,0.27,0.08,-2
7.37,-0.12,5.26,8.12
7.437,1.65,-2.24,-0.47
7.504,-4.63,-20.01,8.75
7.571,-4.08,-15.1,-5.22
7.638,3.22,-16.83,0
7.705,1.8,-3.96,0.86
7.772,0.67,-0.12,4.94
7.839,-3.02,4.04,-0.27
7.906,9.96,-20.01,-14.08
7.973,-2.28,-19.14,-5.69
8.04,-1.22,-5.33,-3.92
8.107,-0.78,2.47,2.47
8.174,1.14,2.31,7.3
8.241,4.35,-19.81,7.69
8.308,-2.16,-19.65,-9.18
8.375,-6,-12.24,-4.2
8.442,2,-7.22,-5.22
8.509,1.37,-3.69,5.53
8.576,-1.45,4.08,3.02
8.643,0.04,-15.26,11.02
8.71,-2.79,-20.01,-6.9
8.777,-1.45,-12.75,-3.53
8.844,0.04,-3.06,-0.78
8.911,0.55,3.45,3.57
8.978,1.96,3.06,3.8
9.045,-9.3,-20.01,0.04
9.112,-6.28,-17.14,-2.63
9.179,1.73,-15.93,1.92
9.246,3.1,-5.02,0.31
9.313,-0.16,0.2,7.81
9.38,-2.59,2.39,-4.79
9.447,2.39,-20.01,-8.47
9.514,-0.9,-16.12,-3.92
9.581,-2.71,-8.04,-5.57
9.648,-2.82,3.37,4.28
9.715,1.8,1.41,5.61
9.782,0.71,-20.01,4.63
9.849,-0.9,-20.01,-12.04
