NAME:,Run_1_1,,
EXPERIMENT TIME:,06/06/2023 12:10,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-0.63,-7.69,-5.1
0.080982422,0.35,-8.63,-5.14
0.161982422,0.98,-8.24,-5.14
0.242982422,0.71,-12.87,-5.45
0.323982422,1.61,-5.18,-2.47
0.404982422,2.08,-9.77,-3.84
0.485982422,-2.67,-12.43,-10.67
0.566982422,0.63,-18.4,-10.75
0.647982422,-3.18,-7.1,-3.92
0.728982422,-2.75,-0.51,1.69
0.809982422,1.49,1.33,-2.82
0.890982422,5.06,-14.16,-15.57
0.971982422,-7.18,-15.1,-7.81
1.052982422,-1.65,-1.06,-0.16
1.133982422,-0.04,2.2,-2.94
1.214982422,1.41,4.86,-6.67
1.295982422,-7.57,-20.01,-20.01
1.376982422,-0.59,-10.75,-5.65
1.457982422,0.67,-0.35,0.24
1.538982422,-2.71,2.98,-4.43
1.619982422,-8.67,-20.01,-7.88
1.700982422,-3.88,-20.01,-3.84
1.781982422,1.06,-3.45,-2.43
1.862982422,2.04,3.26,-2.75
1.943982422,-2.16,-0.35,0.78
2.024982422,3.92,-11.22,-15.14
2.105982422,6.63,-12.75,-2.63
2.186982422,1.18,-4.28,-5.61
2.267982422,-2.86,1.06,-0.9
2.348982422,6.55,3.53,-0.71
2.429982422,11.22,-20.01,-20.01
2.510982422,-3.69,-13.1,-3.57
2.591982422,-2.35,-1.49,-1.8
2.672982422,-1.1,1.26,0.31
2.753982422,7.96,15.1,-20.01
2.835982422,1.88,-20.01,-0.98
2.915982422,0.31,-7.69,-3.92
2.996982422,-4.9,-3.84,-1.41
3.077982422,-0.63,2.86,0.39
3.158982422,8.24,-19.42,-19.5
3.239982422,0.35,-14.98,-7.53
3.320982422,2.51,-0.16,-0.98
3.401982422,-2.31,1.26,-1.69
3.482982422,8.36,9.18,-20.01
3.563982422,5.65,-20.01,-10.47
3.644982422,-0.82,-8.94,-3.1
3.725982422,-3.96,-2.79,1.29
3.806982422,2.79,1.96,1.69
3.887982422,-5.96,-20.01,-13.57
3.968982422,-0.63,-15.97,-3.14
4.049982422,-1.37,0.12,0
4.130982422,0.59,-1.22,-2.47
4.211982422,3.22,10.9,-12.91
4.292982422,-4.71,-20.01,-20.01
4.373982422,1.33,-7.53,-3.3
4.454982422,-3.18,-0.9,2.9
4.535982422,0.08,1.18,0.24
4.616982422,-5.02,-17.34,-12.87
4.697982422,-0.31,-20.01,-4.86
4.778982422,-1.45,1.02,0.75
4.859982422,-0.12,-0.39,-2.9
4.940982422,2.63,6.9,-10.71
5.021982422,-3.96,-20.01,-20.01
5.102982422,-2.47,-10.9,-4.51
5.912982422,-0.51,-0.82,0.75
5.993982422,0.94,2.39,0.67
6.074982422,-3.69,-20.01,-7.3
6.155982422,-4.51,-20.01,-0.2
6.236982422,1.33,-1.37,0.39
6.317982422,0.12,0,-3.84
6.398982422,-3.69,-0.51,-0.55
6.479982422,-0.04,-20.01,-16.91
6.560982422,3.8,-16.4,-1.69
6.641982422,-0.55,3.3,-2.2
6.722982422,-1.45,-1.57,-3.53
6.803982422,-2.79,-6.24,-12.98
6.884982422,-2.71,-20.01,-8.9
6.965982422,0.55,-2.79,-4.43
7.046982422,2.79,1.49,-0.43
7.127982422,-2.2,1.45,0.12
7.208982422,4.08,-20.01,-0.78
7.289982422,7.96,-16.24,2.12
7.370982422,2.47,1.92,-2.55
7.451982422,-4.94,-1.73,-4.39
7.532982422,1.33,2.79,-9.22
7.613982422,4.08,-20.01,-20.01
7.694982422,0.27,-8.12,-3.8
7.775982422,1.8,1.1,-2.39
7.856982422,-0.67,1.61,-2.12
7.937982422,2.35,-20.01,-2.47
8.018982422,8.32,-18.12,-2
8.099982422,-0.47,-3.65,-1.53
8.180982422,-2.16,-2.35,0.24
8.261982422,5.33,-1.02,2.67
8.342982422,-7.96,-20.01,-13.18
8.423982422,-2.28,-12.79,-2.82
8.504982422,-0.12,0.16,0.12
8.585982422,-1.18,-0.71,-1.57
8.666982422,4.86,11.18,-20.01
8.747982422,0.78,-20.01,-20.01
8.828982422,1.18,-7.45,-2.47
8.909982422,-3.41,-2.31,0.98
8.990982422,-1.33,2.16,-1.02
9.071982422,-6.04,-14.16,-12.24
9.152982422,1.18,-20.01,-3.1
9.233982422,-1.53,-1.29,-0.75
9.314982422,1.22,-2.9,-2.55
9.395982422,-0.67,1.65,-1.65
9.476982422,-6,-20.01,-20.01
