NAME:,Run_3_1,,
EXPERIMENT TIME:,06/06/2023 12:14,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.9,-8.63,-5.1
0.081019531,1.33,-8.08,-5.14
0.162019531,-1.49,-6.63,-3.73
0.243019531,-0.71,-7.77,-3.96
0.324019531,0.51,-9.41,-4.24
0.405019531,-1.37,-10.67,-4.75
0.486019531,-4.28,-8.24,-4.08
0.567019531,-2.16,-10,-4.24
0.648019531,-0.55,-14.59,-4.71
0.729019531,6.43,-20.01,-9.18
0.810019531,-2.31,-1.06,-2.79
0.891019531,2.55,1.57,-1.77
0.972019531,-1.49,0.51,-1.73
1.053019531,-2.2,-20.01,-19.69
1.134019531,0.27,-15.49,-5.49
1.215019531,2.55,4.86,-3.77
1.296019531,-1.29,-3.41,-3.22
1.377019531,-0.55,5.22,-13.34
1.458019531,-0.9,-20.01,-15.81
1.539019531,5.3,-11.49,-3.73
1.620019531,2.98,1.73,0.2
1.701019531,-0.12,0.78,-2.35
1.782019531,-0.82,-1.33,-17.81
1.863019531,7.88,-20.01,-4.2
1.944019531,-3.96,-9.14,-0.27
2.025019531,-2.79,-5.65,1.8
2.106019531,1.73,2.75,0.59
2.187019531,-8.51,4.98,-13.85
2.268019531,-7.69,-19.3,-7.85
2.349019531,-3.8,0.98,-3.84
2.430019531,5.06,3.33,-3.3
2.511019531,-1.92,-0.24,-1.45
2.592019531,-7.85,-20.01,-20.01
2.673019531,7.65,-10.59,-1.18
2.754019531,2.31,8.24,0
2.835019531,-1.37,-3.18,-4.04
2.916019531,-6.86,9.53,-20.01
2.997019531,2,-20.01,-13.93
3.078019531,0.47,-11.22,-4.98
3.888019531,5.41,-0.16,-1.92
3.969019531,-1.26,2.75,-0.75
4.050019531,7.34,-20.01,-12.55
4.131019531,8.32,-15.97,3.61
4.212019531,0.16,-8.67,-0.86
4.293019531,-5.26,-0.16,1.33
4.374019531,4.94,1.69,1.1
4.455019531,8.55,-19.61,-16.28
4.536019531,-3.84,-13.69,-5.37
4.617019531,-5.57,1.73,0.75
4.698019531,-0.82,-0.51,-3.02
4.779019531,11.81,9.57,-20.01
4.860019531,4.55,-20.01,-7.69
4.941019531,-1.33,-11.57,0.08
5.022019531,-2.71,0.55,1.61
5.103019531,2.9,-0.51,0.08
5.184019531,-6.79,-18.32,-8.47
5.265019531,-1.65,-18.59,-1.61
5.346019531,-2.94,-0.27,-3.26
5.427019531,1.06,2.08,-3.26
5.508019531,0.82,4.31,-6.16
5.589019531,-0.75,-20.01,-20.01
5.670019531,-3.49,-11.02,-0.51
5.751019531,1.22,4,0.63
5.832019531,-2.75,-0.55,-1.73
5.913019531,-9.41,-20.01,-7.14
5.994019531,-4.79,-20.01,-1.53
6.075019531,2.98,-3.57,-2.2
6.156019531,2.86,0.24,-0.39
6.237019531,-4.94,0.2,2.16
6.319019531,-2.43,-20.01,-14.67
6.399019531,8.71,-7.37,-1.14
6.480019531,-1.02,5.49,-1.53
6.561019531,-3.3,-0.82,-5.26
6.642019531,-6.32,8.79,-20.01
6.723019531,0.27,-20.01,-9.81
6.804019531,5.3,-9.22,-2.67
6.885019531,5.02,-2.16,1.49
6.967019531,-3.84,3.96,-0.2
7.047019531,4.94,-20.01,-4.63
7.129019531,6.79,-3.77,0.82
7.209019531,1.69,5.84,-3.06
7.290019531,-4.2,-3.26,-7.69
7.371019531,-3.84,-3.69,-18.83
7.452019531,-5.77,-20.01,-3.61
7.533019531,4.12,-9.3,-1.8
7.614019531,6.08,3.77,-2.24
7.695019531,-3.33,1.33,-1.33
7.776019531,4.59,-20.01,-5.1
7.857019531,7.81,-20.01,-2.31
7.938019531,-1.41,-7.69,-3.18
8.019019531,-5.37,1.61,1.1
8.100019531,3.22,-1.84,0.75
8.181019531,6.32,-3.73,-15.34
8.262019531,-7.73,-18.79,-8.71
8.343019531,-4.86,4.63,0.86
8.424019531,0.39,-2.59,-3.06
8.506019531,6.67,12.67,-20.01
8.586019531,2.82,-20.01,-16.91
8.667019531,-0.2,-12.04,-4
8.748019531,-0.35,2.98,0.55
8.829019531,0.98,-2.28,0.24
8.910019531,-10.36,-20.01,-1.45
8.991019531,-3.26,-18.95,-0.9
9.322019531,-1.22,-20.01,-20.01
9.403019531,-3.3,-10.98,-2.9
9.484019531,-2.47,2.67,0
10.45601953,-4.24,-20.01,3.37
11.34701953,5.14,2.82,-0.12
11.42801953,-5.14,-1.92,2.35
12.31901953,6.47,-13.96,-2.98
12.40001953,4.43,6.79,-2.71
12.48101953,-1.77,-3.53,-3.65
12.56201953,-3.26,9.57,-19.97
12.64301953,-0.16,-20.01,-13.49
12.72401953,3.69,-8,-4.67
12.80501953,3.73,1.69,0.86
12.88601953,-3.22,0.94,-0.43
12.96701953,-1.73,-17.73,-5.18
13.04801953,8.63,-10.94,-0.78
13.12901953,3.37,6.32,-3.41
13.21001953,-1.92,-5.06,-4.39
13.29101953,-1.53,7.73,-18.63
13.37201953,2.28,-20.01,-16.36
13.45301953,0.47,-3.65,-3.88
13.53401953,5.22,-0.51,-1.18
13.61501953,-2.63,0.51,0
13.69601953,0.78,-19.5,-7.49
13.77701953,8.04,-14.16,-2.59
13.85801953,4.12,3.8,-2.47
13.93901953,-3.37,-1.49,-4.2
14.02001953,-3.53,10.55,-20.01
14.10101953,0.55,-20.01,-8.36
14.18201953,1.73,-9.02,-3.69
14.26301953,4.75,4.24,-2.35
14.34401953,-3.41,1.29,0.94
14.42501953,6.2,-20.01,-3.14
14.50601953,8.08,-11.49,2.31
14.58701953,3.3,1.14,-4.04
14.66801953,-5.06,-4.79,-3.49
14.74901953,0.98,8.16,-6.04
14.83001953,8.28,-20.01,-17.38
14.91101953,-2.67,-9.96,-2.55
14.99201953,2.43,3.41,1.29
15.07301953,-2.35,-0.78,-1.37
15.15401953,4.08,-20.01,-5.77
15.23501953,7.85,-11.65,1.14
15.31601953,2.82,0.94,-1.29
15.39701953,-4.98,-2.67,-4.12
15.47801953,5.45,4.2,1.96
15.55901953,12.79,-20.01,-20.01
15.64001953,-4,-11.38,-0.2
15.72101953,0.27,4.16,-0.67
15.80201953,-4.08,-0.04,-3.33
15.88301953,2.2,-20.01,0.35
15.96401953,4.79,-20.01,2
16.04501953,2.43,-3.57,-1.69
16.12601953,-6,-3.53,0.75
16.20701953,3.53,2.04,4
16.28801953,0.35,-12.63,-16.44
16.36901953,-6.59,-5.45,-4.86
16.45001953,-4.55,3.57,2.67
16.53101953,-2.67,0.94,-2.39
16.61201953,13.65,-5.88,-20.01
16.69301953,5.65,-20.01,-1.37
16.77401953,0,-2.2,-0.86
16.85501953,-4.59,-1.18,-2.24
16.93601953,2.04,-2.16,3.26
17.01701953,10.63,-20.01,-18.32
17.09801953,-6.28,-8.59,-6.2
17.17901953,-5.69,4.35,0.98
17.26001953,-0.71,-1.22,-2.43
17.34101953,5.53,17.65,-20.01
17.42201953,1.84,-20.01,-7.73
18.31401953,-6.63,-3.8,0.51
