NAME:,walk_3_1,,
4.02,3.77,-8.59,-7.61
4.087,6,-5.88,-5.22
4.154,3.53,-8.71,-3.37
4.221,3.45,-7.77,-3.88
4.288,3.88,-5.45,-5.41
4.355,4.43,-7.45,-3.22
4.422,4.9,-7.22,-3.77
4.489,5.61,-8.39,-4.79
4.556,5.37,-9.89,-4.43
4.623,6.79,-8.63,-7.22
4.69,4.9,-7.61,-4.16
4.757,3.41,-7.1,-5.22
4.824,4.86,-6.39,-5.41
4.891,3.02,-5.88,-4.79
4.958,3.57,-7.37,-4.28
5.025,4.71,-8.87,-5.61
5.092,3.18,-10.08,-4.98
5.159,5.73,-6.94,-10.16
5.226,4.16,-6.16,-3.73
5.293,2.39,-8.87,-2.47
5.36,3.69,-7.18,-3.84
5.427,3.77,-5.81,-4
5.494,4.9,-6.86,-3.69
5.561,5.49,-8.28,-3.45
5.628,6.47,-9.02,-4.9
5.695,5.73,-9.77,-5.02
5.762,7.49,-8.04,-5.69
5.829,4.16,-6.9,-4.28
5.896,4.98,-8.67,-5.14
5.963,4.39,-5.61,-4.94
6.03,3.22,-7.53,-3.14
6.097,4.28,-7.02,-4.98
6.164,4.67,-10.63,-5.26
6.231,3.3,-9.57,-6.9
6.298,6.51,-4.12,-7.61
6.365,3.73,-8.67,-2.47
6.432,2.82,-9.96,-0.82
6.499,4.86,-5.73,-5.77
6.566,3.84,-6.59,-2.94
6.633,4.39,-7.49,-2.79
6.7,5.92,-7.96,-4.47
6.767,6.63,-9.61,-5.1
6.834,7.22,-9.02,-7.61
6.901,5.57,-8.59,-3.26
6.968,4.08,-7.45,-5.53
7.035,4.94,-5.22,-5.02
7.102,3.14,-6.35,-4.16
7.169,3.18,-7.34,-4.24
7.236,3.69,-8.94,-5.69
7.303,2.75,-10.2,-6.67
7.37,7.57,-3.33,-10.24
7.437,2.9,-9.92,-1.29
7.504,1.84,-9.96,-1.02
7.571,3.92,-5.81,-5.26
7.638,4,-5.45,-4.43
7.705,4.9,-8.12,-3.06
7.772,5.65,-8.32,-4.47
7.839,5.61,-10.47,-6.08
7.906,8.83,-10.28,-7.26
7.973,4.47,-7.06,-3.69
8.04,3.37,-7.88,-4.55
8.107,5.57,-5.3,-6.28
8.174,2.82,-6.16,-4.35
8.241,2.71,-6.55,-3.69
8.308,4.55,-9.96,-5.33
8.375,3.18,-8.94,-6.86
8.442,5.61,-4.98,-8.39
8.509,4.71,-9.1,-2.98
8.576,3.33,-9.85,-2.04
8.643,4.16,-5.81,-4.94
8.71,3.53,-6.08,-3.45
8.777,5.22,-7.18,-4.04
8.844,5.96,-8.94,-3.73
8.911,6.12,-9.69,-6.35
8.978,9.06,-9.92,-7.41
9.045,4.55,-6.55,-4
9.112,2.75,-8.16,-3.84
9.179,5.14,-5.18,-5.77
9.246,2.67,-6.86,-4.08
9.313,3.61,-7.26,-4.67
9.38,4.31,-8.79,-5.65
9.447,2.9,-9.45,-6.98
9.514,5.65,-3.37,-9.38
9.581,4.55,-8.55,-3.73
9.648,3.26,-10.36,-1.57
9.715,4.28,-7.22,-4.28
9.782,4,-5.41,-4.47
9.849,5.41,-7.3,-4.35
9.916,5.57,-7.92,-4.2
9.983,6.04,-9.69,-6.47
10.05,10.08,-9.73,-7.49
10.117,4.47,-6.71,-4.43
10.184,2.47,-7.49,-3.84
10.251,4.51,-4.59,-6.04
10.318,2.98,-6.9,-4.75
10.385,3.69,-7.41,-4.71
10.452,2.98,-9.26,-5.18
10.519,2,-9.14,-6.59
10.586,5.73,-4.59,-9.81
10.653,4.31,-9.53,-2.82
10.72,2.71,-9.73,-2.2
10.787,4.63,-6.24,-4.98
10.854,3.45,-6.86,-3.14
10.921,5.18,-7.3,-3.77
10.988,6,-9.18,-4.39
11.055,5.57,-9.77,-6.51
11.122,8.63,-9.41,-7.06
11.189,3.65,-7.26,-3.37
11.256,2.24,-7.18,-4.24
11.323,4.98,-5.06,-6.2
11.39,3.3,-7.02,-3.77
11.457,3.37,-6.98,-5.06
11.524,3.1,-9.22,-4.94
11.591,1.92,-8.71,-7.49
11.658,4.79,-6.04,-8.2
11.725,4.04,-10.51,-1.92
11.792,2.98,-9.26,-2.35
11.859,4.86,-7.02,-4.67
11.926,4.08,-7.02,-3.61
11.993,4.67,-6.94,-4.12
12.06,4.94,-8.83,-3.26
12.127,5.69,-9.65,-6.24
12.194,9.57,-11.77,-6.39
12.261,3.84,-9.06,-3.06
12.328,2.82,-8.36,-4.71
12.395,4.12,-5.65,-5.45
12.462,2.67,-6.24,-4.98
12.529,2.55,-7.02,-4
12.596,3.65,-9.14,-5.1
12.663,2.47,-10.12,-6.51
12.73,4.75,-4.55,-9.02
12.797,3.84,-7.85,-3.84
12.864,1.92,-11.02,0.27
12.931,4.04,-6.79,-4.98
12.998,4.43,-6.51,-4.24
13.065,4.71,-8.51,-2.35
13.132,4.63,-9.45,-2.75
13.199,6.39,-9.22,-5.65
13.266,7.45,-9.92,-6.51
13.333,4.79,-9.06,-2.12
13.4,3.22,-8.51,-4.2
13.467,4.9,-7.22,-4.63
13.534,3.3,-6.51,-4.59
13.601,2.59,-7.06,-3.84
13.668,2.82,-9.53,-4
13.735,2.43,-9.1,-4.94
13.802,3.02,-8.59,-7.53
13.869,4.82,-6.86,-4.12
13.936,2.86,-10.51,-1.84
14.003,4,-8.36,-2.98
14.07,3.73,-7.1,-3.02
14.137,4.35,-6.9,-3.88
14.204,5.14,-8.71,-3.77
14.271,6.24,-8.9,-5.18
14.338,6.71,-10.79,-6.28
14.405,7.57,-10.28,-3.37
14.472,2.51,-6.9,-4
14.539,3.73,-8.94,-3.84
14.606,3.92,-6.67,-5.22
14.673,2.63,-7.22,-3.65
14.74,3.22,-6.9,-5.41
14.807,2.24,-9.22,-3.96
14.874,2.08,-9.81,-6.55
14.941,5.22,-5.02,-6.08
15.008,4.35,-10.04,-3.14
15.075,2.55,-10.36,-0.39
15.142,5.49,-8.28,-4.08
15.209,4.82,-7.45,-3.45
15.276,4.04,-7.85,-3.14
15.343,4.98,-8.55,-4.12
15.41,5.53,-9.92,-5.22
15.477,7.96,-10.08,-6.63
15.544,4.47,-8.39,-3.26
15.611,2.55,-8.32,-3.49
15.678,4.9,-7.18,-5.06
15.745,2.71,-7.49,-3.73
15.812,3.18,-6.67,-4.63
15.879,2.47,-9.77,-3.84
15.946,2,-8.59,-5.81
16.013,2.59,-8.12,-8.39
16.08,3.92,-8.16,-4.31
16.147,0.98,-12.24,0.94
16.214,3.45,-7.81,-3.69
16.281,4.2,-7.22,-3.73
16.348,4.98,-7.73,-3.88
16.415,4.63,-8.24,-4.08
16.482,6.51,-9.02,-5.22
16.549,8.28,-9.92,-5.69
16.616,6.08,-9.73,-3.37
16.683,2.82,-8.9,-4.94
16.75,4.94,-7.37,-5.96
16.817,3.45,-6.16,-5.45
16.884,1.96,-7.37,-3.26
16.951,2.12,-8.28,-5.22
17.018,1.45,-8.12,-4.79
17.085,2.75,-6.94,-9.41
17.152,4.67,-9.89,-3.84
17.219,0.24,-12.16,2.59
17.286,3.22,-8.2,-3.61
17.353,3.33,-6.63,-4.35
17.42,4.24,-6.83,-4.16
17.487,4.39,-8.63,-3.53
17.554,6.08,-9.77,-5.77
17.621,11.22,-11.61,-6.59
17.688,4.51,-8.43,-2.16
17.755,2.39,-8.9,-3.18
17.822,5.49,-8.36,-5.14
17.889,2.39,-7.57,-5.26
17.956,1.61,-8.16,-3.57
18.023,1.77,-8.63,-5.73
18.09,-0.78,-8.55,-5.3
18.157,3.77,-4.63,-9.81
18.224,2.82,-11.41,-2.24
18.291,1.22,-12.12,-0.31
18.358,4.63,-7.06,-5.26
18.425,3.8,-7.77,-3.18
18.492,4.51,-8.75,-2.86
18.559,4.9,-8.63,-4
18.626,6.75,-10.4,-6.9
18.693,9.38,-11.89,-5.53
18.76,3.14,-8.75,-3.22
18.827,1.77,-8.71,-4.39
18.894,3.53,-6.63,-5.22
18.961,1.33,-7.65,-3.3
19.028,2,-7.02,-4.71
19.095,2.55,-8.63,-5.26
19.162,0.94,-10.47,-4.67
19.229,4.9,-5.33,-9.34
19.296,4.35,-12.2,-1.88
19.363,2.04,-10.98,-0.47
19.43,3.1,-6.67,-4.04
19.497,2.82,-6.79,-4.04
19.564,5.26,-7.18,-5.3
19.631,6.08,-9.06,-3.92
19.698,5.53,-11.61,-5.14
19.765,7.81,-9.85,-5.65
19.832,3.22,-8.12,-3.73
19.899,2.51,-9.57,-3.61
19.966,3.92,-6.12,-5.3
20.033,1.61,-6.55,-4
20.1,2.28,-6.51,-5.18
20.167,1.92,-10.08,-3.84
20.234,1.61,-10.94,-6.59
20.301,7.06,-5.77,-8
20.368,2.12,-10.87,-2.2
20.435,1.37,-9.06,-1.29
20.502,2.9,-7.02,-3.8
20.569,3.96,-7.45,-3.88
20.636,5.06,-10.28,-3.57
20.703,5.49,-11.06,-4.75
20.77,5.3,-10.98,-5.61
20.837,4.82,-10.12,-2.75
20.904,2.16,-8.75,-4.12
20.971,4.08,-7.06,-5.1
21.038,2.28,-6.86,-4.63
21.105,0.47,-7.57,-3.02
21.172,1.73,-7.96,-5.84
21.239,-0.12,-10.4,-5.02
21.306,4.71,-7.81,-8.87
21.373,4.63,-10.98,-3.45
21.44,0.35,-11.61,-0.2
21.507,0.67,-7.69,-2.75
21.574,1.29,-4.75,-4.2
21.641,3.06,-7.81,-3.57
21.708,3.65,-10.08,-2.9
21.775,4.28,-10.9,-5.22
21.842,6.32,-11.06,-6.39
21.909,3.88,-9.89,-1.41
21.976,3.26,-8.94,-5.06
22.043,3.69,-7.81,-3.33
22.11,2.2,-7.57,-4.35
22.177,2.24,-7.96,-4.67
22.244,2.67,-9.65,-6.16
22.311,0.04,-10.08,-5.33
22.378,4.9,-4.79,-7.14
22.445,0.82,-9.45,-2.59
22.512,0.67,-9.34,-0.71
22.579,3.14,-7.49,-3.84
22.646,3.61,-7.92,-3.06
22.713,4.9,-9.61,-2.86
22.78,5.1,-9.38,-4.08
22.847,6.51,-11.89,-6.94
22.914,7.77,-11.14,-3.37
22.981,2.75,-8.39,-5.06
23.048,2.79,-8.79,-4.08
23.115,2.51,-5.96,-5.61
23.182,0.39,-7.34,-2.9
23.249,2.51,-7.65,-4.98
23.316,1.69,-10.4,-3.49
23.383,3.69,-9.45,-9.41
23.45,5.26,-7.61,-5.22
23.517,0.31,-10.87,1.02
23.584,3.8,-7.53,-4.59
23.651,3.3,-7.1,-3.41
23.718,4.51,-7.96,-3.18
23.785,3.77,-10.2,-1.57
23.852,5.06,-9.92,-4.67
23.919,5.69,-10.55,-7.3
23.986,4.79,-9.73,-2.86
24.053,2.43,-8.16,-5.18
24.12,3.53,-7.41,-3.92
24.187,2.39,-6.24,-5.14
24.254,1.77,-7.65,-2.9
24.321,3.1,-8.71,-6.08
24.388,1.1,-10.9,-5.92
24.455,6.28,-4.43,-10.04
24.522,1.84,-9.65,-3.33
24.589,-0.47,-10.75,1.22
24.656,3.61,-7.57,-4.31
24.723,3.3,-6.12,-3.61
24.79,4.55,-8.67,-2.82
24.857,5.22,-10.28,-3.06
24.924,5.77,-9.14,-8.2
24.991,7.06,-10.51,-4.86
25.058,2.82,-9.22,-2.75
25.125,3.37,-7.49,-4.71
25.192,4.24,-5.49,-5.84
25.259,0.71,-8.04,-2.63
25.326,2.39,-9.49,-4.47
25.393,3.49,-9.26,-6.24
25.46,2.98,-8.83,-9.41
25.527,5.02,-5.53,-7.37
25.594,1.26,-10.2,-3.8
25.661,1.92,-8.67,-2.24
25.728,1.53,-7.1,-1.88
25.795,3.92,-7.65,-4.16
25.862,5.02,-9.34,-4.31
25.929,3.57,-10.04,-5.41
25.996,7.22,-11.85,-7.37
26.063,2.86,-11.3,-1.37
26.13,3.26,-8.98,-5.53
26.197,3.84,-5.53,-6.98
26.264,0.16,-7.02,-4.16
26.331,0.63,-9.14,-2.86
26.398,1.53,-8.94,-5.65
26.465,1.92,-9.96,-10.55
26.532,4.86,-8.2,-6.47
26.599,-2.47,-11.69,2.9
26.666,3.02,-5.96,-5.57
26.733,1.77,-6.79,-3.26
26.8,1.88,-8.24,-3.02
26.867,2.79,-9.73,-3.49
26.934,4.2,-10.67,-4.98
27.001,7.69,-10.71,-7.34
27.068,5.65,-10.83,-1.41
27.135,3.14,-9.53,-5.06
27.202,4.31,-7.3,-4.98
27.269,1.8,-7.1,-4.55
27.336,0.94,-7.69,-3.96
27.403,1.84,-9.34,-8.04
27.47,0.12,-9.22,-4.35
27.537,2.35,-6.32,-8.75
27.605,3.37,-8.47,-5.33
27.672,1.06,-10.51,-0.55
27.739,3.06,-7.45,-3.92
27.806,2.82,-7.81,-3.18
27.873,5.73,-8.9,-5.26
27.94,4.2,-9.53,-4.16
28.007,4.28,-9.96,-6
28.074,8.71,-13.1,-4.39
28.141,3.61,-7.77,-5.65
28.208,3.45,-8.59,-5.77
28.275,3.49,-5.49,-5.57
28.342,1.84,-6.51,-4.55
28.409,2.9,-6.94,-5.61
28.476,3.96,-7.37,-8.32
28.543,0.82,-10.12,-4.67
28.61,5.77,-5.02,-7.77
28.677,3.57,-10,-2.63
28.744,4.63,-7.49,-4.94
28.811,3.96,-5.06,-4.55
28.878,4.67,-6.35,-4.43
28.945,5.84,-8.08,-4.35
29.012,5.88,-8.12,-5.02
29.079,6.67,-10.63,-7.3
29.146,6.63,-9.1,-3.26
29.213,4,-8.04,-5.45
29.28,4.35,-6.9,-5.61
29.347,2.63,-6.28,-4.98
29.414,1.45,-7.41,-3.1
29.481,2.67,-7.77,-6.86
29.548,1.84,-10.51,-4.82
29.615,3.33,-8.43,-11.14
29.682,4.39,-7.49,-5.69
29.749,-1.18,-11.26,1.88
29.816,2.94,-8.75,-3.8
29.883,3.1,-5.88,-5.1
29.95,3.84,-6.71,-4.31
30.017,3.41,-9.06,-2.51
30.084,4.82,-9.02,-4.82
30.151,4.75,-10.9,-5.81
30.218,7.3,-10.2,-6.16
30.285,2.67,-8.16,-3.37
30.352,3.45,-7.96,-6.55
30.419,4.12,-6.94,-5.49
30.486,0.55,-6.35,-4.51
30.553,1.84,-6.24,-4.24
30.62,2.47,-8.9,-4.9
30.687,3.18,-9.1,-5.73
30.754,2.82,-11.69,-7.18
30.821,6.51,-6.86,-8.71
30.888,0.51,-10.36,-1.06
30.955,1.96,-8,-4.9
31.022,1.02,-5.84,-5.02
31.089,1.02,-7.53,-2.79
31.156,2.51,-8.47,-3.77
31.223,3.69,-7.96,-5.81
31.29,2.75,-9.92,-3.96
31.357,3.18,-10.94,-4.98
31.424,6.94,-10.83,-5.84
31.491,3.06,-8.79,-3.02
31.558,2.82,-8.2,-5.1
31.625,3.61,-7.1,-5.02
31.692,2.51,-8.51,-3.84
31.759,4.12,-8.2,-4.59
31.826,2.79,-9.49,-4.71
31.893,2.2,-8.16,-5.33
31.96,0.98,-9.85,-6.63
32.027,5.06,-5.53,-5.88
32.094,1.45,-11.49,-0.16
32.161,2.63,-8.83,-3.92
32.228,3.41,-6.47,-3.96
32.295,3.92,-7.22,-2.94
32.362,4.9,-7.61,-3.53
32.429,5.26,-8.71,-3.77
32.496,6.47,-12.2,-5.45
32.563,8.12,-10.75,-3.41
32.63,3.02,-7.1,-3.18
32.697,2.63,-8.28,-3.8
32.764,3.73,-7.26,-5.22
32.831,2.28,-7.57,-4.24
32.898,2.39,-7.96,-3.69
32.965,2.59,-9.1,-4.51
33.032,1.92,-9.49,-5.57
33.099,3.57,-9.65,-7.85
33.166,4.04,-6.94,-3.57
33.233,-0.16,-10.28,0.82
33.3,3.96,-8.75,-4.94
33.367,4.28,-6.16,-5.22
33.434,3.8,-7.69,-3.3
33.501,2.75,-7.96,-1.92
33.568,5.41,-9.38,-4.59
33.635,5.96,-10.16,-5.49
33.702,7.53,-10.28,-4.82
33.769,4.31,-8.28,-4
33.836,4.04,-8.08,-5.3
33.903,3.33,-6.59,-5.06
33.97,1.65,-7.57,-3.41
34.037,3.1,-6.55,-4.47
34.104,2.55,-9.38,-4.16
34.171,3.37,-9.06,-4.82
34.238,2.71,-10.87,-6.98
34.305,5.3,-5.49,-5.92
34.372,0.94,-10.47,0.16
34.439,3.26,-8.51,-4.08
34.506,3.96,-6.59,-4.63
34.573,4.31,-7.37,-3.69
34.64,3.77,-8.32,-3.06
34.707,4.47,-8.2,-4.94
34.774,4.67,-10.98,-3.73
34.841,7.3,-10.4,-5.22
34.908,4.08,-8.28,-2.94
34.975,3.3,-7.81,-5.53
35.042,4.82,-7.3,-5.26
35.109,2.75,-7.88,-5.18
35.176,2.43,-7.77,-4.08
35.243,2.28,-8.16,-5.02
35.31,1.69,-7.65,-4.59
35.377,2.24,-10.24,-7.53
35.444,6,-7.37,-5.88
35.511,1.14,-10.98,-0.12
35.578,3.33,-7.61,-4.55
35.645,2.9,-6.16,-4.12
35.712,4.08,-7.22,-3.8
35.779,4.12,-8.71,-3.53
35.846,5.06,-8.83,-5.33
35.913,5.02,-12.04,-6.08
35.98,6.43,-10.67,-3.26
36.047,2.75,-7.18,-3.45
36.114,2.12,-7.57,-4.71
36.181,3.61,-4.82,-6.04
36.248,2.24,-7.49,-3.92
36.315,4.43,-8.55,-4.16
36.382,3.45,-9.26,-4.86
36.449,2.35,-10.51,-5.61
36.516,5.61,-8.16,-7.73
36.583,3.14,-9.06,-1.77
36.65,1.73,-10.47,-1.57
36.717,3.96,-6.39,-5.92
36.784,2.59,-6.24,-4.04
36.851,2.79,-7.3,-3.1
36.918,3.49,-8.67,-2.67
36.985,5.1,-9.49,-4.86
37.052,5.3,-11.57,-5.81
37.119,6.43,-9.34,-3.37
37.186,2.82,-6.83,-2.55
37.253,2.98,-8.16,-4.16
37.32,5.02,-6.47,-6.55
37.387,3.1,-8.2,-3.49
37.454,4.24,-8.04,-4
37.521,3.1,-8.51,-4.71
37.588,2.71,-9.22,-4.75
37.655,3.92,-9.65,-7.3
37.722,4.63,-7.14,-3.69
37.789,1.14,-10.9,-0.31
37.856,3.37,-6.51,-5.33
37.923,2.9,-5.53,-4.79
37.99,3.69,-6.94,-3.61
38.057,3.92,-7.88,-2.43
38.124,5.22,-8.2,-5.14
38.191,5.45,-10.94,-3.92
38.258,7.57,-10.28,-5.33
38.325,4.2,-8.71,-1.41
38.392,3.92,-7.3,-4.67
38.46,6.12,-7.45,-5.02
38.527,3.37,-7.65,-4.47
38.594,4.28,-7.81,-4.43
38.661,3.18,-7.85,-4.94
38.728,2.51,-8.67,-4.28
38.795,2.82,-9.41,-7.06
38.862,5.1,-5.49,-5.49
38.929,1.53,-10.98,0
38.996,3.26,-8.28,-3.69
39.063,2.98,-6.04,-4.24
39.13,4.59,-7.26,-3.69
39.197,4.98,-9.14,-2.35
39.264,4.51,-8.51,-4.16
39.331,5.22,-10,-5.45
39.398,7.88,-9.1,-4.71
39.465,4.28,-7.49,-3.06
39.532,4.94,-8.79,-4.9
39.599,4.86,-6.59,-4.75
39.666,2.47,-8,-3.37
39.733,3.8,-7.34,-4.98
39.8,2.94,-9.26,-4.71
39.867,2.12,-9.65,-5.1
39.934,4.71,-7.65,-8.43
40.001,4.2,-7.53,-2.79
40.068,1.57,-10.4,-0.24
40.135,4.63,-7.1,-5.02
40.202,2.98,-6.63,-4.82
40.269,3.57,-7.45,-3.49
40.336,3.77,-8.43,-2.2
40.403,5.26,-9.06,-4.51
40.47,5.96,-10.83,-5.88
40.537,7.73,-8.24,-4.94
40.604,3.65,-7.37,-2.79
40.671,5.02,-9.1,-5.06
40.738,4.71,-6.71,-5.45
40.805,2.24,-8.43,-2.71
40.872,3.14,-7.96,-4.98
40.939,2.63,-8.16,-5.45
41.006,1.22,-9.22,-5.84
41.073,5.81,-5.92,-7.81
41.14,3.22,-9.81,-1.22
41.207,3.22,-9.96,-3.18
41.274,4.04,-6.67,-4.94
41.341,2.98,-6,-3.57
41.408,3.77,-7.73,-3.1
41.475,4.67,-9.22,-3.45
41.542,5.3,-10.4,-6.08
41.609,7.45,-11.3,-5.69
41.676,4.04,-7.85,-3.18
41.743,2.51,-7.02,-5.14
41.81,4.51,-5.88,-5.22
41.877,2.55,-7.53,-4.24
41.944,3.3,-7.57,-3.92
42.011,3.65,-8.47,-5.57
42.078,2.79,-10.12,-5.06
42.145,3.77,-9.02,-9.53
42.212,4.71,-9.22,-3.26
42.279,-0.16,-11.45,1.49
42.346,3.45,-7.69,-4.82
42.413,3.65,-5.57,-4.9
42.48,3.96,-5.57,-3.92
42.547,4.47,-9.02,-2.12
42.614,5.57,-10.24,-3.88
42.681,5.92,-9.85,-5.26
42.748,4.43,-8.47,-2.43
42.815,3.61,-8.08,-4.04
42.882,5.22,-7.61,-4.9
42.949,3.14,-6.63,-3.77
43.016,2.86,-7.34,-2.9
43.083,4.16,-8.51,-3.84
43.15,4.79,-10.08,-3.57
43.217,4.82,-10,-5.73
43.284,7.53,-6.39,-5.57
43.351,3.65,-9.14,-1.73
43.418,3.69,-9.57,-1.84
43.485,4.43,-7.53,-3.65
43.552,3.88,-7.18,-2.55
43.619,2.79,-8.51,0.12
43.686,4.71,-8.51,-1.57
43.753,5.57,-9.34,-3.26
43.82,5.77,-9.41,-5.3
43.887,5.26,-5.3,-5.49
43.954,4.39,-7.53,-1.45
44.022,4.82,-5.22,-4.39
44.089,4.71,-6.59,-2.59
44.156,6.28,-6.71,-4.67
8208.0041,7.53,-9.3,-4.24
44.357,9.69,-5.45,-8.16
44.424,3.8,-7.92,-1.41
44.491,4.79,-6.59,-2.98
44.558,6.67,-8.12,-1.88
44.625,6.08,-5.81,-2.75
44.692,5.3,-7.53,-0.82
44.759,5.57,-7.92,-0.43
44.826,6.2,-7.77,-1.84
44.893,5.06,-7.85,-2.79
44.96,5.81,-7.96,-2.35
45.027,4.75,-6.51,-3.22
45.094,5.53,-7.41,-2.67
45.161,4.9,-6.94,-3.73
45.228,4.82,-6.98,-2.75
45.295,5.45,-8.55,-3.14
45.362,6.12,-9.22,-3.53
45.429,3.77,-11.61,-3.61
45.496,7.92,-5.65,-6.35
45.563,3.02,-8.12,-3.14
45.63,2.9,-7.77,-2.75
45.697,4.79,-7.41,-4.67
45.764,4.08,-6.71,-2.82
45.831,4.75,-7.96,-3.33
45.898,4.12,-9.41,-1.77
45.965,5.41,-10.04,-6.08
46.032,7.77,-10.2,-7.57
46.099,3.57,-7.57,-4.12
46.166,1.84,-6.24,-5.33
46.233,4.04,-6.39,-4.47
46.3,3.49,-5.73,-5.41
46.367,3.8,-8.04,-3.06
46.434,4.79,-9.53,-4.39
46.501,4.9,-8.75,-5.49
46.568,5.02,-9.22,-7.22
46.635,5.81,-6.75,-3.49
46.702,2.35,-9.1,-2.43
46.769,4.2,-8.36,-2.98
46.836,4.67,-5.33,-5.45
46.903,4.28,-6.9,-2.55
46.97,4.43,-8.51,-1.73
47.037,5.53,-8.94,-3.22
47.104,5.96,-8.12,-5.57
47.171,6.94,-8.75,-5.53
47.238,5.1,-7.1,-4.31
47.305,3.77,-7.45,-4.51
47.372,5.02,-6.08,-4.59
47.439,3.18,-5.57,-4.82
47.506,4.16,-7.57,-4.08
47.573,4.43,-10.12,-4.51
47.64,4.04,-9.49,-5.53
47.707,5.88,-8.43,-7.22
47.774,5.96,-7.49,-4.16
47.841,2,-9.49,-2.04
47.908,3.77,-6.55,-4.82
47.975,4.35,-5.88,-4.82
48.042,4.28,-7.34,-3.1
48.109,4.43,-8.71,-2.55
48.176,5.61,-9.65,-5.22
48.243,5.26,-8.83,-7.49
48.31,4.67,-8.63,-2.86
48.377,3.49,-6.39,-5.57
48.444,4.98,-6.75,-3.96
48.511,3.14,-5.65,-4.71
48.578,3.02,-7.37,-2.86
48.645,4.51,-8.98,-5.53
48.712,3.61,-8.94,-5.18
48.779,4.24,-8.87,-8.12
48.846,4.59,-7.18,-3.1
48.913,1.77,-9.89,-1.06
48.98,4.9,-6.71,-5.57
49.047,4.51,-6.55,-4.39
49.114,3.84,-6.55,-3.33
49.181,4.9,-9.18,-1.88
49.248,6.12,-9.92,-3.69
49.315,5.84,-8.59,-6.47
49.382,6.35,-8.51,-4.12
49.449,3.65,-7.37,-4.04
49.516,4.94,-6.63,-4.71
49.583,3.37,-4.63,-5.18
49.65,2.31,-7.18,-2.55
49.717,4.9,-9.1,-4.51
49.784,4.2,-10.04,-4.39
49.851,4.98,-9.73,-8.28
49.918,6.08,-7.96,-3.65
49.985,1.06,-8.94,-1.1
50.052,3.14,-8.04,-3.53
50.119,3.77,-5.92,-4.79
50.186,3.41,-7.34,-2.51
50.253,4.16,-7.73,-2.79
50.32,5.49,-8.55,-4.63
50.387,5.88,-9.49,-3.45
50.454,6.32,-8.08,-6.12
50.521,5.26,-8.67,-3.41
50.588,4.28,-7.88,-4.08
50.655,5.02,-6.86,-5.65
50.722,3.02,-7.49,-3.61
50.789,2.86,-5.92,-5.02
50.856,3.57,-8.83,-4.55
50.923,2.86,-11.1,-4.67
50.99,8.04,-6.83,-9.77
51.057,2.98,-9.89,-1.88
51.124,0.94,-9.57,-0.2
51.191,3.65,-6.32,-4.55
51.258,4.12,-6.28,-4.08
51.325,5.22,-7.3,-3.3
51.392,5.14,-9.41,-2.16
51.459,5.88,-8.83,-4.79
51.526,5.84,-9.22,-6.51
51.593,6.2,-9.69,-2.16
51.66,2.94,-6.94,-4.75
51.727,4.31,-6.47,-4.12
51.794,3.1,-6.2,-4.2
51.861,2.82,-8.04,-2.2
