NAME:,walk_4_2.csv,,
EXPERIMENT TIME:,05/06/2023 21:18,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,300,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,0.24,1.77,8.98
0.09000015,0.51,2.2,8.47
0.17000008,0.39,1.73,8.51
0.26000023,0.55,1.49,9.02
0.34999943,1.96,1.77,8.75
0.42999935,-0.16,3.84,9.73
0.5199995,0.39,2.79,8.55
0.5999994,1.33,3.3,7.88
0.6899996,0.16,3.3,8.08
0.77999973,1.88,3.65,8.75
0.85999966,2.43,3.61,12.91
0.9499998,0.75,-0.47,7.57
1.0299997,0.04,1.06,8.67
1.1199999,0.9,1.57,8.55
1.21,-2.08,0.35,7.1
1.29,-0.9,1.69,8.0
1.3800001,-0.9,1.41,13.14
1.46,0.31,-2.94,11.1
1.5500002,0.94,3.18,9.81
1.6400003,-0.43,0.78,3.61
1.7200003,2.28,2.75,5.22
1.8100004,-1.84,3.37,7.41
1.8900003,2.2,5.69,8.63
1.9800005,2.67,-1.02,9.61
2.0700006,-0.12,0.71,12.12
2.1500006,0.39,2.0,5.88
2.2400007,-1.65,2.31,5.45
2.3200006,0.31,2.79,10.47
2.4100008,-0.59,3.02,12.32
2.499999,2.16,2.43,13.96
2.5800009,-1.29,1.49,5.18
2.6699991,2.98,1.69,5.06
2.749999,-0.39,4.31,4.86
2.8399992,1.57,2.39,12.67
2.9299994,4.63,-3.69,15.61
3.0099993,-0.31,1.06,11.57
3.0999994,3.77,1.37,6.71
3.1799994,-5.22,2.43,7.22
3.2699995,0.24,2.59,5.81
3.3599997,-1.49,4.2,12.16
3.4399996,3.37,-3.02,14.12
3.5299997,-3.96,2.24,9.61
3.6099997,0.71,1.84,5.22
3.6999998,0.27,2.86,4.94
3.79,1.18,1.57,11.49
3.87,2.47,4.94,9.49
3.96,-0.47,-0.78,8.71
4.04,2.2,1.69,8.51
4.13,-1.26,0.16,5.02
4.2200003,-1.06,1.73,6.24
4.3,-0.39,2.2,10.55
4.3900003,-0.9,2.24,10.87
4.4700003,2.98,0.27,15.49
4.5600004,-1.1,2.75,6.04
4.6500006,1.8,1.69,3.18
4.7300005,-0.71,2.59,5.22
4.8200006,-0.27,2.28,12.4
4.9000006,0.2,2.9,14.98
4.9900007,1.49,2.9,10.47
5.080001,1.53,1.1,7.02
5.160001,-1.84,0.82,5.92
5.249999,-1.26,1.65,5.53
5.330001,-0.31,1.41,11.34
5.419999,2.55,-4.55,13.02
5.5099993,-1.1,1.73,12.28
5.589999,-0.67,1.84,4.59
5.6799994,1.73,2.12,5.3
5.7599993,-0.35,3.57,7.14
5.8499994,1.77,4.28,11.53
5.9399996,5.45,-4.16,12.59
6.0199995,0.51,2.39,9.73
6.1099997,1.84,1.41,5.26
6.1899996,-1.65,1.57,5.96
6.2799997,-1.57,2.82,5.84
6.37,-1.37,1.06,13.3
6.45,0.98,-2.86,10.08
6.54,-0.04,2.04,10.04
6.62,-0.08,1.33,8.12
6.71,0.59,2.12,5.41
6.8,0.63,4.0,6.79
6.88,1.18,1.77,12.0
6.9700003,4.63,-0.47,12.43
7.05,1.65,3.14,8.83
7.1400003,0.24,1.57,4.82
7.2300005,-0.2,1.06,7.22
7.3100004,-2.63,2.55,6.2
7.4000006,1.49,-0.27,10.55
7.4800005,1.02,-3.92,14.79
7.5700006,-0.63,-0.27,12.79
7.660001,0.04,0.71,6.94
7.7400007,-0.39,2.28,5.41
7.830001,-0.39,2.94,5.22
7.910001,-0.39,0.39,14.83
7.999999,4.67,-2.67,14.67
8.089999,0.98,2.79,9.14
8.169999,0.27,0.94,6.39
8.259999,-0.98,1.06,6.08
8.339999,-1.37,2.35,6.63
8.429999,-0.47,1.1,11.61
8.5199995,1.53,-4.08,13.38
8.599999,-0.31,3.14,11.3
8.69,-2.0,1.92,6.16
8.7699995,2.2,1.88,4.55
8.86,0.24,3.41,9.1
8.95,5.02,4.0,12.04
9.03,1.88,-0.94,9.14
9.12,1.88,1.1,10.12
9.2,0.04,2.55,5.37
9.29,-0.08,1.57,4.79
9.38,-1.06,-0.04,11.73
9.46,0.67,-0.47,13.1
9.55,3.41,1.06,13.42
9.63,0.47,1.57,5.73
9.72,2.24,1.88,4.12
9.81,-2.43,5.06,6.04
9.89,2.9,2.94,14.95
9.9800005,4.39,-4.86,14.83
10.06,1.84,3.49,9.02
10.150001,2.04,1.22,3.88
10.240001,-2.04,0.94,5.57
10.320001,-0.67,2.71,11.18
10.410001,0.71,1.06,14.16
10.490001,3.33,2.55,10.36
10.580001,-0.75,3.1,8.83
10.669999,0.31,2.67,5.06
10.749999,-0.2,3.33,4.08
10.839999,1.41,2.47,15.53
10.919999,5.73,-5.06,16.71
11.009999,1.06,3.02,8.55
11.099999,1.57,0.78,2.67
11.179999,-2.24,0.75,6.98
11.2699995,0.0,3.22,9.22
11.349999,-0.04,0.82,13.49
11.44,1.69,1.65,11.57
11.53,0.86,1.29,7.18
11.61,1.29,1.45,4.2
11.7,-1.84,4.39,5.73
11.78,3.18,1.53,16.95
11.87,3.61,-4.67,16.87
11.96,0.43,3.88,9.65
12.04,1.65,1.22,3.33
12.13,-2.28,1.41,6.39
12.21,0.2,4.2,7.49
12.3,-2.31,1.69,10.98
12.39,3.57,0.35,13.69
12.47,-0.47,2.43,8.08
12.56,2.24,1.41,4.08
12.64,-0.39,3.49,5.61
12.7300005,2.67,2.24,15.65
12.820001,4.43,-4.98,16.36
12.900001,1.61,3.26,9.61
12.990001,1.73,0.71,3.41
13.070001,-1.96,1.14,6.9
13.160001,-0.27,3.1,10.12
13.249999,-3.02,2.67,12.08
13.330001,3.45,0.43,10.08
13.419999,-0.59,2.75,8.83
13.499999,2.08,1.33,2.71
13.589999,0.35,2.82,4.12
13.679999,-0.43,5.92,7.49
13.759999,5.69,-4.9,16.63
13.849999,0.51,2.47,11.49
13.929999,1.02,2.2,2.9
14.0199995,-0.51,1.26,3.61
14.11,-0.31,3.77,9.69
14.19,-4.82,1.22,10.79
14.28,4.04,3.37,15.49
14.36,0.43,1.61,9.3
14.45,1.92,2.94,2.35
14.54,-0.2,5.53,4.75
14.62,2.94,4.24,16.08
14.71,5.14,-5.37,15.81
14.79,-2.94,3.06,11.14
14.88,2.28,1.22,2.9
14.97,-2.0,1.02,6.39
15.05,-2.43,1.65,10.59
15.14,0.39,2.12,13.57
15.22,2.94,1.29,13.02
15.31,-0.08,1.69,6.2
15.400001,2.39,2.63,4.24
15.4800005,-1.65,2.86,5.73
15.570001,2.28,1.49,15.42
15.650001,4.98,-5.37,16.12
15.740001,1.18,2.86,10.12
15.830001,1.22,1.02,2.08
15.910001,-1.88,0.75,6.63
15.999999,-0.59,1.61,6.75
16.080002,-1.06,2.12,11.57
16.169998,1.88,3.33,14.28
16.259998,0.27,1.69,8.12
