NAME:,run_1_1,,
EXPERIMENT TIME:,06/06/2023 12:43,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,164,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,1.49,9.65,2.86
0.067,1.14,10.12,3.88
0.134,2.51,7.85,2.08
0.201,4.08,10.59,2.28
0.268,1.18,12.04,5.73
0.335,3.65,8.55,6.16
0.402,-0.98,3.02,5.22
0.469,-0.55,14.16,6.35
0.536,-7.53,14.12,17.18
0.603,-1.45,4.39,8.24
0.67,-2.79,7.22,2.39
0.737,7.18,-4.9,4.98
0.804,1.26,7.85,-4.55
0.871,6.04,8.43,20.01
0.938,-3.06,11.96,8
1.005,-4.04,1.73,0.43
1.072,-1.77,-6.32,-0.35
1.139,-2.51,1.77,-0.39
1.206,-14.47,20.01,19.97
1.273,-6.71,12.36,6.9
1.34,4.9,1.49,3.49
1.407,-2.51,7.18,10.87
1.474,12.83,-13.14,0.67
1.541,-0.63,16,-14.91
1.608,-8.98,-0.55,20.01
1.675,-7.65,7.57,3.49
1.742,-2.51,3.84,-1.06
1.809,0.2,-4.9,2
1.876,0.9,2.67,-2.63
1.943,-10.98,20.01,20.01
2.01,-9.06,12.08,8.67
2.077,6.08,3.3,5.18
2.144,-4.35,8.08,12.71
2.211,9.81,-12.51,3.02
2.278,-5.41,8.79,-8.87
2.345,-2.28,-5.77,20.01
2.412,-8.9,6.55,4.71
2.479,-1.61,3.33,-1.02
2.546,1.14,-3.73,0.67
2.613,-1.26,1.06,0.39
2.68,-15.69,0.67,20.01
2.747,-9.92,13.06,10.98
2.814,6,7.85,3.14
2.881,-3.77,5.14,13.81
2.948,-1.14,-4.2,8.08
3.015,2.2,-2.63,-6.28
3.082,-20.01,-20.01,20.01
3.149,-12.87,2,13.57
3.216,-4.39,4.31,-1.45
3.283,-0.39,-1.84,0.9
3.35,0.39,-2.04,1.26
3.417,20.01,-14.67,20.01
3.484,-12.59,7.49,12.87
3.551,-1.18,3.96,3.84
3.618,-0.63,6.75,14.08
3.685,-0.86,0.51,3.77
3.752,1.57,-1.77,-5.49
3.819,-20.01,-20.01,20.01
3.886,-12.79,4.82,13.81
3.953,-4.67,6.9,-0.16
4.02,-2.04,0.51,2.98
4.087,1.26,-2.94,1.29
4.154,0.51,9.65,9.38
4.221,-19.1,12.08,20.01
4.288,-0.98,-0.9,8.12
4.355,0.59,4.04,9.49
4.422,-1.8,6.86,7.18
4.489,-2.16,-13.22,3.22
4.556,-7.18,20.01,2.39
4.623,-17.14,13.14,14.4
4.69,-2.51,1.77,-0.86
4.757,0.98,-0.82,-0.24
4.824,-1.57,-3.45,2.39
4.891,2.59,15.3,-0.27
4.958,-20.01,12.59,20.01
5.025,-2.98,-1.06,8.24
5.092,10.12,9.57,19.26
5.159,-3.02,4.2,10.79
5.226,3.57,-15.22,4.71
5.293,-0.63,20.01,-20.01
5.36,-17.02,17.93,17.06
5.427,-3.26,5.45,0.16
5.494,-3.33,3.26,0.59
5.561,-0.71,-0.24,-0.27
5.628,2.75,1.57,5.22
5.695,-5.37,20.01,20.01
5.762,-4.82,2.16,5.1
5.829,6.94,11.69,-5.81
5.896,-3.88,4.63,10.63
5.963,0.16,-10.08,6.98
6.03,3.18,20.01,-20.01
6.097,-20.01,9.77,20.01
6.164,-4.04,2.71,1.73
6.231,-2.59,2.63,-0.47
6.298,-0.67,-0.9,0.24
6.365,0.82,0.75,6.63
6.432,-20.01,19.5,20.01
6.499,-4.9,3.41,5.3
6.566,-0.51,5.3,5.81
6.633,-3.18,3.61,11.3
6.7,2.51,-6.39,2.43
6.767,6.08,16.63,-16.91
6.834,-17.69,20.01,19.42
6.901,-2.12,3.61,1.88
6.968,-1.61,3.3,1.69
7.035,-1.14,-1.18,1.84
7.102,1.49,6.63,2.04
7.169,-19.34,10.55,20.01
7.236,-4.04,2.9,9.45
7.303,1.49,4.9,9.02
7.37,-1.53,2.86,9.92
7.437,2.39,-6.71,5.06
7.504,2.75,19.81,-6.35
7.571,-12.83,14.91,15.61
7.638,-2.04,5.14,2.2
7.705,-2.16,3.33,2.39
7.772,-1.06,-3.8,2.12
7.839,-1.57,6.47,4.24
7.906,-14.4,15.85,11.49
7.973,-1.69,0.71,6.32
8.04,0.55,-1.06,15.34
8.107,0.9,3.37,4.47
8.174,3.49,-7.3,1.06
8.241,0.75,-20.01,20.01
8.308,-9.22,1.92,15.65
8.375,-1.33,4.28,0.55
8.442,-2.39,0.71,1.61
8.509,-0.78,-2.31,0.63
8.576,19.3,-19.34,20.01
8.643,-14,5.14,7.73
8.71,-0.39,3.88,4
8.777,-0.51,-1.84,20.01
8.844,0.04,0.12,1.65
8.911,-0.08,-6.83,-0.16
8.978,-20.01,-20.01,20.01
9.045,-10.75,-1.57,11.81
9.112,-3.37,5.53,-1.1
9.179,-0.27,-1.8,1.8
9.246,-0.04,-3.57,2.86
9.313,20.01,-4.9,20.01
9.38,-13.85,2.59,8.39
9.447,-2.98,1.88,5.53
9.514,7.06,-4.43,20.01
9.581,-0.9,4.43,3.61
9.648,4.31,-9.69,2.82
9.715,-20.01,-20.01,20.01
9.782,-9.14,-0.2,13.61
9.849,-0.86,3.41,-0.9
9.916,-1.69,-2.2,1.92
9.983,-0.63,1.49,1.02
10.05,-9.3,15.89,20.01
10.117,-9.34,5.88,5.06
10.184,-0.08,4.63,3.65
10.251,-1.73,2.39,13.18
10.318,1.18,-2.47,2.08
10.385,5.3,1.65,-5.37
10.452,-15.57,-0.24,20.01
10.519,-5.37,1.96,8.87
10.586,-2.31,5.18,2.55
10.653,-0.98,-2.04,1.92
10.72,0.04,-0.31,1.69
10.787,-20.01,-15.73,20.01
10.854,-11.18,4.12,4.79
10.921,-0.71,5.37,2.98
10.988,-3.18,-3.69,20.01
11.055,0.98,0.78,-0.59
11.122,3.61,-5.53,0.24
11.189,-18.67,-20.01,20.01
11.256,-9.18,-0.75,12.63
11.323,-2.43,3.02,2.12
11.39,-2.47,1.73,1.8
11.457,0.31,-2.08,1.8
11.524,5.92,-13.26,20.01
11.591,-14.47,3.8,15.1
11.658,-2.47,2.79,7.65
11.725,-2.12,-4.67,16.99
11.792,-0.63,2.16,1.57
11.859,0.82,-6.35,3.61
11.926,-5.06,-20.01,20.01
11.993,-9.53,0.24,14.71
12.06,-0.86,4.12,-1.61
12.127,-1.45,1.29,1.88
12.194,-0.94,-1.92,2.67
12.261,20.01,-12.67,20.01
12.328,-16.24,4.94,17.93
12.395,-2.75,-1.02,9.61
12.462,-2.04,-3.65,14.47
12.529,2.04,2.43,-0.86
12.596,3.49,-6.86,2.98
12.663,-6.59,20.01,19.89
12.73,-10.28,1.84,15.18
12.797,-3.41,5.92,0.94
12.864,-2.2,2.98,2.59
12.931,-0.63,-4.04,3.22
13.132,-3.77,3.06,5.61
13.199,-1.26,-1.69,12.24
13.266,0.2,4.43,0.47
13.333,2.16,-8.39,5.14
13.4,3.92,19.5,8.08
13.467,-11.3,9.96,13.81
13.534,-3.02,4.51,0.75
13.601,-1.69,2.63,1.61
13.668,-0.98,-3.1,2.43
13.735,-1.02,9.89,6.9
13.802,-16.83,5.69,19.81
13.869,-4.31,0.16,7.88
13.936,-1.26,-0.86,10.71
14.003,-0.2,4.71,1.45
14.07,1.73,-5.92,3.02
14.137,18.2,-20.01,20.01
14.204,-8.39,4.08,15.02
