"NAME:","walk_5_3.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:46","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS:","103","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.94","-7.96","1.53"
"0.08996582","-3.57","-8.59","2.67"
"0.17999268","-6.55","-13.81","2.16"
"0.2699585","-4.82","-6.67","2.47"
"0.35998535","-2.55","-8.51","-0.43"
"0.44995117","-2.75","-8.83","0.27"
"0.5499878","-0.82","-8.32","0.90"
"0.6399536","-1.57","-8.83","0.20"
"0.72998047","-1.61","-9.77","1.65"
"0.8200073","-1.77","-9.49","0.90"
"0.90997314","-1.84","-13.73","-1.80"
"1.0","-4.90","-10.79","0.94"
"1.0899658","-3.53","-6.47","0.39"
"1.1799927","-3.10","-7.30","1.10"
"1.2699585","-2.39","-6.35","1.88"
"1.3599854","-3.37","-11.85","0.98"
"1.4499512","-6.79","-15.22","2.79"
"1.5499878","-2.12","-5.81","-0.12"
"1.6399536","-4.86","-7.30","0.67"
"1.7299805","-1.41","-6.59","-0.67"
"1.8200073","0.35","-8.36","0.71"
"1.9099731","-1.26","-9.06","1.14"
"2.0","-2.31","-9.61","0.67"
"2.0899658","-2.12","-15.14","-1.14"
"2.1799927","-0.16","-11.02","0.20"
"2.2699585","-4.90","-7.06","1.18"
"2.369995","-3.06","-5.69","0.12"
"2.459961","-2.31","-7.41","3.14"
"2.5499878","-3.45","-10.47","5.77"
"2.6399536","-5.61","-10.98","0.27"
"2.7299805","-1.06","-10.83","-1.92"
"2.8200073","-2.71","-7.81","0.20"
"2.9099731","-1.02","-8.04","-0.82"
"3.0","-0.51","-8.55","0.78"
"3.0899658","-1.33","-10.08","0.39"
"3.1799927","-1.88","-10.32","-0.51"
"3.2699585","-3.22","-11.34","-1.84"
"3.369995","1.10","-8.59","-0.59"
"3.459961","-4.04","-8.04","0.78"
"3.5499878","-3.30","-7.06","0.90"
"3.6399536","-2.00","-7.14","2.51"
"3.7299805","-1.22","-10.32","2.20"
"3.8200073","-5.69","-11.73","-0.90"
"3.9099731","-1.49","-8.04","-1.26"
"4.0","-4.59","-6.83","-1.06"
"4.089966","-1.10","-8.39","-0.98"
"4.1900024","-0.08","-8.79","0.43"
"4.2799683","-0.94","-8.24","0.43"
"4.369995","-2.04","-9.89","0.47"
"4.459961","1.02","-13.85","-1.96"
"4.549988","-3.65","-11.65","1.18"
"4.6399536","-2.31","-7.73","0.31"
"4.7299805","-3.53","-7.41","1.29"
"4.8200073","-2.39","-5.61","1.14"
"4.909973","-4.55","-11.22","1.22"
"5.0","-3.84","-14.79","2.04"
"5.089966","-2.75","-6.32","0.12"
"5.1900024","-4.08","-7.10","-0.04"
"5.2799683","-2.47","-8.63","-0.78"
"5.369995","0.27","-8.79","-0.04"
"5.459961","-1.92","-7.77","0.59"
"5.549988","-1.10","-9.73","1.37"
"5.6399536","-2.79","-13.10","1.14"
"5.7299805","-5.10","-10.67","-1.26"
"5.8200073","-0.39","-9.10","0.90"
"5.909973","-3.73","-8.39","2.00"
"6.01001","-2.79","-5.53","0.51"
"6.0999756","-3.80","-9.61","0.47"
"6.1900024","-4.94","-15.30","7.22"
"6.2799683","-4.43","-5.37","1.61"
"6.369995","-4.51","-9.85","0.78"
"6.459961","0.00","-8.47","-2.39"
"6.549988","0.08","-8.24","0.24"
"6.6399536","-0.94","-8.28","1.69"
"6.7299805","-3.33","-10.24","1.14"
"6.8200073","-0.08","-15.42","-1.77"
"6.909973","-4.55","-11.61","-0.27"
"7.01001","-2.59","-7.88","0.78"
"7.0999756","-2.67","-6.04","0.47"
"7.1900024","-3.10","-6.90","3.30"
"7.2799683","-2.98","-14.04","2.55"
"7.369995","-6.00","-13.49","2.71"
"7.459961","-0.39","-5.73","0.51"
"7.549988","-4.35","-9.38","1.10"
"7.6399536","-1.29","-8.28","0.39"
"7.7299805","-0.27","-8.79","0.71"
"7.8200073","-1.02","-9.45","0.71"
"7.919983","-1.26","-10.08","0.27"
"8.01001","-2.12","-14.63","-1.65"
"8.099976","-0.47","-11.06","0.08"
"8.190002","-4.24","-6.98","0.27"
"8.279968","-3.30","-6.59","0.55"
"8.369995","-3.02","-6.98","2.35"
"8.459961","-1.61","-10.90","3.88"
"8.549988","-6.59","-16.12","2.90"
"8.639954","-2.16","-7.49","0.24"
"8.73999","-3.53","-7.69","-0.94"
"8.829956","-0.90","-8.63","-0.75"
"8.919983","-0.08","-9.02","0.67"
"9.01001","-1.96","-9.30","0.51"
"9.099976","-1.10","-9.53","1.33"
"9.190002","-2.31","-14.24","-0.63"
"9.279968","-0.04","-13.34","1.26"
"9.369995","-3.96","-6.90","-0.31"
"9.459961","-2.90","-6.63","0.47"
"9.559998","-2.55","-6.94","2.00"
"9.649963","-1.29","-10.59","3.88"
"9.73999","-6.35","-12.94","2.24"
"9.829956","-2.00","-8.04","-0.98"
"9.919983","-3.77","-7.41","1.14"
"10.01001","-1.22","-8.43","-0.04"
"10.099976","0.55","-8.39","0.90"
"10.190002","-1.61","-8.94","0.75"
"10.279968","-2.86","-9.06","-0.12"
"10.369995","-3.49","-11.41","-2.55"
"10.459961","1.73","-9.92","-1.18"
"10.559998","-3.45","-7.34","0.24"
"10.649963","-3.33","-5.84","0.67"
"10.73999","-1.88","-8.51","2.12"
"10.829956","-2.75","-10.28","4.00"
"10.919983","-5.84","-15.06","0.55"
"11.01001","-1.57","-9.10","1.29"
"11.099976","-3.18","-7.30","1.37"
"11.190002","-1.37","-7.85","-0.27"
"11.279968","0.24","-8.24","0.82"
"11.380005","-1.88","-9.22","0.27"
"11.469971","-1.65","-14.32","0.43"
"11.559998","-5.18","-8.75","-2.12"
"11.649963","0.39","-8.51","-0.55"
"11.73999","-3.33","-8.04","1.26"
"11.829956","-3.53","-6.20","1.41"
"11.919983","-1.29","-8.24","0.94"
"12.01001","-1.65","-9.81","4.98"
"12.099976","-2.98","-7.37","1.53"
"12.190002","-4.16","-10.98","2.75"
"12.279968","-2.08","-8.43","0.59"
"12.380005","-0.67","-9.18","0.16"
"12.469971","-0.47","-8.16","1.37"
"12.559998","-1.37","-9.96","0.08"
"12.649963","-1.69","-14.44","0.98"
"12.73999","-5.02","-10.04","-0.39"
"12.829956","-1.88","-9.14","1.02"
"12.919983","-2.82","-8.32","1.45"
"13.01001","-3.14","-5.84","0.43"
"13.099976","-1.45","-10.98","0.08"
"13.199951","-5.10","-10.83","4.31"
"13.289978","-2.79","-5.73","0.78"
"13.380005","-3.69","-7.81","-0.71"
"13.469971","-2.20","-9.22","-0.20"
"13.559998","-0.16","-9.38","0.55"
"13.649963","-1.41","-8.75","1.33"
"13.73999","-1.92","-10.08","0.55"
"13.829956","0.04","-14.32","-0.24"
"13.919983","-3.61","-11.49","0.27"
"14.01001","-2.16","-7.10","-0.35"
"14.109985","-3.45","-6.90","0.90"
"14.199951","-3.10","-6.35","2.16"
"14.289978","-2.86","-12.32","1.45"
"14.380005","-5.30","-14.04","0.35"
"14.469971","-1.37","-12.20","-2.12"
"14.559998","-2.59","-7.22","-2.24"
"14.649963","-0.35","-8.63","-0.51"
"14.73999","0.24","-8.04","0.90"
"14.829956","-1.02","-8.98","0.47"
"14.919983","-1.53","-10.08","1.18"
"15.01001","-2.79","-15.14","-0.90"
"15.109985","-0.04","-9.14","-1.61"
"15.199951","-4.31","-7.88","0.08"
"15.289978","-2.90","-6.24","1.33"
"15.380005","-2.35","-8.39","2.16"
"15.469971","-4.71","-8.08","4.28"
"15.559998","-7.26","-14.40","0.71"
"15.649963","-0.31","-8.98","-1.92"
"15.73999","-3.49","-7.45","-0.39"
"15.829956","-0.24","-9.30","-0.27"
"15.929993","-0.43","-8.20","0.55"
"16.019958","-1.26","-9.85","-0.08"
"16.109985","-1.80","-16.28","-0.24"
"16.199951","-4.47","-8.90","-2.39"
"16.289978","-1.33","-9.14","0.08"
"16.380005","-3.14","-7.57","0.90"
"16.46997","-3.02","-6.04","0.63"
"16.559998","-3.14","-9.61","2.24"
"16.649963","-5.14","-10.40","3.69"
"16.73999","-2.90","-5.84","1.02"
"16.829956","-3.37","-9.65","0.43"
"16.929993","-1.69","-9.49","0.00"
"17.019958","-0.47","-9.02","-0.08"
"17.109985","-0.67","-7.65","1.06"
"17.199951","-2.43","-10.36","0.86"
"17.289978","-0.59","-15.18","-0.82"
"17.380005","-5.53","-10.20","0.04"
"17.46997","-3.22","-10.24","0.47"
"17.559998","-2.71","-8.24","2.39"
"17.649963","-2.67","-4.75","1.22"
"17.75","-3.10","-9.45","0.43"
"17.839966","-3.53","-8.16","2.71"
"17.929993","-3.49","-9.65","2.08"
"18.019958","-2.04","-11.30","0.78"
"18.109985","-1.10","-9.10","-2.35"
"18.199951","0.16","-8.20","-0.08"
"18.289978","0.12","-8.24","1.10"
"18.380005","-1.69","-9.92","0.86"
"18.46997","-2.00","-15.38","-0.75"
"18.559998","-3.45","-11.85","-0.20"
"18.649963","-3.18","-7.92","-0.27"
"18.75","-2.75","-6.75","0.35"
"18.839966","-2.51","-5.92","1.49"
"18.929993","-1.06","-12.04","2.04"
"19.019958","-4.31","-14.75","2.00"
"19.109985","-2.12","-7.41","-0.63"
"19.199951","-4.08","-8.39","0.04"
"19.289978","-1.41","-7.61","-0.94"
"19.380005","0.39","-8.90","0.78"
"19.46997","-2.39","-8.71","0.63"
"19.570007","-2.63","-9.61","0.90"
"19.659973","1.37","-14.36","-1.61"
"19.75","-1.37","-11.49","-0.20"
"19.839966","-3.18","-6.75","-1.37"
"19.929993","-3.22","-7.49","0.86"
"20.019958","-2.28","-5.49","1.14"
"20.109985","-2.31","-9.92","0.98"
"20.199951","-4.63","-12.32","2.98"
"20.289978","-1.88","-5.30","1.96"
"20.380005","-4.63","-7.92","-0.04"
"20.46997","-1.92","-7.81","-0.47"
"20.570007","0.20","-8.59","0.35"
"20.659973","-0.31","-9.41","1.45"
"20.75","-2.67","-9.18","0.90"
"20.839966","-2.94","-13.77","-1.92"
"20.929993","0.86","-10.40","-0.04"
"21.019958","-4.00","-6.39","-0.47"
"21.109985","-3.14","-6.67","1.41"
"21.199951","-2.39","-7.37","2.79"
"21.289978","-3.18","-9.73","1.77"
"21.389954","-5.02","-13.61","-0.94"
"21.47998","-2.75","-9.92","0.63"
"21.570007","-2.51","-6.86","-1.10"
"21.659973","-1.10","-9.22","0.16"
"21.75","-0.27","-8.87","1.33"
"21.839966","-0.20","-9.92","0.98"
"21.929993","-3.14","-10.24","-0.51"
"22.019958","-4.00","-12.55","-2.31"
"22.109985","-0.08","-11.65","0.67"
"22.199951","-3.69","-6.04","-0.82"
"22.299988","-3.14","-6.16","0.71"
"22.389954","-2.51","-7.22","2.59"
"22.47998","-3.10","-10.47","6.67"
"22.570007","-6.32","-14.16","1.06"
"22.659973","-1.10","-9.18","-1.73"
"22.75","-3.33","-7.61","-0.43"
"22.839966","-2.04","-9.18","-0.51"
"22.929993","0.04","-8.63","0.24"
"23.019958","-0.67","-7.73","-0.35"
"23.109985","-1.29","-10.20","0.24"
"23.199951","-3.26","-12.71","-1.45"
"23.299988","0.55","-10.63","-0.78"
"23.389954","-3.53","-7.81","1.10"
"23.47998","-3.18","-6.90","2.16"
"23.570007","-2.16","-7.85","3.06"
"23.659973","-2.75","-10.75","4.24"
"23.75","-6.08","-10.08","1.92"
"23.839966","-0.90","-11.61","-0.67"
"23.929993","-2.31","-8.75","1.37"
"24.019958","-0.94","-7.69","-0.35"
"24.119995","0.90","-8.43","0.71"
"24.20996","-0.98","-8.79","0.43"
"24.299988","-1.37","-12.04","-0.90"
"24.389954","-3.22","-9.45","-2.75"
"24.47998","-0.16","-9.41","-0.59"
