NAME:,run_4_1.csv,,
EXPERIMENT TIME:,06/06/2023 12:12,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,90,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,1.14,-9.77,-0.2
0.08001709,2.0,-12.71,-0.12
0.17004395,1.41,-5.37,-2.63
0.26000977,-3.69,-10.71,-3.37
0.34002686,4.71,-11.26,-8.75
0.4300537,2.55,-8.55,-14.04
0.51000977,0.67,-0.43,-5.65
0.6000366,-8.59,-11.65,-2.79
0.69000244,-1.29,-4.67,-2.39
0.77001953,4.63,-16.87,1.73
0.8600464,-2.55,-10.04,-3.14
0.94000244,5.37,-1.69,-1.8
1.0300293,-4.04,-13.06,9.34
1.1200562,1.14,-20.01,-2.63
1.2000122,-1.57,0.9,-1.88
1.2900391,-3.8,5.81,-4.55
1.3700562,-4.59,-20.01,-11.02
1.460022,-1.61,-20.01,7.61
1.5500488,0.98,-8.94,-3.37
1.6300049,0.43,-6.67,-0.98
1.7200317,2.39,-4.04,7.65
1.8100586,0.27,-20.01,-0.39
1.8900146,-2.47,-0.24,1.57
1.9800415,-3.26,8.16,-2.9
2.0600586,-20.01,-20.01,7.02
2.1500244,-1.96,-16.44,6.9
2.2400513,3.69,-10.04,-0.51
2.3200073,-0.08,-9.3,-2.2
2.4100342,2.24,0.98,1.92
2.4900513,-16.32,-20.01,0.0
2.580017,3.8,-5.33,0.27
2.670044,-7.06,9.26,1.8
2.75,2.82,-9.1,1.57
2.8400269,-0.9,-6.63,0.82
2.920044,-0.59,-14.79,0.24
3.0100098,0.98,-7.14,-2.28
3.1000366,-1.57,0.24,0.0
3.1800537,-14.71,-20.01,4.08
3.2700195,1.22,-8.24,2.9
3.3500366,-4.28,9.38,-0.24
3.4400024,2.55,-5.57,2.79
3.5200195,-5.73,3.3,-2.31
3.6100464,-0.63,-20.01,-2.39
3.7000122,3.45,-2.59,-2.63
3.7800293,-0.9,0.86,0.82
3.8700562,-1.77,-20.01,6.2
3.9500122,12.75,-15.93,6.08
4.040039,-7.41,19.85,-6.63
4.130005,1.61,-7.41,2.12
4.210022,5.02,-13.57,-0.94
4.300049,-2.24,-20.01,-6.35
4.380005,4.43,9.89,0.27
4.4700317,1.45,1.69,0.78
4.5600586,-1.41,-7.37,11.96
4.6400146,7.49,-20.01,-1.73
4.7300415,-3.53,11.81,-4.67
4.8100586,-0.16,1.29,-6.63
4.9000244,-20.01,-1.53,9.49
4.9900513,5.61,-15.26,-4.82
5.0700073,5.37,-7.53,0.35
5.160034,0.04,-9.06,-1.84
5.25,1.14,-0.04,1.06
5.330017,-4.12,-20.01,-7.02
5.420044,1.61,-8.47,-0.75
5.5,-6.63,5.77,0.67
5.590027,5.18,-10.16,1.96
5.6800537,2.71,1.18,-1.18
5.76001,-2.31,-20.01,0.08
5.8500366,3.49,-0.78,-1.02
5.9300537,-1.61,0.55,-2.43
6.0200195,-4.51,-20.01,-0.16
6.1100464,10.83,-15.18,6.04
6.1900024,-9.34,10.75,-3.1
6.2800293,0.82,-2.08,-2.98
6.3600464,20.01,-20.01,-20.01
6.450012,-1.06,-20.01,-5.96
6.540039,6.24,4.35,-1.29
6.620056,0.98,-2.51,0.63
6.710022,-1.33,-7.41,8.75
6.790039,9.14,-20.01,-6.16
6.880005,-4.39,6.71,-0.9
6.960022,0.47,2.67,-4.0
7.050049,5.02,-6.32,2.71
7.1400146,5.84,-10.71,-0.63
7.2200317,0.27,-14.75,3.84
7.3100586,0.51,-12.91,-4.31
7.3900146,-0.12,0.98,-1.41
7.4800415,-7.02,-20.01,2.35
7.5700073,8.98,-11.3,0.98
7.6500244,-8.08,10.4,-4.04
7.7400513,1.18,-12.47,3.92
7.8200073,12.4,-10.83,3.8
7.910034,-3.8,-20.01,-2.59
8.0,3.33,6.16,2.94
8.080017,1.8,-0.82,0.55
8.170044,-2.63,-6.16,7.81
8.25,1.26,-20.01,-5.1
8.340027,-2.24,1.22,-0.82
8.430054,-5.45,5.88,-0.47
8.51001,5.65,-8.9,3.53
8.600037,1.69,-4.24,-0.94
8.690002,2.39,-18.99,0.27
8.77002,2.51,-6.16,-6.04
8.860046,-0.31,0.82,-1.8
8.940002,-0.75,-20.01,2.35
9.030029,12.12,-16.63,0.2
9.120056,-3.92,17.38,-2.39
9.200012,1.18,-13.81,0.16
9.290039,20.01,-19.42,6.28
9.370056,3.02,-20.01,-5.33
9.460022,1.1,-7.53,-3.57
9.550049,2.47,-4.39,-0.94
9.630005,2.82,-3.06,6.08
9.720032,-8.12,-20.01,-3.61
9.800049,1.22,-5.41,-0.16
9.890015,-7.02,7.49,2.75
9.9800415,9.02,-14.24,3.49
10.060059,-1.84,1.02,-2.59
10.150024,0.75,-18.01,-1.88
10.2300415,4.0,-5.22,-2.9
10.320007,0.59,2.79,-0.71
10.410034,-7.57,-20.01,5.14
10.490051,12.16,-16.44,4.35
10.580017,-6.63,15.18,-5.18
10.660034,2.67,-14.12,2.51
10.75,11.14,-18.71,4.2
10.830017,-1.57,-20.01,-6.35
10.920044,5.3,5.3,1.18
11.01001,2.55,0.63,-0.47
11.090027,-0.63,-9.77,7.77
11.180054,4.98,-20.01,-9.22
11.26001,-0.82,8.55,-0.75
11.350037,-1.33,4.31,-4.82
11.440002,-9.41,-20.01,3.33
11.52002,-0.43,-20.01,8.75
11.610046,4.39,-9.77,-2.98
11.690002,0.51,-6.75,-2.04
11.780029,3.3,0.31,0.63
11.870056,-9.73,-20.01,-4.28
11.950012,1.96,-5.3,-0.08
12.040039,-7.18,9.69,2.39
12.120056,-0.12,-17.85,2.12
12.210022,2.79,-4.04,-0.08
12.300049,-1.92,-20.01,-2.59
12.380005,7.02,4.43,1.18
12.470032,0.39,1.88,-0.35
12.560059,0.31,-20.01,8.36
12.640015,16.95,-19.06,-0.59
12.7300415,-7.41,16.51,-3.26
12.810059,-0.59,-8.39,-1.1
12.900024,20.01,-20.01,-20.01
12.990051,0.27,-20.01,-7.96
13.070007,3.8,-3.49,-0.47
13.160034,5.73,-3.22,-1.49
13.240051,4.71,-4.2,8.12
13.330017,0.43,-20.01,-11.92
13.420044,1.61,-5.45,0.27
13.5,-6.59,4.63,-1.69
13.590027,5.57,-8.39,0.55
13.670044,2.24,-2.28,1.77
13.76001,1.8,-19.06,-2.51
13.850037,5.18,-1.65,-4.04
13.930054,0.82,-0.51,-2.04
14.02002,-15.69,-20.01,10.0
14.100037,12.91,-15.38,3.96
14.190002,-7.65,13.34,-3.45
14.27002,4.24,-7.02,0.67
14.360046,-3.73,-19.3,-3.57
14.450012,1.96,-20.01,-9.77
14.530029,3.53,1.18,1.33
14.620056,1.65,-6.24,0.39
14.700012,1.88,-3.02,6.55
14.790039,-1.06,-20.01,-5.61
14.880005,-2.35,-1.77,0.47
14.960022,-2.63,8.39,1.29
15.050049,3.8,-17.3,-0.75
15.130005,-1.22,3.1,6.39
15.220032,-1.69,-20.01,-5.61
15.310059,4.24,-2.24,-3.49
15.390015,-0.35,1.49,-2.47
15.4800415,-5.77,-20.01,1.45
15.560059,13.93,-20.01,-2.2
15.650024,-4.75,12.63,-3.37
15.740051,3.02,-5.61,-1.49
15.820007,-20.01,-13.89,-5.92
15.910034,1.49,-20.01,-1.73
16.0,5.69,-4.0,0.2
16.080017,2.24,-6.0,-1.06
16.170044,-0.04,-1.8,2.59
16.25,-7.57,-20.01,-0.82
16.340027,1.65,-6.55,-0.71
16.430054,-9.22,8.36,1.61
16.51001,3.22,-15.77,1.1
16.600037,1.53,-9.73,-1.33
16.680054,1.33,-20.01,-7.65
16.77002,4.39,6.47,1.18
16.860046,0.86,0.75,1.33
16.940002,1.22,-19.06,9.77
17.03003,14.24,-20.01,-8.51
17.110046,-2.71,9.18,-0.12
17.200012,-0.35,0.55,-2.79
17.29004,-10.04,-2.47,11.38
17.370056,2.67,-15.18,7.22
17.460022,2.43,-16.83,1.14
17.54004,2.24,-8.63,-4.31
17.630005,1.26,0.31,-0.9
17.710022,-5.26,-20.01,4.82
17.800049,9.92,-17.85,-0.71
17.890015,-8.36,14.12,-4.75
17.970032,2.9,-12.12,-0.51
18.060059,19.93,-20.01,1.41
18.140015,-0.94,-20.01,-10.94
18.230042,4.04,5.49,-0.55
18.320007,2.55,-2.2,0.82
18.400024,-2.43,-7.41,8.28
18.490051,3.06,-20.01,-6.9
18.570007,-2.98,0.94,0.51
18.660034,-2.86,2.24,3.22
18.75,7.02,-6.67,4.51
18.830017,2.0,-3.69,-2.0
18.920044,1.02,-20.01,-4.24
19.0,2.75,-2.86,-2.82
19.090027,-0.71,2.12,-1.14
19.180054,-2.51,-20.01,1.69
19.26001,15.93,-20.01,-3.61
19.350037,-2.12,12.94,-4.35
19.440002,0.59,-4.82,-2.51
19.52002,-20.01,-20.01,-10.24
19.610046,2.9,-20.01,-5.33
19.690002,2.39,-6.28,0.86
19.78003,2.71,-11.18,-2.43
19.870056,0.04,-1.88,3.69
19.950012,-6.28,-20.01,0.47
20.04004,4.51,-8.12,2.71
20.120056,-9.49,10.55,-1.06
20.210022,6.39,-13.53,1.26
20.300049,-1.02,-1.49,0.24
20.380005,-5.1,-20.01,-0.63
20.470032,4.71,-0.04,-1.18
20.550049,0.82,1.49,-0.39
20.640015,-2.24,-20.01,-0.86
20.730042,17.14,-20.01,-5.3
20.810059,-4.28,10.24,-2.0
20.900024,0.31,-1.18,-0.71
20.980042,-14.55,-20.01,-4.51
21.070007,-0.31,-20.01,-8.55
21.160034,3.18,-9.81,-2.86
21.240051,4.67,-8.9,-0.94
21.330017,1.1,-4.55,9.1
21.410034,-10.94,-20.01,-5.57
21.5,-0.86,-5.84,-2.12
21.580017,-10.59,12.55,3.3
21.670044,6.43,-8.9,0.67
21.76001,-19.57,-0.39,-8.79
21.840027,4.2,-20.01,0.67
21.930054,5.3,0.9,-4.04
22.01001,-1.49,-0.31,-1.26
22.100037,-1.18,-20.01,0.9
22.190002,13.96,-17.22,-3.8
22.27002,-4.94,9.53,-3.3
22.360046,0.16,-2.47,-2.94
22.440002,-20.01,-20.01,-3.84
22.53003,-4.2,-20.01,-5.96
22.620056,5.18,-11.69,-3.3
22.700012,2.12,-8.16,-1.88
22.79004,2.59,-0.43,0.9
22.870056,-3.14,-20.01,-0.35
22.960022,4.16,-11.73,2.67
23.050049,-4.51,12.28,-3.69
23.130005,0.08,-16.44,0.78
23.220032,15.49,-20.01,20.01
23.310059,-2.0,-20.01,-8.2
23.390015,3.3,-0.94,-2.67
23.480042,3.92,0.27,-1.14
23.560059,-1.88,-7.06,9.02
23.650024,3.22,-20.01,-3.73
23.740051,-2.2,-0.82,-2.94
23.820007,-8.0,9.45,0.24
23.910034,6.0,-11.69,-1.06
23.990051,-0.35,-4.9,-1.84
24.080017,2.35,-20.01,1.29
24.170044,4.71,1.77,0.51
24.25,0.9,0.51,1.02
24.340027,-11.02,-20.01,7.45
24.420044,20.01,-19.89,-4.98
24.51001,-4.59,8.2,-2.82
24.600037,0.78,-4.04,-2.55
24.680054,-20.01,-10.08,2.63
24.77002,3.8,-20.01,-10.0
24.850037,2.98,-11.38,-1.29
24.940002,5.77,-10.28,-2.86
25.02002,-0.27,0.31,4.24
25.110046,-4.86,-20.01,-3.37
25.200012,0.9,-7.53,-1.53
25.28003,-7.73,7.61,-0.39
25.370056,6.12,-10.9,2.75
25.450012,-2.67,2.2,0.35
25.54004,-4.47,-20.01,-2.47
25.630005,5.69,3.61,0.24
25.710022,0.0,2.59,1.22
25.800049,-1.84,-20.01,4.9
