NAME:,walk_2_1,,
EXPERIMENT TIME:,30/05/2023 13:10,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,113,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-3.14,-9.02,-0.67
0.067,4.94,-9.22,-4.31
0.134,4.31,-8.32,-3.18
0.201,5.06,-10.08,-3.53
0.268,4.94,-8.83,-5.57
0.335,6.86,-10.71,-6.2
0.402,4.63,-6.75,-4
0.469,1.96,-6.83,-4.28
0.536,3.96,-7.45,-5.22
0.603,3.61,-6.9,-5.1
0.67,2.2,-7.18,-3.41
0.737,3.41,-6.86,-5.1
0.804,2.98,-9.61,-4.75
0.871,4.08,-9.96,-6.2
0.938,6.98,-8.24,-7.49
1.005,2.08,-6.75,-2.04
1.072,1.65,-8.51,-2.24
1.139,6.2,-7.96,-5.69
1.206,4.31,-6.43,-4.04
1.273,4.59,-6.79,-3.57
1.34,4.43,-7.96,-3.3
1.407,5.41,-8.87,-4.39
1.474,4.59,-9.06,-6.55
1.541,7.18,-6.75,-8
1.608,3.65,-5.77,-4.35
1.675,2.82,-6.98,-3.69
1.742,5.73,-5.65,-5.88
1.809,4.55,-6.2,-3.65
1.876,6.51,-6.94,-4.28
1.943,5.88,-9.26,-2.47
2.01,6.39,-7.57,-5.02
2.077,5.02,-10.32,-4.82
2.144,8.71,-5.65,-8.16
2.211,4.43,-8.16,-4.28
2.278,3.41,-7.3,-2.35
2.345,4.86,-6.75,-3.73
2.412,4.24,-5.02,-3.14
2.479,5.77,-6.08,-2.71
2.546,7.57,-6.71,-3.57
2.613,7.96,-7.96,-4.55
2.68,7.1,-8.08,-6.98
2.747,6.12,-8.32,-2.55
2.814,3.49,-4.94,-4.86
2.881,5.1,-6.71,-3.53
2.948,4.55,-6,-4.59
3.015,4.28,-6.24,-4.43
3.082,5.22,-8.71,-5.53
3.149,4.63,-9.22,-4.75
3.216,5.02,-9.1,-7.06
3.283,6.79,-6.59,-4.94
3.35,4.24,-7.02,-4.63
3.417,3.77,-6.98,-3.65
3.484,4.71,-6.43,-4.43
3.551,4.51,-7.26,-3.26
3.618,4.94,-7.73,-4.31
3.685,5.3,-9.3,-4.55
3.752,4.75,-8.55,-6.43
3.819,7.53,-7.96,-7.96
3.886,3.33,-6.47,-3.33
3.953,3.1,-6.94,-4.67
4.02,5.33,-5.22,-6.35
4.087,3.41,-6.94,-4.67
4.154,4.28,-7.45,-4.28
4.221,4.47,-8.83,-5.81
4.288,3.92,-9.26,-6.2
4.355,8.36,-6.83,-8.55
4.422,4.24,-8.39,-4.08
4.489,2.2,-8.83,-2.47
4.556,3.1,-5.49,-5.06
4.623,2.86,-6.71,-2.67
4.69,5.69,-7.49,-4.12
4.757,5.45,-8.55,-3.57
4.824,5.92,-8.87,-5.02
4.891,6.83,-9.22,-6.55
4.958,5.77,-7.57,-3.45
5.025,3.45,-7.06,-3.84
5.092,4.63,-5.45,-4.98
5.159,3.37,-6.67,-4.28
5.226,3.92,-6.94,-4.16
5.293,5.53,-9.65,-5.14
5.36,3.88,-9.61,-4.71
5.427,6.71,-7.61,-7.88
5.494,5.02,-6.98,-4.35
5.561,2.47,-7.88,-2.47
5.628,3.61,-5.73,-4.43
5.695,4,-6.9,-3.02
5.762,5.57,-7.53,-4
5.829,5.57,-8.51,-3.73
5.896,5.45,-10.08,-5.37
5.963,7.53,-7.92,-8.2
6.03,4.43,-7.37,-3.02
6.097,3.18,-7.53,-4
6.164,5.02,-5.65,-4.59
6.231,2.9,-6.16,-3.96
6.298,5.02,-7.45,-4.12
6.365,5.77,-9.41,-4.86
6.432,4.12,-9.02,-5.81
6.499,7.1,-5.73,-10.04
