"NAME:","run_3_1.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:56","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS:","140","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.43","9.26","0.12"
"0.09008789","-3.02","8.67","0.27"
"0.18005371","-3.80","8.71","-0.31"
"0.27001953","-3.92","9.22","1.49"
"0.35998535","-8.32","10.87","-1.45"
"0.45007324","-5.61","12.59","-3.45"
"0.5500488","-1.80","18.40","-1.14"
"0.64001465","-1.41","5.69","-5.30"
"0.73010254","-0.04","3.18","-4.20"
"0.82006836","-7.45","12.47","-14.08"
"0.9100342","-1.06","20.01","8.00"
"1.0","-1.84","7.34","-2.31"
"1.0900879","-5.10","-1.18","-0.98"
"1.1800537","1.96","4.75","-5.92"
"1.2700195","-2.00","8.24","4.20"
"1.3599854","-5.45","19.18","0.82"
"1.460083","3.02","0.67","-2.04"
"1.5500488","-2.59","-1.18","-3.10"
"1.6400146","-0.90","10.71","-12.20"
"1.7301025","5.88","20.01","12.32"
"1.8200684","0.82","-0.43","-1.57"
"1.9100342","-6.55","-2.75","0.78"
"2.0","7.37","0.47","1.45"
"2.090088","-10.00","10.08","1.10"
"2.1800537","-0.47","15.18","-3.84"
"2.2700195","4.71","1.26","-4.28"
"2.3599854","-3.37","-1.73","-3.18"
"2.460083","-15.85","20.01","-13.89"
"2.5500488","-0.59","20.01","3.02"
"2.6400146","3.37","-2.04","-1.14"
"2.7301025","-8.39","-5.26","1.69"
"2.8200684","-0.20","-0.04","-6.71"
"2.9100342","-2.12","19.85","-1.65"
"3.0","-1.26","19.06","-5.81"
"3.090088","7.61","-1.02","-3.18"
"3.1800537","-3.77","1.10","-5.96"
"3.2700195","-16.44","20.01","-3.57"
"3.369995","2.08","20.01","1.45"
"3.460083","0.90","-3.37","-1.88"
"3.5500488","-5.37","-4.71","0.82"
"3.6400146","1.14","-7.57","7.81"
"3.7301025","8.47","20.01","7.53"
"3.8200684","1.92","15.10","-6.16"
"3.9100342","8.08","-0.94","-4.55"
"4.0","-5.14","1.18","-6.08"
"4.090088","-14.12","20.01","-19.69"
"4.1900635","0.75","19.85","6.35"
"4.2800293","0.16","-3.61","-2.00"
"4.369995","-4.71","-6.04","2.55"
"4.460083","-5.18","6.04","-3.18"
"4.550049","-6.90","19.97","-2.86"
"4.6400146","-0.12","17.50","-9.57"
"4.7301025","7.06","-1.18","-1.22"
"4.8200684","-5.69","1.26","-5.41"
"4.910034","-15.42","20.01","-19.10"
"5.0","3.96","20.01","2.71"
"5.1000977","-0.04","-4.98","-2.16"
"5.1900635","-6.04","-6.86","1.45"
"5.2800293","-2.51","2.39","-1.33"
"5.369995","-4.79","17.02","-1.65"
"5.460083","2.39","15.49","-4.98"
"5.550049","7.49","-1.14","-3.10"
"5.6400146","-3.77","0.90","-5.96"
"5.7301025","-13.26","20.01","-16.59"
"5.8200684","0.94","20.01","1.37"
"5.910034","2.90","-2.55","-1.45"
"6.0","-7.18","-5.14","0.98"
"6.1000977","-6.24","7.41","-0.12"
"6.1900635","-6.04","19.97","-5.02"
"6.2800293","0.20","19.22","-3.53"
