"NAME:","walk_1_1.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:38","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS:","107","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-9.14","3.10","1.33"
"0.08999634","-8.08","3.06","1.57"
"0.17999268","-9.10","2.71","1.92"
"0.269989","-9.02","3.88","2.71"
"0.3600006","-13.14","0.00","3.73"
"0.44999695","-9.02","-4.24","-1.26"
"0.5399933","-8.94","2.00","-1.73"
"0.6299896","-9.18","0.08","-2.04"
"0.7299957","-8.67","1.88","-4.20"
"0.81999207","-8.75","1.84","-4.16"
"0.9099884","-11.65","2.00","-5.30"
"1.0","-14.55","1.53","-3.92"
"1.0899963","-10.98","0.04","-5.10"
"1.1799927","-8.24","1.18","-2.08"
"1.269989","-6.43","-0.63","0.78"
"1.3600006","-3.80","0.59","1.18"
"1.449997","-8.94","2.55","4.94"
"1.5499878","3.96","4.79","4.47"
"1.6399994","-11.96","5.65","-7.45"
"1.7299957","-10.87","2.67","-6.94"
"1.8199921","-7.88","-0.78","-1.88"
"1.9099884","-7.96","3.96","-2.51"
"2.0","-9.65","2.35","-3.96"
"2.0899963","-13.61","1.22","-4.28"
"2.1799927","-10.67","-2.20","-3.45"
"2.269989","-15.06","-0.51","-0.82"
"2.3600006","-5.84","1.84","-2.39"
"2.4599915","-3.73","-0.51","-0.08"
"2.5499878","-12.08","2.04","3.88"
"2.6399994","0.63","6.83","5.37"
"2.7299957","-5.02","-0.24","4.98"
"2.819992","-10.43","3.84","-1.65"
"2.9099884","-7.57","0.04","-1.53"
"3.0","-7.26","3.53","-3.57"
"3.0899963","-10.79","1.18","-4.98"
"3.1799927","-14.32","1.69","-4.28"
"3.269989","-9.22","-0.94","-2.08"
"3.3600006","-12.63","-0.20","-1.96"
"3.4599915","-5.69","1.61","-2.00"
"3.5499878","-4.08","-0.90","0.20"
"3.6399994","-12.98","3.57","3.41"
"3.7299957","-0.67","7.81","5.14"
"3.819992","-5.06","-2.90","-0.35"
"3.9099884","-10.71","3.33","-2.43"
"4.0","-7.85","0.55","-2.47"
"4.0899963","-8.47","2.59","-2.71"
"4.1799927","-10.00","3.33","-5.37"
"4.269989","-15.85","-0.24","-5.69"
"4.369995","-10.55","-0.71","-3.33"
"4.4599915","-9.57","0.71","-3.41"
"4.549988","-3.92","-0.35","-0.94"
"4.6399994","-2.71","-1.26","1.92"
"4.7299957","-20.01","6.28","-10.28"
"4.819992","-20.01","-5.41","-2.28"
"4.9099884","-11.69","0.43","-6.39"
"5.0","-9.26","0.94","-3.18"
"5.0899963","-7.41","1.53","-4.20"
"5.1900024","-9.30","3.61","-3.77"
