NAME:,run_3_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:52,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,2.31,-8.55,1.69
0.041,2.20,-8.36,0.90
0.082,1.61,-9.18,1.06
0.123,2.04,-9.65,1.49
0.164,1.96,-9.34,0.59
0.205,1.53,-8.51,0.27
0.246,2.86,-8.59,-0.27
0.287,5.06,-8.36,0.90
0.328,3.61,-8.79,2.55
0.369,1.18,-8.51,1.69
0.41,1.10,-8.43,0.47
0.451,1.96,-8.43,0.82
0.492,3.02,-9.30,2.20
0.533,3.22,-10.43,2.63
0.662,3.37,-10.40,1.73
0.943,2.90,-17.46,1.65
0.984,3.02,-15.93,1.10
1.025,0.67,-14.75,2.55
1.066,-0.90,-5.92,1.22
1.107,1.92,-0.12,-2.55
1.148,1.02,1.37,-4.43
1.189,0.35,3.69,-4.08
1.23,1.10,2.47,-4.08
1.271,-6.43,-11.85,-5.41
1.312,5.88,-20.01,12.12
1.353,5.92,-20.01,8.39
1.394,3.53,-8.36,0.20
1.435,0.43,-8.98,-4.98
1.476,1.33,-10.47,4.31
1.517,-1.29,-6.75,-0.04
1.558,-0.94,0.86,-0.94
1.599,-1.06,1.96,-3.45
1.64,1.37,-6.67,-12.59
1.681,4.31,-10.24,-2.55
1.722,-0.31,-20.01,19.85
1.763,-0.67,-10.87,-0.75
1.804,-3.45,-6.04,-3.37
1.845,-0.39,-3.02,-0.98
1.886,1.26,-0.67,0.31
1.927,1.92,1.80,-1.02
1.968,0.78,1.45,-3.10
2.009,1.06,1.10,-1.84
2.05,-10.16,-20.01,-13.22
2.091,6.59,-20.01,13.89
2.132,4.16,-11.96,11.53
2.173,-1.02,-6.00,-4.43
2.214,1.37,-3.57,-4.86
2.255,-2.71,-6.47,-1.49
2.296,1.18,-2.31,5.84
2.337,0.39,0.00,-4.71
2.378,0.90,-10.51,-12.24
2.419,-1.06,-20.01,-6.71
2.46,-4.12,-20.01,15.61
2.501,-0.86,-13.26,-2.51
2.542,-0.78,-6.35,-2.08
2.583,1.29,-1.77,2.20
2.624,1.18,0.51,-2.75
2.665,1.29,0.82,-5.26
2.706,-1.06,2.63,-3.30
2.747,-4.67,-0.51,-1.69
2.788,-8.28,-20.01,-13.93
2.829,20.01,-20.01,20.01
2.87,4.16,-7.61,0.31
2.911,0.43,-1.84,-3.80
2.952,-3.14,-1.65,-3.73
2.993,-5.18,-8.79,-5.61
3.034,-1.22,-2.51,3.80
3.075,-0.16,0.82,-0.16
3.116,-0.39,-9.89,-10.43
3.157,-3.84,-20.01,-16.51
3.198,-3.73,-20.01,11.22
3.239,-1.37,-7.92,0.12
3.28,-8.20,-5.37,-4.31
3.321,-1.10,-4.00,-1.53
3.362,0.94,-3.57,-0.04
3.403,4.63,2.24,0.00
3.444,4.00,1.26,-3.84
3.485,-2.43,-5.33,-4.20
