"NAME:","walk_1_1.csv"
"EXPERIMENT TIME:","12/06/2023 22:28"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","60"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-3.88","-9.22","-1.26"
"0.082","-3.77","-9.1","-1.33"
"0.164","-3.69","-9.3","-1.22"
"0.246","-3.8","-9.22","-1.22"
"0.328","-3.88","-9.1","-1.14"
"0.41","-3.8","-9.1","-1.1"
"0.492","-4.04","-9.1","-1.26"
"0.574","-3.77","-9.1","-1.26"
"0.656","-4.08","-9.26","-0.9"
"0.738","-3.92","-8.94","-1.06"
"0.82","-4.0","-9.14","-0.86"
"0.902","-3.84","-8.98","-0.98"
"0.984","-3.73","-9.34","-1.1"
"1.066","-3.73","-9.22","-1.06"
"1.148","-4.16","-9.14","-1.18"
"1.23","-4.12","-8.98","-1.33"
"1.312","-4.2","-8.94","-1.37"
"1.394","-4.28","-9.61","-1.49"
"1.476","-4.86","-8.83","-1.8"
"1.558","-4.47","-8.59","-2.47"
"1.64","-4.51","-8.83","-2.63"
"1.722","-4.04","-9.06","-2.55"
"1.804","-4.51","-9.69","-2.08"
"1.886","-2.98","-7.85","-0.16"
"1.969","-3.77","-9.3","0.39"
"2.051","-1.29","-10.47","0.59"
"2.133","-3.69","-8.36","-0.16"
"2.215","-3.02","-8.87","-0.63"
"2.297","-3.53","-9.41","0.0"
"2.379","-0.59","-9.57","-0.2"
"2.461","-3.65","-10.36","-0.55"
"2.543","-7.81","-9.22","1.65"
"2.625","0.2","-10.24","-0.75"
"2.707","-4.43","-6.71","-1.49"
"2.789","-3.84","-6.75","-3.14"
"2.871","-2.16","-8.16","-3.26"
"2.953","-2.08","-9.1","-2.59"
"3.035","-4.04","-14.32","-4.31"
"3.117","-5.45","-5.73","-3.22"
"3.199","-6.47","-14.16","-0.78"
"3.281","-4.75","-7.61","-0.59"
"3.364","-2.9","-8.43","-0.2"
"3.446","-3.18","-8.79","-0.39"
"3.528","-2.9","-8.63","0.39"
"3.61","-3.3","-10.08","-0.67"
"3.692","-4.71","-11.26","4.12"
"3.774","-3.88","-13.06","-1.18"
"3.858","-4.31","-7.02","-2.35"
"4.106","-2.43","-7.85","-2.47"
"4.754","-2.75","-9.96","-0.71"
"4.836","-5.3","-12.55","3.84"
"4.919","-5.57","-14.67","-1.26"
"5.001","-3.41","-6.83","-1.33"
"5.083","-3.88","-6.47","-2.2"
"5.165","-2.51","-7.53","-2.43"
"5.247","-2.39","-8.83","-3.45"
"5.329","-0.43","-13.81","-6.32"
"5.411","-6.67","-6.79","-1.57"
"5.493","-3.33","-6.9","-0.59"
"5.575","-5.49","-9.14","-0.35"
"5.657","-2.79","-9.14","0.47"
"5.739","-2.71","-7.81","-0.78"
"5.821","-3.57","-8.67","0.16"
"5.903","-2.39","-9.38","-1.1"
"5.985","-7.18","-12.75","3.3"
"6.067","-6.67","-15.1","-0.2"
"6.149","-4.08","-7.06","-0.24"
"6.231","-3.96","-6.67","-1.45"
"6.313","-2.47","-7.85","-1.84"
"6.395","-1.92","-10.75","-2.9"
"6.477","-1.69","-12.16","-4.12"
"6.559","-11.65","-19.46","0.51"
"6.641","-1.96","-3.88","-1.18"
"6.724","-7.81","-9.57","0.12"
"6.806","-2.08","-8.75","0.39"
"6.888","-3.06","-9.06","-0.35"
"6.97","-3.61","-8.36","-0.63"
"7.052","-0.71","-9.73","-1.06"
"7.134","-5.49","-12.2","3.61"
"7.216","-9.26","-14.44","-0.63"
"7.298","-1.53","-9.69","0.98"
"7.38","-3.8","-6.12","-1.73"
"7.462","-2.98","-6.83","-1.84"
"7.544","-2.98","-9.34","-2.94"
"7.626","-0.12","-14.0","-4.63"
"7.709","-11.06","-13.77","0.55"
"7.791","-1.26","-4.47","-0.04"
"7.874","-6.04","-10.67","1.18"
"7.956","-2.28","-8.55","0.55"
"8.038","-2.43","-8.24","-0.47"
"8.12","-2.86","-8.47","-0.27"
"8.202","-1.65","-9.38","-1.06"
"8.284","-9.53","-14.95","3.92"
"8.366","-4.86","-15.18","0.24"
"8.448","-3.73","-5.26","-1.14"
"8.53","-3.37","-6.32","-2.12"
"8.612","-2.71","-7.88","-2.55"
"8.694","-1.96","-9.49","-0.86"
"8.776","-3.8","-14.04","-0.04"
"8.859","-5.37","-6.75","-0.39"
"8.941","-6.94","-11.14","-0.47"
"9.023","-3.92","-6.86","0.16"
"9.105","-2.28","-9.61","0.16"
"9.187","-3.26","-8.98","-0.55"
"9.269","-3.33","-9.69","0.94"
"9.351","-4.75","-12.71","2.04"
"9.434","-8.43","-8.83","0.12"
"9.516","-1.06","-10.67","0.04"
"9.599","-4.35","-5.49","-2.31"
"9.681","-3.18","-7.22","-2.39"
"9.763","-0.86","-7.85","-2.79"
"9.847","-3.77","-17.89","-2.2"
"9.93","-5.26","-11.26","1.45"
"10.013","-1.84","-5.26","-0.78"
"10.096","-6.43","-10.16","0.24"
"10.744","-4.0","-7.22","-2.67"
"10.826","-1.77","-6.98","-2.71"
"10.909","-2.43","-8.43","-3.18"
