NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,08/06/2023 12:39,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS: ,105,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,4.35,6.2,2.43
0.07092285,5.81,8.79,1.61
0.14196777,6.51,4.24,8.36
0.21289062,11.41,6.63,3.06
0.28393555,5.18,8,1.65
0.35498047,3.84,4.75,-0.59
0.42590332,4.28,3.18,-1.96
0.49694824,2.71,5.81,-1.37
0.56799316,8.12,6.94,-0.04
0.638916,3.1,7.26,-1.49
0.70996094,-4.08,9.41,7.14
0.7808838,12.67,8.16,0.75
0.8519287,2.51,5.14,0.59
0.92297363,4.98,4.47,1.41
0.9938965,3.77,5.65,1.57
1.0649414,5.26,6.63,1.65
1.1359863,4.63,8.98,3.1
1.2069092,7.73,6.86,10.59
1.2779541,14.04,6.79,4.16
1.348999,2.9,7.41,2.31
1.4199219,3.73,2.67,-0.12
1.4909668,4.35,3.92,-2.51
1.5618896,3.92,8.28,-0.24
1.6329346,9.14,11.45,-2.86
1.7039795,12.87,8.12,2.16
1.7749023,10.16,8.63,4.28
1.8469238,6.63,7.26,0
1.9179688,4.55,3.8,1.53
1.9888916,3.49,4.35,0.9
2.2729492,10,3.69,8.2
2.3439941,11.41,7.37,3.37
2.414917,4.79,6.51,1.49
3.3378906,13.53,2.98,7.3
3.4089355,7.49,8.39,5.06
3.4799805,5.06,6.12,2.04
3.5509033,2.86,2.47,0.82
3.6219482,4.24,2.98,-2.2
3.6929932,5.92,5.73,0.71
3.763916,8.2,12.59,-3.8
3.834961,20.01,-0.9,-0.86
3.9058838,8.28,7.69,4.75
3.9769287,8.71,6.08,1.92
4.0479736,4.47,3.3,0.63
4.1188965,3.3,4.63,0.63
4.1899414,3.92,6,1.92
4.2609863,5.41,6.71,2.35
4.331909,7.37,9.73,3.3
4.402954,13.34,5.02,7.65
4.473999,9.41,6.86,3.8
4.544922,6.35,6.28,3.06
4.615967,4.47,3.45,-0.86
4.6868896,3.73,4,-1.26
4.7579346,4.86,5.88,-1.73
4.8289795,8.43,9.53,-2.35
4.8999023,20.01,14.59,6.67
4.9709473,6.9,7.96,4.86
5.041992,9.34,5.06,1.96
5.112915,5.3,4.59,0.94
5.18396,2.86,4.2,0.47
5.254883,3.06,5.57,-0.35
5.3259277,5.57,6.94,2.16
5.3969727,7.45,8.08,2.98
5.4678955,13.3,2.47,6.04
5.5389404,6.24,8.67,6.2
5.6099854,6.2,4.24,2.31
5.680908,5.06,3.92,-0.12
5.751953,4.28,4.39,-0.35
5.822998,7.57,4.82,-0.31
5.893921,8.94,6.67,-1.29
5.964966,10.08,5.14,3.96
6.0358887,1.45,5.73,7.88
6.1069336,8.9,4.43,1.06
6.1779785,6.2,6.2,3.1
6.2489014,3.88,4.28,1.1
6.3199463,3.3,4.59,1.8
6.390991,5.06,6,1.61
6.461914,6.51,8.47,2.04
6.532959,9.69,4.28,7.65
6.604004,15.22,11.38,5.37
6.6749268,6.47,6.28,0.51
6.7459717,5.96,4.28,0.12
6.8168945,3.06,3.92,-0.82
6.8879395,4.75,5.84,-1.96
6.9589844,6.32,6.86,1.02
7.029907,8.24,8.51,5.37
7.100952,3.18,8.36,3.73
7.171997,10.63,5.02,0.35
7.24292,3.84,4.94,0.9
7.313965,4.67,5.3,1.73
7.3848877,2.24,6.04,1.41
7.4559326,5.61,7.06,1.02
7.5269775,4.63,7.69,1.49
7.5979004,6.67,8.59,9.57
7.6689453,12.71,5.41,2.75
7.73999,5.77,7.14,3.1
7.810913,4.08,3.61,-2.43
7.881958,4.28,4.08,-0.67
7.953003,3.57,5.88,-1.65
8.023926,7.88,8.24,0.35
8.094971,19.18,5.33,5.18
8.165894,4.39,4.9,5.45
8.236938,10.55,4.35,-0.51
8.307983,4.55,4.94,1.45
8.378906,3.53,4.43,1.14
8.449951,3.53,6,1.02
8.520996,5.53,6.16,1.45
9.372925,5.69,6.79,2.43
9.44397,5.41,4.47,1.88
9.514893,2.71,6.55,0.82
9.5859375,5.73,6.94,1.65
9.656982,4.98,6.9,2.08
9.727905,5.3,6.94,5.1
9.79895,12.91,2.98,4.51
9.869995,6.04,9.22,4.63
9.940918,4.82,4.9,0.86
10.011963,4.9,3.45,-0.67
10.082886,4.08,4.55,-1.69
10.153931,6.16,7.53,0.47
10.224976,6.47,12,-3.02
10.295898,13.06,2.59,-0.27
10.366943,6.39,7.37,4.51
10.437988,7.61,5.33,0.47
10.508911,6,4.79,1.45
10.579956,3.77,5.41,1.37
10.651001,4.35,5.88,1.45
10.721924,6.24,7.18,2.08
10.792969,5.92,8.43,1.53
10.863892,3.14,9.34,7.85
10.934937,14.4,4.24,3.49
11.005981,5.1,9.85,5.77
11.076904,5.41,3.73,0.24
11.147949,4.35,4.43,-0.78
11.218994,3.84,5.02,-1.69
11.289917,7.53,6.9,1.41
11.360962,11.53,11.41,4
11.431885,3.18,5.26,-2.59
11.50293,9.89,5.73,4.16
11.573975,5.73,4.9,0.94
11.644897,4.51,5.02,2.31
11.715942,4.28,5.33,0.43
11.786987,4.86,6.47,1.45
11.85791,5.02,6.59,3.73
11.928955,8.55,7.18,1.96
12,14.24,3.06,6.12
12.070923,7.14,7.49,4.24
12.141968,5.3,6.24,1.1
12.212891,4.16,4.31,-1.45
12.283936,3.69,4.2,-2.28
12.35498,6,5.73,1.92
12.425903,3.53,11.89,-2.82
12.496948,4.35,0.75,-1.69
12.567993,11.69,3.22,0.43
12.638916,4.59,6.39,2.75
12.709961,5.69,4.94,2.39
12.780884,1.73,5.37,-0.04
12.851929,6.16,6.32,1.61
12.922974,3.73,7.02,2.75
12.9938965,9.06,5.88,0.75
13.064941,13.73,5.69,5.33
13.135986,6.86,7.65,4.67
13.206909,5.88,4.55,0.16
13.277954,3.69,5.49,0.04
13.348999,4,3.73,-1.88
13.419922,5.14,5.77,3.8
13.490967,8.39,8.71,5.65
13.56189,3.22,6.55,-1.02
13.632935,11.69,5.33,0.59
13.7039795,4.75,4.79,0.86
13.774902,4.67,5.41,3.26
13.845947,3.41,6.35,1.73
13.916992,6.04,6.39,0.08
13.987915,4.94,8.12,2.12
14.05896,2.75,9.85,6.59
14.129883,15.61,5.37,3.92
14.200928,3.8,9.3,5.26
14.271973,4.98,3.65,-1.88
14.3428955,2.98,4.71,-1.1
14.41394,3.45,6.32,-2
14.484985,7.41,5.88,1.65
15.336914,4.9,3.53,-1.37
15.407959,3.3,4.51,-1.37
15.479004,5.53,6.51,-1.18
15.549927,9.85,11.96,-2.31
15.620972,20.01,15.14,3.69
15.691895,8.51,7.37,4.04
15.762939,6.79,6.04,1.49
15.833984,5.1,4.24,1.57
15.904907,3.37,4.31,0.9
15.975952,4.31,5.92,1.84
16.046997,6.08,6.71,3.61
16.11792,7.85,8.32,2.71
16.188965,12.79,2.59,5.84
16.259888,8.98,7.53,3.96
16.330933,4.47,6.35,2.39
16.401978,4.67,2.79,-1.77
16.4729,3.45,3.92,-1.77
16.543945,6.86,5.61,1.14
16.61499,7.3,11.34,-3.22
16.685913,10.36,3.77,-4.12
16.756958,10.12,6.2,3.53
16.828003,6.28,6.9,1.26
16.898926,5.02,4.9,1.73
16.96997,2.59,4.9,0.16
17.040894,6.35,6.55,1.84
17.111938,3.41,7.77,2.04
17.182983,7.69,7.45,5.18
17.253906,14,4.43,3.73
17.324951,4.86,9.22,4.51
17.395996,5.73,3.57,0.9
17.466919,4.28,4.08,-0.9
17.537964,3.26,5.06,-1.69
17.608887,6.98,5.14,2.35
17.679932,0.04,10.79,-2.9
17.750977,5.65,4.98,-1.8
17.8219,12.51,4.47,-0.98
17.892944,3.57,6.51,3.06
17.96399,6.47,4.63,2.31
18.034912,1.88,6.43,0.94
18.105957,5.53,6.35,0
18.177002,4.75,6.75,1.84
18.247925,7.41,6.79,0.9
18.31897,17.61,4.12,4.51
18.389893,4.79,8.71,4.39
18.460938,5.73,3.1,0.71
18.531982,3.53,4.79,-1.29
18.602905,3.69,4.31,-2.24
18.67395,7.3,6.94,1.77
18.744995,4.2,9.92,-2.51
18.815918,4.43,5.65,0.94
18.886963,10.47,4,-0.31
18.957886,3.45,6.24,2.59
19.02893,6.51,5.02,0.94
19.099976,3.26,6.08,0.98
19.170898,6.2,6.28,1.96
19.241943,5.45,8.51,1.92
19.312988,4.24,8.28,7.41
19.383911,12.55,3.41,3.84
19.454956,5.41,9.02,4.86
19.526001,4.55,4.86,1.29
19.596924,4.71,3.96,-1.69
19.667969,3.96,4.9,-0.55
19.738892,5.92,7.02,1.88
19.809937,11.14,8.63,5.02
19.880981,3.53,3.49,-2.82
19.951904,11.34,3.88,1.57
20.02295,5.02,5.3,1.02
20.093994,4.24,5.33,2.08
20.164917,4.31,4.98,1.37
20.235962,7.14,5.92,1.29
20.306885,4.98,7.1,2.55
20.37793,9.34,5.3,2.79
20.590942,5.02,4.71,0.86
21.300903,5.02,6.86,4.16
21.371948,6.67,10.16,3.02
21.442993,8.28,7.02,8.28
21.513916,11.65,4.63,2.67
21.58496,6,7.14,3.77
21.655884,3.88,3.18,0.08
21.726929,2.94,4.71,-0.47
21.797974,5.69,6.08,-2.31
21.868896,8.43,8.43,0.67
21.939941,7.53,9.18,3.41
22.010986,3.22,9.89,4.71
22.08191,10.63,5.81,0.59
22.152954,2.86,4.28,1.73
22.223999,5.65,4.43,2.04
22.294922,3.37,6.08,2.2
22.365967,6.43,7.14,2.67
22.43689,6.86,9.85,2.55
22.507935,6.9,4.55,7.37
22.57898,14.28,6.35,3.61
22.649902,4.16,6.59,3.18
22.720947,4.67,2.82,-2.63
22.791992,3.14,4.98,-1.45
22.862915,4.24,5.81,0.9
22.93396,8.94,10.71,-3.88
23.004883,18.79,2.39,2.67
23.075928,5.3,6.83,3.73
23.146973,9.61,6.67,0.43
23.217896,2.82,4.35,-0.47
23.28894,3.49,4.82,1.37
23.359985,3.26,5.69,1.29
23.430908,7.14,6.83,2.08
23.501953,7.26,9.65,3.14
23.572998,8.71,1.37,6.71
23.64392,12.24,8.55,4.47
23.714966,3.1,5.92,2.51
23.785889,5.57,3.18,-0.82
23.856934,4.39,3.65,-2.59
23.927979,4.39,8.39,0.12
23.998901,8.2,11.61,-2.16
24.069946,20.01,7.81,4.43
24.140991,7.92,6,1.96
24.211914,7.96,5.1,2.2
24.282959,5.73,3.49,0.82
24.354004,2.47,5.53,0.59
24.424927,4.63,6.59,1.8
24.495972,5.37,5.96,4.86
24.566895,8.39,6,3.02
24.63794,11.81,1.37,4.24
24.708984,6.12,8.63,4.43
24.779907,4.55,4.98,1.18
24.850952,4.39,3.92,-0.67
24.921997,3.77,4.55,-2.08
24.99292,7.26,6.59,1.73
25.063965,11.57,12.47,0
25.134888,3.02,3.3,-5.06
25.205933,8.94,8.94,6.16
25.276978,5.88,5.69,0.2
25.3479,4.71,4.55,1.37
25.418945,3.92,4.98,1.26
