NAME:,Walk_1_1,,
EXPERIMENT TIME:,06/06/2023 12:00,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,93,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.31,-9.22,-3.8
0.082003906,0.24,-9.06,-3.57
0.162003906,0.12,-8.87,-3.41
0.243003906,0.35,-9.14,-3.14
0.325003906,0.78,-9.57,-2.82
0.405003906,1.77,-8.83,-4.04
0.487003906,1.61,-10.83,-4.98
0.567003906,-1.37,-8.36,-6.79
0.648003906,-0.75,-6.94,-4.71
0.730003906,-0.2,-9.96,-5.3
0.810003906,-2.04,-7.1,-3.77
0.892003906,-1.18,-8.2,-3.61
0.972003906,-0.55,-8.71,-2.75
1.053003906,-1.37,-10.71,-3.02
1.135003906,-2.47,-11.69,-0.75
1.215003906,-1.77,-11.18,-9.34
1.297003906,4.28,-7.49,-5.33
1.377003906,-3.77,-7.81,-5.49
1.458003906,2.47,-10.04,-3.65
1.540003906,0.47,-6.47,-3.26
1.621003906,0.31,-8.94,-3.1
1.701003906,0.27,-10.67,-3.3
1.782003906,1.65,-10,-2.16
1.863003906,3.02,-10.43,-11.41
1.945003906,-2.55,-8.2,-6.39
2.025003906,0.82,-2.86,-4
2.107003906,-3.22,-9.57,-4.75
2.187003906,0,-6.39,-2.47
2.268003906,-0.08,-10.32,-1.84
2.350003906,-3.88,-11.57,-1.06
2.430003906,-1.37,-11.1,-8
2.512003906,5.14,-9.3,-5.96
2.592003906,-4.9,-9.77,-3.49
2.673003906,0.9,-4.04,-2.47
2.755003906,0.94,-11.77,-3.69
2.835003906,-0.98,-7.92,-3.3
2.917003906,1.61,-11.06,-2.9
2.997003906,2.67,-10,-2.47
3.078003906,4.94,-10.87,-9.34
3.160003906,-4.55,-9.34,-6.47
3.240003906,4.47,-5.96,-4.31
3.321003906,-4.67,-7.88,-3.84
3.402003906,-0.71,-6,-2.51
3.483003906,-1.06,-11.53,-2
3.565003906,-2.55,-11.65,-1.06
3.645003906,-4.08,-13.18,-12.2
3.727003906,2.51,-4.04,-4.94
3.807003906,-1.22,-8.51,-4.31
3.888003906,1.61,-8.9,-4.08
3.970003906,0.55,-7.49,-2.82
4.050003906,1.14,-11.18,-2.86
4.132003906,1.18,-11.96,-1.69
4.212003906,2.28,-7.57,-5.92
4.293003906,-4.59,-11.1,-9.89
4.374003906,2.28,-8.16,-5.92
4.455003906,-0.04,-2.04,-2.39
4.536003906,-2.63,-10.43,-4.2
5.265003906,1.22,-9.53,-3.06
5.346003906,0.51,-12.75,-1.37
5.427003906,4.31,-8.9,-10.04
5.508003906,-5.22,-11.06,-7.41
5.589003906,6.12,-6.9,-4.47
5.670003906,-4.71,-6.59,-2.71
5.751003906,-0.82,-8.12,-2.43
5.832003906,1.29,-11.22,-3.06
5.913003906,-2.86,-12.67,-0.86
5.994003906,-0.71,-9.26,-9.45
6.075003906,3.14,-9.96,-6.9
6.156003906,-5.33,-8.47,-4.98
6.238003906,1.41,-5.81,-2.59
6.318003906,2.16,-8.28,-3.14
6.399003906,-1.37,-9.92,-2.51
6.480003906,1.18,-11.92,-2
6.561003906,2.71,-8.43,-8.08
6.642003906,-3.53,-11.06,-10.08
6.723003906,3.18,-6.9,-4.82
6.804003906,-0.82,-3.69,-3.41
6.885003906,-3.53,-10.59,-3.65
6.966003906,-0.24,-7.53,-1.92
7.047003906,-0.71,-12.16,-1.33
7.128003906,-2.16,-10.43,-5.1
7.209003906,6.47,-10.12,-9.81
7.290003906,-4.98,-4.98,-4.82
7.371003906,2.94,-6.04,-2.9
7.452003906,0.08,-9.18,-2.12
7.533003906,-0.86,-7.88,-1.57
7.614003906,2.55,-11.73,-2.35
7.695003906,3.92,-10,-5.18
7.776003906,0.08,-9.81,-11.49
7.857003906,-0.04,-8.71,-5.49
7.938003906,-1.02,-4.59,-3.53
8.019003906,-2.67,-12.08,-3.92
8.100003906,-0.47,-5.14,-1.73
8.181003906,-2.9,-13.93,-2.79
8.262003906,-3.14,-7.22,-6.43
8.343003906,-5.3,-6.43,-7.49
8.424003906,-2.51,-10.75,-7.45
8.505003906,0.67,-7.02,-3.33
8.586003906,0.55,-6.75,-3.41
8.667003906,0.16,-6.08,-4.04
8.748003906,0.2,-6.59,-2.31
8.829003906,2.08,-11.73,-2.94
8.910003906,2.71,-8.39,-4.43
8.991003906,-0.39,-11.02,-10.55
9.072003906,-0.31,-10.79,-5.3
9.153003906,0.31,-2.08,-3.18
