"Name:","walk_2_1.csv"
"EXPERIMENT TIME:","06/06/2023 15:11"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","20"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.28","1.65","0.24"
"0.050048828","-10.32","1.69","0.27"
"0.100097656","-10.32","1.69","0.16"
"0.15002441","-10.32","1.61","0.20"
"0.20007324","-10.36","1.73","0.04"
"0.25","-10.28","1.65","0.20"
"0.30004883","-10.32","1.65","0.08"
"0.36010742","-10.32","1.69","0.20"
"0.41003418","-10.32","1.73","0.08"
"0.460083","-10.24","1.61","0.20"
"0.51000977","-10.55","1.69","0.16"
"0.5600586","-10.12","1.61","0.20"
"0.6101074","-10.24","1.65","0.12"
"0.6600342","-10.43","1.41","0.39"
"0.710083","-10.28","1.14","0.20"
"0.76000977","-10.40","1.18","0.27"
"0.8100586","-10.51","1.18","0.39"
"0.8699951","-10.40","1.49","0.20"
"0.92004395","-10.04","1.84","0.35"
"0.9700928","-10.59","1.77","0.12"
"1.0200195","-10.00","2.12","-0.55"
"1.0700684","-10.36","0.35","-0.24"
"1.1199951","-10.20","-0.04","-0.04"
"1.170044","-10.87","0.39","-0.67"
"1.2200928","-10.08","1.29","-0.78"
"1.2700195","-10.20","1.18","-0.75"
"1.3200684","-10.08","1.33","-0.78"
"1.3699951","-10.59","1.41","-0.63"
"1.4300537","-11.02","0.71","0.08"
"1.4801025","-11.30","-0.39","0.67"
"1.5300293","-12.67","-0.55","0.94"
"1.5800781","-11.69","1.02","-4.75"
"1.6300049","-11.57","6.35","-3.10"
"1.6800537","-10.67","-0.39","-1.02"
"1.7301025","-12.40","1.26","-1.49"
"1.7800293","-8.36","1.22","-0.67"
"1.8300781","-8.12","1.61","-0.12"
"1.8800049","-7.34","1.77","0.78"
"1.9400635","-7.69","0.31","1.69"
"1.9901123","-10.20","-1.02","2.04"
"2.040039","-11.73","3.65","4.43"
"2.090088","-15.57","-3.49","5.02"
"2.1400146","-20.01","15.34","-2.47"
"2.1900635","-4.08","1.37","-1.61"
"2.2401123","-9.73","1.41","-0.86"
"2.290039","-7.61","1.33","0.16"
"2.340088","-8.32","1.88","-0.90"
"2.3900146","-8.47","0.20","0.04"
"2.4500732","-10.00","-0.55","0.04"
"2.5","-10.24","0.71","1.84"
