NAME:,walk_2_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:27,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,105,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,6.24,-5.49,-5.96
0.041,6.35,-5.26,-6.08
0.082,6.28,-5.26,-5.92
0.123,6.24,-5.3,-5.92
0.164,6.32,-5.37,-6.16
0.205,6.12,-5.41,-6.12
0.246,6.16,-5.41,-6
0.287,6.32,-5.49,-6.04
0.328,6.55,-5.26,-6.28
0.369,6.16,-4.98,-6.2
0.41,5.81,-5.33,-6.16
0.451,6.08,-5.41,-6.04
0.492,6.51,-5.22,-6.55
0.533,6.24,-5.14,-6.51
0.574,5.49,-4.94,-6.16
0.615,5.3,-5.1,-6.08
0.656,6,-5.77,-5.61
0.697,7.06,-5.88,-6.63
0.738,6,-4.55,-6.12
0.779,5.84,-3.96,-5.65
0.82,7.14,-4.2,-5.73
0.861,8.55,-4.59,-5.22
0.902,6.98,-5.65,-5.49
0.943,5.96,-7.02,-6.24
0.984,4.16,-5.45,-5.45
1.025,6.43,-5.26,-6.12
1.066,9.02,-5.61,-5.45
1.107,7.49,-3.8,-4.98
1.148,6,-2.86,-4.04
1.189,5.53,-3.53,-4.71
1.23,7.41,-5.45,-5.73
1.271,8.12,-6,-5.45
1.312,7.45,-4.63,-4.86
1.353,8.16,-4.31,-5.06
1.394,9.92,-4.75,-8.16
1.435,9.3,-7.06,-11.57
1.476,4.35,-8.12,-12.63
1.517,1.18,-7.06,-6.16
1.558,3.3,-4.24,-6.71
1.599,6.32,-3.49,-6.16
1.64,10.63,-5.84,-5.3
1.681,5.96,-1.96,-6.71
1.722,4.35,-1.53,-3.53
1.763,3.18,-3.88,-3.14
1.804,2.43,-4.86,-6.12
1.845,4.39,-8.39,-4.31
1.886,4.39,-7.26,-4.86
1.927,7.3,-7.88,-4.16
1.968,9.57,-9.22,-5.06
2.009,12.32,-12.12,-18.08
2.05,2.47,-6.98,-12.51
2.091,3.69,-3.45,-5.69
2.132,3.37,-0.78,-3.22
2.173,0.43,-2,-4.86
2.214,1.57,-3.65,-9.73
2.255,9.38,-6.63,-1.53
2.296,8.67,-5.96,-9.26
2.337,4.67,-2.59,-5.77
2.378,4.9,-1.57,-3.18
2.419,6.43,-2.71,-3.3
2.46,7.26,-3.65,-3.92
2.501,7.69,-5.41,-5.14
2.542,8.79,-4.94,-4.94
2.583,9.45,-4.55,-4.43
2.624,10.87,-5.14,-9.96
2.665,8.59,-6.67,-13.26
2.706,5.88,-8.51,-12.51
