"NAME:","walk_1_1.csv"
"EXPERIMENT TIME:","05/06/2023 18:09"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","95"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.71","-9.45","-0.86"
"0.100982666","-2.75","-9.41","-0.71"
"0.20199585","-2.55","-9.49","-0.98"
"0.30297852","-2.51","-9.34","-0.9"
"0.4039917","-2.31","-9.41","-1.49"
"0.50497437","-2.2","-9.57","-1.14"
"0.60598755","-2.35","-9.26","-1.73"
"0.70700073","-2.63","-9.89","-2.0"
"0.8079834","-2.67","-9.38","-1.18"
"0.9089966","-2.63","-9.1","-1.53"
"1.0099792","-2.43","-9.61","-1.92"
"1.1109924","-1.88","-9.69","-1.84"
"1.2119751","-2.47","-9.81","-1.41"
"1.3129883","-2.0","-10.67","-2.16"
"1.4140015","-0.43","-9.26","-1.61"
"1.5149841","-0.9","-10.24","1.02"
"1.6159973","-1.69","-8.98","-1.61"
"1.71698","-1.84","-8.79","-1.49"
"1.8179932","-2.39","-8.36","-0.59"
"1.9189758","-2.51","-10.63","-0.35"
"2.019989","-1.29","-12.87","0.67"
"2.1210022","-0.71","-8.9","-1.57"
"2.2219849","0.35","-7.57","-1.22"
"2.322998","-0.59","-9.18","-1.26"
"2.4239807","-1.1","-9.49","-2.0"
"2.524994","-0.98","-9.34","-2.55"
"2.6259766","-1.22","-11.06","-1.88"
"2.7269897","-1.45","-13.65","-2.82"
"2.828003","1.45","-7.85","0.04"
"2.9289856","0.0","-10.28","-2.43"
"3.0299988","-0.47","-8.28","-1.41"
"3.1309814","-1.33","-8.04","-0.78"
"3.2319946","-2.47","-9.41","-0.31"
"3.3329773","-2.47","-10.94","1.14"
"3.4339905","0.12","-12.75","-1.84"
"3.5350037","0.94","-6.67","-1.33"
"3.6359863","0.0","-9.89","-1.61"
"3.7369995","-1.06","-9.81","-1.96"
"3.8379822","-1.45","-10.36","-2.47"
"3.9389954","-1.1","-10.94","-2.82"
"4.039978","0.04","-11.34","-2.94"
"4.140991","2.43","-8.75","-2.12"
"4.241974","0.04","-10.4","-3.3"
"4.342987","-1.8","-7.1","-1.8"
"4.4440002","-1.77","-9.34","-0.78"
"4.544983","-2.04","-10.0","-0.31"
"4.645996","-1.84","-11.22","-0.63"
"4.7469788","-0.24","-10.28","-2.71"
"4.847992","0.27","-7.49","-3.33"
"4.9489746","-0.04","-8.51","-4.59"
"5.049988","-0.63","-8.94","-4.31"
"5.151001","-0.78","-9.38","-6.08"
"5.2519836","-0.31","-9.49","-5.92"
"5.352997","1.29","-10.79","-6.32"
"5.4539795","1.69","-11.22","0.12"
"5.5549927","-0.24","-7.26","-4.31"
"5.6559753","-0.86","-8.47","-2.98"
"5.7569885","-1.96","-9.38","-1.22"
"5.8580017","-2.08","-12.16","-1.37"
"5.9589844","-0.86","-11.96","-4.82"
"6.0599976","1.49","-7.57","-3.65"
"6.16098","0.27","-8.71","-2.47"
"6.2619934","-0.94","-8.67","-3.49"
"6.362976","-1.73","-8.98","-4.08"
"6.4639893","-0.55","-9.73","-5.14"
"6.5650024","-1.02","-10.32","-4.59"
"6.665985","1.92","-8.16","-5.65"
"6.7669983","0.0","-13.38","-1.8"
"6.867981","-1.26","-8.24","-3.14"
"6.968994","-0.94","-7.57","-3.18"
"7.069977","-2.24","-9.38","-0.43"
"7.17099","-2.71","-11.89","-1.18"
"7.272003","0.82","-11.41","-3.14"
"7.372986","1.45","-6.79","-1.88"
"7.473999","0.9","-9.18","-3.73"
"7.5749817","-0.16","-8.47","-3.57"
"7.675995","-0.67","-9.22","-4.28"
"7.7769775","-0.35","-9.92","-5.22"
"7.8779907","0.08","-11.41","-4.2"
"7.9789734","2.75","-7.92","-4.31"
"8.079987","0.12","-9.77","-4.28"
"8.181","-1.45","-7.41","-2.82"
"8.281982","-2.39","-8.98","-1.33"
"8.382996","-2.39","-9.92","-1.18"
"8.483978","-0.82","-11.89","-0.71"
"8.584991","0.39","-10.0","-3.14"
"8.685974","-0.24","-9.22","-2.47"
"8.786987","-0.24","-8.59","-2.31"
"8.8880005","-1.69","-9.53","-3.18"
"8.988983","-1.26","-9.49","-4.24"
"9.089996","-1.61","-11.1","-3.33"
"9.190979","1.8","-8.87","-4.9"
"9.291992","0.63","-11.14","0.0"
"9.392975","-1.22","-8.75","-2.24"
"9.493988","-1.18","-8.0","-1.57"
"9.595001","-1.88","-9.22","0.39"
"9.695984","-2.39","-11.77","0.31"
"9.796997","-0.75","-11.89","-3.88"
"9.89798","1.45","-6.86","-2.51"
"9.998993","0.71","-9.1","-3.37"
"10.099976","-0.55","-8.71","-2.9"
"10.200989","-1.18","-9.41","-3.69"
"10.302002","-1.29","-10.04","-3.41"
"10.402985","-0.43","-12.63","-3.69"
"10.503998","3.14","-7.73","0.94"
"10.60498","0.94","-10.12","-3.49"
"10.705994","-0.94","-7.65","-2.28"
"10.806976","-1.69","-8.59","-0.94"
"10.9079895","-1.8","-10.24","-1.57"
"11.009003","-0.43","-11.41","-1.41"
"11.109985","1.14","-9.3","-2.82"
"11.210999","0.08","-8.94","-2.08"
"11.311981","0.08","-7.57","-1.69"
"11.412994","-1.49","-9.73","-2.51"
"11.513977","-1.02","-10.04","-3.96"
"11.61499","-0.24","-11.02","-2.39"
"11.716003","2.43","-7.81","-3.53"
"11.816986","1.73","-12.32","-1.06"
"11.917999","-0.59","-7.81","-1.37"
"12.018982","-1.06","-8.32","-1.73"
"12.119995","-1.61","-9.53","-1.14"
"12.220978","-2.12","-12.0","1.14"
"12.321991","0.9","-10.94","-1.33"
"12.422974","1.02","-7.3","-1.53"
"12.523987","0.16","-9.77","-2.2"
"12.625","-0.98","-9.92","-1.88"
"12.725983","-1.53","-10.0","-2.94"
"12.826996","-0.16","-10.43","-3.3"
"12.9279785","0.16","-12.71","-3.37"
"13.028992","2.28","-7.37","1.22"
"13.129974","0.59","-9.73","-2.79"
"13.230988","-0.94","-7.85","-2.2"
"13.332001","-1.26","-8.51","-1.77"
"13.432983","-1.22","-9.53","-2.24"
"13.533997","-1.22","-10.32","0.0"
"13.634979","0.75","-10.04","-2.12"
"13.735992","0.35","-7.65","-1.69"
"13.836975","0.04","-8.67","-1.41"
"13.937988","-1.18","-9.96","-2.47"
"14.039001","-1.22","-9.57","-2.79"
"14.139984","-0.35","-11.18","-3.49"
"14.240997","1.49","-11.57","-4.16"
"14.34198","3.45","-9.85","1.37"
"14.442993","-0.16","-8.16","-2.16"
"14.543976","-0.59","-7.37","-2.08"
"14.644989","-1.8","-9.1","-0.39"
"14.746002","-1.1","-11.73","-0.27"
"14.846985","0.67","-12.0","-4.12"
"14.947998","1.92","-7.22","-2.98"
"15.048981","1.33","-9.02","-3.61"
"15.149994","0.35","-8.36","-2.98"
"15.250977","-0.98","-9.85","-3.61"
"15.35199","-1.41","-10.12","-3.73"
"15.453003","1.65","-11.89","-3.22"
"15.553986","2.94","-8.47","-1.1"
"15.654999","1.61","-10.28","-3.14"
"15.755981","-0.35","-8.12","-2.47"
"15.856995","-0.63","-8.16","-2.0"
"15.957977","0.04","-10.43","-2.0"
"16.05899","-1.88","-11.41","0.75"
"16.160004","1.73","-12.32","-1.53"
"16.260986","1.88","-7.73","-1.53"
"16.362","1.41","-9.06","-2.08"
"16.462982","-0.04","-9.41","-2.35"
"16.563995","-0.75","-10.08","-2.71"
"16.664978","0.24","-10.32","-2.04"
"16.765991","0.9","-13.34","-4.04"
