"NAME:","run_2_2.csv"
"EXPERIMENT TIME:","08/06/2023 09:44"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","168"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-1.14","-1.29","-9.73"
"0.104","-0.55","-0.98","-9.41"
"0.206","-0.94","-0.51","-10.08"
"0.316","-0.82","-0.24","-11.38"
"0.419","-2.59","0.55","-10.87"
"0.521","-3.3","1.57","-12.67"
"0.639","-4.59","1.57","-11.81"
"0.723","-6.71","4.86","-13.73"
"0.805","-6.0","4.35","-15.22"
"0.92","-0.31","4.35","-8.04"
"1.017","2.67","5.73","-3.26"
"1.161","3.96","7.53","-7.45"
"1.261","-4.04","6.32","-14.04"
"1.332","-3.18","4.35","-8.55"
"1.416","-7.85","2.82","-9.38"
"1.542","-9.49","12.24","-16.55"
"1.643","-3.65","11.81","-10.04"
"1.743","0.63","6.28","-0.08"
"1.841","3.45","3.33","1.41"
"1.944","-4.63","7.57","-15.38"
"2.038","-4.86","10.08","-8.79"
"2.14","-4.47","3.37","-7.57"
"2.24","-3.69","11.89","-16.32"
"2.336","-1.29","12.91","-10.2"
"2.44","-0.75","6.83","-2.43"
"2.541","2.39","6.9","-5.02"
"2.64","-2.35","5.69","-15.46"
"2.729","-0.08","1.96","-8.24"
"2.834","-0.78","1.88","-9.89"
"2.942","-6.2","5.81","-11.96"
"3.029","-9.14","11.65","-14.08"
"3.137","-1.18","6.79","-5.26"
"3.242","0.86","3.92","-4.0"
"3.344","-1.92","5.61","-14.95"
"3.445","-2.75","0.27","-10.2"
"3.545","-3.88","2.43","-6.98"
"3.641","-6.55","3.3","-10.63"
"4.209","-6.98","13.45","-20.01"
"4.218","0.82","5.06","-7.3"
"4.229","2.04","3.14","-1.57"
"4.241","-2.43","10.12","-12.08"
"4.259","-6.94","3.18","-14.55"
"4.267","-5.14","3.69","-8.51"
"4.345","-3.69","-1.49","-7.49"
"4.457","-8.2","3.26","-19.22"
"4.576","0.2","3.84","-6.86"
"4.657","0.2","5.69","-3.88"
"4.762","3.3","8.12","-7.1"
"4.858","-6.28","11.49","-20.01"
"4.985","-4.04","0.86","-6.32"
"5.062","-3.92","-1.61","-2.63"
"5.162","-7.45","2.55","-15.65"
"5.275","-2.75","3.1","-12.24"
"5.357","-3.1","8.43","-7.77"
"5.473","-0.43","6.9","-8.83"
"5.557","-4.08","-0.2","-17.1"
"5.664","-3.26","2.51","-10.16"
"5.762","-1.29","-3.02","-2.55"
"5.869","-3.1","1.8","-10.59"
"5.966","-7.53","8.55","-18.2"
"6.067","-0.82","4.9","-9.14"
"6.175","1.29","2.94","-5.84"
"6.282","-0.08","2.12","-17.42"
"6.363","-3.61","5.26","-16.4"
"6.489","-5.02","1.69","-8.04"
"6.582","-4.08","0.12","-5.92"
"6.682","-8.39","8.0","-19.57"
"6.809","-0.86","4.35","-11.96"
"6.86","1.22","4.9","-3.96"
"6.973","-1.29","6.32","-9.73"
"7.077","-3.18","5.02","-20.01"
"7.179","-5.02","5.02","-8.94"
"7.275","-2.94","-0.82","-5.84"
"7.386","-4.79","-1.69","-12.87"
"7.488","-3.26","3.14","-10.87"
"7.598","-0.47","6.75","-8.39"
"7.677","2.59","3.96","-7.41"
"7.784","-2.75","8.24","-19.18"
"7.902","-4.47","5.57","-12.16"
"7.981","-3.92","2.98","-9.34"
"8.083","-4.0","2.82","-12.36"
"8.193","-5.14","8.87","-14.47"
"8.302","-1.33","7.34","-7.57"
"8.382","-1.14","7.3","-5.61"
"8.49","0.51","3.65","-11.61"
"8.589","-0.43","1.33","-10.04"
"8.687","2.24","-1.29","-1.45"
"8.793","-2.71","0.55","-6.0"
"8.898","-2.79","12.91","-20.01"
"8.997","0.12","6.75","-7.41"
"9.104","0.98","3.84","-2.39"
"9.21","1.22","5.53","-10.43"
"9.7","-3.77","5.33","-14.83"
"9.704","-3.37","4.35","-7.1"
"9.73","-5.65","0.67","-6.16"
