NAME:,walk_5_2,,
EXPERIMENT TIME:,30/05/2023 13:15,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,103,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,1.26,-9.85,-3.49
0.067,1.33,-8.32,-4.47
0.134,4.94,-8,-3.8
0.201,2.51,-8.79,-3.77
0.268,1.61,-9.53,-2.35
0.335,4.24,-9.89,-2.71
0.402,3.02,-11.18,-2.55
0.469,3.22,-11.41,-5.22
0.536,2.98,-10.32,-3.77
0.603,2.86,-8.47,-5.1
0.67,1.77,-7.22,-5.73
0.737,0.75,-7.26,-2.75
0.804,1.8,-7.53,-2.47
0.871,4.31,-8.39,-2.75
0.938,3.1,-7.96,-3.88
1.005,3.57,-12.08,-1.92
1.072,7.41,-11.3,-6.43
1.139,1.69,-9.61,-3.77
1.206,-0.39,-3.49,-10.43
1.273,4.24,-11.57,-0.31
1.34,4,-7.53,-2.24
1.407,0.82,-7.49,-2.94
1.474,4.43,-7.88,-3.06
1.541,4.16,-10.2,-1.41
1.608,4.67,-9.73,-4.16
1.675,5.61,-12.98,-3.84
1.742,1.65,-10.67,-3.37
1.809,1.53,-9.14,-5.84
1.876,4.63,-8.71,-2.94
1.943,0.82,-6.59,-2.82
2.01,2.35,-3.84,-4.12
2.077,0.59,-14.67,0.27
2.144,7.14,-0.35,0.94
2.211,3.26,-13.57,1.02
2.278,6.83,-7.69,-8.55
2.345,-1.84,-7.53,-5.33
2.412,6.86,-6.04,-6.08
2.479,0.94,-12.43,-1.45
2.546,4.39,-6.98,-2.98
2.613,3.37,-8.9,-1.88
2.68,4.71,-8.71,-3.14
2.747,5.26,-9.3,-3.69
2.814,7.34,-9.81,-3.61
2.881,4.24,-11.85,-2.39
2.948,-0.86,-10.28,-5.37
3.015,4,-7.53,-4.67
3.082,2.39,-7.37,-1.96
3.149,2.35,-6.43,-2.43
3.216,4,-6.59,-2.9
3.283,1.88,-10.08,-0.51
3.35,7.81,-13.42,0
3.417,8.16,-10.47,-4.12
3.484,-0.47,-9.26,-1.96
3.551,4.94,-5.96,-7.14
3.618,4.94,-8.67,-2.9
3.685,3.37,-7.45,-1.73
3.752,3.18,-7.65,-2.39
3.819,3.14,-7.88,-2.35
3.886,4,-9.85,-0.9
3.953,5.88,-9.96,-1.18
4.02,8.04,-12.12,-3.53
4.087,0.12,-12.16,-1.92
4.154,2.04,-8.63,-5.3
4.221,3.57,-7.53,-2.2
4.288,0.67,-7.34,-0.86
4.355,3.8,-6,-2.82
4.422,0.27,-9.73,-0.75
4.489,5.41,-11.81,0.51
4.556,4.9,-14.08,2.75
4.623,6.08,-7.69,-7.69
4.69,0.35,-7.73,-5.69
4.757,7.81,-9.3,-5.33
4.824,0.12,-9.92,-2.75
4.891,2.31,-0.24,-2.98
4.958,2.63,-8.9,-1.22
5.025,3.92,-8.75,-2.51
5.092,4.24,-10.4,-1.8
5.159,3.84,-11.96,-0.71
5.226,4.75,-10.71,-4.39
5.293,3.22,-8.94,-4.98
5.36,2.55,-8.28,-5.45
5.427,1.61,-8.39,-2.2
5.494,0.43,-7.22,-1.53
5.561,2.98,-5.61,-3.41
5.628,0.12,-10.36,0.08
5.695,5.14,-12.24,0.2
5.762,6.39,-14.87,0.78
5.829,2.28,-8.04,-4.79
5.896,2.2,-7.85,-6.47
5.963,5.3,-7.57,-5.14
6.03,1.22,-6.98,-2.79
6.097,3.96,-8.24,-1.57
6.164,3.61,-9.14,-0.98
6.231,3.37,-9.02,-2.12
6.298,5.69,-9.14,-2.31
6.365,5.41,-13.85,-0.86
6.432,0.04,-12.55,-0.9
6.499,4.2,-7.22,-7.61
6.566,2.28,-8.47,-3.14
6.633,0,-7.37,-0.75
6.7,3.96,-6.32,-2.63
6.767,-0.12,-8.98,-0.16
6.834,2.94,-10.67,0
6.901,6,-14.71,4.35
6.968,7.37,-8.59,-7.1
7.035,1.8,-7.65,-6.55
7.102,5.73,-5.92,-4.82
7.169,0.39,-8.24,-2.04
7.236,4.86,-7.73,-1.77
7.303,2.47,-8.79,-1.41
7.37,3.49,-9.06,-1.49
7.437,5.3,-10.24,-2.51
7.504,5.1,-12.47,-1.57
7.571,3.41,-12.51,-1.14
7.638,2.75,-6.94,-8.32
7.705,1.26,-9.45,-1.88
7.772,2.39,-7.88,-0.63
7.839,3.14,-5.18,-1.29
7.906,1.41,-7.3,-0.75
7.973,4.71,-11.81,-0.08
8.04,6.35,-13.61,1.73
8.107,6.98,-5.61,-6.9
8.174,1.06,-6.32,-6.47
8.241,6,-7.61,-4.2
8.308,1.77,-12.63,-1.8
8.375,5.02,-7.61,-1.77
8.442,2.86,-7.37,-2.24
8.509,2.82,-9.06,-1.84
8.576,4.75,-10.16,-2.08
8.643,5.96,-13.1,-1.84
8.71,1.73,-13.42,-0.9
8.777,2.31,-8.24,-7.85
8.844,3.88,-7.88,-4.24
8.911,-3.57,8.75,-12.63
8.978,2.24,-6.08,-1.06
9.045,2.08,-6.94,-1.96
9.112,0.31,-9.89,-1.06
9.179,5.45,-12.12,-0.04
9.246,4.63,-11.69,-1.84
9.313,-0.24,-9.92,-4.2
9.38,4.82,-7.41,-6.04
9.447,5.1,-8.39,-2.86
9.514,2.51,-7.57,-1.92
9.581,3.14,-6.24,-3.33
9.648,4.2,-7.96,-2.12
9.715,5.06,-9.22,-3.18
9.782,6,-10.83,-1.84
9.849,5.88,-12.12,-2.59
9.916,2.04,-12.59,-0.82
9.983,3.77,-6.79,-7.81
10.05,2.82,-8.71,-3.14
10.117,0.27,-7.65,-1.49
10.184,3.18,-5.65,-2.75
10.251,1.69,-7.85,-0.94
10.318,3.49,-12.04,1.06
10.385,7.22,-13.45,2.2
10.452,7.41,-7.18,-10.36
10.519,1.26,-8.98,-5.26
10.586,6,-7.34,-5.37
10.653,1.92,-6.94,-2.67
10.72,2.59,-8.24,-1.8
10.787,4.9,-7.88,-1.77
10.854,3.49,-9.96,-1.53
10.921,5.18,-9.89,-2.75
10.988,6.47,-11.61,-0.59
11.055,5.49,-11.26,-1.29
11.122,0.47,-8.51,-7.49
11.189,3.53,-8.9,-2.9
11.256,2.98,-6.9,-1.57
11.323,2.71,-6.59,-1.45
11.39,1.96,-5.92,-2.55
11.457,0.78,-1.92,0.94
11.524,-3.53,2.47,-1.45
11.591,6.83,-10.08,-2.55
11.658,0.16,-9.53,-4.59
11.725,5.69,-5.41,-7.1
11.792,3.26,-11.02,0.16
11.859,4.31,-7.18,-1.33
11.926,3.33,-7.65,-1.14
11.993,4.24,-9.02,-0.35
