"NAME:","run_4_3.csv"
"EXPERIMENT TIME:","08/06/2023 10:49"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","154"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.67","-1.73","-9.41"
"0.078","-2.9","-1.88","-9.77"
"0.186","-2.35","-1.29","-9.06"
"0.279","-2.43","-1.1","-11.22"
"0.381","-1.53","-2.16","-7.53"
"0.481","-0.35","-1.92","-8.79"
"0.611","-1.14","-1.84","-11.3"
"0.691","-1.57","-1.96","-10.83"
"0.827","-1.65","-1.84","-11.49"
"0.902","-2.63","-2.28","-6.0"
"0.999","-4.82","-0.43","-15.1"
"1.103","-5.61","0.0","-20.01"
"1.207","-0.82","-1.69","-10.94"
"1.3","2.35","-1.33","-5.81"
"1.414","2.2","2.67","-19.77"
"1.506","-4.0","3.02","-19.93"
"1.606","-4.2","0.63","-2.28"
"1.715","-4.28","0.94","-6.63"
"1.793","-6.28","3.02","-15.1"
"1.907","-3.14","-2.35","-13.18"
"2.0","2.43","-0.98","-6.63"
"2.119","3.53","0.47","-7.69"
"2.222","4.67","2.04","-17.77"
"2.336","-5.06","-0.24","-14.59"
"2.408","-5.73","-0.82","-3.37"
"2.506","-4.08","1.14","-3.61"
"2.632","-5.84","-3.57","-9.14"
"2.709","-2.47","-2.59","-14.75"
"2.817","3.06","-2.55","-6.9"
"2.918","2.08","-0.51","-6.63"
"3.014","2.43","1.02","-12.63"
"3.115","-3.8","0.82","-10.67"
"3.215","-4.39","1.37","-3.69"
"3.701","-4.63","0.86","-6.35"
"3.708","-5.1","-1.14","-16.71"
"3.734","-3.92","-0.51","-11.92"
"3.738","2.59","-1.49","-4.47"
"3.743","2.75","0.35","-10.24"
"3.818","-2.2","2.63","-20.01"
"3.929","-5.96","-0.24","-3.61"
"4.098","-5.06","0.24","-1.49"
"4.129","-5.96","3.3","-8.51"
"4.23","-3.65","5.26","-20.01"
"4.332","1.53","-1.1","-2.9"
"4.451","3.02","-0.24","-8.32"
"4.531","3.3","2.55","-15.42"
"4.65","-5.69","1.45","-19.1"
"4.743","-4.47","0.82","-0.04"
"4.847","-5.06","2.86","-6.67"
"4.931","-5.1","-1.73","-14.51"
"5.034","-2.35","-1.41","-11.81"
"5.139","1.88","-2.0","-3.53"
"5.254","2.98","1.92","-13.53"
"5.339","0.98","2.04","-19.1"
"5.446","-5.22","-2.0","-7.06"
"5.536","-2.39","2.59","-4.67"
"5.654","-6.04","2.31","-8.43"
"5.747","-4.63","3.22","-20.01"
"5.855","1.53","-2.12","-7.53"
"5.957","3.1","-1.49","-8.67"
"6.056","-0.59","-1.45","-11.81"
"6.155","-7.3","-1.45","-20.01"
"6.262","-3.88","1.8","-4.24"
"6.341","-5.22","-0.27","-2.47"
"6.452","-2.94","1.53","-16.0"
"6.559","-0.9","1.37","-19.85"
"6.736","1.29","-2.2","-3.88"
"6.759","2.86","0.47","-7.1"
