"NAME:","run_1_3.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:48","",""
"ACTIVITY TYPE:","Running","",""
"COUNT OF ACTUAL STEPS:","148","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-2.82","-8.79","-0.27"
"0.090026855","-1.73","-8.67","0.63"
"0.17999268","-1.22","-8.28","1.73"
"0.27001953","-2.51","-10.59","2.82"
"0.35998535","-0.71","-10.98","3.14"
"0.4500122","1.53","-10.32","1.77"
"0.54003906","-0.86","-5.57","-0.67"
"0.6300049","-3.84","-9.65","2.90"
"0.7300415","-2.59","-18.71","5.81"
"0.8200073","-6.32","-9.34","2.16"
"0.9100342","6.67","-3.22","2.67"
"1.0","-2.82","-6.35","1.69"
"1.0900269","-2.79","-9.14","0.43"
"1.1799927","-1.96","-11.92","2.79"
"1.2700195","0.67","-5.57","-1.65"
"1.3599854","-1.02","-1.14","-2.08"
"1.4500122","-8.04","-14.67","8.16"
"1.5499878","-4.79","-12.55","5.30"
"1.6400146","-1.84","-2.39","-3.49"
"1.7300415","-0.43","-4.12","-2.71"
"1.8200073","0.59","-15.73","5.45"
"1.9100342","-4.75","-14.59","6.75"
"2.0","-0.71","-11.92","0.71"
"2.0900269","0.16","0.31","-1.45"
"2.1799927","-4.16","-13.42","-2.00"
"2.2700195","-0.43","-17.26","4.31"
"2.3599854","-4.71","-10.63","4.00"
"2.460022","-3.14","-1.57","-1.22"
"2.5499878","-0.16","-6.98","5.61"
"2.6400146","-7.45","-12.63","1.22"
"2.7300415","0.04","-11.92","0.00"
"2.8200073","0.12","-3.96","0.67"
"2.9100342","0.04","1.06","-1.65"
"3.0","-6.83","-10.87","3.77"
"3.0900269","-5.77","-15.38","6.24"
"3.1799927","-4.12","-1.06","-3.26"
"3.2700195","0.24","-2.67","-1.65"
"3.3599854","2.51","-11.06","5.92"
"3.460022","-8.04","-12.16","5.65"
"3.5499878","0.63","-9.18","1.92"
"3.6400146","-0.43","-0.75","-2.28"
"3.7300415","-6.43","-14.98","0.71"
"3.8200073","1.29","-16.20","4.86"
"3.9100342","-4.08","-5.10","2.63"
"4.0","0.00","-2.08","3.61"
"4.090027","-3.69","-19.69","10.94"
"4.1799927","-9.22","-17.46","9.81"
"4.2800293","-2.28","-15.49","1.69"
"4.369995","0.20","-4.43","-0.75"
"4.460022","-4.08","-12.55","-4.28"
"4.549988","1.65","-17.77","5.10"
"4.6400146","-6.86","-8.87","4.82"
"4.7300415","-1.73","-1.14","0.12"
"4.8200073","-2.39","-20.01","6.04"
"4.910034","-9.92","-19.14","0.51"
"5.0","-0.63","-9.22","0.35"
"5.090027","1.10","-5.18","-0.20"
"5.1799927","0.24","-3.41","-4.82"
"5.2800293","-4.00","-12.87","-2.43"
"5.369995","-6.20","-12.79","5.45"
"5.460022","-1.84","-1.53","-1.77"
"5.549988","-4.82","-9.53","-0.31"
"5.6400146","-2.51","-10.40","4.20"
"5.7300415","0.27","-12.08","0.78"
"5.8200073","1.80","-7.73","1.57"
"5.910034","0.12","-1.18","-1.26"
"6.0","-9.61","-20.01","12.67"
"6.1000366","-3.18","-14.51","4.98"
"6.1900024","-2.98","-3.57","-0.75"
"6.2800293","0.86","-4.08","-1.22"
"6.369995","2.24","-14.47","1.57"
"6.460022","-5.26","-13.69","5.22"
"6.549988","0.51","-11.53","2.39"
"6.6400146","0.08","-0.31","-1.57"
"6.7300415","-4.43","-11.02","-7.88"
"6.8200073","-1.06","-13.49","1.22"
"6.910034","-3.73","-7.77","3.06"
"7.0","-2.12","-2.63","-0.47"
"7.1000366","-2.00","-4.51","-4.94"
"7.1900024","-4.47","-11.41","2.90"
"7.2800293","-1.06","-12.51","1.88"
"7.369995","1.57","-5.26","0.35"
"7.460022","0.12","-0.31","-2.16"
"7.549988","-2.43","-10.08","1.33"
"7.6400146","-4.24","-13.96","4.43"
"7.7300415","-3.49","-2.63","-2.94"
"7.8200073","-0.27","-5.49","-0.67"
"7.920044","1.96","-14.28","5.22"
"8.01001","-4.31","-13.81","1.65"
"8.100037","2.00","-6.59","0.71"
"8.190002","-0.27","-2.59","-0.55"
"8.280029","-10.08","-20.01","2.08"
"8.369995","3.14","-15.81","2.51"
"8.460022","-3.37","-5.84","2.00"
"8.549988","0.39","-3.06","-1.45"
"8.640015","-4.75","-2.90","-5.61"
"8.7300415","-5.77","-16.12","4.35"
"8.820007","-2.28","-11.96","2.98"
"8.920044","-0.31","-5.22","-0.55"
"9.01001","1.84","-1.84","-4.75"
"9.100037","-2.71","-13.57","-0.78"
"9.190002","-6.24","-14.51","6.24"
"9.280029","-3.69","-1.73","-4.90"
"9.369995","-4.04","-10.63","-3.06"
"9.460022","-3.37","-8.87","4.59"
"9.549988","-0.12","-11.06","0.86"
"9.640015","1.26","-7.34","1.22"
"9.7300415","0.90","-2.31","-1.96"
"9.830017","-9.53","-20.01","4.86"
"9.920044","-0.82","-19.97","7.06"
"10.01001","-4.55","-7.81","5.26"
"10.100037","-0.90","-2.04","0.00"
"10.190002","-3.73","-10.98","-0.63"
"10.280029","-5.33","-12.71","0.67"
"10.369995","-2.35","-14.95","2.39"
"10.460022","1.61","-5.65","0.51"
"10.549988","2.63","-0.98","-3.61"
"10.650024","-6.35","-13.14","-2.67"
"10.73999","-4.51","-11.02","4.16"
"10.830017","-5.69","-1.57","-1.37"
"10.920044","0.24","-6.28","-0.27"
"11.01001","2.79","-4.98","-3.69"
"11.100037","-0.78","-11.22","-0.78"
"11.190002","-0.47","-10.04","2.71"
"11.280029","-0.71","-0.90","-2.35"
"11.369995","-6.39","-20.01","10.16"
"11.460022","-2.24","-19.81","7.61"
"11.549988","-4.51","-6.08","3.37"
"11.650024","0.47","-2.20","-0.08"
"11.73999","0.67","-4.39","-2.90"
"11.830017","-4.71","-13.93","8.36"
"11.920044","-2.43","-14.44","2.24"
"12.01001","0.55","-1.92","-0.67"
"12.100037","-5.33","-10.87","-5.81"
"12.190002","-2.16","-12.12","0.24"
"12.280029","-6.16","-9.65","4.16"
"12.369995","-3.92","-1.45","-1.06"
"12.470032","-6.86","-10.83","0.71"
"12.559998","-3.80","-8.51","5.37"
"12.650024","1.77","-12.08","2.67"
"12.73999","0.20","-8.08","1.22"
"12.830017","-0.16","-2.75","-0.71"
"12.920044","-7.41","-18.12","3.77"
"13.01001","-0.16","-15.81","4.63"
"13.100037","-2.08","-9.53","4.43"
"13.190002","-4.35","-2.55","-0.20"
"13.280029","-4.00","-9.34","0.59"
"13.369995","-5.37","-12.00","-2.75"
"13.470032","0.20","-13.06","4.20"
"13.559998","-0.71","-9.45","1.61"
"13.650024","0.35","-0.55","-1.10"
"13.73999","-5.22","-14.00","2.75"
"13.830017","-0.67","-12.55","5.81"
"13.920044","-2.28","-3.14","2.47"
"14.01001","-0.67","-1.57","-0.12"
"14.100037","1.22","-8.32","2.63"
"14.190002","-7.88","-11.26","6.86"
"14.290039","0.20","-14.20","3.06"
"14.380005","-0.43","-1.26","-2.24"
"14.470032","-4.28","-15.53","-4.43"
"14.559998","-0.67","-15.69","2.00"
"14.650024","-5.57","-9.85","5.77"
"14.73999","-2.90","-0.82","1.57"
"14.830017","-7.57","-10.87","0.82"
"14.920044","-6.32","-9.14","5.37"
"15.01001","-0.04","-10.94","2.12"
"15.100037","2.47","-5.49","1.06"
"15.190002","0.67","-0.59","-1.53"
"15.290039","-4.79","-9.96","4.12"
"15.380005","-3.26","-13.57","6.04"
"15.470032","-3.10","-2.08","-2.28"
"15.559998","0.67","-1.37","-3.41"
"15.650024","1.57","-7.02","7.10"
"15.73999","-5.81","-10.63","1.69"
"15.830017","2.71","-11.02","1.96"
"15.920044","-1.92","-1.33","-0.51"
"16.01001","-6.79","-20.01","2.20"
"16.109985","3.26","-16.48","2.28"
"16.200012","-5.22","-7.77","2.71"
"16.29004","-2.67","-2.63","2.08"
"16.380005","-1.96","-14.98","6.04"
"16.470032","-8.12","-17.06","-2.12"
"16.559998","0.59","-10.20","0.63"
"16.650024","0.71","-3.69","-0.43"
"16.73999","0.90","0.55","-1.88"
"16.830017","-3.69","-8.87","-2.12"
"16.920044","-3.49","-13.45","5.22"
"17.01001","-3.06","-3.77","-2.55"
"17.109985","0.20","-2.20","0.27"
"17.200012","-1.53","-15.69","1.41"
"17.29004","-7.34","-14.04","9.41"
"17.380005","-2.82","-13.77","1.77"
"17.470032","0.63","-4.51","0.16"
"17.559998","-1.61","-5.96","-6.59"
"17.650024","-3.57","-16.71","3.30"
"17.73999","-6.00","-12.79","5.26"
"17.830017","-2.75","-0.75","-2.59"
"17.920044","-2.82","-6.98","-6.16"
"18.02002","-1.33","-10.40","2.47"
"18.109985","-0.86","-11.85","3.49"
"18.200012","0.98","-8.32","2.16"
"18.29004","0.12","-3.53","-1.96"
