NAME:,run_4_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:54,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,-0.75,-9.45,0.75
0.041,-0.78,-9.53,1.06
0.082,-0.75,-9.57,0.75
0.492,-1.65,-8.90,0.86
0.533,-1.53,-9.34,1.33
0.574,-1.88,-9.30,1.84
0.615,-1.49,-8.55,1.10
0.656,-1.26,-8.79,1.06
0.697,-1.33,-9.10,0.39
0.738,-0.20,-9.45,-0.82
0.779,0.43,-9.77,-0.90
0.82,-0.04,-10.59,3.49
0.861,-2.31,-10.87,2.00
0.902,-1.49,-7.69,0.75
0.943,-0.59,-5.33,2.08
0.984,-0.75,-9.10,1.41
1.025,-0.47,-14.83,2.63
1.066,0.67,-13.77,4.04
1.107,1.02,-7.73,2.35
1.148,-1.14,-6.32,1.77
1.189,-2.31,-6.20,1.33
1.23,0.86,-10.59,-6.04
1.271,-0.24,-9.22,-2.20
1.312,-3.10,-13.34,0.27
1.353,-6.47,-19.22,-2.47
1.394,-1.73,-20.01,2.75
1.435,-1.02,-19.69,3.92
1.476,-4.16,-10.71,-0.08
1.517,-3.57,-2.16,-1.61
1.558,-0.63,0.47,-4.24
1.599,2.00,3.06,-3.96
1.64,-6.12,1.33,-4.20
1.681,-7.45,-16.99,-10.98
1.722,3.41,-19.10,4.75
1.763,1.65,-20.01,8.04
1.804,-0.47,-15.97,0.86
1.845,-1.06,-11.53,0.16
1.886,-0.78,-12.43,2.31
1.927,-2.43,-9.65,-0.67
1.968,-1.49,-2.51,-2.43
2.009,-3.18,3.65,-2.31
2.05,-3.37,2.39,-4.82
2.091,0.43,-10.36,-13.61
2.132,1.96,-19.61,2.67
2.173,-4.94,-20.01,10.04
2.214,-3.53,-19.22,-1.49
2.255,-4.35,-10.36,1.80
2.296,-4.28,-7.65,3.18
2.337,-2.00,-1.22,-1.80
2.378,1.49,1.10,-4.67
2.419,4.16,1.45,-7.41
2.46,-1.80,0.51,-3.06
2.501,-8.55,-14.16,-7.37
2.542,-1.92,-20.01,4.20
2.583,-1.37,-20.01,12.51
2.624,2.28,-10.28,-0.82
2.665,2.04,-5.77,-2.28
2.706,-2.43,-5.14,-0.75
2.747,-4.00,-2.67,-0.94
2.788,-3.73,0.43,-2.82
2.829,0.04,2.75,-2.35
2.87,0.04,-11.18,-12.79
2.911,-6.75,-20.01,-4.67
2.952,-3.06,-20.01,9.49
2.993,-6.04,-14.32,-3.53
3.034,-6.55,-7.10,-1.88
3.075,-0.82,-1.69,0.78
3.116,1.77,1.65,-3.49
3.157,1.80,0.47,-7.30
3.198,2.43,4.98,-3.33
3.239,-3.61,-2.94,-4.31
3.28,-15.77,-20.01,-10.98
3.321,7.18,-20.01,15.22
3.362,0.75,-15.53,5.37
3.403,1.96,-2.28,-1.61
3.444,3.65,-4.51,-4.39
3.485,-3.18,-4.47,-1.18
3.526,-3.96,-2.51,-0.16
3.567,-1.57,0.12,-1.18
3.608,1.18,-2.08,-5.30
3.649,1.41,-11.85,-10.67
3.69,-10.00,-20.01,-8.79
3.731,-2.43,-20.01,8.12
3.772,-5.22,-15.73,-7.10
3.813,-4.86,-5.10,0.47
3.854,1.02,-1.37,0.63
3.895,3.22,-0.31,-4.79
3.936,2.20,0.98,-6.08
3.977,-1.26,1.77,-5.02
4.018,-7.53,-7.88,-7.37
4.059,-6.98,-20.01,0.35
4.1,3.37,-20.01,20.01
4.141,0.31,-14.55,1.84
4.182,0.94,-8.08,-5.41
4.223,0.12,-5.10,-0.94
4.264,-5.37,-1.88,-2.00
4.305,-4.08,0.82,-2.71
4.346,-1.53,3.14,-3.06
4.387,2.86,-11.81,-13.45
4.428,-1.69,-19.69,-2.16
4.469,-6.39,-20.01,15.53
4.51,-1.29,-16.55,-4.08
4.551,-3.18,-10.83,-1.96
4.592,-0.51,-2.16,5.45
4.633,0.12,0.71,0.47
4.674,2.51,0.55,-4.55
4.715,-0.98,0.75,-6.94
4.756,-6.12,1.69,-3.49
4.797,-7.26,-20.01,-11.38
4.838,7.73,-20.01,20.01
4.879,-0.94,-16.59,4.59
4.92,-2.00,-5.77,-4.31
4.961,-0.63,-4.24,-3.80
5.002,-3.33,-4.59,-1.41
5.043,-0.47,-1.14,-0.75
5.084,1.80,1.33,-1.26
5.125,6.55,-6.47,-7.96
5.166,-5.53,-12.55,-4.51
5.207,-18.55,-20.01,14.28
5.248,-6.47,-17.77,0.20
5.289,-2.51,-11.89,-2.63
5.33,3.02,-5.30,2.39
5.371,3.96,-0.78,-2.20
5.412,4.75,1.69,-4.35
5.453,0.98,2.71,-5.45
5.494,-9.26,0.16,-6.51
5.535,-13.30,-20.01,-12.87
6.371,9.30,-20.01,15.30
6.476,-1.14,-2.43,-2.82
6.517,-4.04,-0.82,-2.20
6.558,-3.41,2.04,-1.65
6.599,0.94,1.49,-3.22
6.64,-2.90,-17.69,-11.81
6.681,-15.02,-20.01,10.71
6.722,-1.57,-17.61,7.30
6.763,-3.80,-12.75,-5.84
6.804,-3.92,-2.94,-0.27
6.845,1.06,-2.55,-0.78
6.886,3.45,1.22,-2.24
6.927,1.69,1.57,-6.04
6.968,-1.22,-0.08,-7.65
7.009,-8.20,-13.06,-9.14
7.05,-10.51,-20.01,6.39
7.091,5.77,-20.01,17.38
7.132,-1.92,-10.04,0.08
7.173,0.27,-3.41,-3.33
7.214,-1.06,-3.30,-4.79
7.255,-4.31,-2.63,-1.41
7.296,-2.20,0.86,-1.29
7.337,-0.51,1.45,-3.10
7.378,-2.86,-12.71,-13.06
7.419,-9.73,-20.01,-6.24
7.46,-1.80,-20.01,10.51
7.501,-0.63,-16.63,-2.82
7.542,-1.77,-7.06,-2.12
7.583,0.51,1.14,0.27
7.624,1.77,2.08,-3.02
7.665,0.94,2.39,-4.28
7.706,-0.75,1.80,-4.28
7.747,-2.12,-2.67,-3.18
7.788,-9.22,-20.01,-14.91
7.829,-5.02,-20.01,15.18
7.87,-7.18,-20.01,8.63
7.911,-2.35,-8.98,-4.16
7.952,0.90,-4.00,-1.53
7.993,-3.57,-3.45,-2.75
8.034,-5.33,-0.04,-1.53
8.075,-1.22,3.18,-1.65
8.116,-0.24,0.27,-4.79
8.157,-2.90,-12.67,-13.14
8.198,-8.20,-20.01,-4.55
8.239,-1.41,-20.01,8.90
8.28,-0.55,-14.40,-5.45
8.321,-4.31,-7.22,-1.88
8.362,-0.55,-3.14,4.39
8.403,0.39,-1.06,1.18
8.444,2.04,0.43,-3.92
8.485,0.16,0.35,-7.10
8.526,-5.77,1.18,-4.08
8.567,-12.94,-20.01,-13.18
8.608,0.24,-20.01,8.55
8.649,-1.57,-20.01,9.96
8.69,-2.67,-7.02,-1.45
8.731,0.98,-4.12,-4.75
8.772,-2.59,-3.49,-2.55
8.813,-4.47,-2.67,-1.45
8.854,-4.00,-0.94,-2.39
8.895,-1.77,2.59,-1.88
8.936,-1.65,-9.92,-11.34
8.977,-7.06,-20.01,-7.85
9.018,0.47,-20.01,10.55
9.059,-3.14,-16.28,-4.28
9.1,-5.88,-4.94,-0.98
9.141,0.47,-1.73,0.55
9.182,2.71,0.71,-2.79
9.223,3.41,1.10,-5.33
9.264,-6.00,0.90,-5.22
9.305,-6.67,-18.12,-9.02
9.346,-1.33,-20.01,10.36
9.387,-2.04,-20.01,8.71
9.428,-1.73,-6.75,-0.24
9.469,1.29,-2.39,-4.51
9.51,-1.88,-4.51,-3.80
9.551,-5.10,-2.59,-0.55
9.592,-2.75,2.08,0.55
9.633,2.47,-3.37,-5.73
9.674,-0.31,-12.51,-7.92
9.715,-11.10,-20.01,9.34
9.756,-1.14,-18.55,8.00
9.797,-4.20,-12.32,-4.39
