"NAME:","run_3_3.csv"
"EXPERIMENT TIME:","08/06/2023 10:47"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","136"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","2.55","-2.28","-12.08"
"0.036","0.86","-2.71","-9.65"
"0.138","-0.9","-1.26","-8.43"
"0.241","-0.31","0.31","-10.79"
"0.342","-0.86","-0.71","-16.36"
"0.452","0.39","-1.57","-10.36"
"0.553","0.86","-1.02","-8.67"
"0.656","3.1","-1.02","-11.38"
"0.76","1.53","-0.94","-12.08"
"0.857","-0.04","0.63","-10.24"
"0.958","-1.8","-0.24","-6.79"
"1.06","-2.63","-2.55","-9.81"
"1.188","-0.39","-0.94","-14.91"
"1.243","3.26","-1.41","-7.49"
"1.357","0.94","0.08","-8.39"
"1.463","5.33","0.59","-12.36"
"1.562","1.22","-2.71","-11.38"
"1.679","-2.75","-0.43","-10.12"
"1.754","-2.04","1.92","-8.51"
"1.861","-0.04","0.35","-19.97"
"1.962","1.37","-2.35","-10.51"
"2.073","2.35","-2.55","-6.98"
"2.172","1.22","-0.82","-5.3"
"2.276","3.77","-0.63","-19.42"
"2.352","-0.75","-0.27","-14.91"
"2.504","-2.59","-2.55","-3.96"
"2.574","-1.45","-1.18","-9.02"
"2.681","0.39","2.82","-20.01"
"2.783","1.18","-0.59","-11.57"
"2.858","2.59","-1.8","-6.08"
"2.978","1.02","-0.71","-12.4"
"3.084","-1.41","1.61","-18.71"
"3.195","-2.59","-1.1","-6.2"
"3.28","-3.57","-0.63","-4.16"
"3.384","-4.82","-4.51","-14.98"
"3.472","-0.16","-1.18","-10.94"
"3.586","3.18","-0.9","-5.69"
"3.685","2.86","1.37","-9.53"
"3.8","2.04","2.2","-20.01"
"3.886","-3.69","-3.65","-4.82"
"3.994","-3.84","-0.75","-5.57"
"4.091","-4.0","-2.16","-10.94"
"4.195","-1.92","-1.14","-15.61"
"4.278","2.63","0.94","-9.57"
"4.38","3.37","-2.0","-4.12"
"4.478","2.31","-3.14","-10.0"
"5.501","-2.35","-3.14","-9.89"
"5.512","-2.2","0.08","-5.18"
"5.519","-2.59","2.63","-3.73"
"5.527","-4.31","-5.69","-20.01"
"5.534","0.04","-3.14","-7.85"
"5.54","3.69","-0.67","-7.57"
"5.548","3.49","1.1","-12.71"
"5.556","1.33","2.39","-20.01"
"5.578","-2.31","-0.47","-6.04"
"5.583","-2.0","-0.08","-6.79"
"5.605","-3.73","-4.0","-9.92"
"5.707","-2.51","-3.57","-14.75"
"5.818","0.98","-0.08","-6.71"
"5.894","2.82","-1.77","-6.12"
"6.007","2.39","-7.69","-11.73"
"6.111","-1.65","-0.9","-11.49"
"6.21","-1.96","0.78","-6.08"
"6.318","-2.59","2.9","-6.75"
"6.418","-0.94","-3.84","-18.59"
"6.539","0.04","-3.02","-11.1"
"6.609","1.69","-0.82","-6.2"
"6.721","2.28","-1.33","-8.16"
"6.819","2.86","2.2","-20.01"
"6.906","-2.55","-0.04","-6.63"
"7.017","-3.73","-2.55","-5.88"
"7.128","-2.31","-0.59","-14.24"
"7.222","-0.43","-3.1","-12.94"
"7.328","3.06","-1.53","-7.37"
"7.424","2.59","-0.75","-5.73"
"7.527","2.67","-4.75","-14.98"
"7.629","-1.14","-3.41","-9.3"
"7.759","-2.2","0.16","-3.84"
"7.809","-2.39","1.41","-7.37"
"7.932","-0.27","2.2","-20.01"
"8.041","-0.55","-1.69","-10.43"
"8.145","1.84","-1.22","-7.02"
"8.221","2.0","-0.08","-14.59"
"8.32","1.14","0.04","-17.73"
"8.424","-2.31","1.49","-8.67"
"8.533","-2.71","-1.18","-4.51"
"8.633","-3.61","-1.61","-13.1"
"8.734","-1.49","-4.98","-11.65"
"8.846","3.02","1.37","-6.94"
"8.935","2.67","0.24","-8.9"
"9.035","2.75","-5.61","-16.48"
"9.155","-4.16","-3.06","-4.16"
"9.236","-3.06","0.39","-4.39"
"9.334","-5.1","-0.51","-9.61"
"9.442","-1.73","-2.67","-20.01"
"9.546","1.57","-3.26","-7.45"
"9.645","2.59","-1.37","-4.94"
"9.755","4.39","-0.2","-12.51"
"9.843","-3.3","-3.61","-13.26"
"9.963","-1.73","1.37","-3.8"
"10.037","-3.02","0.55","-7.14"
"10.166","-2.71","-6.83","-18.12"
"10.242","-2.28","-4.71","-9.89"
"10.348","2.63","-0.63","-4.71"
"10.443","2.08","1.06","-10.0"
"10.99","0.98","-1.06","-20.01"
"10.998","-2.82","-0.9","-5.84"
"11.006","-3.14","-2.31","-3.3"
"11.015","-3.33","-3.57","-11.96"
"11.035","-0.47","-2.08","-19.46"
"11.071","2.12","-1.77","-4.24"
"11.163","2.67","-0.04","-3.33"
"11.268","6.0","-1.22","-13.81"
"11.365","-2.9","-2.55","-13.69"
"11.47","-4.24","0.47","-4.67"
"11.571","-2.94","0.71","-5.96"
"11.666","-0.94","-3.92","-18.48"
"11.766","-1.96","-4.94","-9.34"
"11.863","2.9","-0.43","-7.1"
"11.972","1.8","-0.43","-10.79"
"12.067","2.04","0.55","-20.01"
"12.17","-1.18","-0.63","-6.2"
"12.273","-3.65","-2.47","-4.16"
"12.373","-6.0","-5.06","-7.45"
