"NAME:","run_1_1.csv"
"EXPERIMENT TIME:","08/06/2023 09:34"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","157"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","0.16","-8.43","-4.75"
"0.08","0.51","-9.77","-5.57"
"0.183","0.2","-10.51","-6.12"
"0.693","0.24","-9.41","-4.12"
"0.7","-1.14","-7.3","-3.49"
"0.71","-2.82","-10.79","-4.2"
"0.721","-1.29","-11.1","-8.12"
"0.74","-1.14","-10.28","-8.63"
"0.791","-1.29","-3.14","-0.35"
"0.894","2.12","-7.26","-5.26"
"0.992","-0.78","-13.42","-6.39"
"1.088","-0.43","-14.98","-6.47"
"1.2","-1.02","-4.63","-4.9"
"1.293","-2.75","-0.43","-0.71"
"1.384","-4.79","-14.47","-0.31"
"1.489","-2.43","-13.02","-5.22"
"1.589","-1.61","0.08","0.9"
"1.689","1.37","-4.08","-2.35"
"1.781","-5.73","-14.28","4.04"
"1.888","-4.08","-9.81","0.55"
"1.982","-2.04","-3.73","-6.55"
"2.086","-1.84","-9.96","-3.53"
"2.2","2.04","-15.06","-5.14"
"2.295","0.47","-6.75","-3.06"
"2.394","3.14","-4.04","-2.75"
"2.493","1.49","-11.18","-0.67"
"2.593","1.02","-15.89","-0.59"
"2.71","-1.49","-5.14","-3.14"
"2.82","-4.98","-5.77","-0.94"
"2.907","-0.43","-12.83","3.57"
"3.013","-2.79","-8.51","-5.02"
"3.122","1.57","-4.86","-7.61"
"3.2","0.82","-2.2","-6.47"
"3.303","4.67","-13.02","1.26"
"3.406","-0.39","-10.2","4.0"
"3.539","2.98","-7.92","-7.02"
"3.604","-0.08","-18.08","-0.67"
"3.711","-1.18","-16.48","1.88"
"3.812","0.08","-5.1","-4.51"
"3.916","-2.0","-5.92","-1.06"
"4.02","3.77","-11.73","-2.12"
"4.116","-1.37","-15.49","1.92"
"4.224","-0.63","-6.12","-5.3"
"4.33","-1.57","-1.69","-3.1"
"4.43","-0.98","-9.18","-2.71"
"4.54","-6.59","-16.83","1.29"
"4.628","1.49","-1.06","-6.75"
"4.735","0.0","2.04","-2.0"
"4.821","1.77","-13.85","3.8"
"4.923","1.18","-9.57","-0.31"
"5.026","-2.35","-7.14","-5.88"
"5.13","1.02","-8.04","-1.88"
"5.236","-2.75","-17.81","0.55"
"5.34","3.1","-6.24","-4.31"
"5.442","1.53","-2.24","-2.04"
"5.538","-0.55","-10.4","5.22"
"5.636","-1.53","-16.55","1.69"
"6.201","-3.06","-5.53","1.14"
"6.208","-2.86","-1.53","-14.91"
"6.219","4.59","-14.44","0.2"
"6.229","0.47","-8.04","5.18"
"6.239","2.67","-7.18","2.24"
"6.261","1.73","-15.73","-0.43"
"6.365","3.06","-10.71","-3.96"
"6.433","-0.94","-6.63","-4.08"
"6.549","-0.55","-9.45","-4.04"
"6.644","0.51","-18.75","-1.53"
"6.753","-0.12","-8.16","0.78"
"6.852","-1.18","-5.33","0.47"
"6.941","2.9","-10.28","-2.51"
"7.041","1.18","-18.71","-0.51"
"7.149","0.47","-6.63","-5.06"
"7.253","-2.16","-3.3","-4.0"
"7.378","0.24","-11.92","-1.37"
"7.454","0.04","-15.06","-2.28"
"7.555","1.77","-7.1","-2.31"
"7.68","1.77","0.9","-4.9"
"7.76","1.33","-15.46","-3.33"
"7.863","-0.39","-8.75","-4.82"
"7.957","-3.45","-3.33","-1.18"
"8.064","-3.61","-13.89","-6.9"
"8.156","-0.2","-12.36","-7.22"
"8.261","0.08","-9.3","-5.88"
"8.368","2.47","-2.47","-6.47"
"8.462","4.98","-6.24","-4.59"
"8.567","-1.96","-9.85","-4.16"
"8.693","-1.37","-3.06","-1.22"
"8.77","-0.98","-6.83","-8.04"
"8.869","2.75","-12.91","-6.04"
"8.966","0.78","-9.18","-3.8"
"9.06","-1.73","-4.2","-1.1"
"9.161","0.47","-5.77","1.65"
"9.268","0.9","-14.32","-3.45"
"9.369","0.43","-8.59","-7.45"
"9.471","-1.14","-4.2","-6.04"
"9.576","-1.73","-12.0","-0.35"
"9.677","-1.53","-12.79","-3.41"
"9.781","0.71","-6.24","-2.75"
"9.883","0.16","-6.9","-3.8"
"9.98","2.04","-18.83","-3.45"
"10.071","0.9","-6.71","-6.51"
"10.18","-4.43","-3.33","-3.45"
"10.285","4.08","-4.24","-0.98"
"10.386","-0.55","-13.89","-1.49"
"10.494","1.06","-4.79","-2.63"
"10.599","1.65","-1.33","-3.65"
"10.673","2.43","-13.93","0.78"
"10.781","1.77","-13.22","-4.35"
"10.885","-4.43","-14.32","-0.78"
"10.979","0.75","-3.33","-7.49"
"11.077","4.55","-10.55","-8.83"
"11.18","2.28","-7.81","-4.82"
"11.697","-0.43","-5.81","-1.92"
"11.71","0.59","-2.04","-7.22"
"11.716","-0.71","-11.1","-1.69"
"11.727","-1.77","-8.28","-7.77"
"11.737","-1.14","-4.16","-4.9"
"11.784","0.59","-13.34","-1.14"
"11.891","-0.2","-10.55","-4.0"
"11.999","0.63","-5.41","-5.06"
"12.098","2.12","-2.86","-7.53"
"12.188","-0.35","-12.83","-0.82"
"12.289","0.63","-11.38","-7.02"
"12.392","-3.88","-3.69","-3.69"
"12.498","-0.35","-10.04","-3.41"
"12.603","0.08","-14.91","-3.92"
"12.699","0.08","-5.53","0.82"
"12.809","1.14","-2.67","-1.69"
"12.91","0.59","-14.91","0.67"
"13.009","-2.31","-13.53","-2.04"
"13.119","-2.79","-2.47","-1.29"
"13.222","-2.16","-8.24","-5.84"
"13.3","1.14","-12.2","-1.88"
"13.408","-1.1","-10.79","-2.86"
"13.51","2.75","-4.71","-0.71"
"13.618","-0.31","-10.83","-2.47"
"13.716","-0.16","-14.4","-2.35"
"13.832","-1.14","-10.04","-5.57"
"13.905","-2.24","-6.2","-5.33"
"14.023","-0.39","-13.06","-2.24"
"14.127","0.35","-11.49","-3.96"
"14.223","1.77","-4.28","-2.47"
"14.33","2.75","-4.24","-5.02"
"14.427","1.33","-17.26","-3.61"
"14.539","0.59","-8.36","-7.3"
"14.638","0.39","-4.9","-5.14"
"14.714","0.63","-4.2","-10.98"
"14.822","-1.45","-11.69","-2.94"
"14.925","0.39","-7.53","-0.67"
"15.029","1.84","-2.98","-0.71"
"15.132","-6.75","-16.36","0.94"
"15.23","1.29","-11.06","-1.49"
"15.335","-2.24","-5.69","1.61"
"15.433","-2.67","-7.49","-4.67"
"15.546","-1.53","-17.18","-3.33"
"15.646","-0.31","-5.22","-1.22"
"15.733","1.77","-5.53","-0.9"
"15.831","4.43","-4.43","-8.55"
"15.929","-0.24","-16.32","-1.88"
"16.032","-1.06","-10.67","-5.06"
"16.14","-2.47","-2.2","-2.71"
"16.236","1.22","-10.0","-7.22"
"16.335","-0.51","-15.73","-4.63"
"16.438","2.39","-6.12","-2.39"
"16.536","5.1","-1.02","-1.49"
"16.634","1.8","-6.79","-6.47"
"17.708","0.86","-11.57","-3.1"
"17.758","-2.31","-8.0","-4.24"
"17.79","-1.65","-13.49","-4.63"
"17.796","-0.98","-11.85","-3.45"
"17.828","1.45","-2.98","-2.63"
"17.836","4.28","-2.24","-3.84"
"17.844","0.82","-14.87","0.04"
"17.852","-0.04","-15.06","-4.12"
"17.859","-2.79","-2.94","-2.82"
"17.866","-2.0","-6.12","-5.84"
"17.871","0.47","-18.91","-5.84"
"17.885","0.78","-10.36","-3.88"
"17.946","0.71","-3.49","-0.35"
"18.05","0.59","-5.18","-3.49"
"18.167","-0.24","-15.14","-0.55"
"18.252","-1.92","-11.41","-3.33"
"18.356","-4.12","-2.9","-2.31"
"18.461","-2.82","-11.49","-1.96"
"18.565","-0.43","-12.75","-3.88"
"18.669","0.35","-7.73","-1.92"
"18.771","0.55","-2.82","-2.12"
"18.867","4.71","-11.3","1.02"
"18.977","-2.79","-12.79","-2.82"
"19.076","-5.81","-9.73","2.35"
"19.18","0.16","-6.94","-2.28"
"19.265","3.96","-12.55","-2.75"
"19.363","1.77","-7.96","-0.78"
"19.465","1.1","-1.96","0.67"
"19.581","-1.8","-13.1","6.86"
"19.683","0.9","-4.0","-5.53"
"19.785","-0.94","-8.51","-4.08"
"19.865","-1.61","-8.98","-4.24"
"19.971","0.08","-17.14","-3.65"
"20.088","-1.41","-10.67","-2.55"
"20.193","0.75","-8.9","-3.18"
"20.272","0.27","-7.45","-7.81"
"20.375","0.67","-13.65","-2.0"
"20.481","1.57","-6.43","-6.12"
"20.589","-0.71","-4.63","-5.37"
"20.694","-2.28","-9.06","-0.86"
"20.787","-0.51","-11.1","-3.3"
"20.897","1.41","-8.9","-2.59"
"21.002","1.18","-8.94","-3.73"
"21.076","-1.06","-15.49","-2.12"
"21.204","0.0","-6.32","-3.57"
"21.304","-2.82","-6.35","-3.33"
"21.385","-4.9","-11.41","1.65"
"21.488","-3.06","-14.44","-1.88"
"21.591","0.67","-11.45","-2.35"
"21.696","5.41","0.59","-7.65"
"21.802","2.31","-8.12","1.33"
"21.902","0.0","-14.91","-4.51"
"22.006","-1.57","-4.35","-4.71"
"22.1","1.61","-8.59","-10.67"
"22.203","4.08","-15.06","-9.49"
"22.31","2.31","-6.75","-1.29"
"22.414","1.22","-5.49","-2.2"
"22.509","-1.45","-12.4","-0.2"
"22.613","0.67","-13.65","-2.47"
"22.692","-0.43","-6.55","-2.67"
"23.193","0.43","-3.69","-4.67"
"23.206","2.24","-14.95","-4.39"
"23.217","0.71","-14.36","-3.84"
"23.239","-0.31","-7.81","-1.88"
"23.249","0.08","-9.34","-4.43"
"23.305","1.69","-12.94","-0.78"
"23.409","1.96","-5.88","-2.59"
"23.51","-2.59","-5.22","-1.65"
"23.613","0.0","-5.26","-1.1"
"23.711","-1.18","-17.61","-1.77"
"23.816","0.12","-6.83","-1.96"
"23.921","3.22","-4.71","-5.49"
"24.02","0.35","-13.49","1.37"
"24.122","1.77","-12.43","-3.8"
"24.222","-0.82","-7.06","-1.49"
"24.342","-1.14","-11.61","-7.06"
"24.419","2.67","-13.14","-3.1"
"24.526","1.45","-6.59","-1.41"
"24.628","2.08","-6.04","-1.8"
"24.734","1.22","-12.47","-1.92"
"24.826","2.51","-12.71","-1.45"
"24.938","-0.31","-9.77","-3.96"
"25.026","-2.0","-2.04","-3.69"
"25.125","0.16","-12.4","-1.69"
"25.232","-2.94","-12.47","-1.06"
"25.334","0.82","-3.53","-8.04"
"25.44","2.35","-8.55","-3.96"
"25.538","-0.27","-15.85","-1.45"
"25.637","-1.45","-12.2","-2.0"
"25.732","-0.12","-5.22","-2.79"
"25.839","2.35","-4.55","-2.2"
"25.942","0.67","-11.18","-2.55"
"26.048","1.45","-6.28","-0.51"
"26.142","2.47","-6.16","-1.41"
"26.249","-1.92","-10.79","3.49"
"26.349","2.16","-13.34","-3.61"
"26.456","-1.22","-6.04","-5.41"
"26.535","-2.08","-6.35","-2.71"
"26.651","-1.1","-9.81","-0.71"
"26.746","-0.31","-16.48","-3.33"
"26.854","0.55","-7.41","-0.08"
"26.949","2.51","-4.12","-3.3"
"27.046","-1.57","-10.83","-0.43"
"27.151","2.0","-13.42","-1.37"
"27.252","0.67","-6.86","-2.0"
"27.35","-1.53","-5.96","-3.69"
"27.444","2.86","-12.04","-4.2"
"27.553","-0.08","-13.85","-2.24"
"27.654","2.79","-8.2","-1.8"
"27.753","8.39","0.16","11.18"
"27.858","1.22","-10.08","-0.47"
"27.958","1.33","-15.69","-4.86"
"28.057","-2.86","-6.59","-3.1"
"28.156","-1.26","-4.98","-3.26"
"29.203","2.79","-0.24","-5.26"
"29.211","0.82","-9.61","-0.2"
"29.219","0.12","-5.77","-0.39"
"29.227","-3.37","-3.84","-8.04"
"29.235","0.98","-14.75","3.02"
"29.243","-1.41","-13.96","-2.63"
"29.264","-1.53","-5.53","-1.49"
"29.269","-0.31","-3.14","-2.71"
"29.275","-0.86","-14.44","-2.24"
"29.282","0.08","-6.39","0.59"
"29.289","1.45","-2.16","-3.8"
"29.374","-0.55","-11.02","0.71"
"29.472","3.06","-15.1","-1.45"
"29.567","0.94","-13.3","-3.96"
"29.666","-2.39","-2.79","-1.84"
"29.774","1.02","-4.24","-6.9"
"29.876","-0.08","-17.18","-4.47"
"29.979","-5.57","-10.55","0.51"
"30.083","1.57","-4.86","-3.26"
"30.188","1.69","-5.88","-4.67"
"30.284","1.73","-13.22","-0.04"
"30.386","-2.04","-16.32","-0.75"
"30.489","-0.71","-8.98","-2.9"
"30.585","-0.24","-3.65","-2.51"
"30.69","-2.67","-13.53","-1.73"
"30.792","-0.39","-17.53","-4.16"
"30.928","1.84","-7.53","-4.28"
"30.98","2.39","-4.04","-5.57"
"31.085","-19.97","-18.75","0.51"
"31.183","-0.98","-16.59","0.31"
"31.287","-0.35","-12.04","0.24"
"31.39","0.12","-3.3","-5.84"
"31.495","0.24","-11.06","-3.77"
"31.588","1.41","-10.08","0.12"
"31.686","-0.67","-10.12","-0.27"
"31.788","-1.41","-7.37","-1.65"
"31.888","-9.26","-7.22","-0.31"
"31.99","0.67","-13.06","0.04"
"32.097","-1.69","-12.55","-1.61"
"32.199","0.08","-1.69","-4.12"
"32.297","-1.29","-14.55","-1.29"
