NAME:,walk4.csv,,
EXPERIMENT TIME:,03/06/2023 14:39,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,88,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-4.432606,-1.569064,-5.687858
0.071,-4.511059,-1.686744,-5.727084
0.142,-4.314926,-1.765197,-5.727084
0.213,-4.589512,-1.804424,-5.844764
0.284,-4.393379,-1.686744,-5.76631
0.355,-3.961887,-1.84365,-5.88399
0.426,-4.079566,-1.96133,-5.687858
0.497,-3.687301,-1.255251,-5.88399
0.568,-4.785645,-0.862985,-6.472389
0.639,-4.2757,-1.451384,-5.491724
0.71,-3.569621,-1.412158,-5.76631
0.781,-2.863542,-1.608291,-5.88399
0.852,-3.216581,-1.098345,-5.295591
0.923,-2.941995,-1.098345,-5.727084
0.994,-3.765754,-0.353039,-6.511616
1.065,-4.079566,0,-6.746975
1.136,-2.981222,-0.509946,-6.511616
1.207,-0.353039,-4.746419,-12.199473
1.278,-4.354153,-1.608291,-3.530394
1.349,-3.059675,-2.785089,-4.667965
1.42,-3.138128,-2.981222,-6.629296
1.491,-4.236473,-1.922104,-5.88399
1.562,-3.530394,-1.529837,-4.785645
1.633,-3.373488,-1.255251,-4.785645
1.704,-3.80498,-0.23536,-4.942552
1.775,-4.197247,-0.470719,-7.413828
1.846,-3.569621,1.490611,-7.84532
1.917,-7.178468,-2.902768,-6.629296
1.988,-3.687301,-3.687301,-9.571291
2.059,-2.902768,-1.84365,-4.511059
2.13,-6.276257,-0.509946,-7.649188
2.201,-4.118793,-1.490611,-4.667965
2.272,-2.157463,-2.039783,-3.844207
2.343,-3.608848,-0.902212,-4.2757
2.414,-3.138128,0.470719,-4.550286
2.485,-3.726527,-0.941438,-9.688971
2.556,-4.824872,-1.333704,-8.159133
2.627,-3.491168,-5.648631,-4.04034
2.698,-8.355267,-1.019892,-7.688414
2.769,0.823759,-2.19669,-7.884547
2.84,-4.785645,-1.216025,-3.177355
2.911,-3.255808,-0.980665,-3.844207
2.982,-3.098902,-0.588399,-3.765754
3.053,-3.80498,-0.980665,-6.11935
3.124,-5.805537,3.059675,-10.15969
3.195,-7.884547,-3.530394,-9.139798
3.266,-1.882877,-7.021562,-7.296148
3.337,-4.04034,-0.196133,-8.943666
3.408,-5.177911,-1.686744,-5.021005
3.479,-3.883434,-0.941438,-4.04034
3.55,-2.824315,-0.823759,-2.19669
3.621,-2.549729,-0.431493,-4.354153
3.692,-3.844207,0.902212,-7.453054
3.763,0.470719,0.470719,-11.689528
3.834,-5.334818,-3.295035,-16.04368
3.905,-5.76631,-6.354709,1.922104
3.976,-4.511059,-5.687858,-7.84532
4.047,-2.275143,-3.883434,-3.687301
4.118,-4.118793,-1.765197,-3.412714
4.189,-4.079566,-0.666852,-3.80498
4.26,-3.569621,0.353039,-5.413271
4.331,-4.001113,-1.882877,-5.687858
4.402,-7.806094,-2.353596,-8.355267
4.473,-7.021562,0.941438,-11.454168
4.544,-1.96133,-7.413828,-1.098345
4.615,-8.355267,-2.588956,-7.531507
4.686,-3.726527,-2.588956,-2.628182
4.757,-2.981222,-1.137571,-2.824315
4.828,-2.275143,-0.745305,-3.530394
4.899,-2.549729,-0.588399,-5.177911
4.97,-2.275143,-3.569621,-9.845878
5.041,-4.667965,-5.021005,-8.08068
5.112,-2.863542,-4.15802,-7.806094
5.183,-7.453054,-1.137571,-5.217138
5.254,-0.941438,-2.432049,-8.119907
5.325,-4.001113,-1.216025,-2.353596
5.396,-3.451941,-0.980665,-3.608848
5.467,-3.80498,0.627626,-3.687301
5.538,-3.098902,-1.451384,-6.472389
5.609,-6.943109,4.550286,-10.434276
5.68,-7.296148,-2.039783,-10.198917
5.751,-1.686744,-9.885103,-2.706636
5.822,-7.256921,0.745305,-9.335931
5.893,-4.314926,-2.000557,-3.334261
5.964,-2.785089,-1.098345,-2.157463
6.035,-2.19669,-0.313813,-3.883434
6.106,-2.863542,-0.392266,-4.942552
6.177,-2.745862,-3.491168,-8.43372
6.248,-4.314926,-4.511059,-12.748646
6.319,-7.609961,-3.098902,-4.942552
6.39,-6.080123,-1.412158,-7.374601
6.461,-2.039783,-2.353596,-8.041453
6.532,-3.765754,-2.19669,-2.07901
6.603,-4.001113,-0.823759,-4.001113
6.674,-3.098902,0.23536,-4.118793
6.745,-1.96133,-0.156906,-6.080123
6.816,-7.963,4.236473,-10.551956
6.887,-8.825986,-1.804424,-10.355823
6.958,-1.372931,-9.728197,-2.000557
7.029,-8.786758,-0.11768,-9.179025
7.1,-3.412714,-2.432049,-2.981222
7.171,-2.785089,-1.137571,-1.84365
7.242,-2.157463,0.196133,-3.648074
7.313,-2.628182,0.941438,-5.099459
7.384,1.372931,-1.647517,-12.277926
7.455,-5.413271,-3.844207,-14.592296
7.526,-7.766868,-6.511616,1.882877
7.597,-2.745862,-5.452498,-9.532064
7.668,-2.745862,-2.471276,-4.667965
7.739,-3.687301,-0.784532,-2.588956
7.81,-3.412714,0,-3.844207
7.881,-3.608848,2.000557,-4.824872
7.952,-4.981779,0.156906,-5.648631
8.023,-9.532064,-6.629296,-8.355267
8.094,-2.549729,-8.590626,-5.060232
8.165,-6.786202,-1.255251,-7.139242
8.236,-3.020448,-2.471276,-4.824872
8.307,-2.07901,-0.078453,-3.138128
8.378,-3.098902,-1.333704,-2.588956
8.449,-2.785089,0.745305,-3.491168
8.52,-4.197247,-2.549729,-7.84532
8.591,-4.667965,0,-9.885103
8.662,-1.882877,-3.883434,-13.297818
8.733,-5.88399,1.804424,-7.531507
8.804,-1.059118,-0.745305,-10.198917
8.875,-3.648074,-1.137571,-0.313813
8.946,-3.373488,-0.470719,-4.903325
9.017,-3.765754,0.11768,-4.079566
9.088,-3.334261,-0.902212,-6.825429
9.159,-7.021562,5.060232,-9.571291
9.23,-8.002227,-0.431493,-8.904439
9.301,-1.059118,-8.276814,-6.315483
9.372,-8.786758,-0.23536,-8.747532
9.443,-3.608848,-1.490611,-2.039783
9.514,-2.981222,-1.176798,-2.981222
9.585,-2.549729,0.11768,-3.059675
9.656,-2.628182,1.372931,-5.609404
9.727,2.235916,-1.216025,-12.395606
9.798,-3.020448,-7.727641,-8.43372
9.869,-8.512173,-8.982892,2.628182
9.94,-3.334261,-5.217138,-9.885103
10.011,-2.549729,-3.138128,-3.098902
10.082,-4.236473,-0.823759,-2.549729
10.153,-3.608848,-0.588399,-3.844207
10.224,-2.000557,1.490611,-6.511616
10.295,-5.687858,-0.431493,-8.198359
10.366,-6.315483,-1.529837,-8.198359
10.437,-4.236473,-3.569621,-10.551956
10.508,-2.07901,-3.412714,-8.237586
10.579,-6.040897,-1.725971,-4.746419
10.65,-2.07901,0.353039,-0.274586
10.721,-3.059675,-1.294478,-3.373488
10.792,-1.216025,0.706079,-5.687858
10.863,-3.177355,-4.432606,-6.982335
10.934,-4.511059,-4.118793,-7.296148
11.005,-2.392823,-1.372931,-13.807764
11.076,-8.708306,-0.706079,-5.844764
11.147,-0.23536,-3.648074,-6.393936
11.218,-3.844207,-1.137571,-1.412158
11.289,-3.648074,-1.294478,-2.941995
11.36,-3.569621,1.725971,-5.256365
11.431,-4.628739,0.313813,-5.962444
11.502,-6.668522,-2.824315,-7.492281
11.573,-3.687301,-7.296148,-9.139798
11.644,-0.196133,-6.393936,-7.335374
11.715,-5.76631,-1.686744,-6.433163
11.786,-3.569621,-0.666852,-0.627626
11.857,-3.373488,-1.412158,-1.882877
11.928,-2.235916,-0.039227,-3.255808
11.999,-4.942552,-1.84365,-8.119907
12.07,0.588399,1.96133,-12.905553
