NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:25,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,101,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,6.24,-4.79,-6.2
0.041,6.75,-6,-6.08
0.082,5.49,-5.41,-6.71
0.123,6.51,-4.9,-6.2
0.164,7.45,-3.84,-5.88
0.205,8.08,-3.57,-5.69
0.246,7.81,-3.49,-5.92
0.287,6.83,-4.35,-5.22
0.328,6.98,-4.71,-5.65
0.369,6.63,-4.08,-5.81
0.41,7.06,-3.88,-5.06
0.451,6.9,-3.77,-5.53
0.492,6.94,-4.86,-5.37
0.533,7.61,-5.69,-5.02
0.574,7.1,-5.84,-5.3
0.615,9.1,-5.1,-9.77
0.656,11.45,-7.53,-10.71
0.697,6.83,-6.24,-12.87
0.738,2.59,-4.2,-8.75
0.779,2.9,-4.12,-4.12
0.82,5.02,-4.43,-5.77
0.861,7.88,-4.67,-4.98
0.902,5.73,-3.06,-5.92
0.943,5.41,-3.53,-4.98
0.984,1.53,-3.41,-4.98
1.025,1.69,-4.86,-4.82
1.066,4.47,-6.63,-4.47
1.107,6.04,-6.98,-5.02
1.148,6.55,-5.41,-5.22
1.189,6.75,-7.53,-4.35
1.23,8.59,-9.81,-5.77
1.271,8.47,-10.08,-14.24
1.312,1.29,-7.81,-7.61
1.353,2.28,-5.73,-6.83
1.394,3.37,-2.16,-7.96
1.435,4.82,-3.8,-6.86
1.476,8.04,-4.86,-4.28
1.517,5.18,-2.71,-6.32
1.558,4.71,-2.71,-6.32
1.599,6.08,-3.41,-5.73
1.64,8.16,-4.9,-4.59
1.681,6.12,-3.73,-4.94
1.722,6.59,-3.73,-4.31
1.763,7.06,-5.14,-5.45
1.804,8.08,-6.24,-5.61
1.845,8.9,-7.88,-3.8
1.886,7.77,-6.32,-6.51
1.927,7.61,-2,-15.61
1.968,7.34,-5.53,-11.73
2.009,8.75,-9.06,-9.85
2.05,2.51,-4.98,-6.59
2.091,2.55,-1.96,-2.31
2.132,2.63,-0.43,-5.49
2.173,4.59,-2.9,-6.59
2.214,8.63,-5.26,-3.61
2.255,3.02,-3.61,-3.65
2.296,4.86,-5.88,-2.43
2.337,8.36,-6.32,-4.55
2.378,10.16,-5.22,-6.28
2.419,10.59,-6.71,-1.73
2.46,6.9,-7.61,-9.65
2.501,4.2,-9.26,-18.99
2.542,2.79,-7.34,-10.04
2.583,4.86,-2.43,-5.65
2.624,1.69,-1.14,-4.04
2.665,2.98,-1.69,-7.65
2.706,8.08,-3.61,-4.98
2.747,8.63,-2.86,-6.43
2.788,7.22,-1.77,-4.79
2.829,6.83,-2.43,-2.47
2.87,6.04,-3.22,-4.04
2.911,7.49,-5.45,-5.88
2.952,10.63,-7.92,-6
2.993,9.26,-6.35,-6.47
3.034,9.38,-4.08,-10.47
3.075,8.04,-3.92,-11.65
3.116,5.1,-6.35,-12.63
3.157,5.33,-7.37,-7.65
3.198,4.39,-5.81,-4.47
3.239,4,-1.45,-6.16
3.28,4.79,-3.06,-4.39
3.321,7.14,-2.79,-4.71
3.362,3.1,-2.47,-4.98
3.403,2.55,-4.04,-4.16
3.444,5.18,-6.39,-4.2
3.485,5.41,-7.96,-5.53
3.526,9.41,-6.98,-4
3.567,8.55,-5.45,-2.9
3.608,8.04,-6.12,-5.22
3.649,8.16,-10.36,-17.38
3.69,-0.51,-7.61,-14.98
3.731,4.16,-6.04,-4.08
3.772,1.26,-1.92,-2.75
3.813,2.24,-2.86,-9.14
3.854,4.9,-3.33,-11.3
3.895,10.98,-5.77,-2.43
4.001,7.1,-2.16,-6.83
4.018,9.02,-2,-2.82
4.228,9.06,-2.51,-5.45
4.387,4.63,0.16,-4.2
4.428,2.71,-3.37,-2.12
4.469,4.31,-3.22,-4.55
4.51,2.94,-4.08,-4.08
4.551,4.08,-4.55,-4.9
4.592,6.51,-6.83,-5.45
4.633,6.43,-6.98,-5.96
4.674,8.51,-7.65,-4.35
4.715,8.2,-8.16,-3.88
4.756,8,-8.98,-10.67
4.797,1.61,-6.55,-13.81
4.838,3.18,-3.8,-6.71
4.879,3.73,-0.51,-4
4.92,1.61,-1.53,-5.77
4.961,5.45,-5.18,-7.65
5.002,8.47,-6.55,-6.28
5.043,6,-3.77,-5.53
5.084,6.55,-2,-4.47
5.125,7.49,-1.92,-3.37
5.166,8.24,-2.94,-4.63
5.207,8.32,-4.24,-5.65
5.248,9.49,-6.47,-5.3
5.289,10.24,-7.77,-4.98
5.33,9.73,-4.94,-10.98
5.371,7.3,-3.65,-10.59
5.412,6.79,-5.02,-9.53
5.453,7.26,-5.1,-7.49
5.494,3.49,-2.55,-8.87
5.535,1.84,-1.84,-6
5.576,5.18,-5.81,-3.18
5.617,7.1,-6.51,-5.77
5.658,5.26,-4.63,-4.28
5.699,6.08,-3.33,-1.61
5.74,7.81,-1.88,-1.92
5.781,9.73,-2.86,-4.35
5.822,12.83,-7.81,-1.92
5.863,8.16,-6.94,-10.59
5.904,6.86,-9.34,-15.77
5.945,4.63,-7.77,-8.55
5.986,2.63,-2.75,-6
6.027,2.16,-0.51,-3.37
6.068,3.69,-1.88,-6.28
6.109,9.1,-5.45,-4.47
6.15,7.65,-4.51,-7.26
6.191,5.37,-3.33,-4.9
6.232,4.67,-2.82,-4.59
6.273,5.02,-3.8,-3.73
6.314,7.22,-5.49,-5.53
6.355,9.57,-4.94,-6.59
6.396,11.81,-4.16,-4.51
6.437,11.45,-4,-9.85
6.478,12.87,-5.96,-10.83
6.519,5.77,-5.53,-13.65
6.56,3.14,-6.67,-7.96
6.601,3.84,-7.81,-6.12
6.642,3.22,-4.47,-6.71
6.683,3.02,-3.26,-4.04
6.724,6.28,-3.26,-4.12
6.765,5.49,-2.2,-2.67
6.806,4.51,-2.67,-2.08
6.847,5.92,-4.35,-3.3
6.888,6.9,-6.67,-6.16
6.929,9.69,-9.18,-4.98
6.97,8.32,-9.18,-2.51
7.011,7.49,-8.51,-6.9
7.052,9.22,-9.26,-15.14
7.093,2.9,-6.79,-12.12
7.134,4.31,-1.41,-6.67
7.175,2.86,0.04,-3.22
7.216,1.96,-2.82,-5.14
7.257,6.59,-4.86,-6.71
7.298,7.18,-5.33,-5.84
7.339,6.39,-4,-5.53
7.38,7.06,-3.02,-4.43
7.421,7.02,-2.35,-3.53
7.462,7.69,-3.18,-4.16
7.503,7.88,-4.43,-5.41
7.544,9.61,-5.61,-4.39
7.585,9.81,-5.73,-5.3
7.626,9.89,-5.1,-10
7.667,9.69,-7.61,-13.18
7.708,4.86,-6.98,-12.91
7.749,2.63,-5.53,-6.43
7.79,2.55,-3.41,-4.47
7.831,4.24,-2.98,-5.61
7.872,7.02,-6.08,-3.49
7.913,6.83,-3.26,-5.26
7.954,3.37,-2.47,-2.86
7.995,4.39,-3.33,-1.33
8.036,5.65,-4.24,-3.26
8.077,6.79,-6,-4.2
8.118,8.28,-7.92,-6.35
8.159,7.53,-10.67,-5.33
8.2,11.3,-10.47,-14.32
8.241,2.82,-7.69,-14.79
8.282,3.37,-3.06,-8.2
8.323,4.28,-0.27,-4.59
8.364,0.04,0.43,-0.98
8.405,5.61,-2,-6.08
8.446,9.3,-5.49,-6.12
8.487,6.79,-4.43,-6.67
8.528,5.1,-3.84,-5.06
8.569,5.45,-3.77,-4.59
8.61,7.3,-4,-3.84
8.651,7.37,-3.8,-4.79
8.692,7.34,-4.63,-5.61
8.733,10.36,-7.92,-4.86
8.774,9.96,-6.67,-8.28
8.815,9.96,-4.24,-11.57
8.856,7.57,-5.96,-13.69
8.897,3.49,-5.69,-12.36
8.938,2.51,-4.43,-4.98
8.979,3.8,-3.3,-3.8
9.02,4.79,-2.12,-7.14
9.061,13.69,-7.3,-0.47
9.102,7.37,-2.04,-6.94
9.143,2.79,-0.35,-3.8
9.184,3.96,-1.26,-1.02
9.225,6.35,-5.41,-2.98
9.266,7.22,-7.57,-8.83
9.307,9.3,-10.59,-6.39
9.348,7.06,-9.53,-4.75
9.389,7.06,-8.04,-13.81
9.43,7.02,-8,-11.77
9.471,3.37,-1.77,-6.39
9.625,3.45,0,-3.49
9.881,7.53,-5.73,-5.88
9.922,9.61,-9.89,-6.63
9.963,8.12,-9.57,-9.53
10.004,8.39,-1.65,-13.96
10.045,5.37,-3.57,-10.16
10.086,9.73,-6.67,-7.92
10.127,3.14,-1.88,-5.84
10.168,5.65,-1.02,-5.65
10.209,6.08,-5.77,-5.73
10.25,3.45,-4.55,-6.98
10.291,1.1,-3.1,-3.1
10.332,2.08,-4.31,-3.88
10.373,5.22,-5.1,-4.16
10.414,7.65,-5.02,-3.69
10.455,8.98,-5.02,-5.37
10.496,9.02,-6.75,-3.8
10.537,7.34,-7.85,-6.55
10.578,7.57,-9.45,-19.93
