NAME:,run_2_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:48,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,-0.39,-9.18,1.88
0.041,-0.24,-9.06,1.73
0.082,0.20,-9.02,1.84
0.123,-1.33,-9.45,0.98
0.164,-2.28,-8.59,0.71
0.205,-2.51,-7.85,-0.12
0.246,-2.86,-10.47,-0.43
0.287,-1.57,-12.08,1.29
0.328,-1.37,-10.63,0.90
0.369,-1.26,-7.49,1.92
0.41,-0.90,-6.63,1.33
0.451,0.39,-9.65,0.98
0.492,2.71,-11.77,2.51
0.533,1.92,-11.10,3.30
0.574,0.47,-9.73,3.73
0.615,0.71,-8.75,2.75
0.656,0.67,-8.59,2.63
0.697,-0.71,-7.06,1.02
0.738,-0.16,-10.28,-9.30
0.779,-3.57,-11.22,0.86
1.148,-4.20,-3.49,-5.22
1.189,-5.10,-10.32,-3.14
1.23,-1.88,-18.48,3.77
1.271,-2.55,-20.01,1.69
1.312,1.29,-15.22,3.69
1.353,1.80,-19.10,4.63
1.394,-1.65,-15.34,0.98
1.435,-2.94,-7.53,-0.78
1.476,-1.37,-1.88,-2.20
1.517,-0.35,1.92,-2.16
1.558,-0.43,0.63,-5.26
1.599,-2.28,-8.67,-9.96
1.64,-7.10,-16.40,-6.47
1.681,-7.30,-20.01,13.45
1.722,-6.08,-16.00,0.59
1.763,-5.77,-11.06,-3.45
1.804,-2.79,-6.63,3.14
1.845,2.82,-1.29,1.45
1.886,4.16,1.10,-3.26
1.927,1.69,1.33,-5.49
1.968,-7.10,-8.00,-7.26
2.009,-6.98,-15.65,0.90
2.05,-2.31,-20.01,5.02
2.091,-0.90,-20.01,1.06
2.132,2.55,-9.53,1.37
2.173,2.20,-7.45,-0.04
2.214,-3.80,-4.67,-1.29
2.255,-5.37,-2.43,-2.55
2.296,-3.30,1.26,-1.61
2.337,-1.06,-6.71,-10.32
2.378,-3.65,-13.02,-5.81
2.419,-6.12,-20.01,13.57
2.46,-1.10,-17.61,1.84
2.501,-2.16,-13.06,-2.51
2.542,-0.43,-5.33,3.65
2.583,1.49,-1.14,-0.59
