"Name:","run_1_1.csv"
"EXPERIMENT TIME:","06/06/2023 15:20"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","25"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-9.14","3.37","-0.51"
"0.050048828","-10.40","2.79","-0.35"
"0.100097656","-9.34","2.39","-0.16"
"0.15002441","-10.47","2.55","0.51"
"0.21008301","-10.55","3.37","-0.31"
"0.26000977","-7.41","3.49","-0.31"
"0.3100586","-10.63","1.96","-0.16"
"0.35998535","-10.28","0.75","0.08"
"0.41003418","-10.79","3.41","-0.12"
"0.460083","-10.79","3.10","-0.51"
"0.51000977","-10.28","2.28","-0.31"
"0.5600586","-9.14","2.39","-1.61"
"0.60998535","-11.26","1.06","-0.94"
"0.6600342","-11.18","1.88","-1.14"
"0.7200928","-11.18","2.90","-0.08"
"0.77001953","-11.77","0.63","0.04"
"0.82006836","-10.04","0.51","-0.35"
"0.8699951","-7.18","-2.31","-2.94"
"0.92004395","-11.49","3.30","-1.10"
"0.9700928","-19.10","2.47","-1.49"
"1.0200195","-18.71","3.22","1.80"
"1.0700684","-12.71","3.92","0.63"
"1.1199951","-6.47","4.43","0.94"
"1.170044","-0.08","1.53","-2.71"
"1.2299805","0.08","1.96","0.08"
"1.2800293","-0.24","1.26","-3.69"
"1.3300781","-20.01","-0.51","-4.90"
"1.3800049","-9.26","10.71","6.24"
"1.4300537","-18.95","4.08","-1.29"
"1.4799805","-12.98","2.20","-0.63"
"1.5300293","-4.31","-1.49","-1.14"
"1.5800781","-1.10","-3.61","-2.28"
"1.6300049","-0.51","1.77","-0.67"
"1.6800537","-10.51","6.55","-0.82"
"1.7299805","-20.01","4.39","9.45"
"1.7900391","-20.01","1.26","3.49"
"1.8400879","-5.81","4.75","0.24"
"1.8900146","4.98","5.92","-2.28"
"1.9400635","-2.28","-0.27","0.31"
"1.9899902","-2.43","-2.43","-1.84"
"2.040039","-20.01","4.28","0.04"
"2.090088","-9.53","7.53","6.00"
"2.1400146","-20.01","4.63","-0.82"
"2.1900635","-10.43","-0.51","-2.67"
"2.2399902","-0.90","0.27","0.98"
"2.3000488","-0.59","-3.06","-2.16"
"2.3500977","-1.02","1.92","-5.45"
"2.4000244","-20.01","6.75","-0.86"
"2.4500732","-20.01","0.67","0.94"
"2.5","-12.87","2.08","1.96"
"2.5500488","-3.06","2.75","0.86"
"2.6000977","3.92","4.82","-2.39"
"2.6500244","-2.31","0.78","0.98"
"2.7000732","-17.02","10.75","-12.36"
"2.75","-20.01","5.45","6.12"
"2.8100586","-14.95","9.26","2.04"
"2.8599854","-16.87","2.12","-4.47"
"2.9100342","-0.39","-0.16","-2.04"
"2.960083","-1.77","-2.86","-2.79"
"3.0100098","1.37","3.10","-1.14"
"3.0600586","-14.44","9.30","-20.01"
"3.1099854","-20.01","10.94","-4.82"
"3.1600342","-20.01","-1.84","2.35"
"3.210083","-6.08","5.30","1.77"
"3.2600098","4.51","2.79","-2.35"
"3.3200684","-2.04","1.88","-0.71"
"3.369995","-2.35","-1.69","-1.65"
"3.420044","-18.36","0.75","8.16"
"3.4700928","-11.38","3.92","5.18"
"3.5200195","-17.38","5.18","-3.10"
"3.5700684","-6.20","0.86","0.08"
"3.619995","-2.55","-3.10","-2.67"
"3.670044","1.22","-1.88","-0.51"
"3.7200928","-4.31","0.31","-9.61"
"3.7700195","-20.01","7.53","-8.79"
"3.8300781","-20.01","0.78","-1.49"
"3.880005","-7.85","3.92","3.84"
"3.9300537","2.55","0.67","-0.75"
"3.9799805","4.51","4.16","-0.43"
"4.0300293","-5.57","-2.59","0.94"
"4.080078","-20.01","5.37","-4.08"
"4.130005","-20.01","1.33","5.10"
"4.1800537","-15.77","5.96","-1.65"
"4.2299805","-12.28","1.80","-4.20"
"4.2800293","-0.67","-1.92","-2.79"
"4.340088","4.16","2.00","-2.12"
"4.3900146","-1.41","1.61","-5.18"
"4.4400635","-20.01","12.32","1.61"
"4.48999","-19.85","-0.71","3.73"
"4.540039","-10.87","4.47","2.90"
"4.590088","-0.78","3.69","0.04"
"4.6400146","4.31","2.08","-3.65"
"4.6900635","-3.41","-0.59","0.75"
"4.73999","-16.00","8.87","-11.92"
"4.800049","-20.01","2.90","7.06"
"4.8500977","-14.00","11.73","4.31"
"4.9000244","-17.93","-0.04","-3.65"
"4.9500732","-2.51","0.20","-2.31"
"5.0","-3.57","-2.67","-3.84"
"5.050049","-0.04","1.02","-0.67"
"5.1000977","-13.22","4.35","-18.04"
"5.1500244","-20.01","9.02","-4.35"
"5.2000732","-20.01","3.45","0.59"
"5.25","-8.98","6.83","2.24"
"5.3100586","2.39","0.16","-1.49"
"5.3599854","2.82","2.55","0.24"
"5.410034","-4.39","-2.24","-0.63"
"5.460083","-20.01","4.35","2.59"
"5.51001","-14.24","4.31","4.47"
"5.5600586","-18.59","5.02","-2.12"
"5.6099854","-7.61","0.08","-1.84"
"5.660034","-0.98","-1.26","-1.45"
"5.710083","0.78","0.24","-0.98"
"5.76001","-0.86","1.61","-4.67"
"5.8200684","-20.01","7.57","3.41"
"5.869995","-20.01","-0.31","7.14"
"5.920044","-9.49","3.77","3.73"
"5.970093","0.82","2.08","-0.55"
"6.0200195","4.39","4.59","-2.90"
"6.0700684","-4.47","4.16","-2.16"
"6.119995","-2.28","10.90","-6.71"
"6.170044","-19.42","4.24","7.57"
"6.220093","-14.91","14.32","1.45"
"6.2700195","-15.26","-2.08","-4.00"
"6.330078","-1.77","-0.27","-2.51"
"6.380005","-2.75","-2.47","-3.80"
"6.4300537","-0.78","4.35","-1.29"
"6.4799805","-13.61","9.26","-4.75"
"6.5300293","-20.01","7.06","-1.57"
"6.580078","-19.30","0.86","-3.14"
"6.630005","-5.37","5.33","0.86"
"6.6800537","5.14","-0.51","-1.53"
"6.7299805","2.04","3.41","1.10"
"6.7800293","-5.61","-2.00","0.39"
"6.840088","-19.89","-0.71","19.18"
"6.8900146","-13.57","8.12","5.02"
"6.9400635","-16.75","4.12","-5.02"
"6.98999","-6.86","2.90","-3.22"
"7.040039","-2.12","-2.28","-1.69"
"7.090088","0.35","-0.55","-1.92"
"7.1400146","-1.96","-0.71","-7.26"
"7.1900635","-20.01","7.53","-3.92"
"7.23999","-20.01","2.12","3.02"
"7.290039","-9.30","4.51","4.63"
"7.3500977","-1.77","1.73","-1.33"
"7.4000244","4.43","0.94","-1.18"
"7.4500732","-3.02","3.61","-2.67"
"7.5","-3.30","13.45","-19.46"
"7.550049","-15.69","-0.20","2.94"
"7.6000977","-12.67","8.36","4.98"
"7.6500244","-17.34","1.49","-5.18"
"7.7000732","-3.92","0.98","-0.51"
"7.75","-2.00","-4.43","-1.96"
"7.800049","-0.35","0.90","-2.98"
"7.8500977","-19.42","5.10","5.65"
"7.910034","-20.01","4.47","-0.59"
"7.960083","-11.85","4.04","0.00"
"8.01001","-2.31","4.20","0.98"
"8.060059","4.24","0.98","0.16"
"8.109985","0.63","0.00","2.24"
"8.160034","-5.37","-2.20","-2.08"
"8.210083","-20.01","14.98","-5.57"
"8.26001","-20.01","1.02","2.79"
"8.310059","-16.48","9.73","6.16"
"8.359985","-12.43","-3.02","-1.37"
"8.420044","-5.45","3.49","-1.84"
"8.470093","-0.63","-2.82","-1.37"
"8.52002","-0.98","1.10","-2.31"
"8.570068","-4.86","5.49","-7.18"
"8.619995","-20.01","11.45","-4.67"
"8.670044","-20.01","-2.20","1.96"
"8.720093","-8.47","6.47","3.10"
"8.77002","-1.29","0.16","-0.08"
"8.820068","4.47","1.29","0.24"
"8.869995","-4.00","-0.08","0.12"
"8.930054","-0.71","11.65","-14.79"
"8.97998","-5.49","-3.45","4.79"
