NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,06/06/2023 12:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,0.24,-10.2,-3.49
0.079956055,0.27,-8.94,-3.88
0.16998291,1.26,-8.75,-4.24
0.25,1.22,-8.47,-4.82
0.33996582,1.61,-8.32,-5.69
0.42999268,0.75,-8.67,-7.34
0.50994873,-0.59,-13.14,-6.63
0.5999756,-3.06,0.04,-3.88
0.6799927,1.18,-7.1,-2.2
0.7699585,-1.53,-8.47,-0.67
0.85998535,1.57,-9.1,-1.02
0.94000244,2.63,-7.69,-0.63
1.0299683,-0.16,-9.77,0.94
1.1099854,4.31,-14.51,0.63
1.1999512,-0.82,-10.47,4.28
1.2799683,-1.88,-19.18,-1.49
1.3699951,1.73,-7.3,-1.22
1.4599609,-0.63,-3.45,-5.06
1.539978,1.96,-3.57,-5.73
1.6299438,-1.96,-20.01,2.16
1.7099609,-5.22,-19.34,-2.08
1.7999878,2.67,-18.01,1.18
1.8899536,-2.04,-8.2,-0.63
1.9699707,2.9,-8.12,-0.31
2.0599976,1.92,-8.39,-1.84
2.1399536,1.45,-11.89,2.12
2.2299805,0.04,-14.28,4.08
2.3199463,-3.8,-10.24,-0.35
2.3999634,1.1,-10.32,-0.04
2.4899902,-0.78,-3.73,-1.53
2.5699463,-1.14,-1.88,-4.98
2.6599731,3.88,-13.77,-2.55
2.75,1.1,-5.73,-8.2
2.829956,-3.77,-0.2,-3.92
2.919983,0.98,-9.53,-2.04
3.0,-0.31,-6.28,-1.88
3.0899658,1.8,-7.73,-0.43
3.1799927,2.47,-9.61,-1.02
3.2599487,0.86,-15.69,-0.43
3.3499756,-6.32,-10.16,-0.31
3.4400024,-1.92,-15.18,-0.43
3.5199585,1.06,-4.63,-1.73
3.6099854,-1.37,-0.86,-4.71
3.6900024,4.31,-8.94,-5.14
3.7799683,4.31,-0.31,-8.67
3.869995,-4.9,2.2,-2.98
3.9499512,0.24,-9.73,-2.16
4.039978,-0.9,-6.67,-0.94
4.119995,2.67,-6.35,-1.61
4.209961,-0.24,-11.53,-1.49
4.299988,-0.51,-16.36,-0.04
4.379944,-6.2,-10.36,0.27
4.4699707,0.78,-12.51,-0.75
4.549988,-0.04,-4.24,-0.12
4.6399536,-2.2,-1.45,-3.69
4.7299805,2.12,-10.0,-6.04
4.8099976,3.53,-4.59,-10.28
4.8999634,-4.47,-0.75,-4.71
4.9799805,0.24,-9.06,-1.73
5.0699463,-1.57,-7.45,-0.39
5.1499634,2.51,-6.75,-0.71
5.23999,1.84,-10.59,-1.14
5.329956,2.0,-15.38,0.0
5.409973,-3.88,-10.83,3.57
5.5,-1.69,-16.44,-1.8
5.579956,1.02,-5.88,0.27
5.669983,-2.43,-1.8,-4.55
5.7599487,3.92,-4.2,-7.14
5.839966,5.53,3.49,-17.93
5.9299927,-3.57,-6.79,-2.79
6.0099487,-0.55,-12.04,3.37
6.0999756,-2.04,-6.47,-0.67
6.1900024,3.3,-5.81,0.12
6.2699585,2.04,-10.9,-2.08
6.3599854,4.59,-13.53,0.24
6.4400024,0.16,-9.73,6.28
6.5299683,-3.14,-20.01,0.2
6.619995,1.61,-7.65,0.08
6.699951,-1.18,-1.49,-3.49
6.789978,1.61,-4.35,-8.12
6.879944,-0.04,-19.77,-7.06
6.959961,-4.55,-2.35,-2.08
7.049988,-0.43,-13.06,3.77
7.129944,-1.57,-6.9,-0.75
7.2199707,3.1,-6.39,-0.08
7.3099976,2.12,-9.73,-2.28
7.3899536,4.08,-11.73,0.24
7.4799805,-2.55,-10.4,7.41
7.5599976,-1.22,-19.53,-0.31
7.6499634,2.04,-6.94,-0.12
7.73999,-1.96,-0.94,-4.94
7.8199463,3.8,-4.0,-7.85
7.909973,0.2,-13.26,-9.92
7.98999,2.28,-20.01,2.47
8.079956,-0.94,-14.59,5.81
8.169983,-0.04,-7.92,-1.84
8.25,2.71,-6.32,0.16
8.339966,1.61,-10.4,-2.04
8.419983,3.37,-12.47,-0.43
8.509949,1.22,-12.24,4.16
8.589966,-3.26,-20.01,-0.59
8.679993,1.18,-7.3,-1.1
8.7699585,-1.49,-1.18,-3.49
8.849976,1.14,-3.14,-7.18
8.940002,-2.51,-20.01,1.14
9.0199585,-5.33,-20.01,-3.06
9.109985,0.27,-15.22,3.45
9.199951,-1.41,-7.34,-1.06
9.279968,2.39,-8.47,-0.04
9.369995,2.47,-9.14,-1.22
9.449951,1.26,-11.38,3.92
9.539978,-0.63,-12.32,2.55
9.629944,-2.94,-16.63,-0.47
9.709961,2.2,-7.96,-0.47
9.799988,-1.45,-2.47,-2.12
9.879944,-0.47,-1.96,-4.98
9.969971,0.43,-18.67,1.14
10.059998,2.31,-12.98,-3.92
10.139954,1.84,-11.41,-6.04
10.22998,-0.55,-7.3,-0.16
10.319946,0.39,-7.45,0.16
10.399963,2.82,-7.61,-0.12
10.48999,1.18,-10.51,0.51
10.569946,2.24,-17.22,0.43
10.659973,-4.67,-10.83,2.86
10.75,-0.86,-13.73,-0.86
10.829956,1.06,-5.22,0.78
10.919983,-1.92,-1.29,-4.2
11.0,2.39,-6.43,-8.75
11.089966,6.55,4.08,-16.0
11.179993,-2.55,-4.28,-4.04
11.259949,-0.2,-11.49,2.75
