"NAME:","walk_2_1.csv","",""
"EXPERIMENT TIME:","08/06/2023 12:34","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS: ","105","",""
"","","",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","8.55","2.94","6.16"
"0.07104492","8.36","7.73","3.57"
"0.14202881","5.84","5.41","2.24"
"0.2130127","4.98","3.65","-0.39"
"1.1360474","10.63","2.24","2.75"
"1.2070312","4.39","7.77","4.71"
"1.2780151","5.65","4.39","0.51"
"1.348999","4.71","4.94","-0.78"
"1.420044","4.75","5.73","-1.29"
"1.4910278","6.35","6.24","1.53"
"1.5620117","7.96","8.00","3.65"
"1.6329956","2.75","2.79","0.35"
"1.7040405","8.94","6.90","6.71"
"1.7750244","5.65","5.84","1.18"
"1.8460083","5.22","4.24","1.77"
"1.9169922","4.31","4.08","0.90"
"1.9880371","4.16","6.12","1.73"
"2.059021","7.10","8.04","3.65"
"2.130005","8.36","8.16","5.14"
"2.2010498","6.94","3.37","6.39"
"2.2720337","9.49","7.37","3.53"
"2.3430176","4.90","5.57","3.26"
"2.4140015","4.55","3.33","-1.22"
"2.4850464","4.51","4.35","-1.29"
"2.5560303","8.47","7.92","0.90"
"2.6270142","8.28","12.59","-1.88"
"2.697998","15.77","6.20","4.59"
"2.769043","6.35","5.57","2.71"
"2.8400269","7.02","4.90","1.57"
"2.9110107","5.33","4.24","1.92"
"2.9819946","4.00","5.37","1.18"
"3.0530396","5.49","6.67","2.04"
"3.1240234","7.06","7.49","2.75"
"3.1950073","6.71","8.87","1.73"
"3.2660522","8.00","1.92","6.32"
"3.3370361","9.57","7.45","4.04"
"3.40802","5.02","6.39","2.90"
"3.479004","4.71","2.94","0.08"
"3.5500488","4.43","4.12","-1.02"
"3.6210327","6.20","6.94","0.43"
"3.6920166","9.57","11.53","-2.39"
"3.7630005","18.51","12.63","2.94"
"3.8340454","3.45","5.30","4.31"
"3.9050293","11.41","4.94","-0.16"
"3.9760132","4.35","3.53","1.61"
"4.046997","3.69","5.84","2.00"
"4.118042","4.24","6.63","1.61"
"4.189026","6.94","6.86","3.18"
"4.26001","6.59","9.61","2.90"
"4.3309937","7.85","4.71","7.34"
"4.4020386","11.22","7.34","3.49"
"4.4730225","3.92","5.37","2.79"
"4.5440063","6.00","3.41","-0.39"
"4.6150513","3.92","5.14","-2.20"
"4.686035","6.35","7.77","-1.22"
"4.757019","9.22","10.63","-1.37"
"4.828003","19.97","4.75","3.30"
"4.899048","3.41","5.02","4.28"
"4.9700317","10.04","6.08","0.27"
"5.0410156","4.98","3.92","1.29"
"5.1119995","3.77","5.57","1.77"
"5.1830444","3.65","6.51","1.92"
"5.2540283","7.14","7.14","3.45"
"5.325012","7.57","9.73","2.98"
"5.395996","7.77","6.55","7.18"
"5.467041","10.90","5.45","3.73"
"5.538025","4.98","5.92","2.94"
"5.609009","4.51","4.51","0.20"
"5.6799927","3.92","4.75","-0.78"
"5.7510376","4.79","5.88","-1.10"
"5.8220215","8.36","7.10","1.22"
"5.8930054","10.79","9.57","5.69"
"5.9640503","4.12","6.83","0.31"
"6.035034","10.51","5.10","0.39"
"6.106018","3.30","4.90","1.69"
"6.177002","5.53","4.47","1.77"
"6.248047","3.26","5.41","1.45"
"7.9260254","7.85","6.47","1.22"
"7.9970093","4.43","11.73","-0.59"
"8.992004","6.20","7.61","1.57"
"9.063049","5.88","11.38","-2.28"
"9.41803","3.37","5.14","1.45"
"9.489014","7.10","6.43","1.96"
"9.559998","5.92","8.20","3.10"
"9.6310425","7.65","7.45","5.49"
"9.702026","8.43","1.88","2.94"
"9.77301","7.26","7.06","3.30"
"9.843994","5.33","5.53","1.45"
"9.915039","4.39","3.49","-0.39"
"9.986023","3.73","4.82","-1.29"
"10.057007","7.88","7.18","-0.86"
"10.128052","7.30","12.71","-1.53"
"10.199036","9.77","1.84","-5.37"
"10.27002","7.34","7.65","4.94"
"10.341003","6.55","5.22","-0.04"
"10.412048","4.59","3.73","1.77"
"10.483032","3.96","4.35","1.14"
"10.554016","5.02","7.22","3.06"
"10.625","6.90","8.36","3.65"
"10.696045","8.32","9.57","5.61"
"10.767029","7.18","2.20","4.67"
"10.838013","8.79","6.47","2.98"
"10.908997","5.22","4.86","2.51"
"10.9800415","4.55","4.67","-1.45"
"11.051025","4.35","4.75","-1.92"
"11.122009","6.04","8.43","1.26"
"11.192993","6.71","11.06","-2.24"
"11.264038","2.98","1.88","0.00"
"11.335022","8.90","6.04","0.75"
"11.406006","4.28","5.30","1.65"
"11.477051","4.98","3.73","1.61"
"11.548035","3.18","5.30","2.28"
"11.619019","7.61","7.02","2.55"
"11.690002","6.08","9.10","2.94"
"11.761047","6.00","8.83","7.06"
"11.832031","9.89","4.20","2.35"
"11.903015","7.10","6.16","3.77"
"11.973999","4.55","4.94","0.78"
"12.045044","3.96","4.04","-1.26"
"12.116028","5.18","5.49","-1.77"
"12.187012","6.71","8.24","1.33"
"12.257996","10.47","9.96","5.69"
"12.329041","6.63","4.90","-1.22"
"12.400024","9.41","4.67","1.77"
"12.471008","4.12","4.04","0.71"
"12.541992","4.31","4.82","2.82"
"12.613037","3.96","5.26","1.14"
"12.684021","7.45","7.45","2.94"
"12.755005","6.39","9.61","3.06"
"12.82605","5.33","8.04","7.49"
"12.897034","10.87","4.31","2.12"
"12.968018","4.98","6.47","3.45"
"13.039001","4.98","3.96","-2.08"
"13.110046","4.00","4.90","-1.06"
"13.18103","4.94","7.92","-1.22"
"13.252014","10.08","10.43","-1.18"
"13.322998","15.89","5.96","2.71"
"13.394043","4.90","4.59","1.10"
"13.465027","10.40","4.82","0.43"
"13.536011","3.96","4.47","1.69"
"13.606995","5.10","4.59","1.61"
"13.67804","3.61","5.88","1.92"
"13.749023","6.35","7.88","4.00"
"13.820007","8.04","9.26","2.90"
"13.891052","6.51","5.88","6.63"
"13.962036","11.22","5.57","4.04"
"14.03302","4.94","5.49","2.71"
"14.104004","4.43","3.92","-0.59"
"14.175049","4.43","4.67","-2.00"
"14.246033","5.81","7.53","-0.90"
"14.317017","10.12","11.69","-2.51"
"14.3880005","12.87","6.16","-1.65"
"14.459045","6.55","7.65","3.92"
"14.530029","5.96","5.10","0.20"
"14.601013","6.20","4.75","2.12"
"14.671997","3.84","4.98","1.06"
"15.524048","8.16","4.98","0.59"
"15.595032","4.75","5.10","1.80"
"15.666016","5.33","4.75","2.16"
"15.7369995","2.90","5.73","1.22"
"15.808044","7.45","6.43","2.00"
"15.879028","6.55","8.94","2.94"
"15.950012","9.06","7.34","5.41"
"16.020996","8.43","2.75","2.31"
"16.092041","6.51","6.24","2.94"
"16.163025","6.04","4.63","1.06"
"16.234009","4.00","3.96","0.27"
"16.304993","5.30","5.37","-0.98"
"16.376038","6.04","8.08","2.20"
"16.447021","9.81","9.96","5.14"
"16.518005","5.18","4.35","-1.96"
"16.58905","9.10","4.31","0.71"
"16.660034","3.26","3.92","1.77"
"16.731018","5.06","4.82","2.24"
"16.802002","3.45","5.30","0.63"
"16.873047","8.43","6.79","4.04"
"16.94403","5.02","10.12","3.49"
"17.015015","7.45","8.24","6.43"
"17.085999","9.18","2.98","2.59"
"17.157043","6.86","5.88","4.28"
"17.228027","4.67","4.00","0.82"
"17.299011","4.55","4.04","-0.55"
"17.369995","5.30","6.08","-1.84"
"17.44104","7.26","9.10","2.00"
"17.512024","10.20","8.79","5.14"
"17.583008","5.73","5.84","0.00"
"17.654053","9.18","5.41","1.22"
"17.725037","4.16","4.59","0.98"
"17.79602","5.06","4.67","2.16"
"17.867004","2.75","5.06","1.10"
"17.93805","9.10","6.55","3.33"
"18.009033","5.53","9.92","3.33"
"18.080017","6.55","7.10","7.57"
"18.151001","10.67","3.30","2.59"
"18.222046","5.06","6.28","3.45"
"18.29303","6.04","4.35","-0.59"
"18.364014","3.73","5.22","-0.67"
"18.434998","4.28","4.90","0.35"
"18.506042","8.16","7.77","0.16"
"18.577026","10.83","9.30","3.37"
"18.64801","4.51","8.04","-0.27"
"18.718994","8.87","4.28","-0.20"
"18.79004","3.61","4.55","1.14"
"18.861023","4.43","4.86","2.28"
"18.932007","4.59","4.98","1.53"
"19.003052","8.79","6.16","2.94"
"19.074036","3.41","11.18","3.45"
"19.14502","6.55","6.04","9.22"
"19.216003","11.45","3.84","4.63"
"19.287048","6.20","5.18","3.61"
"19.358032","5.84","3.88","-0.71"
"19.429016","5.69","3.96","-0.59"
"19.5","7.06","4.43","-1.37"
"19.571045","7.85","8.20","0.47"
"19.642029","8.55","8.55","0.51"
"19.713013","4.47","4.79","4.71"
"19.783997","10.32","3.37","0.35"
"19.855042","5.49","4.47","2.08"
"19.926025","5.06","4.39","2.51"
"19.99701","2.86","4.71","1.18"
"20.067993","7.37","7.30","2.94"
"20.139038","7.30","9.65","3.73"
"20.210022","9.34","5.69","7.57"
"20.281006","9.10","4.79","4.86"
"20.35205","4.04","5.14","2.55"
"20.423035","5.37","3.22","1.41"
"20.494019","3.96","5.06","-0.98"
"20.565002","3.80","5.69","-0.78"
"21.346008","10.71","3.84","4.55"
"21.416992","4.79","6.24","3.88"
"21.488037","5.41","3.02","0.35"
"21.559021","4.31","3.80","-0.90"
"21.630005","4.82","4.86","-1.77"
"21.70105","7.41","7.37","0.55"
"21.772034","12.12","8.90","2.39"
"21.843018","4.08","2.20","-2.35"
"21.914001","9.45","5.53","2.47"
"21.985046","5.02","4.82","0.63"
"22.05603","4.20","3.53","1.80"
"22.127014","4.20","5.53","1.10"
"22.197998","6.04","6.67","2.43"
"22.269043","6.24","8.32","3.45"
"22.340027","4.90","8.67","5.73"
"22.41101","9.45","2.00","1.96"
"22.481995","7.30","7.61","4.12"
"22.55304","4.59","4.98","1.80"
"22.624023","4.59","3.73","-0.55"
"22.695007","5.06","5.22","-1.49"
"22.766052","6.71","8.16","1.10"
"22.837036","5.73","11.92","-2.43"
"22.90802","6.28","1.37","-2.71"
"22.979004","8.00","6.51","2.98"
"23.050049","4.82","5.02","0.47"
"23.121033","5.22","4.75","2.24"
"23.192017","3.30","5.45","1.33"
"23.263","7.85","6.71","2.12"
"23.334045","5.84","8.32","3.61"
"23.40503","5.57","8.90","7.45"
"23.476013","8.20","3.10","4.43"
"23.546997","7.06","6.00","2.12"
"23.618042","4.63","4.71","1.33"
"23.689026","5.37","4.24","-1.29"
"23.76001","4.98","4.59","-2.39"
"23.830994","6.24","8.43","2.12"
"23.902039","5.53","11.22","-3.92"
"23.973022","6.90","2.28","-2.75"
"24.044006","8.08","5.69","1.14"
"24.115051","4.82","4.98","0.63"
"24.186035","5.02","4.24","1.65"
"24.257019","3.02","5.26","1.65"
"24.328003","7.96","6.79","2.12"
"24.399048","5.37","9.96","3.41"
"24.470032","6.47","7.88","7.57"
"24.541016","10.40","4.51","2.94"
"24.612","5.33","5.96","3.41"
"24.683044","5.02","3.69","-1.26"
"24.754028","4.75","3.77","-0.71"
"24.825012","4.86","6.47","-0.94"
"24.895996","6.16","7.77","2.63"
"24.967041","12.47","8.75","1.14"
"25.038025","2.90","7.85","4.98"
"25.109009","10.00","4.79","-0.78"
"25.179993","3.92","4.75","1.65"
"25.251038","4.51","4.59","1.69"
"25.322021","3.77","6.55","1.92"
"25.393005","7.49","7.06","3.02"
"25.46405","6.79","10.40","3.41"
"25.535034","7.77","5.41","7.34"
"25.606018","11.06","5.37","3.41"
"25.677002","3.84","5.81","3.53"
"25.748047","4.71","2.86","-1.37"
"25.81903","4.63","4.47","-0.63"
"25.890015","5.88","7.77","-0.63"
"25.960999","9.02","10.24","-1.22"
"26.032043","14.08","12.00","4.71"
"26.103027","7.06","8.08","3.10"
"26.174011","6.39","4.75","-0.04"
"26.244995","5.22","4.55","2.28"
"26.31604","3.37","5.61","0.43"
"26.387024","5.69","5.61","1.92"
"26.458008","6.94","7.77","3.45"
"26.529053","10.59","7.96","4.59"
"26.600037","7.73","2.28","5.10"
"27.381042","3.96","5.18","1.18"
"27.452026","6.59","6.86","2.63"
"27.52301","6.35","7.57","2.90"
"27.593994","8.55","8.08","6.12"
"27.66504","8.94","1.37","5.84"
"27.736023","7.61","5.96","3.06"
"27.807007","5.02","4.39","1.88"
"27.878052","4.75","4.12","-0.67"
"27.949036","4.31","5.61","-1.53"
"28.02002","7.30","6.55","2.00"
"28.091003","4.39","11.14","-0.08"
"28.162048","8.63","2.59","-0.20"
"28.233032","7.26","6.04","2.90"
"28.304016","5.06","4.75","0.35"
"28.375","4.71","4.31","2.08"
"28.446045","3.73","5.61","1.49"
"28.517029","6.51","6.51","2.82"
"28.588013","5.69","7.61","2.90"
"28.658997","8.20","6.83","5.69"
"28.730042","8.32","1.45","5.22"
"28.801025","9.06","5.77","4.00"
"28.87201","4.31","4.90","1.80"
"28.942993","4.51","4.35","-1.69"
"29.014038","4.63","4.79","-1.45"
"29.085022","6.67","7.85","1.53"
"29.156006","7.10","11.81","-2.39"
"29.22705","8.36","0.82","-1.14"
"29.298035","7.92","6.24","4.51"
"29.369019","4.98","4.98","0.71"
"29.440002","5.33","3.69","1.84"
"29.511047","3.57","4.98","1.22"
"29.582031","7.10","6.67","3.02"
"29.653015","5.57","8.43","3.57"
"29.723999","8.28","6.98","5.77"
"29.795044","9.14","1.73","4.00"
"29.866028","6.98","6.08","3.41"
"29.937012","5.14","4.82","1.84"
"30.007996","4.47","4.04","-0.98"
"30.07904","3.92","4.94","-1.73"
"30.150024","8.47","5.30","2.47"
"30.221008","6.83","11.02","-3.53"
"30.291992","9.30","-0.20","-2.16"
"30.363037","8.43","6.94","3.96"
"30.434021","5.69","5.22","0.59"
"30.505005","5.26","3.77","1.45"
"30.57605","3.73","4.67","1.53"
"30.647034","7.41","6.08","2.94"
"30.718018","4.63","8.12","3.96"
"30.789001","8.47","7.14","5.33"
"30.860046","10.24","1.92","2.39"
"31.072998","5.06","4.24","-0.35"
"31.144043","4.35","5.02","-1.80"
"31.215027","6.08","8.04","2.28"
"31.28601","6.28","10.79","-2.43"
"31.356995","4.47","2.43","-0.82"
"31.42804","9.18","5.65","2.82"
"31.499023","5.45","4.86","1.73"
"31.570007","5.57","4.67","1.88"
"31.641052","3.84","5.53","1.18"
"31.712036","6.32","7.30","2.31"
"31.78302","6.86","8.20","2.63"
"31.854004","6.51","8.98","3.84"
"31.925049","7.02","2.43","6.63"
"31.996033","9.92","4.82","2.67"
"32.067017","5.61","5.84","2.00"
"32.138","5.06","4.39","0.47"
