NAME:,walk1_4.csv,,
EXPERIMENT TIME:,06/6/2023 13:21,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,181,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
67.424,-0.309,6.679,3.49
67.51,0.201,15.191,5.452
67.596,-0.074,17.937,-0.04
67.682,1.299,7.464,-1.335
67.768,-0.035,8.797,-0.472
67.854,0.122,8.523,0.627
67.94,-2.035,8.797,1.45
68.026,-1.8,8.797,1.686
68.112,-1.643,10.013,0.509
68.198,-0.898,12.72,-0.079
68.284,-0.584,9.974,-4.355
68.37,-0.152,11.739,0.352
68.456,-1.8,7.503,0.744
68.542,-0.113,6.13,2.117
68.628,-0.113,6.758,3.569
68.714,-0.427,15.74,2.353
68.8,-0.035,9.346,0.195
68.886,3.221,10.445,-1.099
68.972,-0.113,9.739,-0.864
69.058,0.946,9.19,0.744
69.144,-0.427,8.248,1.607
69.23,-0.976,8.68,2.0
69.316,-1.094,10.053,0.431
69.402,-1.408,11.072,2.078
69.488,0.75,14.407,-2.511
69.574,0.907,12.171,-0.511
69.66,-0.623,7.974,0.705
69.746,-0.349,8.13,1.529
69.832,0.397,7.621,2.745
69.918,0.005,8.209,1.764
70.004,-1.172,12.995,4.079
70.09,0.514,12.563,0.47
70.176,2.868,10.013,-1.766
70.262,-0.466,10.092,-1.06
70.348,-0.505,11.426,0.431
70.434,-1.878,8.366,1.686
70.52,-3.134,8.719,2.078
70.606,-1.565,10.327,1.372
70.692,-0.584,11.19,2.274
70.778,-3.094,13.897,-1.923
70.864,0.358,11.896,-1.021
70.95,-0.819,8.719,0.431
71.036,-0.702,8.248,1.725
71.122,0.554,6.248,2.666
71.208,0.436,9.033,2.627
71.294,1.652,14.485,3.333
71.38,1.103,10.249,3.451
71.466,-2.074,10.288,-1.06
71.552,0.005,7.464,0.234
71.638,-0.505,8.68,0.823
71.724,-2.82,9.307,1.45
71.81,-1.839,8.562,1.843
71.896,-0.78,9.856,-0.276
71.982,-0.937,16.878,-2.865
72.068,-0.231,11.386,-1.295
72.154,-1.682,8.013,-0.511
72.24,0.083,7.542,1.058
72.326,0.318,7.503,1.96
72.412,0.711,8.248,2.51
72.498,0.044,12.642,4.118
72.584,-0.074,15.819,0.98
72.67,0.475,7.307,-0.354
72.756,-0.192,9.111,0.352
72.842,0.946,9.19,0.823
72.928,-2.192,8.758,1.45
73.014,-1.918,9.739,2.235
73.1,-0.898,9.464,0.627
73.186,-2.859,16.682,-1.06
73.272,1.377,10.445,-0.786
73.358,-1.29,8.052,0.823
73.444,-0.231,6.836,0.627
73.53,0.24,7.464,2.51
73.616,0.083,7.228,2.51
73.702,1.181,15.623,3.059
73.788,-1.8,13.622,1.411
73.874,1.73,8.68,-0.668
73.96,-0.152,9.621,0.627
74.046,0.358,9.935,1.097
74.132,-1.839,8.993,0.901
74.218,-1.8,9.033,1.647
74.304,-2.506,10.013,0.666
74.39,-0.388,10.798,1.803
74.476,-2.663,14.328,-2.08
74.562,-1.761,9.739,-2.355
74.648,-1.525,10.445,-0.55
74.734,0.201,6.091,0.587
74.82,0.318,6.522,2.0
74.906,0.161,5.738,2.588
74.992,-1.721,15.858,4.079
75.078,-0.309,15.78,0.98
75.164,1.142,9.072,-0.472
75.25,0.907,9.935,0.431
75.336,0.083,8.797,0.548
75.422,-1.565,8.444,0.784
75.508,-1.839,8.601,1.607
75.594,-1.212,10.994,0.117
75.68,-1.682,11.622,1.176
75.766,-5.095,13.544,-2.158
75.852,0.083,13.112,-0.197
75.938,-0.349,8.209,0.705
76.024,0.475,7.307,1.45
76.11,0.318,5.934,2.392
76.196,0.475,9.66,2.627
76.282,-0.505,10.837,8.001
76.368,3.731,10.994,1.097
76.454,-1.525,9.464,-0.668
76.54,1.495,8.523,0.234
76.626,0.005,7.071,0.431
76.712,-1.918,8.327,1.097
76.798,-0.898,9.543,2.706
76.884,-2.467,9.974,1.882
76.97,-1.643,15.74,-3.296
77.056,0.083,10.68,-3.335
77.142,-1.918,8.797,-0.746
77.228,-0.074,6.64,0.94
77.314,0.083,6.954,2.51
77.4,-0.388,5.777,3.686
77.486,-1.408,18.016,5.608
77.572,-0.819,16.917,2.745
77.658,1.495,8.797,-0.629
77.744,-0.545,9.621,0.313
77.83,0.475,8.248,0.901
77.916,-2.035,9.19,0.666
78.002,-1.682,8.68,1.843
78.088,-1.957,9.268,1.058
78.174,-1.996,12.72,-1.531
78.26,-3.291,10.798,-4.394
78.346,-0.388,14.014,-0.746
78.432,-0.937,8.68,0.744
78.518,0.044,6.914,1.333
78.604,0.514,5.934,2.706
78.69,-1.094,11.229,2.51
78.776,-0.858,9.739,7.021
78.862,1.927,15.78,-0.432
78.948,-0.976,8.248,-0.119
79.034,1.417,10.288,1.176
79.12,-1.172,7.424,0.705
79.206,-1.761,8.366,1.176
79.292,-0.427,9.543,1.529
79.378,-1.918,10.955,2.941
79.464,-1.525,16.682,-4.159
79.55,1.064,13.779,-0.354
79.636,-1.604,8.327,0.862
79.722,0.044,6.248,1.019
79.808,0.005,6.091,3.412
79.894,-0.427,8.17,1.372
79.98,-0.505,10.406,7.648
80.066,4.163,15.427,-1.256
80.152,1.181,10.445,-0.354
80.238,0.514,7.895,-0.746
80.324,-0.898,8.484,1.607
80.41,-2.035,7.228,1.725
80.496,-2.074,9.346,1.843
80.582,-0.623,10.092,2.588
80.668,-4.154,14.407,-4.63
80.754,1.142,14.642,-0.668
80.84,-2.663,9.268,0.195
80.926,0.436,6.718,1.529
81.012,-0.192,6.208,2.823
81.098,-1.055,7.895,3.098
81.184,-1.015,12.955,6.903
81.27,1.927,15.976,0.901
81.356,-2.31,10.366,-0.589
81.442,2.084,8.287,0.47
81.528,-0.349,7.346,0.195
81.614,-2.506,7.934,1.097
81.7,-1.015,8.444,1.725
81.786,-3.251,9.778,2.196
81.872,0.083,16.956,-3.767
81.958,0.436,13.779,-1.648
82.044,-1.604,9.464,-0.276
82.13,0.044,5.973,0.077
82.216,0.005,7.111,2.666
82.302,-0.584,6.601,3.059
82.388,-0.192,12.406,5.452
82.474,1.848,17.937,2.078
82.56,-3.761,8.719,-0.079
82.646,2.476,8.17,0.313
82.732,-0.152,8.562,0.117
82.818,-2.271,8.052,1.176
82.904,-0.466,8.876,1.45
82.99,-3.33,9.778,1.725
83.076,-2.467,15.819,-4.316
83.162,1.534,13.74,-3.178
83.248,-2.035,9.307,0.195
83.334,-1.055,6.718,1.097
83.42,0.907,6.365,2.078
83.506,-0.035,7.385,2.98
83.592,-0.819,13.622,3.726
83.678,1.181,18.682,-4.198
83.764,0.397,9.386,-1.688
83.85,1.064,9.268,0.509
83.936,-0.937,7.66,-0.432
84.022,-1.486,8.444,0.862
84.108,-0.858,9.268,1.097
84.194,-3.016,10.249,1.45
84.28,-2.271,16.76,-3.61
84.366,0.475,13.779,-3.178
84.452,-1.368,8.993,-0.158
84.538,-0.623,6.758,0.666
84.624,0.632,6.797,2.117
84.71,-0.545,6.091,3.961
84.796,-0.035,15.27,3.333
84.882,-2.859,16.682,-0.589
84.968,1.691,9.307,-1.178
85.054,0.514,9.425,-0.276
85.14,-0.113,8.327,-0.158
85.226,-1.957,7.738,0.744
85.312,-1.761,9.033,1.254
85.398,-2.192,10.837,0.234
85.484,-3.644,14.407,-1.099
85.57,-2.153,9.856,-5.257
85.656,0.358,11.857,-1.452
85.742,-2.231,7.66,0.274
85.828,0.044,6.64,1.058
85.914,-0.662,6.287,3.098
86.0,-1.055,13.74,1.843
86.086,-0.702,14.171,-0.668
86.172,4.359,7.777,-1.766
86.258,1.142,10.955,-0.197
86.344,0.161,8.915,0.038
86.43,-0.349,7.15,0.47
86.516,-1.682,8.405,0.901
86.602,-1.172,10.484,0.94
86.688,-2.506,14.877,-0.354
86.774,-3.644,9.856,-3.139
86.86,0.083,12.367,-1.609
86.946,-0.858,7.542,0.548
87.032,0.083,6.993,1.019
87.118,0.005,6.561,2.627
87.204,-0.152,12.602,1.803
87.29,-3.408,8.209,7.06
87.376,4.594,11.465,-2.158
87.462,-0.349,10.445,-1.57
87.548,1.221,7.699,-0.354
87.634,-0.858,7.346,0.94
87.72,-0.623,8.993,1.215
87.806,-0.662,9.974,0.98
87.892,-3.722,10.563,1.49
87.978,-1.447,15.505,-2.865
88.064,-0.074,10.327,-4.237
88.15,-0.584,8.758,-1.374
88.236,-1.408,6.64,2.039
88.322,0.044,6.875,2.627
88.408,-0.466,6.718,3.412
88.494,0.514,15.937,6.511
88.58,-0.035,15.897,2.549
88.666,0.161,8.719,-1.139
88.752,1.103,8.327,0.862
88.838,-0.898,8.209,-0.511
88.924,-1.329,7.699,1.372
89.01,-0.78,9.425,0.509
89.096,-3.526,10.053,2.706
89.182,-1.643,17.231,-3.218
89.268,0.083,12.72,-2.982
89.354,0.005,7.503,-0.472
89.44,-0.388,7.267,1.215
89.526,-0.113,7.228,2.51
89.612,-0.702,7.15,3.49
89.698,-0.505,16.054,5.687
89.784,2.554,12.916,2.47
89.87,-0.349,8.17,-0.511
89.956,0.358,7.464,0.077
90.042,0.161,9.386,-0.158
90.128,-2.467,8.719,0.627
90.214,-1.447,9.778,1.45
90.3,-2.388,10.131,1.45
90.386,-1.486,16.603,-4.434
90.472,0.005,12.759,-2.747
90.558,-1.408,8.954,-0.197
90.644,-0.152,6.718,0.313
90.73,0.789,7.307,1.843
90.816,-0.623,6.679,3.255
90.902,-0.035,15.27,3.843
90.988,0.318,17.741,0.94
91.074,2.005,8.758,-1.492
91.16,0.593,9.7,0.274
91.246,-0.035,8.954,0.313
91.332,-1.565,8.052,0.156
91.418,-1.643,8.954,1.176
91.504,-0.662,11.033,1.764
91.59,-2.467,11.857,-0.393
91.676,-2.781,10.837,-5.689
91.762,0.632,12.995,-0.55
91.848,-1.682,7.581,0.666
91.934,0.201,8.366,2.235
92.02,0.044,7.032,2.784
92.106,0.005,10.759,3.098
92.192,-0.819,10.876,6.707
92.278,3.888,11.033,1.019
92.364,-2.388,9.111,-1.335
92.45,2.123,9.268,0.234
92.536,-0.741,8.13,0.234
92.622,-2.428,8.797,1.529
92.708,-1.565,10.327,0.94
92.794,-2.114,10.719,2.117
92.88,-2.074,16.76,-4.394
92.966,2.201,11.818,-2.119
93.052,-1.486,8.68,-0.511
93.138,-0.309,7.738,1.294
93.224,-0.113,6.954,3.451
93.31,-1.29,6.64,3.255
93.396,0.593,14.25,6.55
93.482,-0.466,17.506,0.744
93.568,0.789,8.797,-0.197
93.654,-0.231,8.719,0.431
93.74,0.083,8.601,0.666
93.826,-2.31,8.837,1.568
93.912,-1.8,8.915,1.568
93.998,-2.035,10.131,-1.256
94.084,-2.114,14.917,-0.315
94.17,-3.094,10.602,-4.473
94.256,0.907,12.798,-0.589
94.342,-2.271,8.954,1.097
94.428,-0.152,6.836,1.882
94.514,-0.035,5.816,3.216
94.6,-1.212,14.407,3.216
94.686,-0.466,13.151,-1.452
94.772,3.3,8.405,-0.864
94.858,-0.309,9.7,-0.55
94.944,0.632,8.876,0.47
95.03,-1.408,8.209,0.587
95.116,-2.506,8.758,2.156
95.202,-0.035,10.445,-0.04
95.288,-3.369,12.328,0.077
95.374,-2.153,12.249,-4.708
95.46,1.338,13.034,0.274
95.546,-2.074,7.974,0.705
95.632,0.083,6.64,1.568
95.718,0.005,6.365,3.373
95.804,-1.447,12.406,2.274
95.89,0.201,11.386,7.766
95.976,3.731,9.817,0.313
96.062,-0.466,10.249,-1.099
96.148,0.711,8.13,0.195
96.234,0.083,8.64,0.156
96.32,-1.839,8.484,1.333
96.406,-1.761,9.739,1.725
96.492,-1.251,12.014,2.274
96.578,-1.996,14.485,-3.963
96.664,1.613,13.779,-0.158
96.75,-2.702,7.699,0.94
96.836,0.122,6.287,1.333
96.922,-0.27,7.189,3.608
97.008,-0.858,9.425,3.137
97.094,-0.192,13.426,7.217
97.18,4.476,11.426,0.156
97.266,-3.212,10.17,-0.786
97.352,1.181,7.856,-0.236
97.438,-0.623,9.582,0.391
97.524,-2.192,8.562,1.019
97.61,-1.604,10.131,1.137
97.696,-2.074,11.622,2.274
97.782,-4.271,12.798,-4.081
97.868,2.319,13.505,-0.354
97.954,-2.741,7.621,-0.001
98.04,0.044,6.444,1.333
98.126,-0.231,6.797,3.451
98.212,-1.251,10.131,2.51
98.298,-0.702,13.465,7.609
98.384,4.006,12.171,-0.746
98.47,-1.408,8.837,-1.413
98.556,0.828,7.934,0.156
98.642,-0.349,8.68,0.666
98.728,-2.388,8.719,0.94
98.814,-1.643,9.778,0.627
98.9,-2.781,10.288,1.411
98.986,-2.624,15.819,-3.531
99.072,2.084,11.7,-2.786
99.158,-0.78,7.503,-1.217
99.244,-0.192,8.013,1.686
99.33,-0.074,7.66,3.137
99.416,-0.505,6.993,3.216
99.502,0.005,15.466,7.06
99.588,0.044,14.446,2.588
99.674,0.083,9.111,-0.825
99.76,0.711,8.287,0.117
99.846,0.122,7.503,-0.197
99.932,-2.114,8.444,0.548
100.018,-1.565,9.464,1.568
100.104,-2.624,11.19,2.47
100.19,-2.388,15.387,-3.688
100.276,1.142,13.858,-0.982
100.362,-2.467,8.013,0.352
100.448,0.044,6.483,1.294
100.534,0.632,7.581,3.333
100.62,-0.937,7.346,3.647
100.706,-0.231,14.446,8.433
100.792,2.358,12.877,0.234
100.878,-1.015,8.64,-1.335
100.964,0.671,8.13,0.627
101.05,0.083,8.248,0.431
101.136,-2.035,9.346,0.784
101.222,-1.329,9.229,0.94
101.308,-2.506,10.406,0.94
101.394,-0.819,16.603,-2.982
101.48,-0.702,9.111,-1.923
101.566,-1.368,9.621,-0.472
101.652,-0.035,8.876,0.234
101.738,0.083,7.542,2.392
101.824,-0.231,5.11,3.647
101.91,-0.584,13.975,2.039
101.996,0.044,12.642,0.156
102.082,0.907,8.876,-0.236
102.168,-0.231,8.64,0.431
102.254,0.867,8.052,0.548
102.34,-1.839,8.405,0.509
102.426,-1.918,9.346,1.372
102.512,-3.094,9.15,0.627
102.598,-2.271,17.074,-2.629
102.684,1.103,10.445,-3.257
102.77,0.358,10.327,-0.511
102.856,-1.29,7.738,0.666
102.942,-0.192,7.581,2.666
103.028,-0.035,6.248,4.079
103.114,-1.055,16.525,2.98
103.2,-0.623,13.151,-0.315
103.286,2.005,7.934,-0.629
103.372,-0.662,8.484,0.274
103.458,1.064,7.934,0.195
103.544,-2.035,7.817,1.411
103.63,-1.565,9.19,2.0
103.716,-2.31,10.17,-0.119
103.802,-1.486,16.054,-1.57
103.888,-0.78,10.523,-4.237
103.974,0.005,10.327,-0.746
104.06,-1.094,8.484,0.234
104.146,0.436,6.718,2.353
104.232,-1.015,5.659,3.961
104.318,-1.408,15.78,2.823
104.404,0.946,18.016,-2.237
104.49,1.691,7.895,-0.236
104.576,0.397,8.601,0.077
104.662,0.75,8.405,0.195
104.748,-2.506,7.621,1.137
104.834,-1.604,9.346,1.686
104.92,-1.447,10.563,1.647
105.006,-1.251,15.427,-0.786
105.092,0.122,10.092,-2.825
105.178,-0.466,11.112,0.234
105.264,-0.662,8.013,0.901
105.35,0.358,6.522,2.0
105.436,-0.035,5.62,4.039
105.522,-1.212,17.976,5.412
105.608,-0.309,12.602,-2.119
105.694,2.397,8.444,-1.217
105.78,-0.584,9.15,0.352
105.866,0.985,8.837,-0.119
105.952,-1.878,7.974,1.176
106.038,-1.761,8.366,1.372
106.124,-1.839,10.759,0.862
106.21,-0.505,15.701,-1.492
106.296,-0.074,10.445,-2.982
106.382,-1.015,9.739,-0.589
106.468,-0.466,7.895,0.156
106.554,0.358,7.581,2.313
106.64,-0.427,5.581,3.765
106.726,-0.309,13.112,1.882
106.812,-0.78,16.486,0.195
106.898,2.75,7.346,-1.021
106.984,-0.623,9.15,-0.55
107.07,1.495,8.484,0.666
107.156,-2.349,7.777,0.901
107.242,-1.525,9.307,1.921
107.328,-0.937,11.229,-0.158
107.414,-1.682,13.975,-0.942
107.5,-1.721,10.445,-4.081
107.586,-0.035,12.053,0.117
107.672,-1.408,6.404,0.352
107.758,0.946,6.993,2.941
107.844,0.044,5.934,3.608
107.93,-0.662,12.485,1.333
108.016,-0.427,10.17,-0.942
108.102,3.3,9.7,-1.374
108.188,-1.643,9.464,-0.629
108.274,1.456,8.562,0.352
108.36,-1.408,8.248,0.627
108.446,-2.624,9.268,1.254
108.532,-1.329,10.484,0.234
108.618,-1.604,12.485,0.784
108.704,-4.585,11.622,-5.218
108.79,3.26,13.583,-0.982
108.876,-3.173,7.464,0.901
108.962,0.397,7.346,1.372
109.048,0.554,7.464,2.823
109.134,-1.251,9.7,2.784
109.22,-1.604,10.288,6.824
109.306,3.731,12.838,-1.57
109.392,-1.251,10.209,-0.982
109.478,0.75,9.856,0.47
109.564,-1.015,8.248,0.587
109.65,-2.074,8.013,1.097
109.736,-1.055,9.817,1.215
109.822,-2.663,12.288,1.843
109.908,-2.428,13.897,-2.041
109.994,0.554,13.348,-0.079
110.08,-2.271,8.248,1.49
110.166,0.436,6.758,1.882
110.252,0.24,7.189,3.608
110.338,-1.329,7.307,2.784
110.424,-0.662,12.092,8.747
110.51,0.946,15.701,0.391
110.596,-0.898,8.405,-0.746
110.682,1.024,8.64,0.117
110.768,0.083,8.091,0.784
110.854,-2.428,8.444,1.411
110.94,-1.643,9.033,1.058
111.026,-2.663,9.425,0.117
111.112,-0.231,15.387,-0.786
111.198,-0.819,10.641,-4.747
111.284,-1.761,12.916,0.98
111.37,-1.212,8.013,0.431
111.456,0.005,7.346,2.51
111.542,-0.349,5.542,3.373
111.628,-1.368,12.092,1.568
111.714,0.475,14.877,0.352
111.8,4.633,6.836,-0.786
111.886,-2.545,13.387,-0.393
111.972,0.514,7.974,1.294
112.058,-0.937,8.915,0.391
112.144,-2.074,8.954,1.137
112.23,-0.623,10.759,0.862
112.316,-2.624,9.268,1.176
112.402,-1.604,15.623,-2.041
112.488,-0.545,9.621,-3.688
112.574,-0.662,10.249,-0.982
112.66,-0.427,8.444,1.254
112.746,0.161,7.621,2.0
112.832,-0.035,6.404,3.176
112.918,-0.192,9.935,2.941
113.004,-0.858,9.111,7.06
113.09,4.751,12.995,-1.256
113.176,-1.721,8.327,-0.668
113.262,1.181,9.229,0.195
113.348,-0.623,8.444,0.509
113.434,-2.388,8.444,1.058
113.52,-0.623,9.268,1.137
113.606,-1.8,9.543,0.352
113.692,-1.565,15.191,-0.393
113.778,-1.839,11.935,-4.747
113.864,0.24,11.504,-1.178
113.95,-1.212,9.503,0.744
114.036,-0.074,7.817,0.47
114.122,-0.035,8.17,2.941
114.208,-0.937,7.66,2.431
114.294,-0.466,10.641,2.235
114.38,-0.858,11.112,0.705
114.466,3.613,14.171,-2.002
114.552,-2.781,7.346,-1.452
114.638,0.475,10.523,-0.825
114.724,-0.741,9.425,0.431
114.81,-1.839,9.739,-0.04
114.896,-0.466,10.563,0.117
114.982,-1.447,9.974,-0.354
115.068,-1.329,10.288,-0.393
115.154,-1.094,10.209,-0.629
115.24,-0.113,10.053,-0.276
115.326,-0.192,9.935,-0.079
