NAME:,Run_4_1,,
EXPERIMENT TIME:,06/06/2023 12:16,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-0.94,-10.55,-4.16
0.080945313,0.67,-9.69,-3.3
0.161945312,-0.78,-11.18,-3.37
0.242945313,-4.24,-8.2,-4.94
0.323945312,-5.3,-10.71,-4.86
0.404945313,-0.12,-9.61,-4.35
0.485945313,5.84,-20.01,-9.38
0.566945312,4.71,-2.82,-1.84
0.647945313,1.45,-0.43,0.2
0.728945312,-0.12,6.9,-8.16
0.809945313,-9.96,-17.77,-20.01
0.890945312,-3.96,-13.45,-8.24
0.971945313,4.98,9.3,-4.94
1.052945313,-1.53,-1.45,-2.28
1.133945312,-1.26,-15.02,-9.02
1.214945313,-1.26,-20.01,-4.35
1.295945312,-0.16,-5.26,-0.43
1.376945313,4.35,-0.35,0.27
1.457945312,0.35,4.98,-7.37
1.538945312,-0.86,-20.01,-16.91
1.619945313,-2.82,-14.87,-5.53
1.700945312,5.02,6.32,-3.49
1.781945313,-0.47,-4.55,-2.51
1.862945312,-2.79,-6.67,-12.32
1.943945313,-3.73,-20.01,-2.39
2.024945312,8.32,-7.41,-0.71
2.105945312,2.79,0.16,-0.71
2.186945313,-5.06,6.24,-0.51
2.267945312,-2.98,-20.01,-15.02
2.348945313,2.75,-14.47,-3.18
2.429945312,-0.27,7.1,-0.35
2.510945313,-2.79,-5.06,-7.26
2.591945313,-3.41,-2.9,-20.01
2.672945312,-3.84,-20.01,-8.04
2.753945313,7.3,-7.61,-2.04
2.834945312,3.88,1.61,-1.22
2.915945313,-4.86,4.24,-0.12
2.996945312,7.85,-20.01,-14.2
3.077945313,5.53,-15.3,-1.57
3.158945313,2.43,2.24,-1.53
3.239945312,-2.08,-5.37,-2.86
3.320945313,4.24,2.24,1.61
3.401945312,8.71,-20.01,-19.97
3.482945313,0.59,-10.08,-3.33
3.563945312,2.24,0.16,1.92
3.644945313,-2.47,-0.75,-1.96
3.725945313,5.26,-3.18,-20.01
3.806945312,6.04,-20.01,-3.37
3.887945313,0.12,-4.35,-0.12
3.968945312,-3.06,-5.92,0.71
4.049945313,1.45,2.63,0.39
4.130945312,-1.41,-8.98,-11.18
4.211945312,-0.59,-20.01,-5.92
4.292945313,-5.06,2.16,0.2
4.373945312,0.71,-2.59,-5.49
5.102945312,0.67,-2.31,-4.31
5.183945313,0.12,4.16,-2.63
5.264945313,-3.69,-20.01,-20.01
5.345945312,-4.08,-9.53,-2.39
5.426945313,3.45,8.04,-1.73
5.507945312,-1.73,2.43,-5.88
5.588945313,-10.63,-20.01,-4
5.669945312,-3.57,-20.01,2.79
5.750945313,-2.75,-2.08,-0.86
5.831945313,6.16,2.08,-2.39
5.913945312,-0.59,2.55,-5.3
5.993945313,-5.57,-20.01,-20.01
6.074945312,-0.94,-12.43,-1.53
6.155945313,3.06,7.3,-1.77
6.236945312,-0.98,-2.63,-0.51
6.318945313,-9.77,-10.75,-17.5
6.398945313,-2.82,-20.01,5.92
6.479945312,-0.59,-1.53,-0.82
6.563945312,4.9,-2.39,-1.14
6.643945312,3.96,9.57,-11.18
6.724945313,-2.31,-20.01,-18.32
6.805945312,-1.33,-11.14,-3.53
6.886945313,3.41,10.24,-0.2
6.968945312,-1.65,3.84,-8.24
7.048945313,-8.75,-20.01,-3.69
7.129945313,-2.24,-20.01,-0.78
7.210945312,-1.45,2.12,-2.98
7.291945313,5.22,-3.61,-3.45
7.373945312,-4.16,1.26,0.9
7.453945313,-5.88,-20.01,-20.01
7.534945312,-2.9,-11.06,-2.24
7.615945312,1.61,6.83,-1.65
7.696945313,-2.55,-1.06,-5.14
7.778945312,-8.63,-20.01,-13.06
7.858945313,-1.26,-20.01,-1.53
7.939945312,0.08,1.65,-2.86
8.020945313,5.61,-2.04,-0.24
8.101945312,-1.96,2.12,-1.61
8.182945312,0.04,-20.01,-19.38
8.263945313,0.16,-13.65,-4.55
8.344945312,3.18,8,-0.94
8.425945313,-4.08,-0.39,-5.37
8.506945312,-3.45,9.38,-20.01
8.587945313,2.51,-20.01,-13.1
8.668945313,1.57,-4.2,-1.61
8.749945312,4.59,2.71,0
8.830945313,-5.45,2.08,-0.16
8.911945312,4.16,-20.01,-5.14
8.992945313,7.45,-17.57,-1.8
9.073945312,3.14,4.35,-2.35
9.154945313,-2.82,-11.26,-1.14
9.235945313,2.2,2.35,1.06
9.316945312,14.36,-20.01,-17.81
9.397945313,-3.3,-12,-3.84
9.478945312,-6.47,0.82,1.37
9.559945313,-0.98,-2.75,-3.02
9.640945312,-1.96,-20.01,-3.49
9.721945313,11.65,-17.97,-3.06
9.802945313,0.08,4.63,0.12
9.883945312,-3.45,-4.47,-4.9
9.964945313,3.1,4.71,-4.98
10.04594531,5.53,-20.01,-12
10.12694531,-0.75,-15.93,-4.59
10.20794531,-0.51,3.65,0.31
10.28894531,-0.78,-2.79,-2.9
10.36994531,8.16,2.82,-20.01
11.09894531,0,5.14,-8.32
11.17994531,0.04,-20.01,-20.01
11.26094531,-5.3,-11.02,-2.79
12.07094531,-0.51,2.94,-0.43
12.15194531,-1.65,1.69,-2.63
12.23294531,-2.47,-20.01,6.94
13.04294531,-5.41,-20.01,-7.81
13.12394531,4.71,-5.02,-2.47
13.20494531,7.22,4.39,-1.06
13.60994531,-3.02,-4.98,-4.08
13.69094531,-3.49,9.61,-20.01
13.77194531,3.92,-20.01,-10.94
13.85294531,0.9,-6.83,-3.02
13.93394531,3.84,2.71,-0.08
14.01494531,-3.1,1.14,-1.29
14.09594531,1.18,-19.93,-2.94
14.17694531,9.45,-16.04,-0.43
14.25794531,2.59,3.84,-1.61
14.33894531,-3.49,-8.83,-1.14
14.41994531,-1.1,5.1,-13.26
14.50094531,0.27,-20.01,-11.41
14.58194531,3.84,-11.96,-3.73
14.66294531,3.61,3.53,-0.24
14.74394531,-2,-0.63,-1.92
14.82494531,5.3,-20.01,-2.12
14.90594531,9.14,-20.01,-2.67
14.98694531,0,-5.1,-1.14
15.06794531,-6.63,-5.84,2.98
15.14894531,4.43,-2.67,3.57
15.22994531,3.33,-5.92,-20.01
15.31094531,-5.06,-16.12,-7.41
15.39194531,-5.33,5.14,2
15.47294531,1.26,-1.02,-5.49
15.55394531,5.73,11.85,-20.01
15.63494531,7.14,-20.01,-10.94
15.71594531,-3.65,-8.9,0.59
15.79694531,-2.71,0.04,2.55
15.87794531,2.82,2.67,-0.16
15.95894531,4.82,-0.43,-18.28
16.03994531,-5.22,-17.81,-8.32
16.12094531,-6.86,4.79,0.94
16.20194531,1.65,-3.92,-6.59
16.28294531,3.3,13.89,-19.42
16.36394531,3.22,-20.01,-18.4
16.44494531,-3.57,-7.96,0.2
16.52594531,-4.9,-4,1.18
16.60694531,1.37,2.55,2.08
16.68794531,11.14,2.12,-19.46
16.76894531,-5.45,-20.01,-6.08
16.84994531,-2.94,3.02,2.12
16.93094531,0.31,-2.08,-3.77
17.01194531,1.02,7.53,-12.32
17.09294531,0.82,-20.01,-20.01
17.17394531,-2.12,-8.51,-1.73
17.25494531,-3.53,0.24,1.29
17.33594531,-0.24,0.75,-0.82
17.41694531,3.02,0.39,-16.83
17.49794531,-2.24,-20.01,-8.9
17.57894531,-7.96,6,-0.47
17.65994531,0.31,-4.79,-3.18
17.74094531,-1.29,0.51,1.02
17.82194531,1.73,-19.3,-10.4
17.90294531,11.38,-5.73,0.94
17.98394531,0.82,4.16,-0.94
18.06494531,-4.9,-4.55,-4.55
18.14594531,-8.2,16.32,-20.01
18.22694531,1.49,-20.01,-0.86
18.30794531,5.88,-4.04,-1.65
18.38894531,6.86,-1.57,-1.22
18.46994531,-4.67,3.22,-2.55
18.55094531,-4.12,-20.01,-19.77
18.63194531,4.16,-7.61,-3.92
18.71294531,1.37,6.47,-0.24
18.79394531,-4.12,-0.75,-8.83
19.60394531,-1.1,8.67,-20.01
19.68494531,-4.63,-20.01,-8.63
19.76594531,3.18,4.12,-4.63
19.84694531,4.59,-7.18,-1.06
19.92794531,-2.94,0.39,2.08
20.00894531,-0.82,-14.2,-16.91
20.08994531,8.28,-13.93,-2.86
20.17094531,0.2,7.77,-1.29
20.25194531,-1.06,-5.45,-1.61
