NAME:,walk3.csv,,
15.699999,9.38,-0.08,0.12
15.809999,0,-0.67,0.67
15.91,0.16,3.22,0.9
16.01,7.61,3.41,-0.82
16.109999,5.49,-7.18,-2.82
16.21,0.96,2.24,2.16
16.32,11.65,3.14,2.75
16.42,0.55,-2.75,6.94
16.52,0.26,9.69,-2.35
16.619999,12.51,2.79,0.55
16.72,0.57,-1.29,1.49
16.83,7.73,1.41,-0.51
16.93,0.14,2.35,2.51
17.029999,8.32,10.9,-2.71
17.13,0.77,3.77,-0.86
17.23,6.43,2.2,-0.63
17.34,7.49,3.3,1.88
17.44,11.26,6.63,2.2
17.539999,11.45,3.49,0.43
17.64,9.06,4.51,-4.12
17.74,9.73,5.26,1.88
17.85,5.53,0.9,-0.12
17.949999,0.63,1.41,-4.75
18.05,16.16,6.28,3.3
18.15,0.44,3.22,-2.9
18.25,9.77,7.34,-1.96
18.359999,0.57,0,-0.75
18.46,0.14,3.69,3.77
18.56,0,-11.69,6.12
18.66,11.02,7.34,1.41
18.76,0.94,-5.14,-1.29
18.869999,0.24,4.39,2.2
18.97,0.53,1.88,1.14
19.07,0.14,-0.24,0.39
19.17,0.3,-6.59,5.61
19.27,0.02,1.45,-2.82
19.38,0.57,3.61,-1.84
19.48,0.1,2.55,0.04
19.58,7.88,2.2,3.45
19.68,11.61,2.28,3.96
19.779999,14.24,0.75,3.41
19.89,0.81,3.45,-1.53
19.99,10.4,3.96,6.75
20.09,4.86,0.35,1.22
20.19,0.43,-1.53,1.73
20.289999,19.65,-1.96,8.08
20.4,0.71,10.83,-7.96
20.5,0.3,0.31,-1.06
20.6,6.47,1.96,0.39
20.699999,0.04,-3.22,5.45
20.8,11.65,-0.43,4.47
20.91,0.89,9.06,-0.35
21.01,14.36,-1.14,6.47
21.109999,4.28,1.22,0.98
21.21,11.22,-0.51,3.49
21.31,11.1,2.16,2.31
21.42,18.36,0.24,3.22
21.519999,0.41,3.69,-1.65
21.62,0.28,-0.82,-2
21.72,0.33,3.37,3.37
21.819998,10.55,3.41,2.63
21.929998,0.32,0.75,3.61
22.03,11.49,6.32,-2.94
22.13,0.49,5.33,2.79
22.230001,0.65,0.39,0.82
22.33,7.73,-0.78,2.08
22.44,0.63,-0.43,1.69
22.539999,0.47,12.12,1.14
22.640001,0.89,2.75,-2.12
22.74,0.04,2.82,-1.06
22.839998,0.86,0.71,1.84
22.949999,0.2,2.55,3.49
23.050001,0.47,-0.9,3.22
23.15,0.49,6.16,-2.98
23.249998,0.98,2.08,3.1
23.35,0.08,0.39,1.57
23.460001,0.85,0.51,2.63
23.56,0.36,4.12,1.73
23.659998,0.22,9.92,-0.63
23.76,8.59,5.22,-1.45
23.859999,6.86,-2.94,-1.96
23.97,0.79,2.94,2.98
24.069998,0.12,2.9,3.14
24.17,0.4,2.51,5.22
24.269999,13.69,10.59,0.63
24.37,13.22,-2.16,2.31
24.480001,0.04,0.2,3.14
24.58,0.34,2.43,0.47
24.679998,8.98,1.26,0.59
24.78,10.51,1.61,-0.59
24.88,9.26,-2.98,-0.63
24.99,7.88,0.55,-0.63
25.089998,9.02,2.55,2.28
25.19,6.24,2.98,3.06
25.289999,0.14,0.86,2.2
25.390001,0.96,9.38,1.1
25.499998,0.53,0.24,-3.92
25.6,0.65,3.37,0.78
25.699999,0.02,0.55,0.9
25.800001,0.69,1.1,0.43
25.9,0.79,-3.37,2.75
26.01,0.81,-3.73,0.86
26.109999,0.02,-0.59,-1.1
26.210001,0.69,2.67,0.2
26.31,0.92,2,0.98
26.409998,13.96,1.41,5.92
26.519999,11.57,8.9,0.24
26.62,0.59,0.39,2.24
26.72,8.59,0.51,0.82
26.819998,0.98,2.04,-0.43
26.92,9.92,0.55,1.37
27.03,12.36,-1.22,0.63
27.13,0.38,2.12,-4.43
27.230001,0.14,-0.98,-2.43
27.33,5.53,1.53,1.22
27.429998,8.08,1.84,3.49
27.539999,9.77,1.02,3.61
27.640001,0.91,2.67,2.51
27.74,0,2.55,-4.9
27.839998,0.73,2.75,-1.49
27.94,9.3,1.8,2.2
28.050001,0,-0.27,2.28
28.15,0.2,-0.9,3.06
28.249998,0.14,2.71,-1.1
28.35,0.75,2.55,-1.53
28.449999,0.75,2.75,-1.18
28.56,8.39,4.79,1.18
28.659998,0.73,1.88,2.75
28.76,0.06,1.73,4.71
28.859999,12.75,1.14,1.1
28.960001,0.4,0,-2.43
29.069998,9.22,3.37,0.78
29.17,6.35,0.78,2.39
29.269999,0.45,0.35,1.61
29.37,15.02,4.51,2.67
29.47,0.44,8.12,-5.14
29.58,0.85,4.24,-4.63
29.679998,0.33,-1.02,-0.04
29.78,0.18,3.33,-0.43
29.88,0.16,1.73,-0.24
29.980001,0.24,3.18,-3.14
30.089998,0.73,-1.18,-2.55
30.19,0.51,2.98,-1.65
30.289999,0.06,0.08,-0.67
30.390001,7.69,-1.06,1.18
30.49,18.2,-2.51,-0.67
30.6,0.2,6.86,-9.69
30.699999,0.86,0.43,-3.14
30.800001,0.94,3.02,0
30.9,0.41,0.98,1.61
30.999998,11.85,-1.06,2.2
31.109999,0.47,4.63,-0.71
31.210001,0.34,-2.71,-3.84
31.31,0.71,-0.31,0.39
31.409998,0.36,-0.78,0.82
31.51,0.63,0.39,0.78
31.62,0.87,-8.16,4.39
31.72,0.38,1.8,-1.61
31.819998,0.81,-0.67,-1.96
31.92,0.73,2.12,0.2
32.019997,0.14,0.08,3.84
32.129997,0.45,0.86,6.94
32.230003,0.53,9.02,0
32.33,0.65,-6.08,0.59
32.43,0.53,3.14,3.33
32.53,0.02,3.06,1.45
32.64,0.92,-0.94,0.63
32.739998,15.57,-8.9,4.94
32.839996,0.2,1.06,0.31
32.940002,0.67,0.78,0.08
33.04,0.96,1.18,-0.12
33.15,0.85,2.9,3.3
33.25,0.26,1.37,6.24
33.35,12.24,5.02,0.31
33.449997,11.81,-3.3,1.57
33.550003,6.75,0.67,1.61
33.659996,0.36,-1.92,4.51
33.760002,0.28,-1.06,2.47
33.86,0.94,-2.16,5.65
33.96,0.63,0.63,0.51
34.059998,0.16,-2.08,-0.47
34.17,7.22,2.79,2.71
34.269997,0.37,1.14,3.84
34.370003,0.43,0.82,5.57
34.47,0.96,9.57,0.59
34.57,0.83,1.92,0.51
34.68,0.08,0.67,0.9
34.78,0.73,0.27,1.77
34.879997,0.71,1.22,3.96
34.980003,0.18,-1.49,-5.41
35.08,2.94,-12.12,2.43
35.190002,0.08,-1.57,0.35
35.29,0.9,2.75,4.16
35.39,0.06,1.06,3.37
35.489998,0.36,-2.51,5.73
35.589996,0.51,8.47,1.92
35.699997,0.34,0.94,2.98
35.800003,0.12,-0.16,1.14
35.9,0.67,0.04,2.28
36,0.3,1.92,3.65
36.1,0.51,8.12,4.51
36.21,0.55,7.1,-0.82
36.309998,0.61,0.82,-0.9
36.409996,0.9,2.9,4.28
36.510002,0.57,1.96,4.71
36.61,0.42,-1.92,2.55
36.72,0.1,6.16,-0.08
36.82,0.77,4.86,3.33
36.92,0.75,-0.39,2.08
37.019997,0.73,-1.06,1.37
37.120003,0.87,-0.94,4.08
37.230003,0.93,2.43,-3.06
37.33,0.51,4.63,-1.69
37.43,4.35,3.14,-0.43
37.53,0.34,1.37,3.61
37.629997,11.3,0.75,2.59
37.739998,0.9,4.59,2
37.839996,0.71,1.37,-5.14
37.940002,0.1,5.45,2.43
38.04,6.2,2.16,1.22
38.14,7.37,-0.55,1.06
38.25,0.75,0.2,4.04
38.35,0.01,1.77,-1.45
38.449997,0.87,4.08,-1.53
38.550003,0.69,1.77,-0.55
38.65,0.94,1.88,4.43
38.760002,0.39,1.41,2.9
38.86,0.12,-1.69,5.33
38.96,15.22,6.51,0.16
39.059998,0.69,-0.27,2.16
39.159996,0.53,-0.86,1.14
39.269997,0.45,-1.33,1.77
39.370003,0.41,0.9,0.59
39.47,0.4,8.32,1.1
39.57,9.1,3.61,-2.47
39.67,8.55,-2.31,-1.02
39.78,0.26,2.9,3.14
39.879997,0.69,2.63,3.92
39.980003,0.65,2.28,6.47
40.08,0.59,8.51,-0.16
40.18,0.59,3.33,3.37
40.29,0.71,1.14,0.71
40.39,0.14,0.63,3.06
40.489998,0.18,0.24,5.77
40.589996,0.91,8.71,0.2
40.690002,0.94,4.86,2.04
40.800003,0.16,0,-0.47
40.9,0.85,0.9,2.63
41,0.83,1.57,2.43
41.1,0.57,-0.94,4.67
41.199997,0.14,8.47,-0.27
41.309998,0.83,1.88,2.04
41.409996,0.88,-0.59,0.67
41.510002,0.51,0.31,2.39
41.61,0.96,0.12,1.8
41.71,0.36,5.41,3.06
41.82,0.38,6.51,-1.33
41.92,6.51,-0.47,-1.18
42.019997,0.85,2.79,3.02
42.120003,0.2,1.53,4.71
42.22,0.71,-0.04,4.9
42.33,0.28,9.77,-0.43
42.43,0.02,-4.51,7.37
42.53,0.47,-0.98,3.18
42.629997,0.94,-0.08,1.57
42.730003,0.59,-0.9,1.96
42.839996,0.4,6.71,3.84
42.940002,0.28,2.75,-1.53
43.04,0.41,-3.73,-1.14
43.14,0.3,1.73,5.33
43.239998,6.04,-2.04,2.86
43.35,0.91,-1.88,5.02
43.449997,0.04,6.83,3.73
43.550003,0.69,-1.37,3.92
43.65,0.12,-1.57,2.94
43.75,0.04,-0.9,2.59
43.86,0.06,-0.12,2.24
43.96,0.94,0.75,6.43
44.059998,8.75,2.43,0
44.159996,8.63,-1.22,0.39
44.260002,7.85,2.2,2.67
44.370003,0.65,2.04,4.12
44.47,0.4,3.8,7.73
44.57,12.24,7.92,3.37
44.67,0.39,-4.39,2.31
44.769997,0.47,6,5.41
44.879997,0.2,-0.86,1.26
44.980003,0.08,-1.14,2.47
45.08,0.71,-2.71,4.12
45.18,0.12,1.33,0.2
45.28,0.1,-0.24,1.29
45.39,0.53,2.94,2.79
45.489998,0.1,2.28,5.22
45.589996,0.24,1.53,6.43
45.690002,0.98,6.12,1.22
45.79,0.39,-3.92,3.57
45.9,0.43,0.55,3.49
46,0.53,-0.12,2.51
46.1,0.65,1.02,2
46.199997,0,2.2,4.24
46.300003,7.49,3.88,-0.39
46.409996,0.81,-1.14,-0.12
46.510002,0.61,2.51,2.51
46.61,0.24,2.75,2
46.71,0.49,0.67,6.35
46.809998,0.12,4.59,-1.61
46.92,11.3,-5.14,1.57
47.019997,0.12,2.28,3.96
47.120003,0.9,-0.31,-0.12
47.22,0.94,-1.37,0.55
47.32,0.51,-6.63,8.32
47.43,0.51,-0.51,-1.06
47.53,0.45,-3.02,0.82
47.629997,0.57,2.51,2.79
47.730003,0.55,0.59,3.65
47.83,0.32,0.35,4.08
47.940002,0.24,0.86,4.86
48.04,11.34,4.39,-0.16
48.14,0.3,4.31,5.14
48.239998,0.28,-0.16,1.65
48.339996,0.85,-0.9,2.75
48.449997,11.34,-1.1,3.92
48.550003,0.59,6.04,3.92
48.65,0.94,5.02,-1.29
48.75,0.86,-2.28,1.18
48.85,0.14,1.02,6.55
48.96,0.96,2.16,2.71
49.059998,0.44,2.98,7.06
49.159996,0.47,6.9,-0.55
49.260002,11.3,2.47,3.06
49.36,4.82,-0.71,2.12
49.47,0.98,-0.12,0.9
49.57,0.45,0.39,5.73
49.67,0.57,-3.65,7.69
49.769997,0.85,1.84,1.41
49.870003,0.71,-1.02,-0.16
49.980003,0.12,2.31,5.92
50.08,0.63,3.41,3.57
50.18,0.81,-1.06,7.18
50.28,0.16,7.92,5.41
50.379997,0.73,-2.86,3.57
50.489998,0.1,0.31,2.43
50.589996,0.73,-0.78,2.75
50.690002,0.63,-0.31,2.75
50.79,0.53,3.3,6.2
50.89,0.38,3.45,0.47
51,0.94,-1.92,-1.18
51.1,0.92,1.8,4.55
51.199997,0.98,0.16,5.22
51.300003,0.4,1.1,5.69
51.4,0.59,7.53,2.86
51.510002,10.98,2.43,2.67
51.61,0.12,0.63,1.53
51.71,0.37,-0.51,2
51.809998,0.12,1.22,2.55
51.909996,0.24,3.96,3.61
52.019997,0.39,5.57,-0.43
52.120003,7.57,-2.51,-1.69
52.22,0.71,2.71,4.9
52.32,0.38,1.26,2.71
52.42,0.06,0.08,6.67
52.53,0.59,6.47,1.41
52.629997,0.41,2.9,3.41
52.730003,0.81,0.59,0.9
52.83,0.79,-2.28,1.92
52.93,0.63,0,0.86
53.04,0.51,10.67,2.63
53.14,0.08,-0.04,-3.1
53.239998,0.39,-1.29,0.67
53.339996,0.16,2.12,3.1
53.440002,0.63,1.18,1.06
53.550003,0.92,-1.37,5.06
53.65,12.75,7.69,1.88
53.75,0.2,-1.73,4.2
53.85,0.79,0,0.98
53.950005,0,2.79,3.45
54.060005,0.57,0.39,0.82
54.160004,0.89,5.14,7.14
54.260002,0.16,3.37,2.82
54.36,0.22,-0.24,1.29
54.46,0.24,1.26,5.33
54.57,0.14,2.86,5.02
54.67,0.24,1.41,8.67
54.770004,0.83,4,-0.94
54.870003,0.28,5.69,5.1
54.97,0.94,-0.9,3.02
55.08,0.39,0.08,2.47
55.18,0.01,-5.73,5.1
55.28,0.18,-2.9,1.18
55.380005,0.12,3.02,0.98
55.480003,0.87,1.53,1.69
55.590004,0.73,2.67,3.96
55.690002,0.59,4,4.75
55.79,0.06,6.86,2.98
55.89,0.12,-2.51,3.57
55.989998,0.61,1.18,5.37
56.1,0.71,-0.27,0.86
56.200005,0.14,-0.71,4.39
56.300003,0.69,2.47,5.22
56.4,0.92,6.55,0.16
56.5,0.37,-0.27,-0.75
56.61,0.32,4.08,5.57
56.71,0.85,1.84,4.31
56.810005,0.2,-0.39,4.28
56.910004,0.63,3.65,-0.16
57.010002,0.02,3.69,3.57
57.120003,0.33,-1.22,1.26
57.22,7.96,-1.96,2.16
57.32,0.36,-3.49,7.45
57.42,0.01,2.47,-1.41
57.520004,0.49,4.35,-1.73
57.630005,0.92,3.33,1.26
57.730003,0.92,1.88,3.84
57.83,0.16,-0.63,1.29
57.93,17.02,-0.63,3.53
58.03,0.57,-0.04,-2.82
58.14,0.92,3.49,3.26
58.239998,0.82,-2.71,1.1
58.340004,0.57,-1.84,3.57
58.440002,0.55,-2.47,7.45
58.54,0.06,-2.75,-0.71
58.65,0.34,2,-2.47
58.75,0.14,4.28,1.96
58.85,0.77,-1.37,4.82
58.950005,0.14,-1.14,5.22
59.050003,0.26,8.67,1.57
59.160004,0.94,-0.39,2.28
59.260002,0.49,-2.12,2.28
59.36,0.41,-0.78,2.75
59.46,0.41,-0.47,3.1
59.560005,0.01,-2.75,2.12
59.67,0.96,4.31,0.08
59.770004,0.41,2.94,0.39
59.870003,0.88,2.43,4
59.97,0.71,3.65,4.24
60.07,0.12,-2.75,4.28
60.18,0.97,4.04,1.8
60.28,0.36,-1.14,2.98
60.380005,0.71,-1.41,2.12
60.480003,0.53,-0.2,3.37
60.58,0.67,-2.31,1.92
60.690002,0.2,-4.2,5.73
60.79,0.87,5.26,0.82
60.89,0.24,3.96,0.31
60.989998,0.67,0.75,-0.12
61.090004,0.69,0.9,3.92
61.200005,0.79,-0.24,5.3
61.300003,0.26,-1.61,5.57
61.4,0.06,4.28,1.8
61.5,0,-3.73,6.63
61.6,5.69,-1.77,2.08
61.71,0.45,-1.92,3.57
61.810005,0.43,-3.61,3.41
61.910004,0.4,-1.26,7.41
62.010002,0.83,-1.02,-1.18
