"NAME:","walk_4_1.csv","",""
"EXPERIMENT TIME:","08/06/2023 12:37","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS: ","112","",""
"","","",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","5.30","5.61","3.30"
"0.07092285","5.10","3.61","2.08"
"0.14196777","3.73","5.14","-0.98"
"0.2130127","4.28","6.90","1.49"
"0.28393555","9.65","8.39","-0.90"
"0.35498047","4.51","9.06","-2.24"
"0.4260254","4.75","1.73","2.82"
"0.49694824","9.30","4.16","7.37"
"0.56799316","6.04","7.18","1.69"
"0.638916","5.14","4.04","1.69"
"0.70996094","4.12","4.47","1.33"
"0.78100586","3.53","6.24","1.41"
"0.8519287","6.94","6.59","3.37"
"0.92297363","5.45","10.47","3.77"
"0.99401855","11.10","3.84","7.06"
"1.0649414","11.30","6.43","4.00"
"1.1359863","6.04","5.77","3.33"
"1.2070312","2.90","2.08","1.26"
"1.2779541","4.08","3.18","-0.47"
"1.348999","5.96","8.08","-0.20"
"1.4199219","7.92","9.73","-1.92"
"1.4909668","19.93","8.67","6.35"
"1.5620117","2.94","3.84","10.47"
"1.6329346","9.14","6.00","1.61"
"1.7039795","4.67","2.75","1.06"
"1.7750244","3.69","3.61","1.53"
"1.8459473","3.80","5.69","1.80"
"1.9169922","7.18","8.20","3.88"
"1.987915","6.35","11.06","3.06"
"2.05896","7.92","1.92","6.12"
"2.130005","12.36","7.26","6.51"
"2.2009277","5.18","6.55","3.77"
"2.2719727","4.67","2.75","-0.16"
"2.3430176","3.14","2.94","-1.57"
"2.4139404","5.33","9.18","-0.94"
"2.4849854","8.63","12.20","-2.31"
"2.5560303","20.01","11.65","4.24"
"2.6269531","6.79","5.61","3.57"
"2.697998","9.22","5.61","1.61"
"2.768921","3.14","2.75","1.37"
"2.8399658","3.30","5.96","0.94"
"2.9110107","5.41","5.41","1.29"
"2.9819336","6.28","7.14","4.08"
"3.0529785","8.39","7.37","4.51"
"3.1240234","11.06","2.16","4.04"
"3.1949463","6.98","8.28","4.47"
"3.2659912","4.79","4.35","2.35"
"3.3370361","4.71","2.90","-0.55"
"3.407959","4.55","4.43","-1.69"
