"NAME:","walk4.csv"
"EXPERIMENT TIME:","08/06/2023 10:51"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","95"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0",".41","-3.06","-10.75"
"0.09999943",".39","1.10","-5.73"
"0.21000004",".32","-3.26","-7.49"
"0.30999947",".32","-2.51","-5.73"
"0.40999985",".51","-3.57","-4.90"
"0.5100002",".61","-4.04","-5.06"
"0.60999966",".63","-7.73","-7.14"
"0.72000027",".90","2.20","-7.85"
"0.8199997","10.00","-2.04","-8.71"
"0.9200001","3.96","-3.49","-4.75"
"1.0199995",".14","-4.39","-5.61"
"1.1199999","6.63","-4.71","-6.35"
"1.2299995",".49","-2.12","-14.12"
"1.3299999",".77","3.53","-5.45"
"1.4300003",".26","-4.94","-7.57"
"1.5299997",".24","-2.16","-4.24"
"1.6300001",".94","-1.53","-4.28"
"1.7399998",".85","-5.33","-4.82"
"1.8400002",".75","0.51","-8.12"
"1.9399996",".41","-4.79","-6.55"
"2.04","9.85","-2.71","-5.41"
"2.1399994","2.35","-1.53","-4.75"
"2.25",".81","-7.73","-6.35"
"2.3499994","9.02","-8.32","-10.20"
"2.4499998",".24","-1.41","-7.41"
"2.5500002","7.73","-0.71","-9.61"
"2.6499996","6.08","-1.29","-6.16"
"2.7600002",".55","-1.37","-3.02"
"2.8599997",".49","-2.75","-4.08"
"2.96",".02","-2.47","-8.47"
"3.0599995",".69","-2.20","-9.81"
"3.1599998",".14","-2.24","-5.53"
"3.2699995",".47","-1.61","-3.77"
"3.37","3.69","-5.18","-6.98"
"3.4700003","6.28","-5.69","-7.85"
"3.5699997",".20","-0.43","-11.34"
"3.67","2.59","0.27","-3.61"
"3.7799997",".86","-7.73","-9.38"
"3.88","5.41","-3.26","-5.65"
"3.9799995",".79","-2.90","-5.65"
"4.08",".49","-5.92","-8.00"
"4.1800003","9.14","3.53","-7.88"
"4.29","3.22","-2.04","-10.04"
"4.3899994",".94","-0.35","-6.94"
"4.49","3.26","-1.45","-4.90"
"4.59","3.84","-4.31","-6.86"
"4.6899996",".90","-4.24","-7.96"
"4.8",".02","-1.06","-9.41"
"4.8999996","0.39","-2.31","-7.85"
"5.0","7.49","-0.86","-10.47"
"5.0999994","4.28","-1.53","-7.65"
"5.2",".79","-0.75","-5.37"
"5.3099995","6.28","-3.57","-7.02"
"5.41",".94","-4.55","-8.71"
"5.51",".41","2.04","-9.92"
"5.6099997",".10","-5.06","-9.02"
"5.71",".14","-0.94","-6.28"
"5.8199997","5.14","-1.96","-5.53"
"5.92","3.73","-3.10","-5.37"
"6.0199995","7.96","-10.63","-9.73"
"6.12",".02","-4.67","-13.65"
"6.2200003",".43","2.67","-6.67"
"6.3199997","2.82","-4.67","-8.79"
"6.4300003",".53","-2.24","-6.20"
"6.5300007","7.96","-1.96","-5.92"
"6.629999","5.45","-5.14","-7.73"
"6.7299995",".06","0.20","-8.98"
"6.83",".55","-4.28","-9.06"
"6.9400005",".41","-0.24","-6.35"
"7.039999",".92","-0.43","-4.47"
"7.1399994",".28","-3.14","-6.67"
"7.24",".43","-0.75","-8.43"
"7.34",".28","1.02","-9.38"
"7.450001","0.43","-0.31","-2.20"
"7.549999",".71","-12.98","-9.77"
"7.6499996","4.86","-2.39","-5.77"
"7.75",".10","-2.12","-5.69"
"7.8500004","7.65","-4.47","-5.84"
"7.959999",".08","0.71","-8.55"
"8.059999",".69","1.29","-9.89"
"8.16",".16","-0.24","-7.37"
"8.26",".30","-1.57","-3.73"
"8.360001","4.71","-4.20","-6.83"
"8.469999","6.59","-3.49","-7.73"
"8.57","8.04","0.59","-10.28"
"8.67","0.98","-2.90","-3.84"
"8.77","8.00","2.90","-8.98"
"8.869999",".88","1.06","-6.90"
"8.98",".04","0.00","-6.35"
"9.08","6.98","-2.94","-7.49"
"9.18",".96","-4.82","-9.06"
"9.280001","10.63","2.86","-8.20"
"9.389999","2.86","1.69","-6.55"
"9.49",".89","-0.20","-7.65"
"9.59",".73","-1.22","-4.59"
"9.690001",".59","-5.37","-6.35"
"9.789999",".32","-3.96","-7.22"
"9.889999","12.87","1.49","-10.94"
"10.0",".78","2.39","-3.73"
"10.1",".55","-2.12","-9.65"
"10.200001",".79","-0.20","-5.33"
"10.299999","7.81","-0.31","-5.26"
"10.41",".63","-2.31","-6.79"
"10.51","10.36","2.67","-9.73"
"10.610001",".84","3.53","-9.53"
"10.709999",".14","0.75","-7.53"
"10.809999","2.79","-1.37","-3.26"
"10.91","5.53","-3.14","-7.18"
"11.02",".88","-0.31","-5.88"
"11.119999","6.04","-1.10","-10.12"
"11.219999",".16","0.71","-5.30"
"11.32",".47","-1.33","-12.47"
"11.42",".39","-1.06","-7.02"
"11.530001",".04","-0.86","-4.86"
"11.629999",".36","-2.24","-5.26"
"11.73",".89","-3.65","-7.69"
"11.83","10.75","1.22","-9.18"
"11.93","7.65","-5.81","-8.24"
"12.039999","5.65","-1.73","-4.28"
"12.139999","5.14","-0.75","-6.24"
"12.24","5.14","-2.16","-5.69"
"12.34",".73","-9.26","-8.36"
"12.440001",".92","-1.65","-11.89"
"12.549999",".90","2.86","-7.88"
"12.65","3.84","-2.04","-6.83"
"12.75",".26","0.08","-5.77"
"12.85",".83","-1.61","-5.18"
"12.959999","9.18","-4.86","-7.88"
"13.059999","9.06","1.61","-8.43"
"13.16","2.59","-6.35","-17.30"
"13.26",".69","-1.02","-5.14"
"13.360001",".35","-1.18","-4.63"
"13.459999",".59","-4.12","-5.41"
"13.57",".18","-7.30","-8.75"
"13.67",".89","-4.35","-11.14"
"13.77",".55","3.92","-5.10"
"13.869999","4.47","-6.94","-8.16"
"13.98","2.82","0.55","-8.39"
"14.08","9.14","-2.39","-4.47"
"14.18",".24","-3.65","-5.33"
"14.280001","13.02","0.51","-8.98"
"14.379999",".63","4.12","-6.63"
"14.48",".98","-1.26","-7.77"
"14.59",".77","-1.61","-5.30"
"14.690001",".37","-3.53","-6.63"
"14.789999","4.59","-0.59","-6.86"
"14.889999","7.77","-3.96","-8.75"
"14.99",".71","-0.82","-5.61"
"15.1","11.49","1.73","-9.77"
"15.200001","7.22","-0.24","-5.81"
"15.299999",".22","0.00","-4.75"
"15.4","7.49","-2.00","-6.04"
"15.5",".85","-3.14","-7.18"
"15.610001",".38","3.84","-6.39"
"15.709999",".20","-5.30","-8.59"
"15.809999","6.35","-1.33","-5.22"
