"NAME:","walk_3_2.csv","",""
"EXPERIMENT TIME:","06/06/2023 13:42","",""
"ACTIVITY TYPE:","Walking","",""
"COUNT OF ACTUAL STEPS:","102","",""

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-6.04","6.47","-3.84"
"0.090026855","-5.30","6.67","-3.30"
"0.1800232","-6.28","7.26","-4.51"
"0.27001953","-8.04","10.28","-3.10"
"0.36001587","-11.38","7.81","-8.04"
"0.4500122","-5.49","7.34","-6.35"
"0.54000854","-5.84","6.32","-5.69"
"0.64001465","-3.10","7.53","-4.04"
"0.730011","-2.51","7.77","-3.10"
"0.8200073","-4.51","8.90","-4.00"
"0.91000366","-5.61","12.63","-5.33"
"1.0","-5.02","6.67","-7.88"
"1.0900269","-7.22","8.71","-6.63"
"1.1800232","-3.88","5.49","-3.73"
"1.2700195","-4.82","5.30","-3.57"
"1.3600159","-6.04","6.94","-2.63"
"1.460022","-9.30","10.12","-5.18"
"1.5500183","-11.69","6.90","-7.77"
"1.6400146","-4.39","6.79","-6.43"
"1.730011","-6.90","7.02","-5.02"
"1.8200073","-2.28","5.65","-3.06"
"1.9100037","-2.55","7.81","-2.82"
"2.0","-4.20","7.37","-2.55"
"2.0900269","-4.75","13.85","-3.06"
"2.1800232","-6.47","11.53","-10.36"
"2.2700195","-5.84","10.24","-6.43"
"2.3700256","-3.18","4.82","-4.47"
"2.460022","-5.69","5.81","-4.79"
"2.5500183","-6.75","6.75","-2.08"
"2.6400146","-6.83","9.02","-4.79"
"2.730011","-7.57","8.63","-3.45"
"2.8200073","-4.63","6.86","-9.38"
"2.9100037","-6.43","8.43","-6.04"
"3.0","-3.22","4.82","-3.22"
"3.0900269","-1.22","7.37","-3.06"
"3.1800232","-4.43","9.81","-5.81"
"3.2800293","-5.92","11.18","-3.37"
"3.3700256","-6.12","12.16","-11.53"
"3.460022","-5.02","8.98","-5.57"
"3.5500183","-2.47","4.31","-3.37"
"3.6400146","-5.06","5.45","-2.94"
"3.730011","-5.37","6.59","-2.28"
"3.8200073","-7.06","9.22","-5.10"
"3.9100037","-10.16","8.08","-6.08"
"4.0","-2.24","6.98","-6.71"
"4.090027","-7.06","8.00","-5.65"
"4.1900024","-2.67","5.61","-3.53"
"4.2800293","-2.20","8.04","-3.45"
"4.3700256","-4.71","8.32","-3.45"
"4.460022","-6.08","11.22","-4.20"
"4.5500183","-10.71","7.96","-8.71"
"4.6400146","-5.41","9.41","-6.32"
"4.730011","-3.41","4.43","-3.57"
"4.8200073","-4.98","5.10","-1.88"
"4.9100037","-4.75","6.39","-2.51"
"5.0","-8.75","9.65","-4.20"
"5.090027","-9.30","6.71","-5.02"
"5.1900024","-4.47","4.94","-5.73"
"5.2800293","-6.71","9.10","-6.20"
"5.3700256","-3.61","5.53","-2.71"
"5.460022","-1.49","8.08","-2.55"
"5.5500183","-3.69","7.73","-2.67"
"5.6400146","-7.57","11.41","-3.33"
"5.730011","-6.08","12.71","-9.85"
"5.8200073","-5.57","10.12","-6.67"
"5.9100037","-2.94","4.43","-3.49"
"6.0","-5.73","6.16","-4.00"
"6.100006","-5.53","5.77","-2.12"
"6.1900024","-6.43","8.04","-4.55"
"6.2800293","-7.41","8.75","-3.22"
"6.3700256","-2.75","6.43","-8.43"
"6.460022","-6.55","9.96","-6.35"
"6.5500183","-2.47","3.77","-2.55"
"6.6400146","-1.06","7.65","-2.98"
"6.730011","-3.88","7.85","-2.59"
"6.8200073","-7.37","12.71","-3.49"
"6.9100037","-7.53","11.89","-10.63"
"7.01001","-5.22","9.73","-7.41"
"7.100006","-3.18","4.31","-3.53"
"7.1900024","-5.45","5.14","-3.06"
"7.2800293","-4.63","6.32","-1.96"
"7.3700256","-8.90","9.41","-4.79"
"7.460022","-11.30","8.55","-9.18"
"7.5500183","-7.77","9.41","-6.90"
"7.6400146","-5.65","6.47","-5.92"
"7.730011","-2.75","6.79","-4.20"
"7.8200073","-2.67","8.16","-3.18"
"7.9200134","-5.81","10.59","-6.94"
"8.01001","-3.84","10.98","-5.53"
"8.100006","-6.47","4.63","-6.43"
"8.190002","-6.08","9.06","-5.88"
"8.280029","-3.69","4.71","-3.49"
"8.370026","-6.12","5.45","-2.04"
"8.460022","-5.26","7.96","-3.69"
"8.550018","-6.71","8.39","-2.16"
"8.640015","-6.59","7.81","-10.63"
"8.740021","-6.83","10.43","-5.37"
"8.830017","-3.18","1.96","-3.88"
"8.920013","-1.26","7.26","-3.10"
"9.01001","-3.88","7.69","-2.39"
"9.100006","-4.67","13.38","-3.33"
"9.190002","-4.79","11.81","-8.87"
"9.280029","-4.98","9.02","-6.94"
"9.370026","-4.16","5.73","-3.96"
"9.460022","-4.94","5.14","-3.14"
"9.550018","-5.02","5.92","-3.02"
"9.650024","-6.83","9.34","-4.75"
"9.740021","-9.10","10.20","-5.61"
