NAME:,walk_5_3.csv,,
EXPERIMENT TIME:,08/06/2023 17:45,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,88,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-9.53,1.69,-1.45
0.05102539,-9.69,1.61,-1.45
0.10202026,-9.53,1.92,-1.26
0.15301514,-9.3,1.49,-0.9
0.20401001,-9.57,0.98,-0.08
0.25500488,-10.32,1.29,-1.14
0.30603027,-10.51,1.1,-1.26
0.35702515,-9.65,0.86,-1.06
0.40802002,-9.45,0.71,-0.94
0.4590149,-9.22,0.75,-1.1
0.51000977,-9.49,0,-1.29
0.56100464,-8.9,0.2,-1.33
0.61203,-7.88,0.35,-1.14
0.6630249,-8.94,0.55,-0.98
0.7140198,-9.57,0.24,-0.86
0.76501465,-10.67,-0.27,-0.75
0.8160095,-12.04,1.57,0.63
0.8670044,-13.85,4.24,5.88
0.9180298,-11.85,6,-1.26
0.96902466,-10.87,-0.51,3.33
1.0200195,-10.08,1.77,0.12
1.0710144,-4.28,2.67,-1.33
1.1220093,-5.14,1.77,-0.78
1.1730042,-6.28,1.77,-1.73
1.2240295,-7.02,1.02,-2.98
1.2750244,-8.16,2,-1.92
1.3260193,-14.95,1.18,-6.28
1.3770142,-4.82,-2.51,0.16
1.428009,-20.01,12.55,-4.55
1.4790039,-1.96,9.06,7.26
1.5300293,-18.63,2.82,-1.88
1.5810242,-8.83,3.41,-2.28
1.632019,-4.39,0.39,-0.2
1.6830139,-5.92,-0.43,-0.27
1.7340088,-4.24,0.27,-0.75
1.7850037,-9.02,1.37,-1.8
1.836029,-10.9,0.71,0.9
1.8870239,-12.91,0.35,0.27
1.9380188,-14.12,4.98,5.57
1.9890137,-11.69,6.43,-1.37
2.0400085,-11.34,1.92,1.57
2.0910034,-12.98,1.69,-0.24
2.1420288,-5.92,1.26,-0.16
2.1930237,-3.3,1.29,-0.59
2.2440186,-3.53,1.06,-1.77
2.2950134,-6.86,0.27,-2.43
2.3460083,-10.16,4.63,-2.63
2.3970032,-13.22,0.47,-5.92
2.4480286,-13.22,10.04,3.69
2.4990234,-6.71,4.12,0.39
2.5500183,-19.06,1.65,1.26
2.6010132,-14.32,3.06,-1.61
2.652008,-5.61,2.55,-2.04
2.703003,-5.1,-0.04,-0.51
2.7540283,-4.75,-0.04,-0.86
2.8050232,-5.22,-0.16,-1.37
2.856018,-8.39,1.88,-0.47
2.907013,-13.53,-1.41,0.2
2.9580078,-12.55,2.59,1.45
3.0090027,-12.59,5.61,1.84
