"NAME:","walk2.csv"
"EXPERIMENT TIME:","08/06/2023 10:40"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","86"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","5.18","-2.04","7.88"
"0.10000038","5.14","-1.57","7.45"
"0.19999886","5.84","-1.84","7.49"
"0.29999924","-7.49","-1.65","7.57"
"0.39999962","7.37","-1.57","7.26"
"0.5100002","6.20","-1.53","6.12"
"0.6099987","-4.90","0.00","4.43"
"0.7099991","6.20","1.06","5.73"
"0.80999947","4.79","1.57","7.41"
"0.90999985","7.92","2.51","10.12"
"1.0200005","4.63","3.80","8.04"
"1.1199989","-4.82","3.61","9.77"
"1.2199993","-4.43","2.20","10.87"
"1.3199997","6.32","1.57","12.87"
"1.4200001","5.26","2.43","9.45"
"1.5299988","0.94","1.45","10.90"
"1.6299992",".26","2.20","12.04"
"1.7299995",".73","2.71","9.06"
"1.8299999","0.08","1.22","8.32"
"1.9300003",".26","1.84","8.32"
"2.039999",".61","0.27","9.41"
"2.1399994",".67","0.12","12.04"
"2.2399998","2.43","4.71","9.22"
"2.3400002","-3.77","3.96","9.18"
"2.4400005","3.18","-0.35","10.67"
"2.5499992","2.59","1.84","7.96"
"2.6499996",".73","0.82","10.67"
"2.75",".24","1.49","10.98"
"2.8500004","0.43","2.28","12.94"
"2.9499989","1.45","4.86","10.94"
"3.0599995",".53","2.63","9.41"
"3.1599998","0.04","0.82","6.63"
"3.2600002","2.00","0.31","7.73"
"3.3599987","0.04","1.61","10.87"
"3.459999",".16","2.04","12.98"
"3.5699997","0.47","3.14","8.47"
"3.67","2.55","1.88","9.81"
"3.7700005","-1.57","1.33","7.85"
"3.869999",".31","-1.02","10.36"
"3.9699993",".55","-1.77","12.08"
"4.08",".28","0.39","12.63"
"4.1800003","-0.08","3.18","10.47"
"4.279999","6.32","0.51","11.10"
"4.379999",".22","0.94","5.96"
"4.4799995",".24","0.12","7.30"
"4.59",".67","-1.45","12.16"
"4.6900005",".79","0.04","13.10"
"4.789999","-0.51","2.67","8.43"
"4.8899994","3.73","1.65","9.73"
"4.99","-2.08","1.92","6.55"
"5.1000004",".45","-0.90","10.87"
"5.199999","-0.04","-0.75","12.04"
"5.299999","-1.26","0.08","13.77"
"5.3999996","0.31","2.55","11.18"
"5.5",".45","0.51","9.41"
"5.6099987","-1.10","0.63","5.53"
"5.709999",".67","0.47","9.65"
"5.8099995","-0.47","0.63","10.98"
"5.91",".71","2.90","11.10"
"6.01","-1.61","2.12","10.28"
"6.119999",".12","-0.04","11.65"
"6.2199993","1.57","0.82","7.96"
"6.319998","0.04","-0.47","10.20"
"6.42","-1.14","0.47","12.94"
"6.5199986","0.08","2.79","12.20"
"6.629999",".67","3.22","11.96"
"6.7300014","-1.06","1.77","7.81"
"6.83","0.98","0.55","6.20"
"6.9299984",".16","0.04","10.47"
"7.0300007","1.10","0.51","12.28"
"7.1400013","4.86","4.43","8.94"
"7.24","5.49","3.41","7.92"
"7.3399982","0.39","0.24","10.75"
"7.4400005","3.45","0.24","9.14"
"7.539999","1.53","0.00","10.32"
"7.6499996","0.78","1.06","10.28"
"7.749998","-2.20","1.10","11.69"
"7.8500004","3.84","2.47","10.04"
"7.949999","2.75","1.02","10.08"
"8.050001","1.22","-0.59","6.20"
"8.159998","3.22","-0.20","8.32"
"8.26","5.84","-1.41","9.30"
"8.359999","4.59","-1.41","11.85"
"8.460001","5.41","0.55","8.20"
"8.559999","-3.33","0.08","8.63"
"8.67","3.73","0.00","6.71"
"8.769999","-1.49","-1.69","11.41"
"8.870001","4.08","-0.24","9.73"
"8.969999","-2.59","-0.16","11.77"
"9.069998","7.77","1.45","9.92"
"9.179998","2.55","1.77","11.89"
"9.280001","2.90","0.82","6.71"
"9.379999","1.80","0.00","6.71"
"9.480001","-1.18","-2.39","11.85"
"9.58",".29","-4.51","17.10"
"9.690001","3.61","2.86","7.41"
"9.789999","4.79","3.14","5.92"
"9.890001","1.26","0.39","8.20"
"9.99","-2.79","-0.35","9.18"
"10.089998","3.10","-0.59","9.45"
"10.199999","3.84","-0.71","11.89"
"10.300001","-6.83","2.55","9.65"
"10.4","0.75","1.69","11.96"
"10.499998","3.88","0.71","6.94"
"10.6","-2.04","0.27","6.43"
"10.710001","-0.08","-1.49","12.55"
"10.809999","1.53","-2.35","14.12"
"10.909998","2.75","2.94","8.04"
"11.01","4.79","3.69","6.04"
"11.109999","0.27","0.86","9.06"
"11.219999","1.33","-1.37","10.20"
"11.319998","3.26","-0.35","9.10"
"11.42","-3.18","-1.41","12.59"
"11.519999","-7.96","2.35","8.59"
"11.620001","-0.59","2.20","12.94"
"11.730001","2.98","0.75","7.41"
"11.83","-1.88","-0.04","6.28"
"11.929998",".47","-1.69","12.32"
"12.030001",".53","-3.61","16.51"
"12.129999","-2.59","1.80","9.73"
"12.24","-3.96","2.94","5.14"
"12.339998","-3.02","0.82","7.65"
"12.440001","2.71","-1.29","9.38"
"12.539999","3.73","-1.14","9.61"
"12.640001","3.53","-1.92","12.16"
"12.749998","8.08","2.00","8.51"
"12.85","-1.84","2.51","12.55"
"12.949999","-3.26","-0.04","7.69"
"13.050001","-1.65","0.04","6.63"
"13.15","0.27","-1.22","12.20"
"13.26",".53","-2.20","15.30"
"13.359999","0.12","2.47","9.81"
"13.460001","-4.55","2.55","6.43"
"13.559999","-2.24","0.78","7.30"
"13.659998","-2.90","-0.47","9.22"
"13.769999","4.67","-0.71","9.49"
"13.870001","-2.51","-1.10","12.20"
"13.969999","-6.55","3.06","8.94"
"14.069998","-1.37","3.26","11.34"
"14.17","3.41","0.86","7.61"
"14.280001","1.49","0.00","6.75"
"14.379999",".45","-0.86","11.65"
"14.480001","-0.16","-0.90","13.53"
"14.58","3.06","2.98","8.28"
"14.679998","-4.08","3.02","6.79"
"14.789999","-1.29","0.55","8.00"
"14.890001","-3.26","-0.47","9.45"
"14.99","-3.69","-0.04","8.75"
"15.089998","1.77","0.00","12.28"
"15.190001","4.43","2.59","9.65"
"15.300001","0.59","3.02","12.20"
"15.4","3.53","0.90","7.30"
"15.499998","-1.80","0.12","7.02"
"15.6",".20","0.35","10.32"
"15.699999",".29","-0.63","13.34"
"15.809999","6.16","5.30","6.75"
"15.909998","7.69","4.47","6.08"
"16.01",".00","0.31","10.79"
"16.109999","-4.67","0.82","8.24"
"16.210001","2.79","0.55","8.55"
"16.319998","2.71","-0.04","11.92"
"16.42","2.94","2.20","10.55"
"16.519999",".47","2.82","11.57"
"16.62","2.98","1.45","7.77"
"16.72","-1.26","0.90","6.04"
"16.83","1.06","1.29","9.53"
"16.929998","0.12","1.65","10.16"
"17.03","1.49","3.30","10.40"
"17.13","6.79","2.86","7.69"
