NAME:,run_5_1.csv,,
EXPERIMENT TIME:,06/06/2023 12:24,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,70,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,-1.26,-7.49,-2.39
0.08996582,4.71,-9.45,-8.16
0.17004395,2.35,-9.77,-14.24
0.26000977,1.49,-2.63,-5.88
0.33996582,-0.27,-15.81,-9.22
0.42993164,0.82,-11.89,1.41
0.52001953,2.2,-18.87,0.24
0.5999756,-0.12,-4.47,-3.3
0.6899414,1.26,-3.26,-1.65
0.7800293,-3.33,-13.45,3.3
0.85998535,4.75,-20.01,-2.47
0.9499512,-0.98,0.27,-1.92
1.0300293,-3.61,5.65,-1.53
1.1199951,-3.14,-4.0,14.24
1.1999512,0.82,-9.57,0.12
1.2900391,3.3,-15.06,-1.92
1.3800049,5.45,0.59,-4.2
1.4599609,-2.43,-0.67,-2.86
1.5500488,-3.49,-20.01,0.94
1.6400146,8.43,-19.73,-2.9
1.7199707,-6.0,8.83,-3.02
1.8099365,2.98,-6.39,0.55
1.8900146,3.88,-11.61,0.47
1.9799805,-0.67,-20.01,-2.43
2.0599365,4.51,-2.75,-2.79
2.1500244,-1.37,-4.71,2.08
2.2399902,0.71,-4.2,8.0
2.3199463,-0.43,-20.01,-4.59
2.4100342,2.75,-6.51,0.75
2.5,-6.63,6.51,-1.06
2.579956,3.3,-8.43,2.24
2.670044,0.9,-3.41,-1.37
2.75,0.71,-20.01,-1.29
2.8399658,5.53,6.71,-0.2
2.9299316,-2.98,0.12,-0.59
3.0100098,-5.49,-19.97,1.29
3.0999756,8.59,-20.01,-4.55
3.1799316,-0.27,2.82,-1.33
3.2700195,-3.65,1.53,-3.53
3.3499756,-11.85,1.14,2.04
3.4399414,0.43,-14.51,0.39
3.5300293,1.06,-17.1,-3.92
3.6099854,0.63,-3.26,-4.0
3.6999512,0.78,-1.14,-0.31
3.790039,-8.43,-20.01,7.45
3.869995,9.18,-19.1,-2.94
3.959961,-2.59,6.47,-2.47
4.040039,3.57,-2.39,0.2
4.130005,-12.71,-18.87,-11.65
4.209961,0.35,-20.01,-4.9
4.300049,1.06,-14.71,1.61
4.3900146,4.24,-4.12,-0.55
4.4699707,-1.88,-1.22,0.2
4.5599365,1.45,-20.01,0.27
4.6500244,5.53,-13.57,-1.88
4.7299805,-1.84,9.18,-2.55
4.8199463,-0.04,-13.49,-5.18
4.9000244,6.94,-18.83,4.39
4.98999,2.63,-20.01,-6.63
5.0699463,0.16,-6.71,-3.84
5.160034,-0.78,-6.2,4.28
5.25,1.1,-6.12,3.84
5.329956,0.31,-20.01,-4.9
5.420044,0.59,-2.9,-1.29
5.51001,-8.39,5.45,-1.61
5.589966,3.45,-9.34,3.8
5.6799316,3.88,-10.2,-0.55
5.76001,1.69,-20.01,-0.27
5.8499756,6.39,4.94,-2.86
5.9299316,-4.04,-1.06,-0.75
6.0200195,2.2,-18.08,2.82
6.1099854,12.36,-20.01,-9.45
6.1899414,-1.26,4.71,-2.67
6.2800293,-3.8,2.2,-2.71
6.369995,-13.81,1.61,4.47
6.449951,-0.16,-13.42,0.27
6.540039,4.94,-18.24,-1.22
6.619995,5.1,-2.35,-3.65
6.709961,0.24,-1.73,-0.27
6.800049,-11.1,-20.01,-0.59
6.880005,4.79,-7.73,-0.24
6.9699707,-6.0,9.22,-1.88
7.050049,5.65,-15.49,0.0
7.1400146,8.0,-20.01,20.01
7.2199707,-4.08,-20.01,-10.24
7.3099365,0.55,-2.43,-1.1
7.4000244,0.78,-1.96,-0.08
7.4799805,-1.14,-12.91,3.96
7.5699463,2.04,-20.01,-5.02
7.660034,-0.63,-1.49,-5.3
7.73999,-5.14,7.34,-0.39
7.829956,4.28,-6.0,-0.2
7.910034,0.55,-8.12,4.86
8.0,-3.22,-20.01,-0.86
8.079956,7.49,4.35,-1.65
8.170044,-1.65,-0.51,1.14
8.26001,-0.35,-20.01,0.2
8.339966,11.06,-20.01,-4.9
8.429932,-1.8,8.2,-1.26
8.52002,-0.27,-4.0,0.63
8.599976,-15.77,-15.38,-20.01
8.689941,3.92,-20.01,-5.14
8.77002,-0.94,-14.87,0.47
8.859985,1.96,-7.22,-3.37
8.939941,2.12,-0.04,0.55
9.030029,-8.75,-20.01,3.1
9.119995,6.51,-14.16,-0.98
9.199951,-6.16,10.55,-4.47
9.290039,0.51,-14.59,-0.27
9.380005,14.04,-20.01,-9.22
9.459961,-3.02,-20.01,-7.77
9.550049,2.59,-12.16,-1.14
9.630005,1.29,-5.06,2.39
9.719971,2.71,-2.0,-0.43
9.800049,-7.69,-20.01,1.37
9.890015,4.24,-14.12,2.28
9.97998,-4.47,9.02,-2.51
10.059937,-0.59,-13.53,0.24
10.150024,8.87,-12.79,6.12
10.22998,-2.51,-20.01,-4.55
10.319946,2.98,-11.49,-1.33
10.410034,3.22,-1.06,0.47
10.48999,0.9,-1.88,0.75
10.579956,-6.75,-20.01,-3.3
10.670044,6.16,-16.67,-6.83
10.75,-2.63,6.43,-0.39
10.839966,0.63,-12.32,4.04
10.920044,0.9,-20.01,17.89
11.01001,-0.9,-20.01,-2.71
11.089966,0.98,-12.32,-5.06
11.179932,3.65,-2.43,2.86
11.27002,-1.22,-1.65,-2.51
11.349976,0.27,-20.01,-6.32
11.439941,0.16,-6.2,-5.02
11.530029,-7.57,5.92,-0.9
11.609985,5.37,-15.18,0.82
11.699951,5.57,-10.47,4.2
11.780029,-7.34,-20.01,-0.35
11.869995,5.22,3.02,-0.08
11.949951,1.61,1.18,-0.82
12.040039,-4.79,-19.14,8.24
12.130005,11.85,-20.01,0.51
12.209961,-1.41,4.12,-1.53
12.300049,-3.45,2.16,-3.57
12.390015,-15.18,-3.88,7.53
12.469971,4.75,-6.94,-2.16
12.559937,3.8,-20.01,-2.9
12.640015,6.0,2.98,-0.75
12.72998,-0.98,-1.26,-1.57
12.809937,-7.81,-20.01,9.57
